footnote_no,footnote
libtech_1_footnote,"1When Gandhiji was 15, he had removed a bit of gold from his brother’s armlet to clear a small debt of the latter. He felt so mortified about his act that he decided to make a confession to his father. Parental forgiveness was granted to him in the form of silent tears. The incident left a lasting mark on his mind. In his own words, it was an object-lesson to him in the power of ahimsa."
libtech_2_footnote,"2According to Mahatma Gandhi : The Early Phase, p. 212, one of the senten- ces in the confession was : “So, father, your son is now, in your eyes, no better than a common thief.”"
libtech_3_footnote,"1When 	his nephew and co-worker, Chhaganlal Gandhi, was proceeding for the 	first time to London in 1909, Gandhiji gave him his “London Diary” 	The diary filled about 120 pages. Chhaganlal Gandhi gave it to 	Mahadev Desai in 1920. But, before doing so, he copied out in a 	notebook about 20 pages of the original. The remaining 100 pages 	were not continuous writing, but merely a chronicle of incidents 	during his stay in London from 1888 to 1891. The original being 	untraceable, Chhaganlal’s copy is reproduced here with minimum 	editing. Gandhiji wrote the diary in English when he was 19."
libtech_4_footnote,1Former princely States in Gujarat
libtech_5_footnote,2ibid
libtech_6_footnote,3A district in Saurashtra
libtech_7_footnote,4Priest family friend and adviser of the Gandhi
libtech_8_footnote,5Leading lawyer of Kathiwan.
libtech_9_footnote,6Gandhiji’s cousin and father of Chhaganlal and Maganlal both of whom worked ‘with him in South Africa.
libtech_10_footnote,7Gandhiji’s cousin
libtech_11_footnote,"1Boyhood friend of Gandhiji whom he tried for several years to reform, but without success"
libtech_12_footnote,1Gandhi’s cousin
libtech_13_footnote,"1Political Agent of Kathiawar, stationed at Rajkot"
libtech_14_footnote,2Gandhi’s elder brother
libtech_15_footnote,"2Vide “Speech at Alfred High School, Rajkot”, 4-7-1888."
libtech_16_footnote,3British Agent in Porbandhar State during the minority of the Prince
libtech_17_footnote,3Ranchhodlal Patwari was very close to Gandhiji with whom he was in corres- pondence. Patwari’s father helped him financially to go to England.
libtech_18_footnote,4Gandhiji’s Cousin
libtech_19_footnote,
libtech_20_footnote,1Ruler of the State
libtech_21_footnote,1River near Rajkot
libtech_22_footnote,2Locality
libtech_23_footnote,"27TH2 OCTOBER, 1888, SATURDAY, TO 23RD NOVEMBER, FRIDAY"
libtech_24_footnote,"1The source has “28th” which was a Sunday. Evidently this is a slip. In An Autobiography, Pt. I, Ch. XIII, Gandhiji says he arrived in London on a Saturday, which fell on October 27."
libtech_25_footnote,2ibid
libtech_26_footnote,"2Second of the Pandava Princes, in the Mahabharata, reputed for his great stature and strength."
libtech_27_footnote,"1Gandhiji 	sent this to his elder brother, Lakshmidas Gandhi."
libtech_28_footnote,"3The reference is to the Bhayyas (literally, brothers), a name originally given to the peasantry of Uttar Pradesh"
libtech_29_footnote,"1This covering note, originally written in Gujarati, was addressed to Lakshmi- das Gandhi while forwarding the draft to him."
libtech_30_footnote,"1Obviously, 	a slip for crores"
libtech_31_footnote,"1V.E.M. probably means vegetables, eggs, milk."
libtech_32_footnote,"2Dr. Josiah Oldfield, editor of The Vegetarian"
libtech_33_footnote,1William Sproston Caine (1842-1903); four times member of British Parlia- ment; serve on the Indian Parliamentary sub-committee of the British Committee of the Congress; Supported self-government for India. Was kneely interested in South Indian’s cause.
libtech_34_footnote,1Gandhiji perhaps means ‘at variance’.
libtech_35_footnote,"1Prithviraj Chauhan, 11th-century king claiming descent from the Sun; famed for his physical prowess"
libtech_36_footnote,"1The Vegetarian, 6-5-1891, reported : ""Saturday May 2nd, Bloomsbury Hall, Hart Street, Bloomsbury. . . Mrs. Harrison was followed by Mr. M. K. Gandhi. . . After congratulating the previous speaker and apologizing for his paper, which was entitled 'The Foods on India', he began to read it. He was rather nervous in the beginning."" The text given here is of the paper read at the Portsmouth meeting of the Vegetarian Society."
libtech_37_footnote,"1(1840-1900), served in India for 25 years; wrote a number of books including Indian Empire. Compiled The Imperial Gazetteer of India in 14 volumes. Member of the Viceroy's Legislative Council (1881-87). On retirement from India became  member of the British Committee of the Congress, and from 1890 contributed to The Times on Indian affairs."
libtech_38_footnote,"1Gandhiji appears to have confused between 'jowar' (the foodgrain) and  'juhar',  a word of salutation in some Indian languages."
libtech_39_footnote,1For the prevention of cruelty to animals
libtech_40_footnote,1Held at Holborn
libtech_41_footnote,
libtech_42_footnote,1The other great epic is the Mahabharata
libtech_43_footnote,"3To enable Englishmen to appreciate the difficulties confronting Hindus intending to proceed to England for studies and to point out to such Hindus how the difficulties might be overcome, a representative of The Vegetarian put Gandhiji a number of questions."
libtech_44_footnote,"1Mazmudar; vide “London Diary”, 12-11-1888."
libtech_45_footnote,1London Vegetarian Society
libtech_46_footnote,"1Kathiawar, 	also known as Saurashtra, 	a collection 	of former 	princely States, or 	principalities in Gujarat"
libtech_47_footnote,"2Machinations, 	in Gujarati"
libtech_48_footnote,"2The 	reference was as follows: ""An Indian entered the Court House 	yesterday afternoon and took a seat at the horseshoe. He was 	well-dressed and it was understood that he was an English barrister, 	on his way to Pretoria, where he is reported to be engaged in an 	Indian case. He entered the Court without removing his head-covering 	or salaaming, and the Magistrate looked at him with disapproval. The 	new arrival was courteously asked his business, and he replied that 	he was an English barrister. He did not attempt to present his 	credentials, and, on returning to the horseshoe was quietly told 	that the proper course for him to pursue, before taking up his 	position at the Bar, was to gain admission to the Supreme Court."" 	The incident was reported in The 	Natal Mercury, 26-5-1893."
libtech_49_footnote,
libtech_50_footnote,1Administrator.
libtech_51_footnote,1Pillay's 	complaint was that he was violently pushed off the footpath.
libtech_52_footnote,"1Proprietor of Dada Abdulla & Co., Durban, leading Indian firm, in connection with whose law-suit Gandhiji first went to South Africa"
libtech_53_footnote,1The reference is to John the Baptist.
libtech_54_footnote,"1The theory of vital food was originally propagated by Mr. A. F. Hills, Chairman of the Vegetarian Society, at its first quarterly meeting on February 4, 1889. In The First Diet of Paradise, he expounded, at some length, a somewhat remarkable theory of vitality, energy, rays of the sun, etc., which were to be found in the following foods: fruit, grain, nuts and pulse, all raw. Vide also “An Experiment in Vital Food”, 24-3-1894."
libtech_55_footnote,"1The 	exact date of 	writing is 	not available. Pyarelal 	says: “comparative leisure 	at Pretoria enabled 	Gandhiji to resume 	two little 	unfinished ventures which 	he had 	launched while he was in 	India. One was a little handbook or Guide 	to London 	that he 	had set about to prepare 	in  answer  to  numerous  inquiries  on  his 	 return  from  London. It bears the evidence of having been written, at least in part, between the"
libtech_56_footnote,2Administrative 	capital of the Union; 511 miles from Durban
libtech_57_footnote,2Indian merchant of Johannesburg and active member of the Natal Indian Congress
libtech_58_footnote,
libtech_59_footnote,1The source has ‘tactics’.
libtech_60_footnote,"1Vide An Autobiography, Pt. I, ch. XIII; also “Draft of Letter to Frederick Lely: December 1888."
libtech_61_footnote,"2Vide An Autobiography, Pt. I, Ch. XIII."
libtech_62_footnote,1Obviously inches
libtech_63_footnote,1The source has this in Devnagari script; reference to a preparation made of grame flour.
libtech_64_footnote,"2Vide also An Autobiography, Pt. I, Ch. XIII"
libtech_65_footnote,1This is not available in Appendix A as some pages are missing.
libtech_66_footnote,"2Vide An Autobiography, Pt. I, Ch. XIV"
libtech_67_footnote,"1Vide An Autobiography, Pt. I, Ch. XXII."
libtech_68_footnote,"2Vide An Autobiography, Pt. I, Ch. XIII."
libtech_69_footnote,1Source is damaged here.
libtech_70_footnote,"1Vide also An Autobiography, Pt. I, Ch. XV."
libtech_71_footnote,1/2 				pint
libtech_72_footnote,"1/ lb (4d per 1b) (3d), bread, butter and cocoa (3d), bread, butter and"
libtech_73_footnote,1This is not available.
libtech_74_footnote,1The source carries no address.
libtech_75_footnote,"1The source has ‘cut’, obviously a slip."
libtech_76_footnote,"2Vide An Autobiography, Pt. I, Ch. XIX."
libtech_77_footnote,"1Vide “London Dairy”, 12-11-1888."
libtech_78_footnote,"1Vide An Autobiography, Pt. I, Ch. XIV."
libtech_79_footnote,"1Pages 5, 6, 7 & 8 are missing."
libtech_80_footnote,"11894 a Franchise Law Amendment Bill, which deprived British Indians of any voting rights, had been introduced in the Natal Assembly (vide Vol. I). The petition of which this fragment formed part was presumably submitted in that year to someone in authority, who cannot be identified."
libtech_81_footnote,"2The text, in Gandhiji’s hand, is damaged in many places. Wherever possible words have been supplied in square brackets. In this diary Gandhiji has frequently used abbreviations, such as, ‘fr’ for ‘from’, ‘w’ for ‘with’, ‘wd’ for ‘would’, ‘rd’ for ‘received’, and so on. These have been spelt out."
libtech_82_footnote,2Sir Harry Escombe; Attorney-General; Premier of Natal in 1897. He had pleaded for Gandhiji’s admission to the Bar of the Natal Supreme Court.
libtech_83_footnote,3Lakshmidas Gandhi
libtech_84_footnote,1F. A. Laughton
libtech_85_footnote,"1Henry Campbell, advocate and chief agent for the Transvaal British Indian merchants"
libtech_86_footnote,
libtech_87_footnote,
libtech_88_footnote,
libtech_89_footnote,
libtech_90_footnote,
libtech_91_footnote,"2Vide “petition to Natal Legislative Council”, 4-7-1894"
libtech_92_footnote,
libtech_93_footnote,
libtech_94_footnote,
libtech_95_footnote,
libtech_96_footnote,
libtech_97_footnote,
libtech_98_footnote,
libtech_99_footnote,
libtech_100_footnote,3Charles T. Hitchins
libtech_101_footnote,
libtech_102_footnote,
libtech_103_footnote,
libtech_104_footnote,
libtech_105_footnote,
libtech_106_footnote,
libtech_107_footnote,
libtech_108_footnote,
libtech_109_footnote,
libtech_110_footnote,
libtech_111_footnote,
libtech_112_footnote,
libtech_113_footnote,
libtech_114_footnote,
