footnote_no,footnote
libtech_1_footnote,1The cable was sent 	by the Transvaal British Indian Association through the Colonial 	Secretary.
libtech_2_footnote,"1(1865-1928), known as the “Lion of the Punjab”, was deported by the British Government in 1907 and lived for some years in the U.S.A; President of the Congress session at Calcutta in 1920. Sustained injuries at the hands of the police during the boycott of the Simon Commission and succumbed to them."
libtech_3_footnote,"2Judge of the Bombay High Court and social reformer, whom Gokhale regarded as his teacher."
libtech_4_footnote,"1Prof. Parmanand’s lectures on the subject were reported in the Indian Opinion issues of November 4, 11 and 18, 1905."
libtech_5_footnote,"1Twenty-seven persons who had reached Natal Port on October 25, were detained on board in an ill-ventilated hold for three days, most of them without food  or water. Vide “Treatment of Indians at the Point”, 18-11-1905"
libtech_6_footnote,"1Czar Nicholas II, (1868-1918), came to the throne in 1894."
libtech_7_footnote,"1The Russo-Japanese War was declared in February 1904; the Russians were defeated and peace was signed on September 5, 1905."
libtech_8_footnote,2The revolution of 1905 which Lenin later described as a rehearsal for the 1917 Revolution.
libtech_9_footnote,1Licence to practise
libtech_10_footnote,2Judges of subordinate courts
libtech_11_footnote,"1Vide   “Indian Ambulance corps”, 13-12-1899"
libtech_12_footnote,"2Vide “Immigration Act of Natal”,11-11-1905"
libtech_13_footnote,"1The Gujarati original however, has another word, meaning “alone”, perhaps a misprint for another meaning “therefore”."
libtech_14_footnote,"2Afterwards, Duke of Wellington"
libtech_15_footnote,"3Civil judge, Tanjore at the time"
libtech_16_footnote,1Mounted marauders during the 17th and 18th centuries
libtech_17_footnote,2Principalities or landholdings granted by the State
libtech_18_footnote,"1Sir Arthur Lawley was appointed Governor of Madras on November 24, 1905."
libtech_19_footnote,"2The deputation, which was led by Gandhiji, consisted of Messrs Abdul Gani, Chair man, British Indian Association; Haji Habib, Secretary, Pretoria Committee; E. S. Coovadia, Moonsamy Moonlight and Ayob Haji Beg Mahomed. It waited on Lord Selborne at 3 p.m. on November 29, 1905."
libtech_20_footnote,1Not reproduced here
libtech_21_footnote,"1Vide “Immigration Act of Natal”, 11-11-1905"
libtech_22_footnote,1(1844-1906)
libtech_23_footnote,"2Vide “Sir J.L. Hulett and Indian Traders”, 24-9-1903"
libtech_24_footnote,"1In 1887, at Madras"
libtech_25_footnote,"1According to Sir Redveers Henry Buller, after the British repulse at Spion Kop, during the Boer War, the Indian Ambulance Corps volunteers had worked within the firing line, though not bound to take the risk. Vide Vol. III, pp. 221-2."
