footnote_no,footnote
libtech_1_footnote,"1Vide “A 	Complex Problem”, 9-5-1929"
libtech_2_footnote,"1Damodar Saraiya, 	addressee’s son-in-law"
libtech_3_footnote,"2For Gandhiji’s 	letter to Kishorelal on the same subject, dated “About May 18, 	1929” vide “The 	Agrievances of the Abritish Indians”"
libtech_4_footnote,"3The reference 	presumably is to the article titled “My Shame and Sorrow” 	published in Navajivan, 	dated April 7, 1929; vide 	“My Shame and 	Sorrow”,8-4-1929"
libtech_5_footnote,1The addressee is 	not known.
libtech_6_footnote,2As noted by the 	addressee. Also vide 	the preceding item.
libtech_7_footnote,"1Vide “Speech at Public Meeting, Polavaram”, 9-5-1929"
libtech_8_footnote,1Only extracts are reproduced here.
libtech_9_footnote,1Not reproduced here
libtech_10_footnote,"1Gandhiji was to 	reach Bombay on Wednesday, May 22. The letter was obviously written 	on preceding Thursday which was May 16."
libtech_11_footnote,1Gandhiji uses the 	English phrase.
libtech_12_footnote,2The source has 	these lines in English.
libtech_13_footnote,"1From the contents 	this letter 	appears to have 	been written at 	the same time 	 as the one to Narandas 	Gandhi dated May 18, 1929; vide 	“Letter to 	Naranadas Gandhi”, 18-5-1929"
libtech_14_footnote,"1Kashi Gandhi, wife of Chhaganlal Gandhi"
libtech_15_footnote,2Jamnadas Gandhi
libtech_16_footnote,3Ramniklal Modi
libtech_17_footnote,"4The Gujarati original of this appeared in Navajivan, 19-5-1929. The trans- lation is by Pyarelal."
libtech_18_footnote,"1The letter is not translated here. The correspondent had said that a friend of his, studying in the senior B.A. class, though eager to serve the country, intended to take the LL.B. degree before taking up national work, believing that knowledge of law was essential for it. How could this misconception be removed?"
libtech_19_footnote,"1Heroic and chaste women, namely, Ahalya, Draupadi, Sita, Tara (wife of Vali), Mandodari, Kunti and Arundhati"
libtech_20_footnote,"1Bhansali; the source has Jaykaran, evidently a slip."
libtech_21_footnote,2Reproduced in a folder issued by the Association
libtech_22_footnote,"1From a reference to 	the addressee in “Letter to Chhaganlal Joshi”, 19-5-1929, it 	would appear that this was written around that time."
libtech_23_footnote,"2Bapuna Patro—3 	: Kusumbehn Desaine, 	p.28, mentions that 	this was written while Gandhiji was no the Andhra tour which he 	completed on May 21,1929."
libtech_24_footnote,1From the reference 	to Gandhiji’s visit to Bombay for four days before the 28th; in 	1929 he reached Bombay on May 22 and was there till the 25th. It 	appears that the letter was written on the Monday (silence day) 	prior to his visit to Bombay.
libtech_25_footnote,"1Narayan Moreshwar Khare, the musician"
libtech_26_footnote,"1Gandhi wrote the 	letter on 	a silence-day, i.e., 	Monday.  The 	 Monday preceding 	May 23, 1929, 	on which 	Gandhiji here says he 	would reach Bombay, fell 	on May 20."
libtech_27_footnote,2The letter was 	written obviously before the addressee’s marriage.
libtech_28_footnote,1Only extracts are reproduced here.
libtech_29_footnote,1Not reproduced here
libtech_30_footnote,1Only excerpts are reproduced here.
libtech_31_footnote,1This was amended to read: “_ per cent”.
