chapter_no,date,title,content
1,"May 	2, 1928",LETTER TO ABBAS TYABJI,"
              MY 	DEAR BHRRR,     SATYAGRAHA ASHRAM,  SABARMATI,  May 	2, 1928   "
2,,NECESSITY OF DISCIPLINE,"
  	You were right in your surmise about absence of any letter from me.libtech_1_footnoteGod is great and good and even merciful.  	I am following the events in Bardoli. Every word of what you say is 	well deserved by Vallabhbhai. Don’t flatter yourself with the 	belief that if the Government invite you as their guest, they will 	house you at Sabarmati. The Ashram is too near for the Sabarmati 	guest house.libtech_2_footnote  Yours sincerely,  M. K. GANDHI  From 	a photostat: S.N. 9563          Some 	workers in the Khadi Service write :libtech_3_footnote  	Here there is an obvious confusion of ideals. Distorted notions of 	superiority and inferiority have given rise to indiscipline in al- 	most all the national organizations. Many people think that to 	abolish distinctions of rank means passport to anarchy and licence. 	Whereas the meaning of abolition of distinctions should be perfect 	discipline,—perfect because of voluntary obedience to the laws of 	the organization to which we may belong, i.e., the laws of our 	being. For man is himself a wonderful organization and what applies 	to him applies to the social or political organizations of which he 	may be a member. And even as though the different members of the 	body are      
 not inferior to any, they are voluntarily subject to the control of the mind, whilst the body is in a healthy state, so have the members of an organization, whilst none is superior or inferior to any other, to be voluntarily subject to the mind of the organization which is the head. An organization which has no directing mind or which has  no members co-operating with the mind suffers from paralysis and is in a dying condition.
 The correspondents who have signed the letter I have reproduced to not realize that if they do not accept the elementary discipline involved in giving regular attendance, that Khadi Office of which they are members cannot work profitably to its purpose, i.e., service of Daridranarayana. Let them realize that the voluntary discipline of a khadi office should be much stricter than the compulsory discipline of a Government office. If the chief of the Khadi Office concerned does not attend always in time, it is highly likely that he is engaged in khadi work even when he is not at his office. For whilst the staff has fairly regular hours the chief has no hours of receration. If he is honest and realizes the responsibilities of his high office, he has to work day and night in order to make khadi what it should be. It is one thing to come into a going concern, totally another to enter a newly-formed organization intended to be the largest of its kind in the world. Such an organization requires the vigilant, intelligent and honest watch not of one worker but of thousands. These workers have to come into being by belonging to the existing organizations and imposing on themselves the hardest discipline of which they way be capable.
 Young India, 3-5-1928"
3,,THANKS,"
  
 Friends from far and near have overwhelmed me with their kind messages in what has been to me the greatest trial of my life. It was foolish of me but it is nevertheless true that I had never contemplated Maganlal Gandhi’s death before mine. The cables, telegrams and letters I have received from individuals, associations and Congress Committees have been a great solace to me. The senders will forgive me for not making personal acknowledgments. I assure them all that I shall try to become worthy of the affection they have bestowed upon me and of the silent devotion with which Maganlal Gandhi served the ideals he held in common with me.
 M. K. G.
 Young India, 3-5-1928
 
 
 
 
 
 
 DEAR FRIEND,"
4,"May 4, 1928",LETTER TO VIRUMAL BEGRAJ,"
  
 
 THE ASHRAM, SABARMATI, May 4, 1928
  	I have your letter. You do not want me to answer your questions as a 	lawyer; for my law may not be accepted. But as a layman, it seems to 	me that neither the Bava nor his widow nor the Brahmin in the other 	case have any right to the properties mentioned by you and held 	under the circumstances described by you. "
5,"May 4, 1928",LETTER TO P. T. PILLAY,"
    SJT. 	VIRUMAL HEGRAJ 	“SINDHI” 	OFFICE SUKKUR  From 	a microfilm: 	S.N. 13214          DEAR 	FRIEND,  Yours sincerely,              THE 	ASHRAM, 	SABARMATI, 	May 4, 1928 
  	I do not consider the burning of Manusmriti to be on a par 	with the buring of foreign cloth. Burning of foreign cloth is like 	burning a thing that is injurious; but the burning of Manusmriti 	is at best like the burning of an advertisement for foreign 	cloth showing nothing but childish rage. Moreover, I do not regard 	Manusmriti as an evil. It contains much that is admirable, 	but in its present form it undoubtedly contains many things that are 	bad and these appear to  be  interpolations. Whilst a reformer would 	therefore treasure all excellent things in that ancient code, he 	would expurgate all that is injurious or of doubtful value.  	If we are to attain swaraj by effort from within, I do consider 	removal of untouchability like achieving Hindu-Muslim unity as a 	condition precedent to the attainment of swaraj. But when the 	English rulers resist the demand for swaraj because we have not 	attained fully removal of untouchability, I rgeard their resistance 	as hypocritical and illegitimate.  Yours 	sincerely,  SJT. 	P. TIRUKOOTASUNDARAM 	PILLAY 	SINDUPPONDURAI TINNEVELLY  From 	a microfilm: S.N. 13211 "
6,"May 4, 1928",LETTER TO L. CRANNA,"
  
 [May 4, 1928]libtech_4_footnote
 The reference to me in the last paragraph of your letter, I am grieved to say, is a fabrication from beginning to end.libtech_5_footnoteI  should  be sorry to learn that the Dean of Bristol had indeed spoken as reported.
  CRANNA, 	ESQ. 	C/O 	Y.M.C.A. SINGAPORE 
 From a photostat: S.N. 14345
 "
7,"May 4, 1928",LETTER TO HARIBHAU UPADHYAYA,"
  
 Vaisakha 15, May 4, 1928
 BHAI HARIBHAU,
 I shall see Punjabhai with regard to Raichandbhai’s writings. Yes, do translate Mr. Gregg’s booklibtech_6_footnoteinto Hindi. There is little hope of getting any funds from Charkha Sangh in this connection. The article on khadi in C.P. will appear in Navajivan. I shall try to give a synopsis in Young India.libtech_7_footnote
      SHRI 	HARIBHAU 	KHADI 	KARYALAYA 	AJMER  From 	Hindi: C.W. 6059. Courtesy: Haribhau Upadhyaya  Blessings 	from  BAPU 
      	“‘A 	friend of mine, said the Dean of Bristol, lately, ‘told me 	recently a striking story of Mr. Gandhi. After one of his foreign 	tours as a champion of Indian interests, he was received by a 	tremendous meeting of people in Calcutta. He was the popular hero of 	the day and the place was crowded with, I think, 15,000 Bengalees 	who had come to welcome him. My friend was the one Englishman 	present. For three hours the orators of Bengal spoke in praise of 	themselves and Mr. Gandhi: and then came the great moment, when Mr. 	Gandhi rose and all this vast assembly settled themselves on their 	haunches waiting for their great orator to speak. His speech 	consisted of one sentence, and one sentence only: ‘The man to whom 	I owe most and to whom all India owes most is a man who never set 	his foot in India—and that was Christ.’ And then he sat down.’”  Cranna 	had asked: “Has this your confirmation?”   
  "
8,,INDULGENCE IN THE NAME OF DEVOTION,"
  
 Thanks to Shri Jaydayalji Goenka, an attempt is nowadays being made to create a spirit of devotion in the Marwari society. With this object in view bhajan groups have been formed and  bhajan bhavanslibtech_8_footnoteare also being run. One such bhavan called Govind Bhavan has been started in Calcutta. At Shri Jaydayalji’s instance, a certain gentleman was put in charge of it. He indulged in debauchery in the name of devotion. He accepted puja from women; women regarded him as God and worshipped him; he gave them his left-overs to eat and debauched them. The simple-hearted women believed that having physical relations with one who had attained self-realization could not be regarded as sinful.
 Although the incident is painful, it does not surprise me. All around us we find people who gratify their lust under the guise of devotion. And so long as the essence of devotion is not understood, is it surprising that robberies are committed in the name of religion? It would be surprising if false devotees did not bring evil.
 I am a votary of Ramanama and the dwadashamantra but my worship is not blind. For anyone who is truthful, Ramanama is like a ship. But I do not believe that anyone who repeats Ramanama hypocritically is saved by it. Instances are cited of Ajamil and others; they are poetical creations and even there there is a hidden meaning. Purity of sentiments has been attributed to them. Anyone believing that Ramanama would calm his passions is rewarded by repeating it and is saved. The hypocrite repeating Ramanama in pursuit of his passions is not saved but is doomed—
 “A person will meet the fate conforming with his sentiment.” Devotees should bear two things in mind :
 One, that devotion does not merely consist in repeating  the  name but also in sacrificial activity that must constantly go with it. There is a belief nowadays that worldly activities have no connection with dharma or devotion. This is untrue. The truth is that all activities in this world are related to dharma or adharma. The carpenter who practises his trade merely in order to earn a living, steals wood and spoils his work is guilty of adharma. Another practises his trade for the good of others, say, for making a bed for a sick person, does not
 
 commit any theft and works to the best of his abilities and repeats Ramanama while working. This constitutes work done in pursuit of dharma. This carpenter is a true devotee of Rama. A third carpenter, whether deliberately or through ignorance, gives up his trade in order to repeat Ramanama, begs for himself and his children, and if asked to make something for a sick person says: “For me there is only Rama. I would know no sick man and no happy man.” This carpenter is a degraded creature fallen into the well of ignorance.
 Man does not pray to God through speech alone but through thought, word and deed. If any one of these three aspects is missing, there is no devotion. A fusion of these three is like a chemical compound. In the case of the latter, if a single ingredient  is  not present in its proper proportion, the expected result does not follow. The devotees of today appear to think that the limits of devotion are reached in the use of beautiful language and hence ceasing to be devotees become mere rakes and corrupt others too.
 In the second place, how and where should man, who has a physical form, worship God? He is omnipresent. Hence the best and most understandable place where He can be worshipped is a living creature. The service of the distressed, the crippled and the helpless among living things constitutes worship of God. The repetition of Ramanama is also meant to help us learn to do so. If Ramanama does not thus result in service, it is both futile and a sort of bondage, as it proved in the case of the man in Govind Bhavan. Let this instance serve as a warning to all devotees.
 Now a few words to the women. The man who makes others worship him necessarily becomes depraved; but why should the women become so? If they must worship human beings, why should they not worship an ideal woman? Moreover, why worship any living being? The saying of the learned Solon is worthy of being carved in one’s heart—“No man can be called good while he is alive.”libtech_9_footnotelibtech_10_footnoteThose who were good one day have become wicked the following day. Moreover, we cannot even spot hypocrites. Hence God alone should be worshipped. If a human being has to be worshipped he should be worshipped only after his death. This is so because after his death we worship only his virtues, not his physical form. It is necessary that men repeatedly, insistently and courteously point this out to our gullible sisters.
[From Gujarati]
 Navajivan, 6-5-1928
 
 dead.”"
9,"May 7, 1928",LETTER TO MANILAL AND SUSHILA GANDHI,"
  
    CHI. 	MANILAL AND SUSHILA,  Silence 	Day, May 7, 1928 
  	What shall I write to you this time? There has been no change at all 	in my routine work, nor do I think constantly about any particular 	matter, and yet I feel that a change has come over my life these 	days. Imperceptibly and involuntarily, a struggle is going on within 	me. Maganlal’s soul rules over my heart. The thought of his death 	fills me with a kind of happiness. Ba, I and all of us had always 	believed that I would die first. Had it happened so, I feel, as I 	see the unmanageable growth of our activities, that he would have 	been crushed by their weight. We are all thinking how to limit them. 	I do not know if any of us will be able to cope with the work. But I 	put my trust in God. He who has steered the ship so far will steer 	it in future too. No matter if Maganlal has died or others die. All 	of us will die but the truth which we have thought and lived will 	never die. I 	don’t think I can write to the others today. "
10,"May 	7, 1928",LETTER TO MIRABEHN,"
      From 	a photostat of the Gujarati: G.N. 4737       Blessings 	from  BAPU        May 	7, 1928 
  CHI. 	MIRA,  	I have your letter. I hope you are properly fixed up  now. Anyway 	you will insist on finding for yourself the comfort your health way 	demand.  	I have carefully gone through the revised translation. It is very 	good.  	You should occasionally go to Vallabhbhai’s meetings if he 	desires. Love. 
   PS.   Surendra 	took charge of the tannery yesterday.  BAPU 
  SHRI 	MIRABEHN 	SWARAJ 	ASHRAM 	BARDOLI  Via 	SURAT  From 	the original: C.W. 5301. Courtesy: Mirabehn "
