chapter_no,date,title,content
1,"September 	9, 1938",LETTER TO AMTUSSALAAM,"
        DEAR 	DAUGHTERlibtech_1_footnote,     September 	9, 1938 
  	The account of the work is good. Engross yourself wholly in these 	activities. Think about nothing while thus occupied. If you do not 	have the courage to go to the Frontier Province, you need not go. 	Overcome your sorrow. What do you eat?  Blessings 	from  BAPU  From 	a photostat of the Gujarati: G. N. 410.   "
2,"September 	9, 1938",LETTER TO MANILAL GANDHI,"
           CHI. 	MANILAL,     SEGAON, WARDHA,  September 	9, 1938 
  	You must have got the cable I sent as desired by you. I assume that 	you will do nothing in haste. I feel that you cannot close the I. 	O., and it will be best if it is not closed. But if there is 	no other way, let it be closed. You 	will read about the other things from Sushila’s letter.  	My health can be considered excellent. The fluctuation in 	blood-pressure is no cause for alarm. My silence is continuing and 	that is good.  Blessings 	from  BAPU  From 	a photostat of the Gujarati: G. N. 4882   "
3,"September 	9, 1938",LETTER TO RATILAL,"
         BHAI 	RATILAL,       September 	9, 1938 
 I 	was glad to read the news in your letter.     From 	a photostat of the Gujarati: G. N. 7177       Blessings 	from  BAPU "
4,"September 9, 1938",LETTER TO KRISHNACHANDRA,"
  
 September 9, 1938
 CHI. KRISHNACHANDRA,
 The tongue does not readily utter ‘tu’ libtech_2_footnoteaddressing the boys and ‘ tum’ libtech_3_footnoteaddressing the girls. It is something of a family tradition.
 Make any change you think necessary in your diet but never for the sake of taste. Instead, enjoy whatever you have to eat.
 It would be better not to accept anything even from your uncle. Do not discriminate between big and small books. It would be appropriate to give up collecting even books. Be content with the books available here.
 As you are not coming with me you have to draw your con- tentment from within yourself. Wherever I may be my home is here, is it not? This ought to suffice.
 Blessings from
 BAPU
 From a photostat of the Hindi: G.N. 4303; also S.G. 69
 "
5,"September 9, 1938",LETTER TO KRISHNACHANDRA,"
  
 September 9, 1938
 CHI. KRISHNACHANDRA,
 Yes, you have to go to Balkoba. You may also do enthusiasti- cally any other work entrusted to you.
The card is enclosed.
    From 	a photostat of the Hindi: G.N. 4302  BAPU "
6,,CONGRESSMEN BEWARE !,"
       	I have been inundated with letters and wires complaining of what the 	senders have regarded as the Madras Premier’s terrible, mis- 	deeds. I pick out two which have been the subject of adverse comment 	in many quarters in India. They are his policy about Hindustani and 	his employment of the Criminal Law Amendment Act for abating the 	picketing nuisance.     
 My correspondents evidently think that I am the keeper of the Premier’s conscience and that I have but to send instructions and they will be obeyed. They know my relations with Rajagopalachari. But I am not the keeper of anybody’s conscience, much less of Rajaji’s. Let the reader share the secret with me that nobody among those who regard the Congress acceptance of truth and non-violence as the rule of their lives fights me as strenuously as he does. But he has one essential virtue of a soldier. I became my own general of satyagraha and my first recruit in 1906. When I announced my generalship in 1918 in India, Rajaji was among those who enlisted themselves at the very commencement. It was under his roof that the inspiration of the hartal of 6th April came to me. From that day to this his loyalty to his general has been beyond reproach or compare. And if as general I asked him to give up his premiership he would do so without demur. He may not even agree with my judgment. But in battle he knows that a private has no judgement but his general’s.
 But in spite of the exemplary loyalty that Rajaji gives me in common with many others, I will not issue the instructions my correspondents demand. Let the complainants know that we rarely correspond with each other. I know he has no time and he knows I have equally little for such correspondence. The law of satyagraha forbids such action. If he has to resign, he will do so in the constitutional manner. And there will be no fuss, no complaint. What is more to the point, I have boundless faith in his wisdom, his upright- ness, and his unsurpassed ability as a parliamentarian among Con- gressmen at least. He has to his credit no mean achievements. And those who think that he is wallowing in the constitution gutter are vastly mistaken. We have in our ranks no abler fighter in satyagraha. I see nothing wrong in a satyagrahi winning victories without bluster, without wrangling but by conversion, by carrying conviction. The world will perhaps never know what Congress Premiers have been doing by forcing conviction upon Governors. Rajaji has been in the forefront among these. The greater the peaceful penetration, the greater the virtue of satyagraha. There is little room for tamasha in a fight for truth with truth and nothing but truth.
 It hurts me, therefore, when Congressmen decry him and think that he is so enamoured of office that he is afraid to do the right thing. All Congress Ministers naturally come in for trenchant criticism from those who dislike Congress politics. Whatever is sound in such criticism must be accepted with gratefulness. There is criticism that springs from party motives. Even that has to be borne. But when Con-
 gressmen take up the same cry, it becomes embarrassing. They have their remedy. They can complain to their Provincial Committees, and failing redress they can go to the Working Committee and finally to the A.I.C.C. Surely there is no room for criticism if all these remedies fail. But my greatest complaint against these critics is that they are too hasty or too lazy to acquaint themselves with facts. There is no sin greater than ignorance. I see daily verification of this great saying.
 My first advice then is that my numerous correspondents and those who think like them should first study facts as Rajaji and his Cabinet see them. If then they are not satisfied, they should move for redress in the manner indicated by me.
 I can give no direct help. There are limitations to the use of my influence with Congressmen. My retirement does mean non- interference with individual Congressmen in the discharge of their daily duty and even with the Working Committee except when it seeks my help or advice. Thus when Dr. Khare came to me for guidance, I twice refused, saying that he should approach the Parliamentary Sub- committee. Shri Shukla and Mishra were in urgent need. But to them also I had to say the same thing as I said to Dr. Khare. If I do not observe these broad limitations, my retirement becomes meaningless. Indeed I do not follow the day-to-day doings of Congressmen now- adays, whereas when I was in the Working Committee nothing escaped me and I used to scan everything and give guidance in detail in so far as my health permitted. But now I do not even study all the resolu- tions of the Working Committee.
 Let me now say a word about the two main grievances against Rajaji.
 There is nothing wrong in making a knowledge of Hindustani compulsory, if we are sincere in our declarations that Hindustani is or is to be the Rashtrabhasha or the common medium of expression. Latin was and  probably  still  is  compulsory  in  English  schools.  The study did not interfere with the study of English. On the contrary English was enriched by a knowledge of the noble language. The cry of “mother tongue in danger” is either ignorant or hypocritical. And where it is sincere it speaks little for the patriotism of those who will grudge our children an hour per day for Hindustani. We must break through the provincial crust if we are to reach the core of all-India nationalism. Is India one country and one nation or many countries and many nations? Those who believe that it is one country must lend Rajaji their unstinted support. If he has not the people behind him, he
 will lose his job. But it is strange, if the people are not behind him, that he has his great majority with him. But what if he had not the majority behind him? He must give up office but not his deepest conviction. His majority is worth nothing if it does not represent the Congress will. The Congress is wedded not to a majority; it is wedded to all that which will make this nation great and independent in the least possible time.
 And the picketing? It is insufferable that youngsters or even grown-up people should assail homes and offices and howl unmen- tionable imprecations against those who are shouldering their burden amid the greatest difficulty. Until we have found the correct remedy in terms of satyagraha the Ministers must be permitted to deal with such offences in the manner they consider best. If they are not, the freedom that is possible under Congress Raj will soon dege-nerate into goondaism, pure and undefiled. That is the way not to salvation but it is the easiest road to perdition. And the Minister who is worth his salt will resolutely refuse to be a cause of the country’s perdition.
 Lastly, the Criminal Law Amendment Act. We may not make a fetish of Congress resolutions. The Congress has objection not to the name but to the contents of an Act going under that name, and then, too, not to every word or section of the Act. I have never studied it but I see from Rajaji’s public declarations that it contains a few sections which suit the new situation that the Congress is facing. If such is the case, Rajaji will be foolish if he does not make use of them. But he will be equally foolish, if not something worse, if he does not summarily repeal the obnoxious clauses of the Act without delay. It is a monster created by the fertile brain of the repressor of the country’s liberty. It was used as such against satyagrahis. The sooner, therefore, those clauses go the better for Rajaji and the country. But let Congressmen beware of hanging their trusted servants before they are tried and found wanting.
 Harijan, 10-9-1938
  "
7,"September 	10, 1938",LETTER TO MAHADEV DESAI,"
          CHI. 	MAHADEV,     September 	10, 1938 "
8,"September 	10, 1938",LETTER TO BALWANTSINHA,"
  	Poor Sushila was  ready  at  5  o’clock,  but  I  did  not  let  	her go. I am sending her just now.  If  you  are  not  feeling  	well,  you  may detain her. You ought not to have let the thought 	enter your mind at all that you were down with a serious illness. 	Now take com- plete rest. I for one would put you on fruit juice and 	try water and earth treatment. But Sushila and other doctors know 	best. I am after all a sinking ship. Who would choose to sail in 	such a ship?  Blessings 	from  BAPU  From 	a photostat of the Gujarati: S.N. 11644       September 	10, 1938  CHI. 	BALWANTSINHA,  	My opinion is clear. If we are unable to maintain cows we must admit 	defeat and close down the dairy. I kept the cows because of your 	presence here. Now you and Parnerkar must find a way. We should give 	up anything that you both do not endorse. We should not have two 	departments.  	Yes, you have also to consider if the calves, etc., can be housed at 	a different place.  	I do not enlarge the establishment. Quite a few are only temporary 	inhabitants and none of them will stay on after my death. So we need 	have no worry on that account.  	I want a detailed budget of the medicines and other things required. 	In everything we have to bear in mind that all our activities are 	conducted with public funds.  Blessings 	from  BAPU  From 	a photostat of the Hindi: G.N. 1909 
  "
9,"September 	10, 1938",LETTER TO S. AMBUJAMMAL,"
        SEGAON 
    CHI. 	AMBUJAM,  September 	10, 1938 "
10,"September 	10, 1938",LETTER TO SUSHILA NAYYAR,"
  	I have been regularly getting the fruit sent by you. I did not write 	to you because of lack of time. Is Ratna the final examination or 	will there still be something left?  What happened about the Ramayanalibtech_4_footnotelibtech_5_footnote?  	I shall spend the whole of October out of Segaon. Do come and spend 	a few days with me some time. Do 	you receive letters from Kamala?  Blessings 	from  BAPU  From 	the Hindi original: Ambujammal Papers. Courtesy: Nehru Memorial 	Museum and Library       September 	10, 1938  CHI. 	SUSHILA,  	What must I do to please you? I gave you the cutting to make you 	laugh. It only hurt you. I showed you Mahadev’s letter to make you 	see what I feel. Even that hurt you.  	Why are you so sensitive? If Mother does not see your good the way I 	see it, how can I keep you? Even you agree that Mother should be 	kept happy.  	Now be calm. Whatever has to happen will happen. If  you cannot have 	peace by staying with me, then leave me. If you think it is in your 	interest to stay with me, what does it matter to you. . .libtech_6_footnote  Blessings 	from  BAPU  From 	the Hindi original: 	Pyarelal Papers. 	Nehru Memorial  Museum  	and Library. Courtesy: Dr. Sushila Nayyar         
  "
