footnote_no,footnote
libtech_1_footnote,"1Among those who 	accompanied Gandhiji 	during his visit 	to Bikram 	and later, 	in the afternoon, 	to the meeting, 	were Rajendra Prasad, Jamnalal Bajaj, Satis Chandra 	Das Gupta, and Jagat 	Narayan Lal."
libtech_2_footnote,"1Ramdas and Nimu got married on January 27, 1928. The letter, however, appears to have been written about the same time as the one to the addressee dated ‘before September 23, 1925, Vide?Letter to Chhaganlal Gandhi”, before 23-9-1925."
libtech_3_footnote,1As in the source
libtech_4_footnote,2Gandhiji was in 	Patna from September 20 to September 29 and also from October 12 to 	October 15.
libtech_5_footnote,1The letter is not translated here. The correspondent had argued that the cause of khadi could prosper only through the spontaneous endeavour of farmers and not through the efforts of outside workers.
libtech_6_footnote,"1Editor, Kelavani Ank—the educational supplement of Navajivan"
libtech_7_footnote,1From the postmark
libtech_8_footnote,"1Reference in the 	letter to the tour in Bihar which Gandhiji left on October 15,1925, 	suggests that the letter was written in that year."
libtech_9_footnote,"2The reference is to 	the?Cow-protection Supplement” issued by the Ghatkopar 	Humanitarian Association without the permission of Gandhiji, who was 	then the President of the All-India Cow-protection Association, but 	in anticipation of it. For Gandhiji’s comments on this supplement, 	vide?Notes”, 	1-10-1925."
libtech_10_footnote,"3The letter bears 	the postmark, Bhagalpur:1-10-1925. Ashvina 	Sud 10 fell on 	September 27."
libtech_11_footnote,1From the postmark
libtech_12_footnote,2Kind of iguana
libtech_13_footnote,3In the 	source the 	word ‘‚ÍÃ’ (yarn) 	has been 	used. It appears 	to be a slip 	for the 	word ‘‚ÍÔŒ’ (interest).
libtech_14_footnote,"2Held at Patna on 	September 22, 23 and 24"
libtech_15_footnote,1From the postmark; the date of delivery is 2-10-1925.
libtech_16_footnote,2From the postmark
libtech_17_footnote,"1The year 	has been 	inferred from Gandhiji’s itinerary mentioned in 	the letter. 	In 1925, 	Aashwin Sud 11 	corresponded to 	September 28."
libtech_18_footnote,"2Madeleine Slade, 	later known as 	Mirabehn, was 	scheduled  to  arrive  at 	Bombay on 	November 6, 1925."
libtech_19_footnote,"3Fulchand Kasturchand Shah, a Congress worker of Wadhwan in Saura-shtra"
libtech_20_footnote,4The ruler of the then princely State of Wadhwan
libtech_21_footnote,"5Gandhiji refers here, presumably, to his article,?If Expelled from One’s Community”, 11-10-1925."
libtech_22_footnote,
libtech_23_footnote,1Not reproduced 	here. The resolution inter 	alia invited Gandhiji 	to settle the dispute between the Utkal Provincial Congress 	Committee and the Sambalpur District Congress Committee.
libtech_24_footnote,
libtech_25_footnote,"3President, Utkal 	Provincial Congress Committee. He had been charged by the Sambalpur 	District Congress Committee with?embezzlement of national money.”"
libtech_26_footnote,
libtech_27_footnote,"1The meeting organized by the Patna Municipality, was held in Mangal’s Tank Grounds and was largely attended. An address was presented to Gandhiji on behalf of the Municipality."
libtech_28_footnote,1The address had stated:?. . . No special arrangements have been made for the uplift of the untouchables and the depressed—a cause most dear to your heart— although there have been in existence two schools for the untouchables and there is no restriction to their admission in the other schools as well.”
libtech_29_footnote,"1The All-India Spinners’ Association, whose constitution was finalized on September 24, 1925."
libtech_30_footnote,"1The date is as 	given in Charles Freer 	Andrews by Benarsidas 	Chaturvedi and Marjorie Sykes. Cf., however,”Comments of C. F. 	Andrews’s Letter”, 5-6-1924, the subject of langoti 	for Bhil children 	referred to in the letter is first discussed."
libtech_31_footnote,
libtech_32_footnote,"1Vide”A. I. C. C. Resolutions”, 1-10-1925."
libtech_33_footnote,"1Vide”My Friend, the Revolutionary”, 9-4-1925."
