chapter_no,date,title,content
1,"November 	6, 1905",LETTER TO CHHAGANLAL GANDHI,"
       [JOHANNESBURG,]  November 	6, 1905  MY 	DEAR CHHAGANLAL,  	Your letter to hand. I am returning the letter addressed to 	Revashankar. I shall ask Abhechand to take the papers back. He has 	gone to Pretoria.  	You have done well in writing about Kitchin. Your argument is not 	wrong. The facilities we have provided him are, generally speaking, 	too many. The money is being paid to him not for his proficiency but 	because of my folly; and because there was no other way of 	correcting my mistake. I did allow him to  leave;  but he pleaded 	with me that he was not in a position to do any other work, since he 	could not start work afresh in Johannesburg. Indubitably, he did 	wind up the big business he had. Under these circumstances, I could 	not bring myself to discharge him. So the best way I could find was 	to give him as much in salary as would meet his normal expenses. 	However, either of us is free to terminate the arrangement by giving 	a month’s notice. It means that, if the condition of the press 	gets worse and it does not show any income, I can dispense with his 	services at a month’s notice. Even if the condition improves, 	there is no stipulation about paying him more than £10, nor is it 	necessary. There is, therefore, no reason to believe that he will 	always draw the same salary. We need not suppose that he and Polak 	will not be able to pull on together when the latter comes. If they 	cannot, Kitchin will have to leave. Polak will take at least two and 	a half years to go to Phoenix; it is, therefore, unnecessary for the 	present to think of that far-off eventuality. I envisage the 	possibility of a great change in our  condition during that period. 	There was no other alternative when we gave Kitchin a house and 	land. His heart is in Phoenix. He no doubt likes the life there. 	Please do not hesitate when you have to do something for him. We 	have to take into consideration the virtues of a man; we cannot 	bother ourselves about his drawbacks. We have to be satisfied if, by 	putting ourselves out, others can be made happy or can benefit. 	There is no difficulty in giving two acres of land to any of you who 	wants it, that is, yourself, West, Bean or Anandlal. I think I have 	already explained this to you. Polak also has asked for two acres. 	This much I believe: if Kitchin stays, his nature will change and he 	will do his work well. If, on the other hand, his nature does not 	improve, he will give in of his own accord. Do ask for further 	clarification, if   
 you need it. Always write to me unhesitatingly.
 Gokuldas is good by nature; but he has become very selfish and narrow-minded because of his upbringing in the country. He seems to be prejudiced against you. In spite of my repeated attempts to persuade him I find that the idea that “maternal uncle is crazy” is deep-rooted in his mind due to the arrogant impetuosity of youth. His mind is set more on making money. We have to be very careful and see that his leanings become pure. You may watch him and guide him. I believe he will put in hard work. He will not take anything from the press at present; at the same time, he will not work the whole day. I have told him that he is still a student and has to behave accordingly. He will, therefore, work for some time in the press, some time on the land and the rest he will devote to studies. It is necessary for him to have a good knowledge of Gujarati, English and Tamil. I have asked him to start with composing Tamil matter in the press. I shall write a letter about this to Pillay also. You may come, if possible, during Christmas, after Gokuldas arrives there and has become conversant with the work.
 How is West doing the job-work? Does he feel uncomfortable or is he cheerful? Who are doing the composing work  for  the newspaper? How does Virji behave? Write to me about everybody there. How is Bean doing? What is the position of the books now? How about Anandlal? I have written to him also about Gokuldas. I still feel that it will be better if you three brothers live together. But if there is even the least possibility of bitterness resulting from doing so, you have not to act on my suggestions. Gokuldas, of course, will stay with you.
Is Orchard still there in the house or has he left?
 I have sent the Tamil material, but I find that there will be some difficulty for me in the matter. I saw that the man who did the translation has very little knowledge of the language. He felt very diffident and said that it would be better if I did not entrust the work to him. It will be quite enough if Gokuldas and Pillay understand it even after a strenuous effort. Gokuldas has learnt a little. The English matter that I send from here will merely have to be translated there. Consult Pillay about this. Who has written for this week’s issue ?
 Does Hemchand give you satisfaction or not? Does he go out for the collection of dues? Train him well.
What has happened to Ramnath? I had written a letter to Ajodha.
 Has Jayashanker been able to procure any assistant or does he have the same difficulty still? Give Bean whatever miscellaneous things he wants. Send Moon’s report when you get it. Who is to sow
 the land that has been ploughed ? Does the leakage in the roof continue or has it stopped ?
 Let me know if the shifting of the office to Mercury Lane has affected the flow of work. Do the whites come in greater numbers?
 Blessings from
 MOHANDAS
  	[PS.]    	Govindji says that he is not getting the paper regularly. I sent 	more Gujarati matter yesterday. Do 	see what is written on the back of the first four sheets also.  From 	a photostat of the original Gujarati: S.N. 4262 
   "
2,,CABLE TO KING-EMPERORlibtech_1_footnote,"
        [JOHANNESBURG, "
3,"November 9, 1905",LONG LIVE THE KING-EMPEROR,"
  Before 	November 9, 1905]  BRITISH 	INDIANS, TRANSVAAL, TENDER TO HIS GRACIOUS MAJESTY HUMBLE 	CONGRATULATIONS ON HIS SIXTY-FIFTH BIRTHDAY.  Indian 	Opinion, 11-11-1905     	Thursday, the 9th instant, was the sixty-fifth birthday of His 	Majesty the King-Emperor. Loyal congratulations were offered from 	all parts of his vast dominions. No monarch of modern times has 	commanded the admiration and love of his subjects as King Edward 	has. When he ascended the throne, his position was a most difficult 	one, since he had to succeed Victoria the Good; but, during the 	short space that he has occupied his supreme position, he has 	carried out the traditions left by that noble lady, and has shown 	that,  even  in  a country constitutionally governed, the King has 	many opportunities of serving his subjects, in a way possible only 	to one who, like His Majesty, combines a real appreciation of the 	dignity of his exalted station with a more than ordinary ability. By 	his sound judgment and tact, he has materially assisted in promoting 	the world’s peace, and the prosperity of the British Empire. He 	has endeared himself to his subjects the world over because, being 	lord of all, he has made himself the servant of all. In the whole 	history of the world, no throne has    
 been so firmly established in the hearts of the people as that of the King-Emperor today. That he may live long to add lustre to that throne is the earnest prayer of British Indians, the humblest of his subjects but not the least in loyalty and devotion.
 Indian Opinion, 11-11-1905
 "
4,,AN INDIAN DELEGATION TO ENGLAND,"
  
 The general election for the Imperial Parliament  is  now pending. It may come upon us any day. Mr. Chamberlain has expressed his opinion that the sooner it comes, the better. The most interesting feature to an Indian is the delegation that has gone to England, on behalf of India, to plead the Indian cause before the British electorate. Some knowledge about those who compose the delegation and its purpose may not be out of place even for our European readers in South Africa.
 The Honourable Professor Gokhale and Mr. Lajpat Railibtech_2_footnoteare  in London as the delegates sent by the National Congress, and towering above the two is Mr. Dadabhai Naoroji, the Grand Old Man of India. He is not sent specially, but he is there living a life of self-imposed exile, a life of self-sacrifice extending over an unbroken period of half a century. Of him, Mr. Gokhale has said:
 What a life it has been! Its sweet purity, its simplicity, its gentle forbearance, its noble self-denial, its abounding love, its strenuous pursuit of high aims— as one contemplates these one feels as though one stood in a high presence. Surely there must be hope for a people that could produce such a man, even if, as Mr. Ranadelibtech_3_footnotelibtech_4_footnoteonce said, he be only one in three hundred millions.
 Such is the towering personality of Dadabhai, who is always in London to counsel Indian patriots and guide them by his advice.
 In Mr. Gokhale, yet quite young, is centred the hope of India. He has won many laurels, and has many more to win. Young as he is, he has made for himself a name in the Imperial Legislative Council at Calcutta. Even those who differ from him have to acknowledge his patriotism and earnest eloquence. He is not to be matched in mastery
 
 of figures, and he has sanctified a life of love by a free gift of his services to the Fergusson College at Poona for twenty years.
 Mr. Lajpat Rai, from the Punjab, is no less noble in mind. He is the recognised leader of the Punjab. He has been devoting his earnings and his energy to the promotion of the work of the Arya Samaj, which has been recently made familiar to our readers.libtech_5_footnotelibtech_6_footnoteHardly had he finished the self-imposed work of relieving the distress in the Kangra District, owing to the terrible earthquake, than, at the call of duty, he left for England. As the Honourable Mr. Gokhale could not join him in England in time, he went over to America, and popularized traditions of India to the great American people. This is what the Boston Transcript says of him:
 It is not many weeks since Colonel Young husband declared in London that, in all that relates to the spiritual and intellectual life, we Anglo-Saxons are to sit as learners at the feet of the Hindus and other Orientals. They have for ages cultivated, and still cultivate, as the highest and most important of human interests, that which we leave to an hour or so of quiet once a week in a church. The handsome and accomplished young Hindu, Mr. Rai...how magnificent is the beauty and vitality of a high-class Hindu...the delegate from the Indian National Congress, who spoke twice here this week, is on his way to England.
 Such leaders, then, are at present in England to plead for India. They are there to tell the British electorate that India needs better representation and better service at the hands of the rulers. In the words of Mr. Schwann, M. P., the delegates are charged
 with the task of voicing the hopes, the fears, the aspirations, and the desires for reform of the Indian people. There was a desire among the Indian people for better education, for a land settlement varying with the varying needs of different parts of India, and for more self-government, because the people whom Mr. Gokhale represented thought that many of the Indian people were quite qualified to take part in their own government.
 The delegation and many other things, which are at present happening in India, are unmistakable signs of the times. The Colonial statesmen may not misinterpret them or ignore them. If they would seek the protection of the British flag, they must count upon India asan integral part of the Empire, and, as such, entitled to every consid- eration. It will very largely depend upon the spirit that guides British, Colonial and Indian statesmen, whether the Empire is to remain firmly
 
 knit together, or whether it is to suffer disintegration owing to conflicting interests.
 Indian Opinion, 11-11-1905
 "
5,,IMMIGRATION ACT OF NATAL,"
  
 We draw the attention of Mr. Harry Smith, the Principal Immigration Restriction Officer, to a free translation we have given in another column of hardships that Indian passengers are alleged to have had to undergo on board the s. s.  Somali.  If the allegationslibtech_7_footnotelibtech_8_footnoteare at all true, they show a very serious state of affairs. The passenger who has made the complaint which is before us has signed it, and he was severely cross-examined before we decided to take it and give it publication. We are aware that Mr. Harry Smith is just as eager as we are to avoid any unnecessary hardships to the passengers who may be affected by the Immigration Act. We, therefore, feel certain that we have only to draw his attention to this complaint to insure a thorough investigation. We might mention that this is not the first occasion on which we have received complaints of this nature, but hitherto we have not thought fit to publish them or to do anything more than suggest to the complainants to forward their complaints to the proper quarters; but the facts that have come to us this time have been so well and earnestly put that we consider it to be our duty to draw public  attention to them. We shall be happy to give an equally prominent publication to anything that the Immigration authorities may have to say either in contradiction, explanation, or justification.
 Indian Opinion, 11-11-1905
 "
6,,RED TAPE,"
  
 The Natal Mercury has rendered a public service in publishing correspondencen which throws a  great deal of light on the working  of the Immigration Restriction Act. It appears that a well-educated Indian, Mr. E. Vaz, was, on the  30th  September  last, on  going  to  see a friend off by one of the German steamers, prevented from going to the steamer. The friend also, whom Mr. Vaz was to see off, although he produced his second-class ticket, was not allowed to board the steamer. Both of them were, it is complained, roughly
 
 handled by the constable on duty. Mr.  Vaz  thereupon  wrote  to  the Superintendent of Water Police, who told him that the constablewas carrying out his instructions. He then approached the Colonial Office, and the Colonial Office, too, returned the same stereotyped answer, adding that instructions were from the Immigration Restriction Department. Mr. Vaz then applied to the Principal Immigration Restriction Officer, who put the finishing touch by declining to inform Mr. Vaz of the instructions, saying: “I do not feel called upon to answer inquiries from outside as to inter-departmental arrangements.” Rough treatment is not denied.  The action of the constable is throughout upheld, and when the public want to know what regulations there are which they have to obey, they are told it is not their business! This is a new method of administration. Hitherto, the people who have to obey laws have been acquainted with the nature of such laws, but now the Government has decided that the Immigration Department is to work its regulations in secrecy, and to expect the public, who are affected thereby, to guess what they are likely to be and obey them. We  mention  the Government specially, because Mr. Harry Smith has evidently written under inspiration. So far as we know, he has never  withheld information from the public. What advantage the Government wishes to gain by keeping its precious regulations secret we do not know, but we do know that the action of the constable was undoubtedly illegal, and the attempt made by the Government to bolster up an illegality by withholding information from the complainant is, to say the least of it, highly un-British.
 We congratulate our contemporary on having given publicity to what is nothing short of a scandal, and, what is more, for dealing with it strongly in an editorial note.
 Indian Opinion, 11-11-1905
 "
7,,RUSSIA AND INDIA,"
  
 The present unrest in Russia has a great lesson for us. The Czar of Russialibtech_9_footnotelibtech_10_footnotetoday wields the most autocratic power in the world. The people of Russia suffer numerous hardships. The poor are crushed by the weight of taxes; the soldiers put down the people, who have to submit to all the whims of the Czar. Intoxicated with power,  the officers do not care for the welfare of the people. Their only function, they think, is to add to their own power and wealth. Entirely against
 
 the  people’s will, the Czar declared war against Japan,libtech_11_footnotecausing a river of blood of Russian soldiers to flow. The wealth acquired by the sweat of thousands of labourers was thrown into the sea of Japan.
 The Russian people have suffered all this for years, but they have now reached the limit of their patience. They have struggled hard to end this tyranny, but in vain. They rose in rebellion and killedthe Czars, but they could not secure justice. This time they have found another remedy which, though very simple, is more powerful than rebellion and murder. The Russian workers and all the other servants declared a general strike and stopped all work. They left their jobs and informed the Czar that, unless justice was done, they would not resume work. What was there even the Czar could do against this? It was quite impossible to exact work from people by force. It is not within the power of even the Czar of Russia to force strikers to return at the point of the bayonet. The Czar has therefore proclaimed to the people that they will be granted a share in government and that he will not make any laws without their consent. It is difficult to say what the ultimate result of this will be; but even if the Czar does not keep his word, it will not prove that the course adopted by the people was wrong. It will only show that the people were not firm enough in applying the remedy. For even the most powerful cannot rule without the co-operation of the ruled. If the Russian people succeed, this revolutionlibtech_12_footnotein  Russia  will  be  regarded  as  the  greatest   victory,   the greatest event of the present century.
 In the caption to this article we have put Russia and India together. We have therefore to justify it by showing how India is concerned with the events in Russia. There is much similarity between the governance of India and that of Russia. The power of the Viceroy is no way less than that of the Czar. Just as the people of Russia pay taxes, so also do we; just as the Russian taxpayer has no control over the use of the money thus raised, so also the Indians have none; as in Russia, so in India, the military is all-powerful. The only difference is that the power of the state is rather more brusquely exercised in Russia than in India. We, too, can resort to the Russian remedy against tyranny. The movement in Bengal for the use of swadeshi goods is much like the Russian movement. Our shackles will break this very day, if the people of India become united and patient, love their
 
 country, and think of the well-being of their motherland disregarding their self-interest. The governance of India is possible only because there exist people who serve. We also can show the same strength that the Russian people have done.
[From Gujarati]
 Indian Opinion, 11-11-1905
 "
8,"January 28, 1832","SIR T. MUTTUSWAMI AIYER, K. C. I. E.","
  
 Sir T. Muttuswami Aiyar was born in a poor family at Tanjore on January 28, 1832. Having lost his father at a very early age, Muttuswami had to earn his own living. He therefore took up the job of a village clerk on one rupee a month. This went on till 1846. During this time, a gentleman named Muttuswami Naicker was struckby the boy’s intel-ligence and industry. Once it happened that Naicker received news of the river embankment near a village having given way. He sent for his clerk, but the latter being absent, the boy Muttuswami answered the call. Asked by Naicker to make inquiries about the mishap, Muttuswami went round the whole place  and brought all the news. Mr. Naicker did not quite believe him, but, being in a hurry, he passed on the boy’s report. Later, Mr. Naicker was much pleased to know that the facts collected by Muttuswami were quite accurate.
 Not being satisfied with the kind of life he was leading, Muttuswami resolved to rise higher and started going to school whenever he could find the time. Mr. Naicker, who noticed this, kept him for 18 months in a Mission school at Negapatam, and then sent him to a High School in Madras. He also gave him a letter of recommendation to Raja Sir T. Madhav Rao. Muttuswami made daily progress in his studies. Mr. Powell, who was then the Headmaster of the School, saw Muttuswami’s merit, and gave him special attention. In 1854, Muttuswami wrote an English essay, which won him a prize of Rs. 500. After he had finished his studies at the High School, he was appointed a teacher on Rs. 60 a month. He rose by stages till he became a responsible education officer. The Government had meanwhile   instituted   an   examination   for   the   Pleader’s   Sanadlibtech_13_footnote. Muttuswami prepared for the examination, and stood first in it. In those days the judges used to go on tour from time to time in order to inspect the work of the munsiffs.libtech_14_footnoteOnce Judge Beauchamplibtech_15_footnotewent there
 
 on a surprise visit. He was so pleased to see Muttuswami’s work that he remarked, “Muttuswami deserves to take a seat by my side”. Muttuswami’s ability proved to be so outstanding that he was later appointed a Magistrate in Madras. Judge Holloway was much pleased with him. He advised him to pursue his legal studies further, and he did so. As an aid to this study, he learnt German also. He had a very independent mind. An Indian once lodged a complaint against a High Court judge, charging him with assault. Muttuswami, without any hesitation, issued a summons to the judge. The Chief Magistrate suggested that the judge need not be obliged to appear in person. But Muttuswami paid no heed. The judge had to appear before him and was fined Rs. 3. Later, Muttuswami became a judge of the Small Causes Court. In 1878, he was awarded a C. I. E. and made a High Court judge. He was the first Indian to be appointed to that office. His judgments were so sound and carried such authority that to this day, it is said, they can hold their own against those of the best English judges. The famous Mr. Whitley Stokes says that he has seen few judgments that can compare with those of Muttuswami Aiyar and Syed Mahmud. His work was so exceptional in every way that he was made Chief Justice in 1893. Worn out by hard work, Muttuswami died in 1895.
 Not only was Sir Muttuswami foremost in the field of law, he also took the greatest possible interest in promoting the welfare of the Indian people. From time to time he spoke on such subjects as child marriage, widow re-marriage and foreign travel, and encouraged reformers. He was very kind and simple, always wore swadeshi clothes and was a sincere devotee of God. His bright career lent lustre to the entire Presidency of Madras.
[From Gujarati]
 Indian Opinion, 11-11-1905
 "
9,,AN INDIAN VOLUNTEER CORPS,"
  
 Last week we reproduced, from The Natal Witness, some questions and answers at a political meeting in Newcastle with reference to the liability of Indians to serve during the time of war.
 Mr. Thorold urged that some arrangement should be made whereby the Arabs and Indians should be called upon to assist in case of the calling out of the first line of defence. It would be manifestly unfair to allow the Arabs to sit in their stores and to do business while the Europeans were fighting at the front.
 Had Mr. Thorold known the inner working of the Government, he would not have made the remarks attributed to him. The Government simply do not wish to give the Indians an opportunity of showing that they are as capable, as any other community, of taking their share in the defence of the Colony. At the time of the Boer War, it will be remembered, the Indians volunteered to do any work that might be entrusted to them, and it was with the greatest difficulty that they  could  get  their  services  accepted  even  for  ambulance  work.libtech_16_footnoteGeneral Buller has certified as to what kind of work the Natal Indian Volunteer Ambulance Corps did. If the Government only realised what reserve force is being wasted, they would make use of it and give Indians the opportunity of a thorough training for actual warfare. There is, too, on the Statute-book, a law for the purpose, which has been allowed to fall into desuetude from sheer prejudice. We believe a very fine volunteer corps could be formed from  Colonial-born  Indians that would be second to none in Natal in smartness and efficiency, not only in peace but in actual service also.
 Indian Opinion, 18-11-1905
 "
10,,TREATMENT OF INDIANS AT THE POINT,"
  
 We referred last week to the ill-treatment to which some of the Indian   passengerslibtech_17_footnoteon   board   the   Somali   are   said   to   have   been submitted on their arrival in the Natal harbour. We have received corroboration of the fact from another correspondent, who writes to us in Gujarati, to the following effect:
 Those who did not have the Transvaal permits, but were Transvaal refugees, and those who did not possess the Natal passes, were put to much inconvenience. They were locked up for three days in the steamer-hold. They were not able to provide themselves with any food. The third day Mr. Hassim Juma, a merchant of Durban, engaged a solicitor and was successful in getting about five [persons] landed. When Mr. Hassim Juma himself went to deposit bail, it was not accepted. It was only after the intervention of a solicitor that, with great difficulty, they were landed. The passengers who were not able to land at Delagoa Bay were also kept under lock, and were not allowed to cook their food.
 We draw Mr. Harry Smith’s attention to the above version. If it be true, it is too painful for words, and if it be true that visiting passes were only allowed on the intervention of a legal gentleman, it is very
 
 evident that something is rotten in the state of Denmark. As it is, the poor Indians have, in order to make their claims good, either for residing or remaining temporarily in the Colony, to undergo a great deal of trouble and expense. We do not complain of a reasonable enforcement of the Immigration Restriction Act, but we do think that those who are entitled to land in the Colony, or those who should be given every facility for passing through Natal to a neighbouring Colony, ought not to be put to the expense of having to engage a solicitor for mere matters of form.
 Indian Opinion, 18-11-1905
 "
