chapter_no,date,title,content
1,,NOTES,"
       SERVANTS 	OF INDIA 	FIRE 	RELIEF  	Contributions made in answer to the appeal of the Rt. Hon. Srinivasa 	Sastri total nearly Rs. 50,000. It should be remembered that two 	lacs at least are wanted to enable the Society to make a fresh start 	in respect of the interrupted activities. The weekly organ, The 	Servant of India, is being brought out 	under difficulties. It is to be hoped that the whole amount will be 	subscribed without delay irrespective of one’s politics.  LIMITED 	SACRIFICE An 	ex-principal of a national college, a master of arts, writes:  Your 	article on sacrificelibtech_1_footnoteis nearly 	heart-rending. You seem to be expecting more sacrifice from those 	who are willing and have already done their best, and do not seem to 	take to task those pretending followers who have the effrontery of 	exploiting the national movement for their personal benefit. It 	would be doing greater service to the motherland if you try to get 	hold of rich people who will swear by you to maintain six good 	workers each who will take up village organization. I 	have singled out the foregoing sentences from a longish letter.  	In the first instance, there can be no limit to one’s  sacrifice.  	A sacrifice that calculates and bargains is hardly a sacrifice. I 	have asked for no more than what has been given in other parts of 	the world where people have regained or retained their freedom; nor 	are instances of such uttermost sacrifice lacking even in our 	country. That sacrifice comes from deep conviction and it is deep 	conviction that is just now wanted in the country.  	In the second instance, one does not ask or expect anything from 	pretended followers. The prevalent law throughout the world seems to 	be for those who give to give more and more. They do so, not under 	compulsion, but voluntarily and joyfully. And, at the end of the 	giving, they regret that they have not more to give.  	In the third place, I do not know a single honest, industrious and 	intelligent worker who is starving for want of work. The difficulty 	occurs when the worker dictates terms or has requirements which, if 	he      
 declined to be bound by custom or sentiment, would  have  no existence whatsoever. After all, it is the few patriotic rich men in the country who are financing several public movements. My own experience is that money enough has always been found wherever a just cause has been discovered to be backed by honest and able workers. Young workers are more and more devoting themselves daily to village work, but ten times as many workers are required. There is no dearth of money or work. But there is dearth of men who are satisfied with a modest salary in keeping with the conditions of the country. To mention only those activities which come under my direct observation and general control, there are khadi work, untouchability, national education, dairy work, tannery, etc.
 FROM THE FRYING PAN
 The draft rules published by the Madras Government about spinning in primary schools show what can happen even under ‘responsible’ government when the government may afford to ignore public opinion. What response can a government that is,  say, dependent upon the votes of zamindars make to their voteless ryots? When, therefore, there is only a caricature of responsible government, things can be much worse than under a frankly and purely autocratic government. The latter, not depending upon the votes of any class, can afford to be impartial to all. The former dare not.
 The draft rules are naturally from the Education Minister who is considered to be responsible to the people, i.e., the select electorate. But, having no knowledge evidently of rural conditions, he thinks that instruction in hand-spinning in primary schools is unnecessary. Instead, therefore, of frankly putting a ban upon it, he seeks to circu- mvent it by ruling that “practical instruction should not be introduced in standards below the fourth without the previous approval of the Director of Public Instruction,” that it should “ordinarily have refe- rence to the chief occupations or industries of the locality or the class of pupils,” and that “spinning by itself without provision for weaving should not form a subject for such institution”. The last condition is enough to keep out spinning from the average primary school, if only because hardly a primary school can afford the expense of a weaving instructor and the floor space required for setting up a loom. Indeed, even the spinning-wheel has by experience been found to be too expensive and too large for the average school. The All-India Spinners’ Association is, therefore, advising all schoolmasters and
 municipal councils to introduce the takli which is inexpensive, handy, requires no floor space to keep and does not easily go out of order. It is surprising too that neither the Minister nor his advisers seem to realize that hand-spinning cannot be and must not be put on a level with the other occupations. As Sjt. C. Rajagopalachari points out in his appeal to local bodies in the Madras Presidency, it is pre-eminently a universal national occupation which, having all but died, needs to be revived and popularized. It would be a useless waste of time and money to teach in primary schools living occupations which children can learn much better and much more quickly from their parents than from theoretical and indifferent teachers. I am glad, therefore, that the Chittoor District Education Council has voted against the draft rules and hope that the other bodies will follow suit.
 Young India, 8-7-1926
 "
2,,‘MORE ANIMAL THAN HUMAN’,"
  
 A medical correspondent referring to the article ‘What is Natural?’libtech_2_footnotein Young India of the 24th ultimo writes:
 It is only in the mass that the people’s instinct of violence is aroused. It is almost impossible to prevent the use of physical force under such circumstances and I wonder if it is altogether desirable to discourage it. It is positively against man’s nature. Man is animal first and human afterwards. Just think of the ancestor of the Australian savage and his times when there was no art, no literature, no science, and when man was a hunter and communi- cated with his fellows by means of gestures. Our ethical code is a thin veneer and the passions of the brute are still lurking within us. It is not natural to man to find and know God, much less to worship him. In an individual naturally brought up, educated in an unbiassed and non-theological atmosphere, the idea ofworshipping God will be quite unnatural. Millions of educated adults in the world never enter a church, mosque or temple. God-worship is an acquired habit. The question of virtue and vice has nothing to do with God. Morality arises from the necessities of group life, and it has its sanctions in the social needs of man rather than in a capricious divine will. Man is not made in the image of God; it is God who is made in the image of man. Your moral code would not be debased if you regarded the ape as your remote cousin. Eating, drinking, and sexual gratification are absolutely natural to man. There are
 
 limits of course, but they are perfectly physiological and partly conventional. How can you preach this doctrine of complete renunciation of sexual desire? Don’t you think that we cannot possibly attain complete renunciation of the desire except through an exhaustive fulfilment of it? You say, ‘Man’s nature is not himsa but ahimsa.’ But even your own programme of the boycott of the British goods, if it had been successful, could have resulted in nothing but violence to the British workers. Starving a man is as much violence as hitting him with a lathi. Your soul-force or love force is a figment of imagination. Ahimsa is the creed of civilization, but is not man’s nature.
 I have very much condensed the medical practitioner’s letter. The confidence with which it is written takes one’s breath away. And yet the correspondent, who appears to be a practitioner of  long standing and who has an English degree, represents a large number of educated men. I must confess, however, that he does not convince me. Let us examine his arguments. He says that non-violence cannot be attained by the mass of people. And, yet, we find that the general work of mankind is being carried on from day to day by the mass of people acting in harmony as if by instinct. If they were instinctively violent, the world would end in no time. They remain peaceful naturally and without any police or other compulsion. It is when the mass mind is unnaturally influenced by wicked men that the mass of mankind commit violence. But they forget it as quickly as they  commit it, because they return to their peaceful nature immediately the evil influence of the directing mind is removed.
 Hitherto, one has been taught to believe that a species is recognized and differentiated from the rest by its special characteristics. Therefore, it would be wrong, I presume, to say that a horse is animal first and horse after. He shares something in common with the other animals, but he dare not shed his horseliness and yet remain an animal. Having lost his special virtue, he loses also his general status. Similarly, if a man lost his status as man and began to grow a tail and walk on all fours, lost the use of his hands, and, more than that, lost the use of his reason, would he not lose with the loss of his status as man his status also as animal? Neither the ox nor the ass, neither the sheep nor the goat will claim his as theirs. I would suggest to the medical friend that man can be classed as animal only so long as he retains his humanity.
 Neither is there any force in referring me to the Australian savage. Even that Australian savage was fundamentally different from
 the brute, because the brute always will remain brute, whereas the savage has in him the capacity for developing to the fullest height attainable by man. We need not go to the Australian savage. Our Indian ancestors also were at one time, it will hardly be disputed, just as good and noble savages as the Australians. I entirely endorse the remark of the correspondent that even in our so-called civilized state, we are not far removed from savages. But he is willing to allow that at least we, the civilized descendants of our savage ancestors, may be differentiated from the brute creation. It is natural for the brute to be brutal. We would resent the adjective if it was applied to us.
 The corespondent apologizes for suggesting that I might regard myself as a ‘remote cousin of the ape’. The truth is that my ethics not only permit me to claim but require me to own kinship with not merely the ape but the horse and the sheep, the lion and the leopard, the snake and the scorpion. Not so need these kinsfolk regard themselves. The hard ethics which rule my life, and I hold ought to rule that of every man and woman, impose this unilateral obligation upon us. And it is so imposed because man alone is made in the image of God. That some of us do not recognize that status of ours makes no difference, except that then we do not get the benefit of the status, even as a lion brought up in the company of sheep, may not know his own status and, therefore, does not receive its benefits; but it belongs to him, nevertheless, and the moment he realizes it, he begins to exercise his dominion over the sheep. But no sheep masquerading as a lion can ever attain the leonine status. And to  prove  the proposition that man is made in the image of God, it is surely unnecessary to show that all men admittedly exhibit that image in their own persons. It is enough to show that one man at least has done so. And, will it be denied that the great religious teachers of mankind have exhibited the image of God in their own persons?
 But, of course, my correspondent even contends that it is not natural to man to find and know God and; therefore, he says ‘man makes God in his own image’. All I can say is that the whole of the evidence hitherto produced by travellers controvert this astounding proposition. It is being more and more demonstrated that it is the worship of God, be it in the crudest manner possible, which distin- guishes man from the brute. It is the possession of that additional quality which gives him such enormous hold upon God’s creation. It is wholly irrelevant to show that millions of educated people never
 enter a church, mosque or temple. Such entry is neither natural nor indispensable for the worship of God. Those even who bow their heads before stocks and stones, who believe in incantations or ghosts, acknowledge a power above and beyond them. It is true that this form of worship is savage, very crude; nevertheless, it is worship of God. Gold is still gold though in its crudest state. It merely awaits refine- ment to be treated as gold even by the ignorant. No amount of refinement will turn iron ore into gold. Refined worship is doubtless due to the effort of man. Crude worship is as old as Adam, and, as natural to him as eating and drinking, if not more natural. A man may live without eating for days on end, he does not live without worship for a single minute. He may not acknowledge the fact as many an ignorant man may not acknowledge the possession of lungs or the fact of the circulation of blood.
 The correspondent puts sexual gratification on a level with eating and drinking. If he had read my article carefully he would have avoided the confusion of thought that one traces in the thing quoted by him. What I have said and repeat is that eating for pleasure, for the gratification, of the palate, is not natural to men. But eating to live is natural. And so is the sexual act, but not gratification, for the sake of perpetuation of the species, natural to man.
 I fear I shall preach to the end of my days complete renunci- ation of sexual desire. And this correspondent is the first medical man to tell me that such renunciation is not possible except through ‘our exhaustive fulfilment of the sexual desire’. On the contrary, medical authorities tell me that ‘an exhaustive fulfilment leads not to renunci- ation, but to ruinous imbecility. Complete renunciation of the desire no doubt requires an effort, but is it not worth the prize? If a lifetime may be devoted to the exploration of the properties of sound or light and heat, which after all only show us the phenomenal world to advantage, is it too much to expect an equal effort to attain complete renunciation which leads to self-realization, or, in other words, to a certain knowledge of God?
 And one who is fairly on the road to renunciation will not need to be told that ahimsa (love), not himsa (hate), rules  man,  I  was  almost about to say, the world. Illustrations that the correspondent gives to prove my own himsa betrays his ignorance of my writings. The ignorance, of course, does not matter, because., no one need read Young India. But ignorance of a man’s views is unpardonable when
 one ventures to criticize them. I have advocated boycott only foreign cloth and there is no violence done to the British workers who may be thrown out of employment because of the boycott of cloth manufa- ctured by them, for the simple reason that purchase of foreign cloth is not an obligation undertaken by India. Violence is all the other way. It is done to India in the name and on behalf of British workers by imposing British cloth upon India. A drunkard does no violence to the owner of a drink-shop when he becomes a teetotaller. He serves both the publican and himself. And so will India serve both the foreigners and herself, when she ceases to buy foreign cloth. Foreign workmen will not starve, but will find better employment. And if they will voluntarily give up manufacturing cloth for India, they will have taken part in a great humanitarian movement.
 Young India, 8-7-1926
 "
3,,‘TOWARDS MORAL BANKRUPTCY’-II,"
  
 “In the wake of abortion,” says M. Bureau, “come infanticide, incest, and crimes that outrage nature. There is nothing special to say about the first, except that the crime has become more frequent in spite of all the facilities offered to unmarried mothers and of the extension of anti-conceptionist practices and abortion. It no longer arouses the same reprobation among so-called ‘respectable’ people and juries usually return a verdict of ‘not  guilty’.”
M. Bureau devotes a full section to the growth of
pornographic literature. He defines it
 as the exploitation, with an erotic or obscene intention, of the resources which literature, the drama, and place pictures at men’s disposal for their mental refreshment and repose.
And he adds:
 In every branch of its business it has secured markets, the extent of which may be gauged by the ingenuity and excellent commercial organization of the directors, the enormous amount of capital, the unexampled perfection of the methods employed . . . The impression has been so strong and so unique that the whole psychological life of the individual is affected by it, a sort of secondary sexual life, which exists wholly in the imagination, is created.
M. Bureau then quotes this pathetic paragraph from M.  Ruvsen:
 All pornographic and sadistic literature secures in this psychological law the most powerful enticement which it exerts over an innumerable number of readers, and the flourishing circulation of this literature shows beyond dispute that those who live a secondary sexual life through their imagination
 are legion, not to mention those in lunatic asylums —especially in a period like our own, when the abuse of newspapers and books creates around all consciences what W. James calls ‘a plurality of under-universe’, in which each can lose himself, and forget along with himself the duties of the present hour.
These disastrous consequences, it should never be forgotten, are
 a direct result of one single fundamental error, namely, that sexual indulgence for its own sake is a human necessity and that without it neither man nor woman reaches their full growth. Immediately a person becomes possessed of such an idea and begins to look upon what in his estimation was one time a vice as a virtue, there is no end to the multiplication of devices that would excite animal passions and help him to indulge in them.
 M. Bureau then gives chapter and verse to show how the daily press, the magazine, the pamphlet, the novel, the photograph and the theatre increasingly pander to and provide for this debasing taste.
 But the reference hitherto has been to the decay of morals amongst unmarried people. M. Bureau next proceeds to show the measure of moral indiscipline in the married state. He says:
 Among the aristocracy, the middle class, and the peasants vanity and avarice are responsible for a vast number  of marriages.	marriage is entered upon
 also to obtain an advantageous post to join two properties, especially two landed estates, to regularize a former connection or to legitimatize a natural child; to provide unfailing and devoted attentions for a man’s rheumatics and old age, to be able to choose the place of his garrison at the time of conscription,
also
 to put an end to a life of vice, of which they are beginning to weary and to substitute another form of sexual life.
M. Bureau then cites facts and figures to show that these
 marriages, instead of reducing licentiousness actually promote it. This degradation has been immensely helped by the so-called scientificor mechanical inventions designed to restrict the effect of the sexual act without interfering with the act itself. I must pass by the painful paragraphs regarding the increase in adultery and startling figures regarding judicial separations and divorces which, during the last twenty years, have more than doubled themselves. I can also make only a passing reference to the extension of unrestricted freedom for indulgence to the female sex on the principle of ‘the same moral standard for the two sexes’. The perfection of the anti-conceptional practices and the methods of bringing about abortion have led to the emancipation of either sex from all moral restraint. No wonder marriage itself is laughed at. Here is a passage M. Bureau quotes from a popular author:
 Marriage is always according to my judgment one  of  the  most barbarous institutions ever imagined. I have no doubt that it will be abolished
 if the human race makes any progress towards justice and reason.	But men
 are too gross and women too cowardly to demand a nobler law than that which rules them.
The results of the practices referred to by M. Bureau and of the
 theories by which the practices are justified are minutely examined. He explains:
 We are, then, being carried away by the movement of  moral indiscipline towards new destinies. What are they? Is the future that opens before us one of progress and light, of beauty and growing spirituality, or of retrogression and darkness, of deformity and animalism that is ever demanding more? Is the indiscipline which has been established one of those fruitful revolts against antiquated rules, one of those beneficent rebellions which posterity remembers with gratitude because they were, at certain epochs, the necessary preliminary to its progress and the rise, or is it not rather the old Adam which rises up within us against the rules whose cry strictness is indispensable if we are to withstand the thrust of its bestial appeal? Are we face to face with an evil revolt against the discipline of safety and life?
 Then M. Bureau cites overwhelming testimony to show that hitherto the results have been disastrous in every  respect.  They threaten life itself.
 Young India, 8-7-1926
 "
4,"July 	8, 1926",LETTER TO P. R. LELE,"
               MY 	DEAR FRIEND,         THE 	ASHRAM, 	SABARMATI ,  July 	8, 1926 
  	I have your letter.libtech_3_footnoteI 	understand all you say, appreciate it too, but, you cannot realize 	my helplessness. Just for the present moment, I am not despondent. I 	feel certain that things will be better, but, at the present moment, 	the fury, I fear, must be allowed to spend itself. Anyway, the 	remedies that I have for the disease are useless for the time being. 	I know that evil-doers are having full scope and that the poison is 	saturating even young minds. It all seems inevitable. Of course, do 	not think that because I do not write or speak, I am doing nothing.    
 I hope Delhi agrees both with you and Mrs. Lele. I am glad you wrote to me.
 Yours sincerely,
 SJT. PURUSHOTTAM RAMACHANDRA LELE 3008, BURN BASTION ROAD
 DELHI
 From a Photostat: S.N. 11076
 "
5,"July 8, 1926",LETTER TO V. S. SRINIVASA SASTRI,"
  
 THE ASHRAM, SABARMATI , July 8, 1926
 DEAR FRIEND,
 Enclosedlibtech_4_footnotelibtech_5_footnoteis from Mr. Ambalal sent to me in reply to my letterlibtech_6_footnotelibtech_7_footnote. Jamnalalji told me that he sent you all it was possible for him to send.  I have heard nothing yet from Mr. Birla. I notice subscriptions are coming in slowly."
6,"July 	8, 1926",LETTER TO KRISHNADAS,"
   Encl. One letter and 	one cheque for Rs. 200/-  From 	a microfilm: S.N. 19658            MY 	DEAR KRISHNADAS,  Yours sincerely,            THE 	ASHRAM, 	SABARMATI,  July 	8, 1926 
  	Your letter makes me sad. I do hope that these troubles that face 	you just now will soon be over, that Guruji will soon be himself 	again and that your father will regain his strength. But I quite 	recognize that you must be for the time being by the side of those 	who are ailing.  	I want you not to go into the question of the propriety of asking 	for financial assistance. After all I am disbursing trust funds. 	And, I have not made them without careful thought. I shall be able 	to defend     
 before God and man the assistance that I might be able to send you. You must not therefore hesitate to tell me what you need. Guruji will, I know, support me in this thing.
 I would certainly suggest his going to Calcutta if  Calcutta  climate suits him better. After all he can find his peace even in Calcutta if he must be there for the sake of his health. It would be otherwise, perhaps, if he was not a Calcutta man and had not passed years there. But, he knows best where he should be. There is no place I know yet where only dead-cattle-hide shoes can be guaranteed. Ours will be the first workshop of the kind when it is opened. I am trying to expedite it, but I am so helpless for want of experts.
 The German sister who wrote 18 months ago is now here and almost acclimatized. She is very simple and good-hearted. She makes friends with everybody.  Mr.  Stanley  Joneslibtech_8_footnoteis  also  here  passing  a week. Thus the Ashram is fairly full. There are some other new men also whom you do not know.
Yes, Tulsi Maher is doing wonderfully good work.
 Yours.,
 From a photostat of a copy: S.N. 19659
 "
7,"July 8, 1926",LETTER TO PRABHASHANKER PATTANI,"
               DEAR 	SIR,     THE ASHRAM, 	SABARMATI,  Thursday, 	July 8, 1926 
  	I have your letter. I wanted you to shake off your burden of 	administration for a few days. If that happens, I believe your 	health will improve speedily. Now we can say there has been some 	rain here. The sky continues overcast. Hence as you have stirred out 	already, I see no difficulty in your coming over here. Moreover, 	there can be no great difference between the climate of Dhrangadhra 	and that of Ahmedabad. Therefore, do come if you can. I shall then 	be able to know something at any rate about your health. And if you 	permit me to do some simple experiments, we may try such changes of 	diet as would suit you. And I hope you will not bring with you any 	petitioner    
 here. But I will lay down no conditions for your coming here. Come here then on your own terms. But please do come.
 Vandemataram from
 MOHANDAS
 From a photostat of the Gujarati: G.N. 5888
 "
8,"July 8, 1926",LETTER TO LALCHAND JAYCHAND VORA,"
  
 THE ASHRAM, SABARMATI, [July 8, 1926]libtech_9_footnote
 BHAI LALCHAND,
 Your letter. At this crucial stage in khadi [work] I cannot advise unattached persons to run a risk and maintain themselves on khadi bhandars alone. They should join the stores run by the Charkha sangh or some other public organization. Many khadi lovers are doing this today.
      LALCHAND 	JAYCHAND 	VORA 	SAURASHTRA 	KHADI 	BHANDAR 	49, EZRA 	STREET 	CALCUTTA  Vandemataram 	from  MOHANDAS 
  From 	a copy of the Gujarati: C.W. 7752. Courtesy: L. J. Vora   "
9,"July 8,1926",LETTER TO MOTIBEHN CHOKSI,"
       THE 	ASHRAM, 	SABARMATI, 
    CHI. 	MOTI,  Thursday, 	July 8,1926 
  	Your letter to hand. I try to derive at least some consolation from 	the fact that you confess your indolence. Two  things  are essential 	for health—regular sleep and only such food and as much of it as 	you can digest. There ought to be regular evacuation. I learn that 	without this the Italian pill is ineffective. For if the bowel 	movement is regular what does it matter if one takes the pill or 	not? But it is good to take it. There should be as much physical 	exercise as the body can stand. Do you still read as you used to?  Blessings 	from  BAPU  From 	a photostat of the Gujarati: S.N. 12130    
 
 
 
 
 
 CHI. JAMNADAS,"
10,"July 8, 1926",LETTER TO JAMNADAS GANDHI,"
  
 
 
THE ASHRAM,
 July 8, 1926
  	I have your short and succinct but frightening letter. But I have 	already made it clear to you that I would not care for such a 	letter. You know that I was getting ready to relieve you at the time 	you sent me your last ultimatum. Now I do not at all propose to do 	so. One who takes up a responsibility should sacrifice even his life 	for it. That is the way for individuals and even nations to rise. 	Pampering spoils them both. On what considerations have you just 	engaged that new man Jethalal? How many of your resolves should I 	remind you of? How long should I treat you as a child? I want no 	more letters like the one I am replying to. You must stick where you 	are until I myself transfer you. We cannot have in this world all 	that we wish for. But we must put up with the circumstances in which 	we find ourselves. In a way, none of us deserves his position but 	from another point of view, it can be said that those who devote 	themselves to their jobs come to deserve their positions. Only they 	are worthless who though knowing their duty do not wish to fulfil it 	and deliberately spoil the work allotted to them. Surely you are not 	one of them. Then what is the sense in constantly pointing your 	pistol at me? Therefore there is only one order for you: stay put 	where you are, suffer any amount of privation and stick to your 	duty.  Blessings 	from  BAPU  From 	a microfilm of the Gujarati: S.N. 19927   "
