footnote_no,footnote
libtech_1_footnote,"1Vide “Obscene 	Advertisements”, 14-11-1936"
libtech_2_footnote,2The letter is not 	traceable.
libtech_3_footnote,2The letter is not 	traceable.
libtech_4_footnote,1Shivprasad Gupta
libtech_5_footnote,2Kamala Nevatia’s son
libtech_6_footnote,3Who had recently 	died
libtech_7_footnote,4ibid
libtech_8_footnote,"1Kamala Nevatia, Jamnalal Bajaj’s daughter"
libtech_9_footnote,1Extracted from Mahadev Desai’s “Weekly Letter”
libtech_10_footnote,2Not reproduced here. It gave reasons why the buffalo was not an economical animal.
libtech_11_footnote,1The source has “even apart”
libtech_12_footnote,"1This was in reply 	to the addressee’s letter dated October 1, 1936 written in 	Gujarati."
libtech_13_footnote,2This sentence is in 	Gujarati.
libtech_14_footnote,"2Gandhiji performed the opening ceremony in the afternoon before a vast gathering of over 25,000 people which included Hindus, Muslims, Sikhs, Parsis, Jains , Buddhists and Harijans from all parts of the country."
libtech_15_footnote,"1Vide “ Silk and Cotton”, 7-11-1936"
libtech_16_footnote,2Shivprasad Gupta had seen a relief map of India at Karve’s Home for Widows in Poona.
libtech_17_footnote,"1The Bombay Chronicle reprot here has: “Gandhiji added that he was not fit to perform the opening ceremony of the temple, but as Pandit Malaviya’s blessings were with him he set his hands to it.”"
libtech_18_footnote,"2Th is  se nten ce  is  fr om Ma hade v De sai’s  “We ekly  Le tter ” in  Ha rija n,  31 -10- 193 6"
libtech_19_footnote,3This paragraph is from The Bombay Chronicle.
libtech_20_footnote,1Of a commemoration volume to Maithilisharan Gupta who had completed his fiftieth year
libtech_21_footnote,2The reference is to 	the illness of Mirabehn and Amritlal Nanavati.
libtech_22_footnote,3This paragraph is from the Gujarati in Harijanbandhu. What follows is from the “Weekly Letter” in Harijan.
libtech_23_footnote,3These paragraphs are from Harijan.
libtech_24_footnote,4The source has “closing”.
libtech_25_footnote,4ibid
libtech_26_footnote,1These paragraphs 	are from Harijan
libtech_27_footnote,2Of the 	Pravartak Sangh
libtech_28_footnote,3In the source the 	letter is damaged here.
libtech_29_footnote,
libtech_30_footnote,1Illegible in 	the source.
libtech_31_footnote,2This and the 	following two items have been extracted from Mahadev Desai’s 	“Weekly Letter”
libtech_32_footnote,1The first having 	been written on October 26
libtech_33_footnote,"2On May 31; vide “Speech At Inauguration of Vithal Kanya Vidyalaya, Nadiad"
libtech_34_footnote,3Vithal Kanya Vidyalaya
libtech_35_footnote,"1Vide “Letter 	to Syed Mahmud”, 19-10-1936"
libtech_36_footnote,1This digit is 	illegible in the source. Gandhiji was at Delhi on the 27th. This was 	evidently written the next day.
libtech_37_footnote,1Jamnalal Bajaj declared open the hostel.
libtech_38_footnote,1At the inauguration of the building.
libtech_39_footnote,1 The paragraph that follows is from Mahadev Desai’s “Weekly Letter”  in
libtech_40_footnote,"1The Bombay Chronicle reprots here: “ He was optimistic. He believed that they would not have to go on strike. Sheth Kasturbhai Lalbhai, the President of the Mill-owners’ Association, was going to see him today.”"
libtech_41_footnote,"2One with a small soul, as opposed to mahatma."
libtech_42_footnote,1Tenement houses
libtech_43_footnote,"2There had been much criticism in the Press about the so-called ‘undemocratic’ character of the constitution of the Gujarati Literary Conference, and it was also said that the constitution was too rigid or too cleverly drafted by Munshi to permit any improvement."
libtech_44_footnote,"1On December 7, 1935; vide “Letter to Fulchand K. Shah”, 7-12-1935"
libtech_45_footnote,3Mridula Sarabhai
libtech_46_footnote,1The pun is on barmun which as an adjective means ‘twelfth’ and as a noun ‘the twelfth-day rites after death’.
libtech_47_footnote,1The follow ing paragr aph  has  been  taken  from  the  Englis h  versio n  publis hed in Harija n.
libtech_48_footnote,1The two paragraphs that follow have been taken from the English version published in Harijan.
libtech_49_footnote,1Chancellor
libtech_50_footnote,2Gujarati Dictionary
libtech_51_footnote,1Choithram Gidwani
libtech_52_footnote,2J.B. Kripalani
libtech_53_footnote,"4Bhagavad Gita, VI.40"
libtech_54_footnote,"1The following paragraph has been taken from Harijan, with a sentence or two from the Gujarati."
libtech_55_footnote,2Narasinharao Bholanath Divatia
libtech_56_footnote,1Jamnalal Bajaj
libtech_57_footnote,3Ramanbhai Nilkanth
libtech_58_footnote,1The paragraphs that 	follow have been taken from the Gujarati.
libtech_59_footnote,"1A summary of the speech by Mahadev Desai was also published in Harijan, 21-11-1936."
libtech_60_footnote,"2What follows is taken from Harijan, with some extracts from the Gujarati."
libtech_61_footnote,1Carpenter’s tool used for trimming wood
libtech_62_footnote,4The following paragraph has been taken from Harijan with some addition from the Gujarati.
libtech_63_footnote,"2Vide “Speech at Gujarati Sahitya Parishad”, 23-10-1936"
libtech_64_footnote,3Munnalal G. Shah
libtech_65_footnote,3The letter is not 	traceable.
libtech_66_footnote,"1Extracted from 	Mahadev Desai’s “Weekly Letter”. The questions were asked by a 	group of Harijan workers of Gujarat and Kathiawar who were spending 	a month at Harijan Ashram, Sabarmati, learning carding and spinning."
libtech_67_footnote,"4The addressee’s 	brother, Col. Shumsher Singh"
libtech_68_footnote,2The date is from 	Gandhi: 	1915-48
libtech_69_footnote,"1Literally, ‘a handful’"
libtech_70_footnote,2Mridula Sarabhai
libtech_71_footnote,1Hansa Mehta
libtech_72_footnote,3Hansa Mehta
libtech_73_footnote,5Khushalchand Gandhi 	and Devkunvar
libtech_74_footnote,
