chapter_no,date,title,content
1,"October 	2, 1944",LETTER TO BAIJNATH MAHODAYA,"
         SEVAGRAM, 
     BHAI 	BAIJNATH,  October 	2, 1944 
  	I read your long letter. Do whatever you think right in the matter. 	It is beyond my understanding. 
      SHRI 	BAIJNATH 	MAHODAYA 	179 RAMBAGH  INDORE 	 (C. I.)  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal  Blessings 	from  BAPU "
2,"October 	2, 1944",INTERVIEW TO “ THE HINDU”,"
       October 	2, 1944  When 	I approached him this morning and asked him whether he had any 	particular message to give to the country on this auspicious day, 	Gandhiji said: I 	am not accustomed to giving messages on such occasions.  Gandhiji 	amidst laughter added:  	I want life for 125 years. But Malaviyaji cut it down by 25 years 	when he wired to me in Poona at Parnakuti that I must live for a 	hundred years.  Bernard 	Shaw’s message arrived here today . . . that he would not send 	birthday messages to Gandhiji. Gandhiji laughed aloud and said:  	There you are. I did not know until a few years ago that I have a 	birthday.  The 	Hindu, 4-10-1944 
  "
3,"October 2, 1944","SPEECH AT KASTURBA
MEMORIAL TRUST MEETINGlibtech_1_footnote","
  
 SEVAGRAM,
 October 2, 1944
 Gandhiji reminded them that the day’s gathering was not a public meeting. There was an order prohibiting general meetings without previous Government permission throughout the Wardha district. They all knew that he was a confirmed civil resister. But this was not the occasion for civil disobedience. Disobedience to be civil implies a certain procedure. This was a meeting of the trustees and collectors of the Kasturba Gandhi National Memorial Fund for presentation of the collection.
 Referring to the large number of people from Wardha and outside that had gathered there, he remarked that the reason for their presence on that occasion was that, for years, people all over India had got into the habit of celebrating his birthday according to both the Indian and the Christian calendar. The intervening period between the two dates was also included in the observance. This time, it had become known long before that he intended coming to Sevagram for receiving the purse on October 2.
 The Secretary, in his report, had told them how the idea of the Fund had originated. They might like to know how he had come to be the President of the Trust. The collections were started when he was in jail. The trustees had asked for his consent to nominate him as their President. After his accidental releaselibtech_2_footnote, owing to illness, they were able to consult him and he had become President for the purpose of guiding the trustees as to how the money collected should be spent in a manner befitting the memory of the late Smt. Kasturba. The responsibility primarily rested on the trustees, but it rested on him most of all.
 The money had to be spent in villages, which were not part of the cities. The poorer and farther away from the cities, the better. The Fund had to be spent for education and welfare of women and children only. At first, the age limit for male children had been fixed at twelve years. He himself had thought of raising it to sixteen. But it was pointed out to him that in that case boys would get a disproportionate share, leaving the girls at a disadvantage and so their age limit was reduced to seven years. As he had already remarked, the money was to be spent for education of women and children. So long as he had any voice in the matter, the education would be of the basic education type. The scope of basic education included the education of the entire society, beginning with the children and going up to adults and old men and women. It had to be imparted through the practice of handicrafts, village sanitation and medical relief, preventive and curative, especially with regard to deficiency diseases.
 
 
 It was a tremendous work to carry out these reforms in the seven lakhs of India’s villages. A sum of rupees seventy-five lakhs or even of rupees one crore was a trifle, compared to the vastness of the task. Seventy-five per cent of the money collected from a particular area would be spent in that area, not being towns or cities, and the remaining twenty-five per cent would go to the Central Fund. But the money collected from big cities would all go to the Central Fund and nothing out of it would be spent in the cities. In place of collection committees new committees would have to be formed to ensure proper spending of the money. These committees might include some members of the collecting committees, but new names should be added. If in any place ways and means of spending the money satisfactorily in accordance with the aims and objects of the Fund could not be found, the money would remain with the Central Fund. On the other hand, if in any place suitable workers in adequate number could be found to carry out bigger plans satisfactorily, they would be given more money.
 It was his wish that, as far as possible, money should be spent through the agency of women workers. It was a matter of regret that women workers with suitable qualifications were not forthcoming in sufficient numbers. The fault lay with the men who had kept the women enslaved in domestic drudgery. They had to draw them out and push them to the fore. After all men were not born efficient as a special creation. It rested on them to produce more and efficient women workers. Men, before they became efficient workers, were prone to make mistakes. Therefore, they must not expect efficiency from women without giving them responsible work. The Fund was collected in commemoration of an old illiterate village-minded woman. It would give peace to her departed soul if women, and especially old women, took a leading part in the execution of the object of the Memorial. The collection had been made out of an overflow of enthusiasm and affection towards the memory of the departed soul. He wanted them to see that it was spent in a way commensurate with that sentiment. That was not a task merely for the twenty-six trustees; hundreds of workers would be needed for it. He had already said that to spend money properly was much more difficult than to collect it, unless they showed as much aptness in the former, as they had done in the latter. So long as he was with them in the flesh, he would, of course, argue with them and fight with them, but it was for them to see that their work was so carried on as to give to the departed soul no cause for dissatisfaction.libtech_3_footnote
 The Hindu, 4-10-1944
 
 
 
 
  "
4,"October 4, 1944",LETTER TO J. SIVASHANMUGAM PILLAI,"
  
 October 4, 1944
 DEAR PILLAI,
 Many   thanks   for   your   letterlibtech_4_footnote.   Am   sorry   for   the   delay   in replying.
 My own opinion is that you should do what you think will best serve the ‘Depressed Classes’.
 Yours sincerely,
 M. K. GANDHI
 From a photostat: G.N. 9257. Also C.W. 5065. Courtesy: J. S. Pillai
 "
5,"October 	4, 1944",LETTER TO SHUAIB QURESHI,"
         SEVAGRAM, 
      MY 	DEAR SHWAIB,  October 	4, 1944 
  	I have done the best I couldlibtech_5_footnote. Now you have to take   up  the thread, unless you 	think I have made a mess of the whole thing. If I have, I know you 	will be frank enough to tell me so. Love 	to you all. 
   From 	a copy : Pyarelal Papers. Courtesy : Pyarelal  BAPU 
   "
6,,A LETTER,"
           DEAR 	NAWAB SAHEB,         SEVAGRAM  Octoer 	4, 1944 
  	This is to seek your intervention in this communal tangle. Show me 	please where I have erred if at all. I did the best I was capable 	of.  Yours sincerely,  M. K. GANDHI  From 	a copy : Pyarelal Papers. Courtesy : Pyarelal     
  "
7,"October 	4, 1944",LETTER TO ZAKIR HUSAIN,"
            MY 	DEAR ZAKIR,         SEVAGRAM,  October 	4, 1944 
  	The friends you sent will give you full report of the doings here. 	Tell me of your reactions to the talks with the Quaid-e-Azam. What 	do you think of my extension of the meaning of Nayee Talim?  	You ought to take an active interest in the Kasturba Trust. Bapa and 	others were complaining that you had not attended a single meeting.  	Lastly, how are you? Love. 
       From 	a copy: Pyarelal Papers. Courtesy: Pyarelal  BAPU  DR. 	ZAKIR HUSAIN "
8,"October 	4, 1944",NOTE TO DR. GOPICHAND BHARGAVA,"
       October 	4, 1944  	I wish I had come in greater contact with Laxmidevi than I have been 	able to. I hope she has benefited by her stay here. You will judge. 	Krishna Gopal Dutt has written a biting letter against you. I have 	repudiated all the allegations as unworthy. But he sticks to them. 	If you have anything to say please do. What has made him so bitter ? 	What is the charge about some iron having been bought ? I hope you 	are progressing. Let me know you future plans.  BAPU  From 	 a  copy  : 	 Pyarelal   Papers.   	Nehru   Memorial   Museum 	  and   Library.  Courtesy 	: Beladevi Nayyar and Dr. Sushila Nayyar 
  "
9,"October 	4, 1944",LETTER TO H. L. SHARMA,"
            CHI. 	SHARMA,         SEVAGRAM ,  October 	4, 1944 
  	I wanted to write to you. In the mean time Gadodiajilibtech_6_footnotearrived. He is not at all satisfied with your work. 	He says that nothing gets done. I told him it couldn’t be so. What 	is the truth? Come here for a few days if you can. 
      H. L. SHARMA 	KHURJA 	ROAD, 	U. P.libtech_7_footnote  Blessings 	from  BAPU 
  From 	a facsimile of the Hindi: Bapuki Chhayamen Mere Jivanke Solah Varsh, 	between pp. 324 and 325   "
10,"October 	4, 1944",LETTER TO TEJWANTI DHIR,"
        SEVAGRAM, 
     CHI. 	TEJWANTI,  October 	4, 1944 
  	I have your letter. It is all right that you went away. Come when 	you feel like it. Let your elder son go his own way. He will do as 	God prompts him. If you want you may work among the tribals or 	render service by taking up residence in the Bhangi Nivas. Do what 	you think best. Does this answer your letter? Nothing 	has yet been decided about the Ashram.   TEJWANTI 	DHIR  P. O. NAKODAR, 	DISTT. 	JULLUNDER (PUNJAB)  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal         
  "
