chapter_no,date,title,content
1,,"“PATH OF TRUTH FOR THE BRAVE
		ALONE”libtech_1_footnote","
        July, 1920 “The path of truth is for the brave alone, never 	for a coward.” I realize the significance of this poemlibtech_2_footnotemore and more as days pass. I also see 	that it is not for grown-ups only to put the idea of this verse  	into practice; children and students, too, can do so. If we try to 	know and follow the path of truth right from childhood, then alone, 	on growing up, shall we be saved from following the path of untruth. 	Just as a disease, if neglected, becomes chronic and incurable, so 	also untruth, if permitted to take rot in us from childhood, will 	later grow into a serious disease and, becoming incurable, gradually 	ruin our health. It is for this reason that we find untruth 	increasing in us.  	So the highest lesson to be learnt during one’s student-life is 	that one should know truth and act on it.  	This path has always been for the brave because a much greater 	effort is required to go up the steep slope of truth than to climb 	the Himalayas. If at all, therefore, we want to work in this 	direction and serve ourselves, we should give the first place to 	truth and march forward with unshakable faith in it. Truth is God.  MOHANDAS     	[From Gujarati]  Madhpudo, 	I, ii                        
  "
2,"July 1, 1920","LETTER TO THE PRESS ON REPATRIATION OF SOUTH AFRICAN
	INDIANS","
  
 July 1, 1920libtech_3_footnote
 I   have   just   read   the   interim   reportlibtech_4_footnoteof   the   South   African Commissionlibtech_5_footnotelibtech_6_footnotepublished in  Indian  Opinion  recently  received.  As  it reads, the report seems to be harmless. Even the word “Repatriation” does not occur in it. It is a cautiously-worded document. And as there seems to be no opposition to the recommendation from the resident Indian population, I am not inclined to oppose the proposal of the Commission. At the same time there is no mistaking its intention. Indeed they have not even attempted to conceal it, for, they ask His Excellency the Governor of South Africa “to appoint an official well acquainted with the Indian mind and their methods to act in a sympathetic manner and lay before the Indians the advantages of immediately returning to India”. The case for the scheme is that the Indians are anxious to return and that the scheme satisfies that anxiety whereas the anxiety seems to be all on the part of the Commission and their return is to be stimulated by placing its advantages before our sorely tried countrymen. The working of the scheme will, however, require ceaseless watching. There should be no compulsion of any kind whatsoever and no forfeiture of rights of domicile. I was pleased to notice absence of any reference to such forfeiture in the interim report. One however never knows what undertaking may not be taken from the poor returning Indians against the grant of a free passage. If the scheme is benevolently intended to relieve the present distress the Union Government will simply facilitate the return of those who are unable to support themselvs in South Africa, without bargaining for the forfeiture of domicile. To insist upon the loss of that valuable right would be to take a mean advantage of the distressful condition on some of our countrymen in South Africa.
 Young India, 7-7-1920
 "
3,,LETTER TO N. C. KELKARlibtech_7_footnote,"
  
 
 CONGRESSlibtech_8_footnote     DEAR 	MR. KELKARlibtech_9_footnote 	,  	I thank you for your very prompt rep[ly.]  	I retur[n] . . . t . . . which you may keep . . .    BOMBAY-7, July 2 [1920]libtech_10_footnote 
  	I shall t . . . t an alternative of the cree[d in ter]ms of your 	suggestion. We ce[rtainly] ought to make it the broadest possible.  	I agree that we need not fix the fees for membership for  Congress 	committees. Perhaps you will agree to a minimum fee.  	I accept [yo]ur suggestion as to the advisability of laying down the 	method of Taluka and District committees.  	If you wish to avoid overlapping and want a fairly scientific 	constitution you will find that there is no room for affiliations. 	Those who want to be represented must join one of the series of 	groups.  	Whether you accept the limit at 1,000 or will increase it, I think 	the membership ought to be limited to a manageable figure. Without 	that the Congress will remain an unwieldy body and we would not [be 	able] to carry the weight we othe[rwise cou]ld. In drafting the 	con[stitution I ha]ve attempted to give the [Congress] a 	representative character such as would make its demands 	irresis[tible.] I would therefore ask you to [recon]sider your views 	about limiting the number.  	I accept your figure for delegate’s fee.  	I agree that the other fees may not [be] fixed by the Congress.  	The present rules for the election of the president may remain as 	they are. I wanted to say so but my letter had already gone. But I 	would erase the bombastic speeches that are made at the time of the 	election. Two best speakers may in addition to the chairman of the 	R.       “Letter 	to N. C. Kelkar and Others”, about 15-6-1920.  
 C.libtech_11_footnotelibtech_12_footnoteintroduce the president in the briefest speeches.
 I value your suggestion as to the treasurer, also as  to  the payment to British Congress Committee.
 I have not understood the raison d’ etre of your suggestion regarding elections to the All I.C.Clibtech_13_footnote.
 Draft resolution[s and] suggestions quite sound.
 Your time . . . is quite worthy of you and [reasonab]le.
 The demonst[rative p]art I don’t like. The wh[ole] Con[gress] must be deliberaton and demonstration at the same time. If you divide the two, the demonstration will fall flat. The spectators pay to watch your actual d[eba]tes. We may here imitate the House of Commons. Call to mind the visitors’ gallery. When we have limited the number of delegates we carefully rope them in and isolate them from the visitors. Today   our   pandallibtech_14_footnoteis   as   unbusiness-like   as   our   proceedings. Introduce business in your programme and you will evolve a pandal to suit your new needs, quite effective and much cheaper than at present.
 I think I have now touched all your points. I wish the other twolibtech_15_footnotewould copy your prom[ptne]ss.
 Pray excuse my w[retched h]andwriting. Mahadev Des[ai]libtech_16_footnotelibtech_17_footnoteis in Bijolia. My other aman[uensis] had a bereavement in his [fam]ily.libtech_18_footnote
 
      From 	a pencil draft : S.N. 7420 R   M. 	K. GANDHI 
                        "
4,,NON-CO-OPERATION,"
  
 Since there is no reason to hope that, before August 1, either the khilafat issue will have been satisfactorily solved or a revision of the peace terms promised, we must get ready to start non-co-operation. The Committee is making preparations in this behalf. Meantime, the following can be done :
 Not 	to subscribe to 	new loans.  Not 	to register 	one’s name for 	recruitment in 	military or 	civil service. 
 The Government has no right to occupy Mesopotamia. Mandate is in fact nothing but occupation. Moreover, according to newspaper reports, the Arabs do not like even the sight of Indian soldiers there. Whether or not this is true, it is the duty of every Indian not to join such service. Those who go to Mesopotamia will be doing so merely for money. We must refuse to do this, if we do no more.
 Not only can it never be our duty to rule by force over the Arabs, but we, who do not wish to remain in slavery, cannot wish to make others slaves.
 Thus it behoves us not to subscribe to new loans and to refuse, from this very day, to offer ourselves as new recruits for service under the Government, especially for service which requires us to go to Mesopotamia.
 In addition, it is hoped that the following things will be done from August I onwards :
 Titles 	and honorary 	positions will be renounced. Legislatures 	will be boycotted.  Parents 	will withdraw their 	children from 	Government schools.  Lawyers 	will give up practice 	and help 	people to settle 	their civil 	disputes among themselves.  Invitations 	to Government 	functions, parties, etc., 	will be politely 	refused, non-co-operation being 	given as the 	sole reason for 	doing so. 
 It is likely that this programme will be adopted from August 1, if the khilafat question is not settled.
 Lala Lajpat Railibtech_19_footnotehas announced non-co-operation in the form of
  
 boycott of legislatures if justice is not done in the matter of the  Punjab. So we can now take it that the Punjab too has joined the khilafat agitation. Just as on this issue Muslims should take the lead, in the matter of the Punjab the Punjabis themselves should take the lead. If they do not adopt non-co-operation, one may say that the other parts of India cannot do so either.
 We shall hope that Lalaji will not stop with boycott of legislatures. Until we win, we shall have to go on extending the scope of non-co-operation, and be ready to take the four steps suggested earlier. I am convinced, however, that we would win if the whole  nation joins in boycotting legislatures.
 Three	different	views   on	the	question	of	[boycotting] legislatures have been expressed :
 Not 	to start 	non-co-operation at all; to 	adopt non-co-operation 	after election to legislatures; to 	boycott legislatures 	from the very start. 
 The first position is entirely opposed to non-co-operation. The second alone needs to be examined. I am convinced that it will be a waste of effort to try to enter legislatures and then to refrain from attending their sessions. It is a waste of money and time alike. I do not at all see the point of doing this. What if unworthy people get elected because we do not come forward? If such people enter the legislatures, the Government will not be able to run the government  of an awakened people and it will be laughed at. Moreover, if we join in the elections, we shall not be able to show what real boycott can be. Our duty is so to educate public opinion—opinion of the voters—that it will be impossible for anybody to get elected to legislatures as their representatives. So long as there is lack of understanding between the king and the subject, to attend the king’s council is to strengthen his hands. A king cannot govern at all if he is not able to carry any section of his subjects with him. It follows from this that the fewer the subjects who co-operate with him, the less will be his authority. Hence, for those who accept non-co-operation, the total boycott  of legistatures is the only right course. And so I hope that those who are busy trying to get elected to legislatures will give up the attempt for the present and address themselves to the more important work, that of educating public opinion on the khilafat and the Punjab issues, and so serve the people that, when the time for entering legislatures comes, they will be better qualified in virtue of their service.
 Now remain the other two suggestions which are likely to be
 severely criticized. The lawyers should, for the time being, give up practice and intending litigants or those who find themselves dragged into litigation should boycott the courts and get their disputes settled through arbitration boards. It is my confirmed belief that every Government masks its brute force and maintains its control over the people through civil and criminal courts, for it is cheaper, simpler and more honourable, for a ruler that instead of his controlling the people through naked force, they themselves, lured into slavery through courts, etc., submit to him of their own accord. If people settle their civil disputes among themselves and the lawyers, unmindful of self- interest, boycott the courts in the interest of the people, the latter can advance in no time. I have believed for many years that every State tries to perpetuate its power through lawyers. Hence, though fully aware that I will be criticized for making this suggestion, I have no hesitation in putting it forward.
 What is true of lawyers is true of schools. Even without such momentous issues as those of the khilafat and the Punjab, I would certainly, if I could, see to it that the present schools were completely abandoned and would provide the right kind of  education for children on whom the future of India rests. But my purpose at present in calling for a boycott of the schools is different; I want to show the Government by rendering the schools idle that, so long as justice is not done in regard to the Punjab and the khilafat, co-operation with it is distasteful. I know that this suggestion will be visited with a good deal of ridicule. But, with the passing of time, people will realize that if they refused to crowd the Government schools, it would be impossible to run the administration. Look where we will all over the world, we shall find that the education imparted to the children is intended to facilitate smooth running of the Government. Where the Government is concerned solely with public welfare, so is the educational system; where the Government is of a mixed kind—as in India—the educational system is also calculated to confuse the intellect and is positively harmful. While making this suggestion I do not wish that the youth should be left altogether unprovided with education. Not for a moment do I wish people’s education to stop. But I believe that, even when the schools have been deserted, we can look after people’s education all right. I know that the suggestions I have made are quite serious and I do not expect to be able to convince readers all at once.  I shall take up these subjects time and again and place my arguments before the public.
 [From Gujarati]
 Navajivan, 4-7-1920"
5,,KHILAFAT AND SWADESHI,"
    
 Pathan Alamkhan Jivakhan writeslibtech_20_footnotefrom Damnagarlibtech_21_footnotelibtech_22_footnote.
 This is really a heartening letter. It is plain that the khilafat agitation will benefit the cause of swadeshi. But the resolve not to use articles made in Europe only so long as the khilafat issue remained unsolved does not seem to me proper. Muslims ought not to use European goods even if they get full justice on the khilafat question. It is, moreover, not enough to boycott European goods alone. No foreign goods, including Japanese goods, should be used. The swadeshi movement is intended as a permanent change. No matter how justly Europe deals with us, it is our duty to use only swadeshi goods so that India may ever get perfect justice. The country, thus, can prosper only through the spinning-wheel and the  handloom. Lakhs of Muslims have given up spinning and lakhs of Muslim weavers have given up weaving. If Hindu and Muslim women again take to spinning and Hindu and Muslim weavers to weaving, within a short time the country will be able to produce all the cloth it needs. I wish, therefore, to draw the attention of all, specially of women, to the example that Damnagar has set. But what can women do about it, so long as men do not provide them with spinning-wheels and slivers of cotton by getting cotton carded by the local carders? I trust, therefore, that at least a few public-spirited men will come forward in every village, who at a little trouble to themselves, will undertake to procure cotton, get it carded and turned into cotton rolls and supply them to women who may be prepared to spin. This is a business in which no loss is possible. Only last week we saw the instance of Dhasalibtech_23_footnotelibtech_24_footnotewhere men and women not only spin and weave but for the most part use cloth made in their own village and send out the surplus, if any, to other villages. There is no starvation, there cannot be any, in that village. With a little effort, things can be planned in a similar way in every village in India.
 [From Gujarati]
 Navajivan, 4-7-1920
  "
6,,HOW “NAVAJIVAN” SHOULD BE RUN,"
    
 A correspondent, who does not give his name and address but describes himself as “one who regards Navajivan as his own”, says:libtech_25_footnote
 I have often pointed out that letters  containing  serious statements should never be anonymous. It seems to me  that  we, Indians, are more in the habit of writing such letters than foreigners. We seem afraid or ashamed of expressing our views openly. Why should one be afraid of expressing one’s honest views? Or be ashamed of them? I repeat my advice to anonymous correspondents to give up this habit of anonymity. We have no right to express views or use language for which we are not prepared  to  accept responsibility.
 This letter is reproduced almost literally. Had the writer signed it, perhaps he would not have made the language as bitter as he has. One who claims that he regards Navajivan “as his own” would put his views quite differently. A friend had placed before me the very same views, but there was sweetness and politeness in his way of complaining. I put it to “one who regards Navajivan as his own” that he could have used more polite language, if he had but cared to. It is our duty to speak out our views, if we think them right and conducive to public interest, but we are never free to dispense with politeness.
 Lack of politeness is a sign of anger. The people are at present in an angry mood and boiling over, and therefore, pleased with nothing. They are labouring under a mistaken feeling of helplessness, that they are powerless to do anything which may end their suffering. And so they cling to anything that can make them forget their grief for a while, to anything which may provide them with an intoxicant in place of that of anger. That is why we see nowadays an excess of sensational writing in newspapers. Then, again, the craze for reading has increased and with that has grown the habit of reading long articles. All these are signs of a state of intoxication. Some people in Europe are so addicted to reading something or other that they cannot bear being without a book even for a while. It being impossible to go on reading instructive literature the whole day, the plague of “shilling shockers” is on the increase. A “shilling shocker” is a hair-raising
  
 novel, costing 8 annas. Novels written in restrained language cannot be thrilling. So writers and publishers, whose sole object is to make money, tempt readers with impossible stories written in  language which no decent man can stand. Reading“shilling shockers” has thus become a disease which has affected hundreds of thousands of men and women. Even we in India are now in danger of catching this disease.
 It is Navajivan’s effort, among other things, to  protect the people against this danger. It will never lose sight of this aim and so the writer of this letter has but to have patience.
 All the same, I must admit that there is some substance in the complaint of this correspondent. Our hope of being able to give better articles and getting them better printed has not been fully realized. Though we have the money for it, we have not yet been able to procure a printing machine which can print a large number of copies. Money cannot secure honesty. There has been difficulty in getting honest workers. The prices of paper have gone sky high while, when Navajivan was started, some people feared that they would fall. All these difficulties were unavoidable.
 With all that, we do not feel any shame in presenting Navajivan to the public. Not one thoughtless statement appears in it. Anyone who keeps in mind the purpose which Navajivan exists to serve, will never desert it so long as the paper remains loyal to that aim. This aim has been to shed a new light on current affairs, to place before the people new ideas which have passed the test of experience, and to state whatever we think to be right, without fear of the Government or the public. From this pledge, Navajivan has not departed in the slightest degree and, therefore, it is certainly not “wallowing in the dust,” nor is it “a helpless orphan”.libtech_26_footnoteThere are, indeed, many obstacles in its path but it has always been, and will always be, struggling to surmount them
 The printing mistakes are to be regretted. Sometimes it happens
 that good articles intended for publication come too late and others of an inferior quality have to be put in. But from all this it cannot be argued that the aim with which Navajivan was started re- mains unfulfilled. One may also regret the reduction in the number of its
  
 pages,libtech_27_footnotebut in these days of high cost of paper aman who claims to “regard Navajivan as his own” should excuse the reduction. There is no need, moreover, to jump to the conclusion that, because the pages are fewer, the matter published is necessarily less than before. In fact, since the number of pages was reduced, an attempt is being made to make the articles more concise and there is absolutely no curtailment of the number of topics covered.
 When all this is said, let it be understood that the letter above is published not for providing an occasion to defend Navajivan, but to invite those who see Navajivan’s drawbacks to point them out and, at the same time, to advise intending critics not to give up politeness as also to gather sufficient courage to give their names. Navajivan’s prestige cannot be kept up by defending it. it is  obvious  that Navajivan can survive only if, on the whole, it has intrinsic worth.
 [From Gujarati]
 Navajivan, 4-7-1920
 "
7,"July  7, 1920",CABLE TO  MAHOMED  ALIlibtech_28_footnote,"
    
 [Before  July  7, 1920]
 RESPECTFUL		BUT	FIRM		MUSLIM    REPRESENTATIONlibtech_29_footnote	INFLUENTIALLY SIGNEDlibtech_30_footnote ANNOUNCING	RESORT	TO		NON-CO-OPERATION			FROM		THE 1ST    AUGUST    IF    PEACE    TERMS    BE    NOT    REVISED    OR    IF		THE VICEROY DOES NOT HEAD KHILAFAT  AGITATION  NOW IN   HIS   EXCELLENCY’S  HANDS.			I	HAVE		SENT		MY		OWN	SEPARATE REPRESENTATIONlibtech_31_footnote EXPLAINING			MY		CONNECTION			WITH		THE  MOVEMENT	AND ASSOCIATING			MYSELF	ENTIRELY			WITH		IT.		IN  MY		OPINION		THE VAST	MAJORITY	OF		MUSLIM   AND  HINDU MASSES   ARE   BEHIND THIS   GREAT   AND   JUST   AGITATION   FOR  RESPECT   OF   MUSLIM RELIGIOUS     SENTIMENT     AND      FOR       ENSURING     FULFILMENT   OF
  
“Condition of Navajivan”, 17-3-1920 & “To Readers”, 25-4-1920.
 RELIGIOUS SENTIMENT AND FOR ENSURING FULFILMENT OF MINISTERIAL  PLEDGES.  YOU   MAY   BE   SURE   OF   EVERYTHING POSSIBLE     BEING     DONE     ON    THIS     SIDE.     I     HAVE  NO     DOUBT  THAT    IN     THIS    GREAT     CAUSE     GOD    WILL     HELP    US     IF      WE  WILL HELP OURSELVES.
 Young India, 7-7-1920
 "
8,"July 7, 1920",LETTER TO THE PRESS ON NON-CO-OPERATION,"
    
 [Before July 7, 1920]
  
Mr. Gandhi writes to the Press :
 Needless to say that I am in entire accord with Lala Lajpat Rai on the question of the boycott of the reformed councils. For me it is but one step in the campaign of non-co-operation and  as  I  feel equally keenly on the Punjab question as on the khilafat, Lala Lajpat Rai’s suggestion is doubly welcome. I have seen the suggestion made in more quarters than one that non-co-operation on the  reforms should commence after the process of election has been through. I cannot help saying that it is a mistake to go through the election farce and the expense of it when we clearly do not intend to take part in the proceedings of these Legislative councils. Moreover, a great deal of educative work has to be done among the people. And if I could I would not have the best attention of the country frittered away in electioneering. The populace will not under-stand the beauty of non- co-operation if we seek election and then resign. But it would be a fine education for them if the electors are not to elect anybody and unanimously to tell whosoever may seek their suffrage that he would not represent them if he so sought election so long as the Punjab and khilafat questions were not satisfactorily settled. I hope, however, that Lala Lajpat Rai does not mean to end with the boycott of the reformed councils. We must take if necessary every one of the four stages of non-co-operation if we are to be regarded as a self- respecting nation. The issue is clear. Both the khilafat terms and the Punjab affairs show that Indian opinion counts for  little  in  the councils of the Empire.
 It is a humiliating position, we shall make nothing of the  reforms if we quietly swallow the humiliation. In my humble opinion therefore the first condition of real progress is the removal of these
 difficulties in our path. And unless some better course of action is devised nolens volens non-co-operation must hold the field.
 Young India, 7-7-1920
 "
9,"July 7, 1920",STATEMENT BY NON-CO-OPERATION COMMITTEE,"
    
 [Before July 7, 1920 ]
 The following is a statement issued by the Non-co-operation Committee for public information and guidance :
 Many question have been asked of the Non-co-operation Committee as to its expectation and the methods to be adopted for beginning non-co-operation.
 The Committee wish it to be understood that whilst they expect every one to respond to their recommendation to the full, they are desirous of carrying the weakest members also with them. The Committee want to enlist the passive sympathy, if not the active co- operation, of the whole of the country in the method of non-co- operation.
 Those, therefore, who cannot undergo physical  sacrifice  will help by contributing funds or labour to the movement.
 Should non-co-operation become necessary, the Committee has decided upon the following as part of the first stage:
   Surrender 			of all 			titles of 			honour and 			honorary offices. Non-participation 			in Government loans.  Suspension 			by lawyers 			of practice 			and settlement 			of civil 			disputes by 			private arbitration. Boycott 			of Government 			schools by parents. Boycott 			of the 			reformed councils.  Non-participation 			in Government 			parties, and such 			other functions.  Refusal 			to accept any 			civil or 			military post, 			 in Mesopotamia, or 			to offer as 			Units for the army 			especially for 			service in 			the Turkish 			territories now being 			administered in 			violation of pledges.   
 PROPAGATE SWADESHI
    Vigorous 			prosecution of 			swadeshi inducing the 			people at 			the time of 			this national 			and religious 			awakening, to 			appreciate their 			primary duty 			to their 			country, by 			being satisfied with 			its own   
 productions and manufactures.
 Swadeshi must be pushed forward without waiting for the 1st of August, for it is an eternal rule of conduct not to be interrupted even when the settlement arrives.
 In order not to commit themselves, people will refrain now from taking service either civil or military. They will also suspend taking Government loans, new or old.
 For the rest, it should be remembered that non-co-operation does not commence before 1st August next.
 Every effort is being, and will still be, made to avoid resort to such a serious breach with the Government by urging His Majesty’s Ministers to secure the revision of a treaty which has been so universally condemned.
 Those who realize their responsibility and gravity of the cause will not act independently, but in concert with the committee. Success depends entirely upon disciplined and concerted non-co-operation and the latter is dependent upon strict obedience to instructions, calmness and absolute freedom from violence.
 Young India, 7-7-1920
  "
10,,10. NOTES,"
 PURE CIVIL DISOBEDIENCElibtech_32_footnote
 All the readers of Young India may not know that Ahmedabad came under a heavy fine for the misdeeds of the April of last year. The fine was collected from the residents of Ahmedabad but some were exem-pted at the discretion of the collector. Among those who were called upon to pay the fines were income-tax payers. They had to pay a third of the tax by them. Mr. V.J. Patellibtech_33_footnote, noted barrister, and Dr. Kanuga, a leading medical practitioner, were among those who were unable to pay. They had admittedly helped the authorities to quell disturbance. No doubt they were satyagrahis but they had endeavoured to still the mob fury even at some risk to their own persons. But the authorities would not exempt them. It was a difficult thing for them to use discretion in individual cas-es. It was equally
  
 difficult for these two gentlemen to pay any fine when they were not to blame at all. They did not wish to embarrass the autho-rities and yet they were anxious to preserve their self-respect. They carried on no agitation but simply notified their inability to pay the fines in the circumstances set forth above. Therefore an attachment was issued. Dr. Kanuga is a very busy practitioner and his box is always full. The watchful attaching official attached his cash boxand extracted enough money to discharge the writ of execution. A lawyer’s business cannot be conduc- ed on these lines. Mr. Patel sported no cash box. A sofa of his sitting- room was therefore attached and advertised for sale and duly sold. Both these satyagrahis thus completely saved their consciences.
 Wiseacres may laugh at the folly allowing writs of attachment and paying for the collection of fines. Multiply such instances and imagine the consequence to the authorities of executing thousands of writs. Writs are possible when they are confined to a few recalcitrants. They are troublesome when they have to be executed against many high-souled persons who have done no wrong and who  refuse payment to vindicate a principle. They may not attract much notice when isolated individuals resort to this method of protest. But clean examples have a curious method of multiplying themselves.  They bear publicity and the sufferers instead of incurring odium receive congratulations. Men like Thoreaulibtech_34_footnotelibtech_35_footnotebrought about the   abolition  of slavery by their personal examples. Says Thoreau,
 I know this well that if one thousand, if one hundred, if ten men whom I could name, —if ten honest men only— aye, if one honest man, in this State of Massachusetts ceasing to hold slaves were actually to withdraw from this co-partnership and be locked up in the country gaol therefor, it would be the abolition of slavery in America. For it matters not how small the beginning may seem to be, what is once well done is done for ever.
Again he says,
 I have contemplated the imprisonment of the offender rather than seizure of his goods—though both will serve the same purpose, because they who assert the purest right and consequently are most dangerous to a corrupt State, commonly have not spent much time in accumulating property.
 We, therefore, congratulate Mr. Patel and Dr. Kanuga on the excellent example set by them in an excellent spirit and in an excellent cause.
 Young India, 7-7-1920
 "
