chapter_no,date,title,content
1,"July 	6, 1937","SPEECH AT WORKING COMMITTEE MEETING, WARDHA","
     July 	6, 1937  It 	is stated that 	at the 	outset Mahatmaji referred 	to the 	misgivings entertained 	by a not 	inconsiderable section of 	the Congressmen 	that his other Press 	statements issued prior 	to that 	in connection 	with the 	constitutional deadlock 	had, in 	effect, tended 	to whittle 	down the stand 	so far taken 	by the Congress. 	By a thorough 	analysis of 	his several 	statements Mahatmaji 	was able to satisfy 	the members of  the 	 Committee that 	they were simply meant to 	clarify the 	Congress position, which 	was being 	constantly misunderstood 	and misinterpreted 	by high 	officials here 	and in 	England.  Mahatmaji 	then explained to the Committee the alternative course of action 	open to them in the circumstances confronting the Congress at 	present.  It  is understood Gandhiji made no secret of the fact that 	he had not found in Lord Linlithgow's messagelibtech_1_footnotethe assurance which 	he had in mind when he inserted the assurance clauselibtech_2_footnotein the A.I.C.C. 	resolution at Delhi. With the Governor's special powers of 	interference thus left intact, Gandhiji apprehended that frictions 	were very likely to occur, sooner rather than later, as it would 	prove difficult to prevent the overlapping of the sphere of the 	Governor's special powers and the normal field of activities of 	Ministers. Accordingly, the fear was expressed that, despite the 	wishes sincerely expressed by Lord Zetland and Lord Linlithgow, the 	new Constitution might not in actual practice be worked for long by 	the Congress Ministers in furtherance of the Congress objective.  Without 	committing himself to any definite opinion Mahatmaji is stated to 	have admitted that there was some force in the argument of those who 	maintained that the Congress should utilize the office of 	ministerships in the six majority Provinces with a view to 	generating strength in the masses of the country so that, when the 	final breakdown of the Constitution came–as it was bound to 	come–this newly developed mass strength and enthusiasm may be 	harnessed to good account, should the Congress find it necessary to 	launch upon any mass movement in the future.  In 	conclusion, Gandhiji is reported to have expressed himself as being 	in complete agreement with Mr. Jawaharlal Nehru's opinion that there 	must be no lowering of the Congress flag whether the Congress 	representatives are in office or out of it.  The 	Hindu, 7-7-1937         "
2,,"CONGRESS WORKING COMMITTEE
RESOLUTIONlibtech_3_footnote","
  
 WARDHA,
 July 7. 1937
 The All-India Congress Committee, at its meeting held in Delhi on March 18libtech_4_footnotelibtech_5_footnote1937, passed a resolution affirming the basic Congress policy in regard to the new constitution and laying down the programme to be followed inside and outside the Legislatures by Congress members of such Legislatures. It further directed that in pursuance of that policy permission should be given for congressmen to accept office in provinces where the Congress commanded a majority in the Legislature, and the leader of the Congress Party was satisfied and could state publicly that the Governor would not use his special powers of interference or set aside the advice of Ministers in regard to their constitutional activities. In accordance with these directions, the leaders of Congress party who were invited  by Governors to form ministries, asked for the necessary  assurances. These not having been given, the leaders expressed their inability to undertake the formation of Ministries. But since the meeting of the Working Committee on April 28 last, Lord Zetland, Lord Stanley and Viceroy have made declarationslibtech_6_footnotelibtech_7_footnoteon this issue on behalf of the British Government. The Working Committee has carefully considered these declarations and is of opinion that though they exhibit a desire to make an approach to the Congress demand they fall short of the assurances demanded in terms of the A.I.C.C. resolution as interpreted by   the   Working   Committee   resolutionlibtech_8_footnotelibtech_9_footnoteof   April   28.   Again   the Working Committee is unable to subscribe to the doctrine or partnership propounded in some ot the aforesaid declarations. The proper description of the existing relationship between the British Government and the people of India is that of the exploiter and the exploited, and hence they have a different outlook upon almost everything of vital importance. The Committee feels however that the situation created as the result of the circumstances and events that have
 
 since occured, warrants the belief that it will not be easy for the Governors to use their special powers. The Committee has moreover considered the views of Congress members of the Legislatures and of Congressmen generally.
 The Committee has therefore come to the conclusion and resolves that Congressmen be permitted to accept office where they may be invited thereto. But it desires to make it clear that office is to be accepted and utilized for the purpose of working in accordance with lines laid down in the Congress election manifesto and to further in every possible way the Congress policy of combating the new Act on the one hand and of prosecuting the constructive programme on the other.
 The Working Committee is confident that it has the support and backing of the A.I.C.C. in this decision and that this resolution is in furtherance of the general policy laid down by the Congress and the
 A.I.C.C. The Committee would have welcomed the opportunity of taking the direction of the A.I.C.C. in this matter but it is of opinion that delay in taking a decision at this stage would be injurious to the country's interests and would create confusion in the public mind at a time when prompt and decisive action is necessary.
 Congress Bulletin No. 5, July 1937. Also  Home  Department,  Political Branch, File No. 4/15/37. Courtesy: National Archives of India
 "
3,"July 	7, 1937",TELEGRAM TO AMRIT KAUR,"
         RAJKUMARI 	AMRIT 	KAUR 	SIMLA,  YES.libtech_10_footnoteLOVE.      WARDHAGANJ,  July 	7, 1937        BAPU 
  From 	the original: C.W. 3794. Courtesy: Amrit Kaur. Also G.N. 6950              
  "
4,"July 7, 1937","SPEECH AT RASHTRABHASHA ADHYAPAN MANDIR,
	WARDHAlibtech_11_footnote","
  
 July 7, 1937 Rajendra Babu has lightened my task by saying that the pracharaks should be men of character. It goes without saying that
those who have not the literary qualifications would not do, but it is
 necessary to bear in mind that even literary qualifications would be of no use where the essential qualification of character was wanting.
 They will have to master the Hindi language as defined  by Indore Sahitya Sammelan, i.e., the language spoken by the Hindus and Mussalmans of North India and written in Devanagari or Persian script. Mastery of this language will mean mastery not only of the easy Hindi-Hindustani spoken by the masses but also of the high flown Hindi full of Sanskrit words and the high-flown Urdu full of Persian and Arabic words. Without a knowledge of these, mastery of the language would be incomplete even as one could not claim to be master of the English language without a knowledge of the English of Chaucer, Swift and Johnson, or mastery of the Sanskrit language without a knowledge of the Sanskrit of Valmiki and Kalidas.
 But I should be prepared to put up with their ignorance of Devanagari or Persian scripts, or ignorance of Hindi grammar, but I should not tolerate for a moment lack of character. We do not need such men here and, if there is anyone among the candidates who is not likely to stand the test, let him leave betimes. The work they are called to is no easy thing. There is a strong body of English-knowing people who say that English alone can be the lingua franca of India. There are the pundits of Benares and Allahabad and the alims of Delhi and Lucknow who want a Sanskritized Hindi and Persianized Urdu. The third group we have to contend against is that which has raised the cry of ‘provincial languages in danger’.
 Mere learning cannot successfully grapple with these forces. It is the work not of learned men, but of fakirs-men of incorruptible character and with no axe to grind. If you are found wanting in this respect and the people amongst whom you are working were to lay
 
 rough hands on you, I should not blame them. They are not pledged to ahimsa.
 Nor is money going to help us much. You know, I agreed to preside over the Hindi Sahitya Sammelan at Indore in 1935 on condition that the Reception Committee should collect Rs. 1,00,000 for Hindi prachar in South India in particular and other non-Hindi Provinces in general. I was loath to accept the invitation, but Jamnalalji stood surety for the Reception Committee. The Committee failed to collect the amount, in fact it collected then practically nothing at all. But in the year following about Rs. 22,000 were collected. Jamnalalji has now contributed Rs. 25,000 from his own pocket, and he has secured a promise of Rs. 75,000 from the charities of the late Kamalapatji of Kanpur. There is thus no lack of money. But what can money do? Wardha was just a cotton centre with a few ginning factories. It is Jamnalalji’s ambiton to turn it into a cultural centre and a centre of national activities. He has, therefore, helped in bringing into being Mahila Ashram, a high school, Hindi Prachar Samiti, the present training school, the weaving school, the Village Workers’ Training School, a tannery and so on. But more than these institutions, more than money, we want character. That is what I have come this morning to ask you to contribute to this work.
 Harijan, 17-7-1937
 "
5,"July 8, 1937","INTERVIEW TO “THE
HINDU”libtech_12_footnote","
  
 July 8, 1937
GANDHIJI: You have come to waylay me, you highway man!
 CORRESPONDENT: Are you giving any message to the Congress on the morrow of the inauguration of the new policy of trying office?
G.	The	Congress	Working	Committee’s	resolution	is
 comprehensive. It contains the message and programme  to  be followed by the Congressmen and the country.
 Asked how he, the author of the demand for assurance, reconciled the stand taken in Delhi with the decision reached yesterday, Gandhiji again said:
The resolution has dealt with it. I have nothing to add to it.
 
 When I drew his attention to the fact that he was completing his year of seclusion in the village, Gandhiji said:
Segaon has an irresistible attraction for me and I feel inclined to
stay there indefinitely.
 I referred to the European situation, the armament race and the war menace and asked whether he, the apostle of non-violence, would not come out of his retirement in the village and spread the message of non-violence over the world and thus do a service to humanity.
It is all so soothing to hear but I am not big enough for that
task. You are taking me beyond my depth.
 The rest of the walk was devoted to talk about fast walking. Gandhiji remarked on the ease and facility with which the everage villagers covered the long distances in fair weather or foul.
 The Hindu, 8-7-1937
 "
6,,MEANING OF THE CONSTITUTIONAL OATH,"
  
Shri Kishorelal Mashruwala writes:
 I am afraid that Gandhiji's positionlibtech_13_footnotewith regard to the constitutional oath has not been properly understood. of course, one ought not to make a distinction between a legal oath and a moral oath. But there can be a distinction between a legal oath and a religious oath. By the latter, Gandhiji appears to mean an oath taken in the name of God and framed by [the taker] himself or by his religious teachers or scriptures. If it is framed by himself, he knows the exact implications of that oath, and he is bound by his own interpretation of it only, and not of anyone else. Whether he has fulfilled it or not is a question between himself and his conscience or God. If it has been framed by his religious teachers or scriptures, he is expected to have accepted their interpretation of its implications and is fully discharged if they exonerate him. If a person who does not accept those teachers or scriptures avers on a mere reading of the language of the oath that the oath has been broken, his opinion does not count.
 A legal oath is one which is framed not by himself but by the Legislature to which he is, de facto, subject. The exact implication of that oath is no more than what the Legislature has decided to give it. In case of doubt as to its exact meaning, the proper authorities to adjudicate upon the meaning are the Legislature itself, the Court of Law having jurisdiction in
 
 the matter, and subject to appeal to them eminent lawyers. A person who perfectly fulfils the oath in the light of such interpretation is discharged not only legally but also morally.
 A good deal of confusion seems to have arisen by importing into the oath of allegiance implications assigned to it not by the framers or their authorized interpreters but by the layman. Perhaps the layman's interpretation is not without its history. Nevertheless it cannot be accepted as authoritative. The layman's meaning of the oath of allegiance appears to be an attitude of devotional attachment to the person of the King to such a high pitch that the pledger would be willing to die for him. He seems also to hold that the oath once taken becomes binding upon him for life. According to eminent constitutional lawyers, I am given to understand, both these assumptions are wrong. According to them the oath simply means that as long as the pledger is subject to the oath (i.e., is a member of the institution which has framed the oath), he shall not rise in arms against the King, or be  a party to his death, except through constitutional process. Through constitutional process, even that is allowable. Through constitutional process, it is open to the proper Legislagure to amend or repeal the oath altogether; it is possible to dethrone the King and even to order his execution. But if the Legislature does not agree to it, no legislator who has taken the oath can resort to violence against the King, except after ceasing to be a member of that body.
 A person pledged to Truth and Non-violence (as a member of the Gandhi Seva Sangh) is assumed not to harbour any violent intention to the King under any circumstances. There is, therefore, no moral difficulty in his case to take the oath of allegiance as interpreted above. There is nothing to prevent him from aiming at complete independence, if he means to achieve it– as long as he is in the Legislature–through constitutional means and, in case he means to resort to other means, to do so after resigning his seat. His oath is not intended to bind him to it when he ceases to be a member. There is nothing again, according to lawyers, requiring a member not to harbour intentions of bringing about a constitutional revolution, even violent, if the Legislature will agree. These means are not open to the members of the Sangh, not because they are members of the Legislature but because of their membership of the Sangh. Thus there is no conflict between the legal and the moral aspect as assumed.
I  heartily  endorse  this   presentation   of   my   meaning   of the
 distinction drawn by me between legal and religious oaths. But  a friend  who  saw  the   foregoing  note  is   not   yet   satisfied.   He says,
 whatever be the meaning the authors of an oath may give to it, the taker of it should be the final judge of its meaning, and must therefore be at liberty to take or not to take the oath. Whilst he is at liberty to do what he likes, the arbitrary meaning he may give contrary to the meaning given to it by its very author will be held utterly indefensible.
 Harijan, 10-7-1937
 "
7,,INSTRUCTIVE FIGURES,"
  
 In the course of a conversation with Dr. Syed Mahmud I happened to mention that the All-India Spinners’ Association had on its register a large number of Muslim spinners, weavers and carders. I was speaking from a general knowledge of the working of the Association. This was a few months ago. But as there never was any intention to keep a communal register or even to find out the caste or religion of those engaged in the different processes regarding manufacutre of khadi, figures took some time to prepare. The actual figures generaly correspond to the impression I gave to Dr. Mahmud. They will be found published on p. 171 in this issue.libtech_14_footnote
 This is what I call living contact with the masses irrespective of caste or creed. If the workers are true to their salt, the contact must be of an abiding nature. It should result also in an indissoluble bond between Hindus and Mussalmans of the villages of India. Hitherto they have not worked knowingly and voluntarily under the aegis of one agency and for a common purpose. There is every possibility of a conscious union of hearts between them being achieved. It should be much easier under the new scheme in which the interest of the artisans is held to be predominant. Since the new orientation the contact has become far more real than it ever was. For the spinners–and they are by far the largest majority among the artisans served by the Associations–are regularly instructed. Every individual  spinner receives personal attention and is taught to use better tools in a better manner. Their wages are in many cases trebled, even quadrupled. It is difficult to forecast the result of this new scheme, both  to  the individual workers and the nation at large. One result is obvious. These artisans have ceased to be the exploited class. Presently they will be conscious controllers of the A.I.S.A. as they are today its prime, though unconscious, shareholders.
 Harijan, 10-7-1937
 
  "
8,"July 	10, 1937",LETTER TO AMRIT KAUR,"
            MY 	DEAR IDIOT,         SEGAON, WARDHA,  July 	10, 1937 "
9,"July 	10, 1937",LETTER TO JAWAHARLAL NEHRU,"
  	I have apparently neglected you these few days. I hope you had my 	wirelibtech_15_footnotelibtech_16_footnote. I wonder whether the news preceded the wire. For you 	it should be enough that I did not forget it. Jawaharlal was more 	than good throughout. His innate nobility asserted itself every time 	a difficulty cropped up. He is truly a warrior, sans peur 	et  sans  reproche. The more I see him, the more I 	love him. I had long chats with him and the Maulana. It will be most 	difficult to replace him next year.  	Rameshwari is here and will be with me probably to the end of the 	month. She occupies Jamnalal's guest house. No more today. Love.  TYRANT  From 	the original: C.W. 3795. Courtesy: Amrit Kaur. Also G.N. 6951       July 	10, 1937  MY 	DEAR JAWAHARLAL,  	I had long chats with Maulana Saheb yesterday. If he is to be 	consulted in the choice of Muslim Ministers in the Provinces, I 	think it is better to make the public announcement to the effect. 	The Maulana agrees. If you think that the Working Committee should 	be consulted,  I would suggest consultation by wire. I 	expect you will write on the Hindi-Urdu topic at an early date.libtech_17_footnote  Yours 	sincerely,  BAPU  Gandhi-Nehru 	Papers, 1937. Courtesy: Nehru Memorial Museum and Library.  Also 	A. 	Bunch of Old Letters, 	p. 235.     
  "
10,"July 	10, 1937",LETTER TO MIRABEHN,"
          CHI. 	MIRA,       July 	10, 1937 
  	I have not been able to write to you lately. Your letters and 	sketches have been coming in regularly. I have sent them on to 	Nandlal Babu for his opinion.libtech_18_footnotelibtech_19_footnoteYou shall know it when it comes.  	I am glad Dr. Sen is coming there. You will discuss your health with 	him and invite him to come to Segaon if he ever wishes to do so. Rameshwari 	Nehru is here and is likely to stay for the month.  	I do not need to say anything about the Working Committee meeting.  	I am glad the doctor has allowed you to go to the simple diet. The 	nuts are not for you. Love. 
    From 	the original: C.W. 6391. Courtesy: Mirabehn. Also G.N. 9857  BAPU 
   "
11,"July 	10, 1937",LETTER TO NIRMLA GANDHI,"
           CHI. 	NIMU,     SEGAON, WARDHA,  July 	10, 1937 
  	Ramdas must have leftlibtech_20_footnote. 	You have done well to ask him to go. As for the result, it is in 	God’s hands alone. From the letter I have from him, it appears 	that you wish to settle dawn there only. He also says in his letter 	that Navanit will not be willing to bear the expenses of your living 	there. So let me know how much I will have to send you every month. 	I will make arrangements accordingly. If you wish      vide 	”Letter to Kantilal 	Gandhi”, 5-7-1937 
 to come over here, that can certainly be done, or if you wish to settle down somewhere else, that also can be arranged.  Ramdas  worries about your health, too. What can I do to help him from this distance? It is in your hands. Reply immediately.
 Blessings from
 BAPU
 From the Gujarati original : Mrs. Sumitra Kulkarni Papers. Courtesy: Nehru Memorial Museum and Library
 "
12,"July 	10, 1937",LETTER TO INDIRA NEHRU,"
         CHI. 	INDU,       July 	10, 1937 
  	Whatever you may be to others, I find you a lazy-bone. Kamala was 	never forgetful! Jawaharlal gave me news of you. Why are you still 	so delicate in health? You must build up your physique. I was hoping 	that you would come over here. Write to me in detail. How 	is Mummylibtech_21_footnotelibtech_22_footnote? Where is Saruplibtech_23_footnotelibtech_24_footnote?  Blessings 	from  BAPU  From 	the Hindi original: Gandhiji-Indira Gandhi Correspondence. Courtesy: 	Nehru Memorial Museum and Library   "
13,"July 	11, 1937",LETTER TO AMRIT KAUR,"
           MY 	DEAR IDIOT,         SEGAON, WARDHA,  July 	11, 1937 
  	I answer your idiotic question with a counter-question: ""Are 	all in the camphorated area dishonest"" Haven't 	seen your letter to Ba.  	What a stupid thing to ask whether you would  be  'one  too many'. 	Would you ask that of Shummy [when] going to Manorville or will you 	go there as of right? Well, your six feet by two at the foot of my 	chatailibtech_25_footnotelibtech_26_footnoteis always there. And friend Nabibuxlibtech_27_footnotelibtech_28_footnotelies 	anywhere.       
 Your Hindi letter to B. was perfect. And here you will make rapid progress.
 No more today.
 Love.
   [PS.]  TYRANT    	Madalasa was married today to Shriman whom you know. He is "
