footnote_no,footnote
libtech_1_footnote,1 A copy of the letter was forwarded to the Colonial Office by Bhownaggree.
libtech_2_footnote,"2Vide “Address 	to Lieutenant-Governor” May 18, 1904."
libtech_3_footnote,"1Vide “Indian Traders in Rhodesia”, 22-1-1899"
libtech_4_footnote,"1Vide “memorial to secretary of state for the colonies”, 24-12-1896"
libtech_5_footnote,"1Vide “The late Sir John Robinson”, 12-11-1903."
libtech_6_footnote,"2The episode is described in detail in the “Memorial to Chamberlain”, ibid.,"
libtech_7_footnote,"2The text of a question forwarded to Sir M. M. Bhownaggree by Gandhiji on behalf of the British Indian Association, Johannesburg."
libtech_8_footnote,"1Vide “The late Sir John Robinson”, 12-11-1903."
libtech_9_footnote,"1Gandhiji communicated with Dababhai Naoroji in this matter, as is evident from what the latter wrote to the Secretary of State for India on June 29: “. . .my correspondent in the Transvaal refers to the abnormal number of suicides among indentured Indians on the plantations in Natal which, he says, ‘have been keeping up  a very high average from year to year’, and suggests that an enquiry should be ins- tituted. He also refers to the drastric anti-Asiatic laws still remaining in force in the Orange River Colony”. (India Office: Judicial and Public Records, 1567). The full text of Gandhiji's letter is not available."
libtech_10_footnote,"1According to this, the Chinese were perforce to live on the premises in which they worked and their movements were to be restricted, through a system of passes, within a mile’s radius of their places of work."
libtech_11_footnote,"1Vide “Indentured Indians”, 4-6-1904."
libtech_12_footnote,1Bhownaggree.
libtech_13_footnote,"3Vide “Address to Lieutenant-Governor”, May 18, 1904."
libtech_14_footnote,1This is not 	available.
libtech_15_footnote,1Indian Opinion dated 25-6-1904 is not available and hence it has not been possible to include Gandhiji’s Contributions therein.
libtech_16_footnote,"1A platform along the front and, sometimes, the sides of a house."
libtech_17_footnote,1Urdu for tyranny or oppression.
libtech_18_footnote,2The reference is to the European opposition to the landing of the Indians.
libtech_19_footnote,
libtech_20_footnote,1‘A White monopoly of trade with Chinese labour’ is meant.
libtech_21_footnote,1Vide “Indian Traders in Rhodesia” 22-1-1899
libtech_22_footnote,"1Vide “Indentured Indians”, 4-6-1904; it is not unlikely that Gandhiji sent Bhownaggree a copy of this article."
libtech_23_footnote,1The original is mutilated.
libtech_24_footnote,"1Sir Chettur Sankaran Nair (1857-1934), a judge of the Madras High Court and President of the Indian National Congress in 1897."
libtech_25_footnote,"1Vide “British Indians in South Africa”, (Government Notice), 15-5-1903"
libtech_26_footnote,2ibid
libtech_27_footnote,1Nephews of Gandhiji
libtech_28_footnote,"1Made in London on July 20, 1904"
libtech_29_footnote,"1This appeared in Gujarati, Tamil and Hindi, signed by representative Indians speaking those languages. Vide “Ourselves”, 4-6-1903"
libtech_30_footnote,1The date on which the petition was presented is not available.
libtech_31_footnote,"2Vide “Indentured Indians”, 4-6-1904."
libtech_32_footnote,"1Vide “Evidence against lord milner’s charge of insanitation”, 13-8-1903"
libtech_33_footnote,"1The wording in this extract from Lord Curzon’s Guildhall speech differed slightly from that cited earlier in “India Makes the Empire”, 20-8-1904, with which this has been brought in line."
libtech_34_footnote,1This was reproduced 	in Indian Opinion 	under the title 	“British Indian Association: A letter from Mr. Gandhi”.
libtech_35_footnote,1This and other words in square brackets have been reconstructed from the damaged original
libtech_36_footnote,"1Dadabhai Naoroji communicated the contents of this letter, excluding the postscript in the form of a statement to the Secretary of State for the Colonies (C.O. 291 Volume 79, Individuals—N) and the Secretary of State   for   India   (C.O.   291,"
libtech_37_footnote,"1Vide “Memorial to Colonial Secretary”, dated “Prior to September 3, 1904”."
libtech_38_footnote,"1Dadabhai Naoroji reproduced the text of this letter in a communication which he addressed to the Secretary of State for the Colonies and the Secretary of State for India. (C.O. 291, Volume 79, Individuals—N., and   C.O.   291,   Volume  75,  India"
libtech_39_footnote,"Office).2 Vide “Memorial to Colonial Secretary”, dated “Prior to September 3, 1904”."
libtech_40_footnote,"2This letter is not available, but it is very likely that Gandhiji sent Dadabhai Naoroji a copy of his article “The Plague”, 2-4-1904."
libtech_41_footnote,"1Habib Motan v. The Transvaal Government: Vide  “A  Well-deserved Victory”, 14-5-1904"
