footnote_no,footnote
libtech_1_footnote,1Omissions as in the 	source
libtech_2_footnote,2Ibid
libtech_3_footnote,"3A grand reception 	had been arranged for Gandhiji at Devipur. The village had been 	decorated with flags, buntings, streamers and garlands of yarn. It 	jarred on Gandhiji. As soon as his weekly silence was over, he sent 	for the principal worker."
libtech_4_footnote,4Omission as in the 	source
libtech_5_footnote,1This paragraph is 	translated from Eklo 	Jane Re.
libtech_6_footnote,2Extracted from 	“Gandhiji’s Walking Tour Diary”
libtech_7_footnote,1Gandhiji wrote this in Manu Gandhi’s diary just after the morning prayers.
libtech_8_footnote,"1The addressee, 	Superintendent of Police, 	who was transferred 	from Noakhali  to 	Murshidabad District, 	had, in his letter 	dated February 11, said: 	“. . . Some 	Calcutta Muslims told me 	that the 	Chief Minister got 	annoyed with me 	because I 	did not take 	action to 	prevent police 	and military 	 zulum  (oppression) 	upon  the 	 Muslims. . 	 . ."
libtech_9_footnote,"1Eminent dancer 	and wife of the English 	Theosophist George 	 Sydney Arundale; founder of Kalakshetra, Madras"
libtech_10_footnote,1Balkrishna Bhave; vide the following item.
libtech_11_footnote,"1Vide “Letter 	to Vinoba Bhave”, 10-2-1947"
libtech_12_footnote,1Son of Ratilal Mehta
libtech_13_footnote,"2Extracted from ""Gandhiji's Walking Tour Diary"""
libtech_14_footnote,"1The addressee, in a 	telegram, dated February 18, had requested Gandhiji for an interview 	after February 23 and added: “Go to Bihar and bring about friendly 	relations between the two communities and then hurry up to Delhi to 	save India.”"
libtech_15_footnote,1Vide the preceding item.
libtech_16_footnote,2Extracted from “Gandhiji’s Walking Tour Diary”
libtech_17_footnote,"1Mahashivaratri Day, Magha Vad Chaturdashi, traditionally observed with fast and worship of Lord Shiva. Gandhiji observed it as “a day of fasting and prayer”."
libtech_18_footnote,"1American 	missionary, author of The 	Christ of the Indian Road, etc."
libtech_19_footnote,"2On February 22, 1944"
libtech_20_footnote,3Vide the preceding page.
libtech_21_footnote,1In which the 	addressee had requested Gandhiji to preside over the Annual 	Convocation of the University of Calcutta.
libtech_22_footnote,3This was addressed to one of Manu Gandhi’s sisters.
libtech_23_footnote,2Vide the 	following item.
