footnote_no,footnote
libtech_1_footnote,1The addressee had 	consulted Gandhiji in connection with his stay at Nainital and his 	relations with his father.
libtech_2_footnote,2This appeared under 	the title “How Crisis Can Be Avoided”.
libtech_3_footnote,3Dated February 22
libtech_4_footnote,"1Vide “Resolution on Ministerial Resignations”, 18-2-1938"
libtech_5_footnote,1The text of the 	telegram is in English.
libtech_6_footnote,2The Viceregal statement read: “In the case of Bihar the demand was received by the Governor at 1 p. m. and cabled for action by the Chief Secretary by 4 p. m. the same day. In the case of the United Provinces the time limit set for compliance was also brief to a degree.”
libtech_7_footnote,"2Vide “Telegram to Secretary, Prisoners’ Relief Society, Lahore”, 11-1-1938 “Statement to the Press”, 14-1-1938, and letter to the addressee, “Leter to Sham Lal”, 20-2-1938"
libtech_8_footnote,"1Vide “Speech at Congress Session, Ahmedaad-I”, 28-12-1921"
libtech_9_footnote,"1For the addressee’s 	reply, vide “Letter 	From M. A. Jinnah”, 3-3-1938"
libtech_10_footnote,"1On February 16; 	vide “Letter 	to Sharda C. Shah”, 16-2-1938"
libtech_11_footnote,"1The report is date-lined “New Delhi, March 4,” 1938."
libtech_12_footnote,1Reproduced from Mahadev Desai’s “Notes”
libtech_13_footnote,2Passed at the Congress session at  Haripura
libtech_14_footnote,3This is reproduced from Mahadev Desai’s article “Swadeshi Industries and
libtech_15_footnote,"4According to Gandhi—1915—1948: A Detailed Chronology, Shantikumar Morarjee and Gaganvihari Mehta met Gandhiji at Segaon on this date."
libtech_16_footnote,5In the new constitution under the Government of India Act of 1935
libtech_17_footnote,6Vide “The Giant and the Dwarf”
libtech_18_footnote,"1The addressee’s 	telegram to Mahadev 	Desai, to which 	this telegram is a reply, 	is dated March 5, 1938. It read “,Joseph sinking. Inform Bapu.”"
libtech_19_footnote,2The source has 	these notes placed along with the letters of 1938.
libtech_20_footnote,"3Which inter alia read: “The Indian States participating in the Federation should approximate to the Provinces in the establishment of representative institutions and responsible government, civil liberties and method of election to the Federal Houses. Otherwise the Federation as it is now contemplated will, instead of building up Indian unity, encourage separatist tendencies and involve the States in internal and external conflicts.”"
libtech_21_footnote,3All-India Education 	Board
libtech_22_footnote,"1The draft of the 	telegram was enclosed with the note to Jamnalal Bajaj, dated March 	7, 1938; vide the 	following item."
libtech_23_footnote,2This is in the 	Gujarati script.
libtech_24_footnote,"3Vide “Letter 	From M. A. Jinnah”,3-3-1938"
libtech_25_footnote,1Vide the 	preceding item.
libtech_26_footnote,"1The addressee in 	his reply dated March 17, 1938, agreed to meet Gandhiji in Bombay 	some time in April."
libtech_27_footnote,2Vide the 	following item.
libtech_28_footnote,3Vitthal V. Dastane
libtech_29_footnote,1This is reproduced from Mabadev Desai’s “Notes”.
libtech_30_footnote,1The Power of 	Non-violence
libtech_31_footnote,1In his 	letter to 	Gandhiji Sham Lal 	had written: “I 	am glad to 	inform you 	that all 	the terrorists have lost 	faith in violence. 	I had a talk 	with them. It is not a 	pretence on their 	part. I would 	request you to 	write to 	the Madras Premier about Madras political 	prisoners confined in 	the Punjab 	jail. He should 	have no 	hesitation in 	releasing them at once.”
