footnote_no,footnote
libtech_1_footnote,1In May 1917 to 	discuss a new system of emigration
libtech_2_footnote,"2Sir James Meston 	and S. P. Sinha represented India at the Imperial War Conference 	held in April, 1917. They were also nominated by the Government of 	India as its representatives to the Inter-Departmental Conference, 	but both of them had to return to India before the Conference could 	meet formally."
libtech_3_footnote,
libtech_4_footnote,3Chairman
libtech_5_footnote,4Members of the 	respective Secretaries of State’s establishments
libtech_6_footnote,
libtech_7_footnote,5ibid
libtech_8_footnote,
libtech_9_footnote,6ibid
libtech_10_footnote,
libtech_11_footnote,7ibid
libtech_12_footnote,
libtech_13_footnote,8ibid
libtech_14_footnote,"9Vide also 	“Statement on Abolition of Indentured Labour”, after 7-2 -1917."
libtech_15_footnote,
libtech_16_footnote,"1“emigration” in the report published in The Indian Review, September 1917"
libtech_17_footnote,1The Indian Review report has “colonization”.
libtech_18_footnote,2The Indian Review report has “afford”.
libtech_19_footnote,"1From the reference 	to the building plan to be prepared by Amritlal Thakkar, the letter 	appears to have been written in 1917. Again, Gandhiji was in Bombay 	on this day."
libtech_20_footnote,2Amritlal Thakkar
libtech_21_footnote,3Indian Review report has “Colonies”.
libtech_22_footnote,1The meeting was adjourned due to differences over the resolution and only an agreed amendment passed; Vide the following item.
libtech_23_footnote,"1E. S. Montagu 	(1879-1924), Secretary of State for India, 1917-22 and cosponsor of 	the Montagu-Chelmsford Reforms"
libtech_24_footnote,"2Published in 	Gujarati, 	2-9-1917"
libtech_25_footnote,1Glory to God
libtech_26_footnote,"1God like equipment and demoniac equipment (Vide Bhagvad Gita, XVI. 3, 4)"
libtech_27_footnote,"2Sons of Ali by his wife Fatima, daughter of the prophet. They refused to acknowledge the authority of Yazid (Caliph, 680-3). Hussain revolted against him, but was defeated and killed at Karbala."
libtech_28_footnote,1The original Gujarati is not available.
libtech_29_footnote,3ibid
libtech_30_footnote,2This article appears to belong to the same date as the preceding item.
libtech_31_footnote,
libtech_32_footnote,1The source has ‘Hindi-speaking’.
libtech_33_footnote,1Mythical cow which yielded whatever one wished
libtech_34_footnote,1The English Phrase 	is used.
libtech_35_footnote,1The year has been 	inferred from the reference to the decision regarding Viramgam.
libtech_36_footnote,2Ahimsa Paramo Dharmah
libtech_37_footnote,"1This appears to 	have been written before “Letter to Bhagwanji Vakil”, 3-10-1917."
libtech_38_footnote,"2Gandhiji had 	written to 	the Government 	and also 	discussed the subject 	of the 	abolition of 	the customs 	levy  at 	 Viramgam  with  the  Governor  of   Bombay 	 and the 	Viceroy. The 	levy was 	abolished on 	November 7, 	1917. Vide 	also. “Speech at 	Gujarat Political 	conference—I”, 3-11-1917 and 	“Resolutions at 	Gujarat Political 	Conference—II”, 5-11-1917."
libtech_39_footnote,1The date is fixed 	on the basis of Gandhiji’s tour itinerary given in the letter.
libtech_40_footnote,2Bhagwanji 	Anoopchand of Rajkot
libtech_41_footnote,"1These were framed by Gandhiji; vide “Circular Letter by Gujarat Sabha Office”, 13-9-1917."
libtech_42_footnote,1Mrs. Besant
