chapter_no,date,title,content
1,"September 27, 1947",HINDUSTANIlibtech_1_footnote,"
    Shri 	Kakasaheb Kalelkar writes:  If 	the Muslims of the Indian Union affirm their loyalty to the Union, 	will they accept Hindustani as the national language and learn the 	Urdu and Nagari scripts? Unless you give your clear opinion on this, 	the work of the Hindustani Prachar Sabha will become very difficult. 	Cannot Maulana Azad give his clear opinion on the subject?  	Kakasaheb says nothing new in his letter. But the subject has 	acquired added importance at the present juncture. If the Muslims in 	India owe loyalty to India and have chosen to make it their home of 	their own free will, it is their duty to learn the two scripts. It 	is said that the Hindus have no place in Pakistan. So they migrate 	to the Indian Union. In the event of a war between the Union and 	Pakistan, the Muslims of the Indian Union should be prepared to 	fight against Pakistan. It is true that there should be no war 	between the two dominions. They have to live as friends or die as 	such. The two will have to work in close co-operation. In spite of 	being independent of each other, they will have many things in 	common. If they are  enemies, they can have nothing in common. If 	there is genuine friendship, the people of both the States can be 	loyal to both. They are both members of the same Commonwealth of 	nations. How can they become enemies of each other? But that  	discussion  is unnecessary here.  	The Union must have a common inter provincial speech. I will go a 	step further and say that if the two States are friends, Hindustani 	should be the common speech between the two. This does not mean that 	Urdu and Hindi will cease to exist as distinct forms of speech. They 	must continue to live and progress. But if the Hindus and the 	Muslims or rather people of all religions in India are friends, they 	must accept a common language evolved from Hindi and Urdu. They 	should learn the two scripts. This will be a test for the Muslims 	and the Hindus in the Indian Union.  	It would be wrong to say that if the Muslims of the Union refuse to 	learn the Nagari script, Hindustani cannot become the national 	language. Whether the Muslims learn the Nagari script or not, the 	Hindus and the people of all other religions ought to learn the two 	scripts. It is possible that in view of the poisoned atmosphere of 	the      
 day, people may not appreciate this simple proposition. If the Hindus wish to, they can boycott the Urdu script and Urdu words, but they will be the losers thereby. Therefore those engaged in Hindustani Prachar should not weaken in their faith or efforts. I agree that people like Maulana Azad and other prominent Muslims of the Indian Union should be the first to adopt Hindustani and the two scripts. Who will take the lead if not they? Difficult times lie ahead of us. May God guide us aright.
 NEW DELHI, September 27, 1947
 Harijan, 5-10-1947
 "
2,"September 	27, 1947",LETTER TO NARANDAS GANDHI,"
     CHI. 	NARANDAS,     September 	27, 1947 
  	One may say you are now approaching old age. You certainly have my 	blessings. May you serve the people for many more years. When you 	are too weak to serve I am not going to wish you the same. Why 	should you ever become too weak?  Blessings 	from  BAPU  From 	a copy of the Gujarati: Pyarelal Papers. Courtesy: Pyarelal   "
3,"September 	27, 1947",LETTER TO PREMA KANTAK,"
     CHI. 	PREMA,     September 	27, 1947 
  	You have lost your father, but if you think calmly, you will realize 	that you have gained many fathers in place of one. All who are our 	seniors in age or superior to us in knowledge should be as fathers 	to us or, if they are women, mothers. Those who are our equals in 	age are our brothers and sisters, and our juniors are our sons and 	daughters. Then the world will never die for us. Why then do you 	grieve over the passing away of your father? Death, moreover, is  	man’s true friend. Why then should we be unhappy when our dear 	ones meet their dearest friend? When our dear ones leave us,  we  	should engross ourselves in service with still greater devotion.  Blessings 	from  BAPU  From 	a photostat of the Gujarati: G. N. 10456. Also C. W. 6895. Courtesy: 	Prema Kantak 
  "
4,"September 27, 1947",LETTER TO SAYED MAHMUD HAD,"
  
 [September 27, 1947 ]libtech_2_footnote
 BAHI SYED MAHMUD HAD,
 Your letter has been redirected to me by the Navajivan office. It is not necessary to publish it. I had said enough about it at Calcutta.
 From the Hindi original: Pyarelal Papers. Nehru Memorial  Museum  and Library. Courtesy: Beladevi Nayyar and Dr. Sushila Nayyar
 "
5,"September 	27, 1947",SPEECH AT PRAYER MEETING,"
       NEW 	DELHI, 
  September 	27, 1947  BROTHERS 	AND SISTERS,  	Shall I tell you who is my special physician? He is good for me and 	also good for you. My physician today, in my thought, speech and 	action, is Rama, Ishwar, Rahim. How can He become our physician? We 	heard a bhajan addressed to the Lord who removes all miseries 	of mind, body and soul which human beings are subject to. Hence I 	felt that the best, unfailing remedy is Ramanama.  I  can suggest no 	other remedy to those who come to me. Then take some earth and water 	treatment. I know that one who has Ramanama inscribed in his heart 	needs neither earth nor water for treatment. If we are destined to 	live we shall live. If we have to die, let us die. No one can ride 	two horses at the same time. If I have faith in Ramanama I must 	remain firm in that. Anyone not doing so will perish. Rama is the 	saviour. Does the person who has installed God in his heart ever 	die? This body is transitory. It may be living this moment and may 	die the next. How then can I be proud of it? It is futile to keep 	the body alive when the moment of death has arrived. Guru Nanak was 	a great religious leader. Other Gurus who came after him did write 	songs of devotion but they mentioned the name of Nanak in the 	refrain. This is the culture of India. Perhaps such things happen in 	many other countries. Whatever that may be, I can only talk of the 	Indian culture. Mirabai was a great devotee. Mira’s name is found 	at the end of countless bhajans. It was not she who used her 	name. But Mira’s disciples found great satisfaction in attributing 	their    
 compositions to her. This is a wonderful thing. It is said that Arjun Devlibtech_3_footnotelibtech_4_footnotewas a great Guru and a great poet. He said: “One may recite Ramanama or Khuda’s praise, one may serve Gosain or Allah”. It is remarkable that this thing occurs in the Granth Saheb. The allegations against the Sikhs today are, if true, a violation of the teachings of Guru Nanak. That is not the way to bring glory to the Granth Saheb. Nor can the Sikhs make any progress that way. Some Sikh friends had a plain talk with me. They told me that Guru Arjun Dev did not doubt the identity of Rama and Rahim or Krishna and Karim. Then they told me that whether one went on pilgrimage or haj it meant one and the same thing. One may perform puja or bow his head, one may worship God in a temple or bend oneself low in the name of God, one may read the Vedas or the Book. The Book meant the Koran. One may dress oneself in blue clothes or in white. The Muslim wears blue clothes and the orthodox Hindu wears white. Then, one may be called a Turk or a Hindu. Turks means Muslims. [Nanak] says that he who truly follows God’s laws knows His secret.
 If I had the time I would have narrated so many things from the Hindu bhajans and kirtans that you would wonder whether the religious sentiment depicted there belonged to Hinduism or Sikhism. why do we say today that the Muslims have got to leave this country? Why is it said that the plan of settling the Muslims with the Hindus is a mistake and the fourth blunder of the Congress? Whether the Congress implements it or not, it is my plan and if it is a mistake it is my mistake. Others come to me and challenge my being a Mahatma and charge me with ruining Hinduism. But I tell them that what they call my mistake is not a mistake. The real thing is that we are all possessed by a madness today and talk all sorts of things. When we get over that madness, we shall talk sense. That is why I say that what I am saying cannot be a mistake. Those who think I am making a mistake are themselves mistaken. The whole world would blame you if you
threw  out  4libtech_5_footnotecrore  Muslims.   Would   you   then  point  at   what  is
 happening in Pakistan? Because Pakistan is not following its religion should I start teaching the Hindus that they should also give up their religion? I have never learnt such a thing. If we protect our Muslim brethren and remain pure ourselves, it would have its own effect on Pakistan. That is my reply to them. Today we should consider what a Christian sister whom you know, Rajkumari Amrit Kaur, has to say.
 
 She is the Health Minister. She wishes to help everybody  in  the refugee camps, whether Hindu or Muslim. But what can  she  do without support from others? She cannot be partial. She is trying to do her best for everybody. She is partly Christian and partly Muslim and also partly Hindu. Hence, all religions are the same to her. She went there accompanied by some girls. They all went there for doing service. What was there to fear when they were out to do service? But they told me that they were warned against serving the Muslims and were asked to go back if their intention was to serve the Muslims also. I laughed when I heard that. That merely said these things. They were not going to do anything. After all, those Muslims and  a  few Christians are not going to indulge in any rioting. How will they do it? What do they possess? They are in a bad shape. What is the point of threatening them? Hence I thought I should mention this to you so that we should be on our guard and not indulge in such talk.
 In the end I want to tell you that I had purposely mentioned war. But our journalists always like to exaggerate things. They have given the headlines that I wanted war. There are telegrams coming from Calcutta that Gandhi also talks of war. Will there be a war then? What I had said was that I could not think of war even in a dream. After all, would I give up my creed at a critical time? My creed is non- violence. I have never waged war, nor should anyone else do so. How can we achieve anything by fighting? What I said was that if Pakistan was committing mistakes or if India was committing mistakes, with both the countries having their own independent Governments, how was it possible for one Government to secure justice from the other? It would be different if the two Governments worked in co-operation. Let them have an arbitrator if they cannot work together. If even that cannot be done, then we shall helplessly be dragged into war. Does this imply advocating war? I want to tell both India and Pakistan that they must come to a mutual settlement or accept an arbitrator. But if the Pakistanis insist on taking India by force, then, as I said yesterday, India would have no alternative except to fight. If I am given the charge of the Government I would follow a different path, because I have no military and police force under me. But I am the only one to follow that path. Who would support me? Your Government will do what is expected of it when the time comes. I would continue to chant only one refrain. But, if people do not understand non-violence, to whom can I address myself?
[From Hindi]
 Prarthana Pravachan—I, pp. 352-6
  "
6,"September 	28, 1947",SPEECH AT PRAYER MEETING,"
  
 
     BROTHERS 	AND SISTERS,  NEW DELHI,  September 	28, 1947 
    	Is there anybody in the meeting who is against the recitation from 	the Koran?libtech_6_footnote  	I shall respect your opposition, though I know that the rest of the 	people would be disappointed that the prayers will not take place.libtech_7_footnoteWith my unflinching faith in non-violence, I can do 	nothing else. Even so I cannot help saying that you should not 	disregard the opinion of such a big majority which does not agree 	with you. From that point of view your behaviour is improper. From 	what I am going to say later you must realize that the intolerance 	that you have shown under somebody’s instigation is the evidence 	of petulance and anger prevalent all over the country today, which 	has  provoked  Mr. Churchill to say many bitter things about India. 	Let me explain to you in Hindustani Mr. Churchill’s speech a 	summary of which has been sent by Reuter and published in the 	newspapers this morning:libtech_8_footnote  The 	fearful massacres which 	are occurring 	in India 	are no 	surprise to 	me. We 	are, of course, only 	at the beginning 	of these 	horrors and butcheries, 	perpetrated upon 	one another, with 	the ferocity of 	cannibals, by 	the races 	gifted with capacities 	for the highest 	culture, and 	who had for generations 	dwelt, side 	by side, 	in general 	peace, under the broad, 	tolerant and impartial 	rule of 	the British 	Crown and Parliament. 	I cannot 	but doubt, 	that the future 	will witness a 	vast abridgment of 	the population throughout 	what has for sixty 	or seventy 	years been the most 	peaceful part of the 	world and 	that, at 	the same time, 	will come a retrogression 	of civilization 	throughout these enormons 	regions, constituting one 	of the 	most melancholy 	tragedies which Asia has 	ever known. You 	are all aware that Mr. Churchill is a great man. He belongs       reproduced 	from Mahatma. 
 to the blue blood of England. Marlborough family is very famous in British history. Mr. Churchill took the helm when Great Britain was in great danger after the Second World War started. No doubt he saved the British Empire from a great danger at the time. It would be wrong to argue that Great Britain could not have won without the help of the United States or other Allied nations. Who else except a man of Mr. Churchill’s sharp political diplomacy could have brought all the friendly nations together? Great Britain acknowledged the services of Mr. Churchill who in those days preserved the honour of that country. But after winning the War the nation did not hesitate to choose the Labour Government in order to recover from the terrible loss of life and property which the British Isles had undergone during the War. The British people saw the signs of the times and decided in favour of voluntary abdication from power to end the Empire and establishing instead the imperceptible rule of hearts. India has been divided and then both the countries have voluntarily announced their decision to join the British Commonwealth. The honourable step of granting independence to India was taken by all the parties representing the entire British nation. Mr. Churchill and his party were also in line with others. It may be a different thing that the future may or may not justify this step of the British people. And this had nothing to do with my suggestion that because Mr. Churchill has been a party to the transfer of power, he is expected not to say or do anything which would deprive this measure of its value. There is no doubt that in modern history there is no instance which can be compared with the transfer of power by the British. I am reminded of the sacrifice of Priyadarshi Ashoka. But Ashoka is incomparable and, moreover, he does not belong to modern history. That is why I was pained to read the Reuter’s despatch of Mr. Churchill’s speech. I take it for granted that this renowned news agency has not misreported Mr. Churchill’s speech. By his speech Mr. Churchill has harmed his country which he has greatly served. If he knew that India would be reduced to such a terrible state after freeing itself from the rule of the British Empire, did he, for a moment take the trouble of thinking that the entire responsibility for it lies with the builders of the British Empire and not with those “races” which, in Mr. Churchill’s opinion, are capable of giving birth to the greatest civilization? In my view, Mr. Churchill has been too hasty in his sweeping generalization. India’s population is several millions. Out of these a few lakhs have taken to the path of barbarism. But these people hardly count. With confidence I invite
 Mr. Churchill to come to India and study the situation himself. But he must come not as a representative of his Party with fixed opinions, but as an impartial Englishman who values the prestige of his country more than any Party’s and intends to help the British Government in making this task a grand success. This unique step of Great Britain would be judged from its consequences. The vivisection of India unwittingly invited the two parts of the country to fight each other. Granting freedom separately to the two parts seems like a blot on the graceful gift of freedom. It is no use saying that either side is free to come out of the British Commonwealth. This is easier said than done.  I do not wish to say anything more on that account. What I have said is enough to show why Mr. Churchill should have been more careful while speaking on this subject. He has run down  his  colleagues without even studying the situation.
 Many of you have given ground to Mr. Churchill for making such remarks. You still have sufficient time to reform your ways and prove Mr. Churchill’s prediction wrong. I know nobody listens to me these days. Had it not been so, and had the people continued to listen to me as they did before the negotiations for freedom started, there never would have been that show of barbarism which Mr. Churchill has described with such relish and gross exaggeration. And also you would have been well on the way to solving your economic and other domestic problems.
[From Hindi]
 Prarthana Pravachan—I, pp. 356-9
 
 "
7,"September 	29, 1947",TELEGRAM TO NARANDAS GANDHI,"
      NEW 	DELHI, 
    NARANDAS 	GANDHI 	RAJKOT  September 	29, 1947 
  YOUR	LETTER.	AWAIT	REPLY	BEFORE	DOING	ANYTHING.    BAPU   From 	a copy: Pyarelal Papers. Courtesy: Pyarelal   "
8,"September 	29, 1947",LETTER TO MANIBEHN PATEL,"
      CHI. 	MANI,     September 	29, 1947 
  	Herewith a letter from Narandas Gandhi. I have wiredlibtech_9_footnoteto  him not to take action till he hears from me. But 	ask Sardar and let me know what should be done.  	I   also   enclose   Pattani’slibtech_10_footnotewire.  You   may   have   received   an identical 	wire there. What should be done about it? I am under the impression 	that whatever Shamaldas does is done with the Sardar’s consent.libtech_11_footnotePlease ask the Sardar what reply I should send and 	let me know. Send 	back both the enclosures.  Blessings 	from  BAPU [From 	Gujarati]  Bapuna 	Patro–4: Manibehn Patelne, 	p. 144                "
9,"September 29, 1947",LETTER TO HARISINGH GOUR,"
  
 September 29, 1947
 DEAR SIR HARISINGH libtech_12_footnote,
Many thanks for your letter.
 I see that you can be carried away by your ideas. But I cannot understand why you should disregard facts. No one has displaced English from the great role belonging to it as an international medium. No Indian to my knowledge has ever desired to banish English from India as a second language for study. But some of us have undoubtedly desired to dethrone it from the place it has usurped.
 Again what a fund of misinformation in your note, a copy of which you have been good enough to send me. But I have neither time nor inclination to enter into a discussion with you. Time will determine the issue.
      SIR 	HARISINGH 	GOUR 	SAGOR  From 	a copy: Pyarelal papers. Courtesy: Pyarelal  Yours sincerely,  M. K. GANDHI "
10,"September 	29, 1947",LETTER TO KISHORELAL G. MASHRUWALA,"
       September 	29, 1947  CHI. 	KISHORELAL,  	I am surprised to learn that you didn’t get my letter. All the 	while I was waiting for your reply and you have not received my 	letter. I think I told Bhimsen to keep a copy of it and have now 	told him to send the same to you.  	The day before yesterday I got your letter regarding language. I am 	pained to know that you saw violence in my article.libtech_13_footnotelibtech_14_footnoteThose 	who wish to take the worst out of the best will certainly find it. 	In short, am I not aware that the present holocaust is a result of 	my teaching of ahimsa? I have also analysed the whole thing. The 	defects that you see regarding my language have their root in the 	same. We are bound to err if we try to separate the two. I have come 	to this conclusion that     
 either ahimsa is not meant for society, as some of our leaders feel, or, if it is, there is some defect in my way of teaching it. I am quite sure that the first defect is not there. There is a possibility of the second one. If there is some defect in [my teaching of ahimsa] I am trying hard to discover it but have not as yet found it. It is because of this that I am striving here. There may be, as you say, some very painful results from it. I hope I shall not be alive to see them.
 I intend to discuss some of your views in Harijan without mentioning your name.
 I am happy to know that both of you are more or less all right. Chimanlal writes to say that you have left the house at sevagram for good. However, please do return if you change your mind. I have talked to Aryanayakum about this. It has been built for you according to your plan.
 Harisingh Gour’s letter is enclosed. I am not convinced about what he writes. The examples he has quoted are alarming.libtech_15_footnote
 Blessings from
 BAPU
 From a Gujarati original: C. W. 10731. Courtesy: Gomatibehn Mashruwala
 "
