chapter_no,date,title,content
1,"January 5, 1931",LETTER TO NARANDAS GANDHI,"
          CHI. 	NARANDAS,     8 	p.m., January 1/6, 1931 
  	This week, too, I have not received your packet so far. It must have 	been posted as unregistered parcel and, if so, I shall probably get 	it tomorrow. But I started writing the Ashram letters today, or 	rather yes-terday.  	I had a letter last time from Danibehn from Bombay. My reply to her 	is enclosed. She is from Marwar, it seems. If you know, inform me 	whether that is so. I have given her address in the letter itself, 	thinking that you may not have it with you. Last week there were a 	few remarks in pencil by way of criticism of Anasakatiyoga by 	a Maratha friend; the remarks were unsigned. If you remember the 	name, let me know it.  	We were both weighed today. My weight came to 100 and Pyare-lal’s 	to 122. I have lost a pound; it is not worth taking note of. The 	wei-ght may increase or decrease by a pound or two even if the time 	of weigh-ing changes or according as one is weighed before or after 	passing stool. If a person gets himself weighed immediately after 	drinking water, his weight will be found to have increased. If he 	gets himself weighed after passing urine, there will be 	corresponding decrease in his weight. So long as I myself feel quite 	fit, pass stool without difficulty, have an appetite and eat well, 	there is no reason at all for concern. If I can carry on like this 	for six months, the experiment will have succeeded. I have made an 	inportant change, which I describe here for those of you who may be 	interested to know about it.  	Almonds are soaked in hot water and the peel is removed. They are 	then crushed into a paste. This is mixed with four ounces of water 	and the mixture is boiled till the water evaporates and a 	butter-like jelly is left behind. I eat it with vegetables. It not 	only tastes good but seems to be more easily digested than almond 	paste not boiled in water. It is possible that, even if the almonds 	are crushed into very fine paste but the latter is not boiled in 	water, the stuff remains undigested and passes out with stool. But I 	have no doubt that the jelly which I eat is digested. Even a person 	with very delicate stomach may be able to digest almonds cooked in 	this manner. The jelly may again be mixed with water and turned into 	milk. It will, of course, have no 
 taste. One can add a little jaggery or sugar, or even lime juice and salt, to the liquid. I don’t advise anyone just now to make this experiment. But the information which I have given may perhaps be useful to anyone who is interested in making such experiments or cannot digest milk. Apart from this change, my diet remains what it was. The quantity, too, remains unchanged.
 I hope to reach very high speed on the Gandiv spinning-wheel. I had never been able to reach 200, let alone 255, per hour before now. On the takli I have not been able to go beyond 75-80 rounds.  I cannot spin even 75 comfortable. I spin about 60 comfortably. But I can say that my hand has now set well on a bamboo takli. It still seems a hard task for me to spin 100 rounds.
 2 o’clock, Saturday
 I got your packet yesterday. Since it was a parcel and they do not carry packets during holidays, two days were wasted. But I see that it cost you only three annas to send the packet as a parcel, whereas, if it had been sent as a letter, the postage would possibly come to as much as a rupee. You may, therefore, follow whichever method you think right. I have mentally reconciled myself to getting the packet on Fridays and adjusted my programme accordingly. Here they are very careful in handing over the packet immediately to me after examining its contents. They are equally careful in dispatching the packets from here.
 Who is Palibehn? Her question is the same as Premabehn’s. I need not, therefore, write separately to her. Send her a copy of my letter to Premabehn, or show it to her if she is in the Ashram.
 As regards printing extracts from my letter, what I have written about yajna can certainly be given below Chapter II. Any other portions which seem useful can also be printed. But where and in what manner is for you to decide. You can include such material in the Gitabodh in footnotes at relevant places or as  independent extracts.
 Keep the Doctor informed about Ratilal and deal with the latter tactfully so that he may keep to the right path. Look upon him as an animal, uncultured and enslaved by passion. When he is overcome by passion, he goes mad. There are many kinds of passion; Ratilal is enslaved by three: for sex, for eating and for spending money extra- vagantly. He becomes when these passions are not satisfied. Running away from the Ashram has a beneficial effect on him  in  some measure. He calms down after a few days. God alone knows how he will end up. Sometimes such persons even attain  jnana.  He  is certainly not wholly wicked.
 The quantity of spinning which you are able to do seems much indeed to me. One can do with the left hand any work which the right hand does. Bhau can spin on the takli equally well with either hand.
 It will not be bad if Kanu goes to Wardha and learns Bhau’s skill, and also gets some experience of the place. If there is any other boy, besides Kanu, who can and wishes to go, I see no harm  in  sending him.
 Your body seems to have changed altogether. Personally, I am confident that ultimately it will become purer in its functioning.
 Will not Parnekar leave the Ashram for a while and go somewhere else to improve his health?
 The fact that the bull was brought back and the manner of its being found were a miracle indeed.
 Do you follow our method or some other method in preparing mava from milk? Do you experience any difficulty in selling it? If that is so, you may write to Ghanshyamdas, Mahavirprasad, Jivanlal and others and they will probably buy it up. If you can supply it regularly, even an advertisement in a newspaper will help.
 Do not give up walking. It is a practice worth clinging to at any cost. If you follow fixed rules in your work, you can include many things in the day’s programme.
 Devdas had written a letter to me; what has been done in regard to it? I have requested that he should recall the contents of the letter and write again to me. I have received no reply to this.
 6.45 p.m., Monday, January 5, 1931
 I have acknowledged having received the leather for sandals. The address of the lady to whom letter No. 82 is addressed is known to Ramnarayanlibtech_1_footnote(of  Ajmer).   If  you  send  the  letter  to  Martand  of somebody else, he will post it.
 Read my letter to Kashinath. I need not add to what I have written in it.
 Jivandas is in Sabarmati Jail. Does anyone visit him? If not, some-body should go and visit him. Tell him that I often remember him.
 Blessings from
 BAPU
 January 6, 1931
 
 [PS.]
I started this letter on the first and I described the position with
 regard to my experiment in diet as it was on that day. I had a feeling of indigestion on Saturday night and on Sunday diarrhoea started. But this time I suffered no pain at all. There was no griping even. There were frequent motions. They continued even yesterday, but the number was less. I am writing this at 5 a.m., after prayer. I think the motions will be much fewer today. My work was not interrupted in any way. Yesterday I sat up for exactly ten and a half hours and finished all the work. This time there were a good number of other letters too. Of course eating has been stopped.  The  cause  of  diarrhoea seems to be jowar and bajra. I shall know it by and by. I have not decided how to resume eating. There is no cause at all for worry. I have informed you because I thought I must. At present I take lime juice with jaggery and soda bicarb. I will write again tomorrow.
 BAPU
[PPS.]
There are 83 letters.
 From a microfilm of the Gujarati: M.M.U./I
 "
2,,LETTER TO NARANDAS GANDHI,"
  
 12 Noon, Wednesday, January [7]libtech_2_footnote1931
 CHI. NARANDAS,
 You must have received the packet dispatched yesterday. Today  I feel better. I started with diluted curds yesterday. Today I ate raisins and a little quantity, twice, of crushed, cooked almonds. These is no complaint about stools. That is, after 4 in the morning, I have felt no call. Don’t worry at all. Ba and Mirabehn must not worry. I will drop a postcard again tomorrow. I am able to do all my work.
 Blessings from
 BAPU
 From a microfilm of the Gujarati: M.M.U./I
 
 
 
 
  "
3,"January 7, 1931",LETTER TO KASHINATH TRIVEDI,"
  
 YERAVDA MANDIR,
 January 7, 1931
 CHI. KASHINATH,
 
 I have your letter. What you say about Shanta is correct. Kuhne baths cannot but benefit her.
 I have written about Mother in my previous letters. Has she really given up the traditional notions of pollution? I have had no letter from Mama.
 I have read Babu Bhagwandas’s article. He has suggested the first two remedies ironically to show their impossibility. He believes in the third one. I have thought much about the problem and written about it and suggested every remedy I could. I don’t think unity will be brought about through artificial means. If either we or they display pure love, the problem would be solved immediately. It is difficult to say definitely in what form such love will express itself. What you say about the Maulana Saheb is correct. There is no doubt about his patriotism. He said what he believed. Even if we think someone’s views to be erroneous, how can we blame him for holding those views? It is on such occasions that tolerance is required. Leva Patidars in Gujarat do observe the purdah.  It is observed among other communities, too, in Kathiawar.
 Blessings from
 BAPU
 From a photostat of the Gujarati: G.N. 5271
  "
4,"January 	7, 1931",LETTER TO KALAVATI TRIVEDI,"
          CHI. 	KALAVATI,     January 	7, 1931 
  	Yes, purdah is observed here and there in Gu[jarat] too. 	After all Gu[jarat] is a part of India! Hirabehn is in a pitiable 	plight. Teach the people of Ras to spin on the takli  and 	make bamboo takli   locally. I don’t understand about 	Samalbhai. Do write again. I shall enquire into the dispute. Keep 	yourself fit. Learn shirshasana  or sarvangasana for 	your feet. Learn the method. Kashinath can read from the book 	available at the Ashram and write to you.  Blessings 	from  BAPU  From 	a photostat of the Hindi: G.N. 5272   "
5,"January 	7, 1931",LETTER TO SHANTA,"
            CHI. 	SHANTA,       YERAVDA 	  MANDIR,  January 	7, 1931 "
6,"January 8, 1931",LETTER TO NARANDAS GANDHI,"
  	I have already sent you a letter.libtech_3_footnoteWhat more can I say?  You are being tested. Be 	brave.  Blessings 	from  BAPU  From 	a photostat of the Hindi: G.N. 5273       Thursday, 	January 8, 1931  CHI. 	NARANDAS,  	The news about my having had diarrhoea must not  be published. I 	passed a little stool yesterday at four in the morning. After that, 	I passed stool again today at 10 o’clock. I have therefore, taken 	half a spoon of castor oil, and, after I have had a motion, I will 	take milk or curds, whichever I think will suit me. Or I may take 	something else which may be equally harmless. The body is quite fit.    
 The tongue is perfectly clean. There is no cause at all for anyone to worry. As I thought I ought to inform you about the attack, I wrote about it on Monday and will continue to write every day till I am completely all right so that you may all feel relieved."
7,"January 	8, 1931",LETTER TO PRABHAVATI,"
       From 	a microfilm of the Gujarati: M.M.U./I         Blessings 	from  BAPU          YERAVDA MANDIR,  January 	8, 1931 
    CHI. 	PRABHAVATI,    	I have your letter. It is a good sign that there are some days in 	between when you don’t suffer from your usual complaint. You must 	have received my previous letter. I am very eager indeed that you 	should go over to the Ashram without delay. Why doesn’t 	Jayaprakash write to me? And what is the position about him now?  Is 	 it now fixed that he is joining that college? Is he waiting for any 	letter from Ghanshyamdasji?  Blessings 	from  BAPU    From 	a photostat of the Gujarati: G.N. 3393 "
8,"January 	9, 1931",LETTER TO ANAND T. HINGORANI,"
  
 
 
Y. M.,
     MY 	DEAR ANAND,  January 	9, 1931 "
9,"January 	9, 1931",LETTER TO NARANDAS GANDHI,"
  	Your letter. Your reply to Jairamdas is correct. But now that 	Vidya’s people will not take back the money, the immediate problem 	is solved. Your idea to treat it as a gift to the nation is quite 	good. The right course now is so to shape and simplify your life 	that you will not henceforth have to fall back upon either father 	for pecuniary help. For the past you need not think of returning 	debt to the nation in coin but return it in kind, i. e., through 	your joint labour. And when you dedicate yourselves wholly to the 	nation you have repaid the debt. Is this clear?  	There is no question of being physically near me whilst you are out. 	If you become a prisoner again, even then there is only a remote 	possibility. Your satisfaction must be derived from serving not me 	personally but what I stand for. Love 	to both of you.  BAPU  From 	   a   microfilm.   	Courtesy:   National    	Archives    of    India   	 and Anand  T. 	Hingorani       January 	9, 1931  CHI. 	NARANDAS,  	I think I am very well today. I am writing this after the midday 	meal. I had a normal motion. In the morning I took almond paste 	mixed with water and dates. Just now, I had fenugreek leaves, liquid 	curds and dates. The diet tomorrow, God will decide. There is no 	cause for worry. The weight is bound to go down after four days of 	fasting. It came to 96. If things go well tomorrow, I shall recover 	some of the lost weight during the next week. Tell Mirabehn that I 	got yesterday the card she posted on Tuesday. I got your packet only 	today.  Blessings 	from  BAPU  From 	a microfilm of the Gujarati: M.M.U./I 
  "
10,"January 9, 1931",LETTER TO VIDYA HINGORANI,"
  
 January 9, 1931
 CHI. VIDYA (HYDERABAD),
 I have your letter, You have to improve your handwriting. You should practise with a printed book before you or you should learn from someone who can write Devanagari well. Do not be lazy in taking hip-baths.
 Blessings from
 BAPU
 From a microfilm of the Hindi. Courtesy: National Archives of India and Anand T. Hingorani
 "
