chapter_no,date,title,content
1,"January 	27, 1944","LETTER TO ADDITIONAL SECRETARY, HOME
		DEPARTMENT, GOVERNMENT OF INDIA","
       DETENTION CAMP,  January 	27, 1944  ADDITIONAL 	SECRETARY 	TO THE GOVERNMENT 	OF INDIA 	(HOME 	DEPARTMENT)  NEW 	DELHI 	SIR, Some 	days ago Shri Kasturba Gandhi told the Inspector-General  	of prisons and Col. Shah that Dr. Dinshaw Mehta of Poona be invited 	to assist in her treatment. Nothing seems to have come out of her 	request. She has become insistent now and asked me if I had written 	to the Government in the matter. I, therefore, ask for immediate 	permission to bring in Dr. Mehta. She has also told me and my son 	that she would like to have some Ayurvedic physician to see her.libtech_1_footnoteI suggest that the I.G.P. be authorized to permit 	such assistance when requested.   I have no reply as yet to my requestlibtech_2_footnotelibtech_3_footnotethat Shri Kanu Gandhi, who 		is being 		permitted to 		visit the patient 		every alternate day, be 		allowed to 		remain in 		the camp 		as a 		whole-time nurse. 		The patient shows no 		signs of 		recovery and 		night-nursing is 		becoming more 		and more exacting. 		Kanu Gandhi 		is an 		ideal nurse, having 		nursed the 		patient before. And 		what is 		more, he 		can soothe 		her by 		giving her 		instrumental music 		and by singing 		bhajans. I 		request early relief to 		relieve the existing 		pressure. The matter 		may be 		treated as 		 very  urgent.  The 		Superintendent of the 		camp informs 		me that when visitors 		come, one nurse only 		can be present. 		Hitherto more than one 		nurse has 		attended when 		necessary. The 		Superintendent used his 		discretion as 		to the necessity. 		But when difficulty 		arose I 		made a 		reference to 		the I.G.P. 		The result 		was that 		an order 		was issued 		that a doctor 		in addition 		may be 		present. I 		submit that 		the order has 		been issued 		in ignorance 		or disregard 		of the 		condition of 		the patient.She 		often requires to be helped by more persons than one. Therefore I ask        
 that there should be no restriction as to the number of the attendants.
  It 	would be 	wrong on 	my part, if 	I suppressed 	the fact that in 	the facilities 	being allowed to the 	patient grace has 	been sadly lacking. 	The order about the 	attendants is 	the most glaring 	instance of pin-pricks, 	besides being 	in defeat 	of the 	purpose  for 	 which attendance 	during visits of 	relatives is 	allowed. Again, my 	three sons 	are in 	Poona. The 	eldest, Harilal, who 	is almost 	lost to 	us, was not 	allowed yesterday, the 	reason being that the 	I.G.P. had 	no instructions 	to allow 	him to 	come again. And 	yet the patient was 	naturally anxious 	to meet 	him. To cite 	one more pin-prick, 	every time visitors 	who are on the 	permitted list 	come, they 	have to apply 	to Government 	Office, Bombay, 	for permission. 	The consequence 	is that 	there is unnecessary 	delay and 	heart-burning. The 	difficulty, I imagine, 	arises because neither 	the Superintendent 	nor the I.G.P. 	has any function 	except that of 	passing on 	my requests to Bombay.  I 	am aware 	that Shri Kasturba is 	a Government 	patient, and that 	even as her 	husband I 	should have no 	say about 	her. But, as the 	Government have been 	pleased to say 	that instead of 	being discharged 	she is 	being kept 	with me in her 	own interest, perhaps, 	in interpreting 	her wishes 	and feelings, 	I am doing 	what the Government 	would desire and 	appreciate. Her 	recovery or 	at least mental peace 	when she is lingering 	is common 	cause between the 	Government and 	me. Any jar tells 	on her. 
 I am, etc.,
 M. K. GANDHI
 From a photostat: G.N. 3926
 "
2,"January 	27, 1944","LETTER TO SECRETARY, HOME DEPARTMENT,
	GOVERNMENT OF BOMBAY","
  
      THE 	SECRETARY 	TO THE GOVERNMENT 	OF BOMBAY 	(HOME 	DEPARTMENT)  BOMBAY 	SIR,  DETENTION CAMP,  January 	27, 1944 
 I 	  enclose   herewith   for   dispatch   a   letterlibtech_4_footnotelibtech_5_footnoteaddressed   to   the  	Government of India, but it need not be dispatched if the Government 	of Bombay can suo moto deal with the 	matters referred to therein. As    
 the object is to obtain relief as promptly as possible, instructions from the Central Government, if necessary, may be obtained on the phone.
 I am, etc.,
 M. K. GANDHI
 From a photostat: G.N. 3927; also Bombay Secret Abstracts: Home Department, Special Branch, File No. 76, p. 179
 "
3,"January 28, 1944","TALK WITH RAMDAS
GANDHIlibtech_6_footnote","
  
 January 28, 1944
 Mr. Ramdas said that Government was taking unnecessary risk in detaining Mrs. Gandhi. The old man (Gandhiji) replied that there was a greater risk in releasing her. In case she was released and if she died, Government would be compelled to release him, which they did not like to risk.
 Mr. Ramdas said that it was his impression that Harilal, being an irresponsible man, might give in papers anything about the Palace, and hence Government were reluctant to give Harilal frequent interviews. Mr. Gandhi laughed and said:
 Perhaps I may take advantage of Harilal’s weakness and ask him to do something for me.
 Bombay Secret Abstracts: Home Department, Special Branch (6), File No.
 76-1, 1943-44
 "
4,"January 	31, 1944","LETTER TO SECRETARY, HOME DEPARTMENT,
	GOVERNMENT OF BOMBAY","
  
        SECRETARY 	TO THE GOVERNMENT 	OF BOMBAY 	(H.D.) BOMBAY  SIR,  DETENTION CAMP,  January 	31, 1944 
  	I sent on the 27th instant a very urgent letterlibtech_7_footnoteaddressed to the Government of India. I am still 	without a reply. The patient is no better. The attendants are about 	to break down. Four only can work—     
 two at a time on alternate nights. All the four have to work during the day. The patient herself is getting restive, and inquires: “When will Dr. Dinshaw come?” May I know as early as may be—even tomorrow, if possible:
 Whether 	Shri Kanu Gandhi can 	come as 	full-time nurse,  whether 	Dr. Dinshaw’s services may 	be enlisted for 	the present, and  whether 	the restriction 	on the 	number of 	attendants during 	visits can be removed. 
I hope it may not have to be said that the relief came too late.libtech_8_footnote
 I am, etc.,
 M. K. GANDHI
 From a photostat: G.N. 3928; also Bombay Secret Abstracts: Home Department, Special Branch, File No. 76, p. 215
 "
5,"January 31, 1944","SILENCE-DAY NOTE TO SUPERINTENDENT, DETENTION
		CAMPlibtech_9_footnote","
    
 [January 31, 1944]libtech_10_footnote
She has no particular Ayurvedic physician in mind, but my son
 
 Devdas suggested the name of Vaidyaraj Sharma of Lahore. Any physician who is admitted will be in addition to Dr. Dinshaw, and that too, if and when the latter has failed to give satisfaction. She has often expressed a desire to be seen by an Ayurvedic physician. If the permission is granted, it should be of a general character. She is losing will-power and I have to judge between a multiplicity of advice so long as I am permitted to have responsibility for her peace of mind, which is about all that is possible at this stage.
 Gandhiji’s Correspondence with the Government, p. 226
 "
6,"February 1, 1944","LETTER TO VIJAYALAKSHMI
PANDITlibtech_11_footnote","
    
 AGA KHAN PALACE,
 February 1, 1944
 THROUGH THE BOMBAY GOVERNMENT DEAR DAUGHTER,
 Your letterlibtech_12_footnotelibtech_13_footnotereached me yesterday about 2 p.m. What can I write to you? The news which I read in the papers was read out by me to Ba. Thereupon with tears in her eyes Ba said: “Oh God (Rama) I am at death’s door and I am not taken away while Ranjit is taken away! What will happen to Sarup?” I did not feel like that. You cannot become helpless. You are a brave daughter of a brave father,and brave sister of a similarly brave brother. The disease of Ranjit was such that he had to go before his time. His body was not meant to suffer jail life. But all these are my imaginations. The fact is that God gives you birth and whenever He likes He takes you up. And this is all for the body. Soul, however, neither takes birth nor dies. You had married a soul named Ranjit. You can never become a widow. You have rightly stated that you will represent all the qualities of Ranjit. May God satisfy this wish of yours. You should look after your body and be engrossed in your duty.
 It is good that Ritalibtech_14_footnoteis with you. Please send my blessings to Chandlibtech_15_footnotelibtech_16_footnoteand  Taralibtech_17_footnotelibtech_18_footnote. Also give my blessings to Krishnalibtech_19_footnotelibtech_20_footnote, Ferozelibtech_21_footnotelibtech_22_footnoteand
 
 Indulibtech_23_footnotelibtech_24_footnote. May God bless you.
 Your letter has been delivered to me against the ruleslibtech_25_footnote. And this will also be delivered against the rules. This is my first letter from jail. Ba has been counting her days in the hope of death.
 Blessings to you from us both,
 SHRIMATI VIJAYALAKSHMI PANDIT
 2 MUKHERJI ROAD ALLAHABAD
 Bombay Secret Abstracts: Home Department, Special Branch (6), File No. 13-I (5), p. 47
 
 "
7,"February 	3, 1944","LETTER TO SECRETARY, HOME DEPARTMENT,
		GOVERNMENT OF BOMBAY","
    
 
      SECRETARY 	TO THE GOVERNMENT 	OF BOMBAY 	BOMBAY  SIR,  DETENTION CAMP,  February 	3, 1944 
  	Shri Kasturba asked me yesterday when Dr. Dinshaw was coming, and 	whether a vaidya (Ayurvedic physician) could see her and give her 	some drugs. I told her, I was trying for both but that we were 	prisoners and could not have things as we liked. She has since been 	repeatedly asking me whether I could not do  something  to hasten 	matters. She had a restless night again. This is, of course, nothing 	new for her at present. I request immediate orders about Dr. Dinshaw 	and Vaidyaraj Sharma of Lahore. The latter will be some time coming. 	But Dr. Dinshaw can come even today if authority is given for 	calling him in.  	I must confess that I do not understand this delay when a patient’s 	life is hanging in the balance and may be saved by timely       
 aid. After all, for a patient alleviation of pain is as important as the highest matters of State.libtech_26_footnote
 I am, etc.,
 M. K. GANDHI
 From a photostat: G.N. 3929, also Bombay Secret Abstracts: Home Department, Special Branch, File No. 76, p. 229
 "
8,"February 7, 1944","LETTER TO SECRETARY, HOME DEPARTMENT,
		GOVERNMENT OF BOMBAY","
    
 DETENTION CAMP,
 February 7, 1944
 SECRETARY TO THE GOVERNMENT OF BOMBAY (HOME DEPARTMENT) BOMBAY
 SIR,
 On 29th December, 1943, I sent for dispatch to the addressee a letterlibtech_27_footnoteaddressed to Miss Agatha Harrison of [2]libtech_28_footnoteCranbourne Court, Albert Bridge Road, London. May I know whether that letter was sent to Miss Harrison?
 I am, etc.,
 M. K. GANDHI
 From a photostat: G.N. 3930; also Bombay Secret Abstracts: Home Department, Special Branch (6), File No. 13-I, p. 21
 
 
 
 
 
 
 
 
 
 
 
 
 
  "
9,"February 7, 1944","LETTER TO SECRETARY, HOME DEPARTMENT,
		GOVERNMENT OF BOMBAY","
    
 DETENTION CAMP,
 February 7, 1944
 SECRETARY TO THE GOVERNMENT OF BOMBAY (HOME DEPARTMENT) BOMBAY
 SIR,
 In pursuance of the right conferred upon me of making a representation  against  my  detention,  I  sent  onelibtech_29_footnoteon  24th  January, 1944. May I know when I shall be favoured with a reply thereto?
 I am, etc.,
 M. K. GANDHI
 From a photostat: G.N. 3931, also Bombay Secret Abstracts: Home Department, Special Branch (6), File No. 13-I, p. 23
 "
10,"February 11, 1944","NOTE TO INSPECTOR-GENERAL OF PRISONS, BOMBAYlibtech_30_footnote","
    
 DETENTION CAMP,
 February 11, 1944
 The responsibility for bringing in a non-allopath assistant would be wholly mine, and the Government shall stand absolved from responsibility for any untoward result following such treatment. I am not sure that I shall accept the advice that such vaidyas or hakims may give. But if I do, and if the prescription is ineffective, I would like to reserve the right to revert to present treatment.
    Gandhiji’s 	Correspondence with the Government, 	p. 229  M. K. GANDHI 
       "
