chapter_no,date,title,content
1,"August 	30, 1945",LETTER TO LILAVATI ASAR,"
            CHI. 	LILI,         POONA,  August 	30, 1945 
  	I do not remember having answered your letter. Just now, after the 	prayer, I have taken out the old letters. This is just to tell you 	that I think of you. Continue your studies and pass. Do not lose 	courage. Do not spoil your health. There is no time to write more. 	Sardar’s treatment is going on. I am well.  Blessings 	from  BAPU  From 	a photostat of the Gujarati: C.W. 10206. Courtesy: Lilavati Asar   "
2,"August 	30, 1945",LETTER TO PRABHAVATIlibtech_1_footnote,"
           CHI. 	PRABHA,         POONA,  August 	30, 1945 
  	I do not at all remember whether I have written to you. Your letter 	of the 1st is lying in front of me. I am writing this after the 	morning prayer. I hope you keep good health. You may come when you 	can. Just now I shall have to stay with Sardar in Poona. I may have 	to be here for three months. After that I shall be touring. You 	should stay in the Ashram. If there is suitable work for you there 	and you enjoy peace of mind and keep good health, settle down there. 	Do as you please. How is Father?  Blessings 	from  BAPU  From 	a photostat of the Gujarati: G.N. 3579                  
  "
3,"August 	30, 1945",LETTER TO PRABHAVATlibtech_2_footnotelibtech_3_footnoteI,"
          CHI. 	PRABHA,       August 	30, 1945 "
4,"August 	30, 1945",LETTER TO PRIYAMVADA NANDKEOLYAR,"
  	A letter from Priyamvada is enclosed. I think you should join itlibtech_4_footnoteGet yourself enrolled. About the work, we shall see 	after you have rested in the Ashram.  	I discovered after writing the postcard this morning that I had in 	fact dictated a letter to you. However, I write the postcard lest I 	should forget it. I 	hope you are keeping good health.  Blessings 	from  BAPU  From 	a photostat of the Gujarati: G.N. 3580       August 	30, 1945  CHI. 	PRIYAMVADA libtech_5_footnote,  	I have your letter. I have written to Prabha that she should be on 	your Committee but she should not work till she gets well.  Blessings 	from  BAPU  SHRI 	PRIYAMVADABEHN  NAND 	VILAS 	GAYA 	(BIHAR,)  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal                      
  "
5,"August 	30, 1945",LETTER TO LAKSHMI GANDHI,"
          CHI. 	LAKSHMI,     August 	30, 1945 
  	Give the enclosed letterslibtech_6_footnoteto the children.  Hope  you  and  the childlibtech_7_footnoteare well. You are continuing your studies, aren’t 	you? Is the house crowded? 
      Enclosures: 5  MRS. 	DEVDAS GANDHI 	NEW 	DELHI  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal  Blessings 	from  BAPU 
   "
6,"August 	30, 1945",LETTER TO TARA GANDHI,"
          CHI. 	TARAlibtech_8_footnote,         POONA,  August 	30, 1945 
  	I have your letter. The letter cannot be considered good. You could 	have written in a beautiful hand. When will you be playing about 	again?  Blessings 	from  BAPU  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal                          
  "
7,"August 	30, 1945",LETTER TO RAJMOHAN GANDHI,"
        POONA, 
   CHI. 	MOHAN libtech_9_footnote,  August 	30, 1945 
 I 	have your letter. It is good. Keep writing in the same way.  	Grow strong and sturdy.  Blessings 	from  BAPU  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal   "
8,"August 	30, 1945",LETTER TO RAMCHANDRA GANDHI,"
        CHI. 	RAMUlibtech_10_footnote,     August 	30, 1945 
  	You have written in pencil. That is not good. Always write in ink. 	Your friendlibtech_11_footnotetoo 	has written in pencil.  Blessings 	from  BAPU  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal   "
9,"August 	30, 1945",LETTER TO ARUN Y. PANDYA,"
          CHI. 	ARUN,     August 	30, 1945 
  	Now I have two Aruns. If both of you are together, how will I know 	who has written? Can you solve the problem?  Blessings 	from  BAPU  From 	a copy of the Gujarati: Pyarelal Papers. Courtesy: Pyarelal                
  "
10,"August 	30, 1945",LETTER TO PRAVINA Y. PANDYA,"
          CHI. 	PRAVINA,     August 	30, 1945 
  	I have your letter. Keep on spinning and wear khadi. Study well.  Blessings from  BAPU  From 	a copy of the Gujarati: Pyarelal Papers. Courtesy: Pyarelal   "
