footnote_no,footnote
libtech_1_footnote,"1The message also 	appeared in The Bombay 	Chronicle, 25-1-1934."
libtech_2_footnote,2The date is from 	Chandulal Dalal’s Gandhijini 	Dinvari.
libtech_3_footnote,"1This was in reply to the address presented on behalf of Shri Narayana Dharma Paripalana Yogam. The speech was also reported in brief in The Hindu, 20-1-1934."
libtech_4_footnote,1This was in reply to addresses of welcome and a purse of Rs. 225.
libtech_5_footnote,1Presented by the Municipality
libtech_6_footnote,"2The meeting, according to The Hindu which also published a brief report, was held at the Kidangamparambu Maidan. Addresses of welcome on behalf of the public of Alleppey, Hindi Premi Mandal and Kudumbi Association were presented to Gandhiji. Gandhiji began the speech in Hindi but had to switch over to English on public demand."
libtech_7_footnote,"2Ordinances 	promulgated consequent upon the assassination of B.E.G. Burge, the 	District Magistrate, Midnapur, by three Bengali youths on September 	2, 1933"
libtech_8_footnote,"1This has been taken from the report published in The Hindu, 21-1-1934."
libtech_9_footnote,"1Vide “Speech at Palluruthy”, 18-1-1934."
libtech_10_footnote,"1The meeting, which 	was held at the Municipal Maidan, was attended by about 2,500 	people. An address of welcome was presented to Gandhiji along with a 	purse of Rs 30."
libtech_11_footnote,1The meeting was held in the morning in the Chatambi Swami Ashram.
libtech_12_footnote,"1Over ten thousand people were present at the meeting which was held at the Municipal Maidan. Addresses of welcome on behalf of the public and the Hindi Prachar Sabha were presented to Gandhiji together with a purse of Rs. 1001. A report of the speech also appeared in The Hindu, 23-1-1934."
libtech_13_footnote,"1Vide “Kaumudi’s Renunciation”, 19-1-1934."
libtech_14_footnote,1The communique read:
libtech_15_footnote,"1A correspondent 	had stated 	that the Bulsar 	Municipality had done 	nothing towards 	the construction 	of a 	night school 	in spite 	of the 	resolution passed by 	it to that 	effect, and that 	it was delaying 	the implementation 	of another 	resolution  regarding 	the construction 	of tenements 	for Harijans."
libtech_16_footnote,2Vide the 	preceding item.
libtech_17_footnote,"1Vide “Interview 	to the Madras 	Mail”,22-12-1933."
libtech_18_footnote,"2Vide “Notes”, 22-12-1933"
libtech_19_footnote,1An earthquake 	had rocked 	Bihar on January 	15 and resulted 	in largescale 	loss of 	life and property.
libtech_20_footnote,"2Uma, the youngest 	daughter of the addressee"
libtech_21_footnote,"1Vide “Letter to Vallabhbhai Patel”, 22-1-1934."
