chapter_no,date,title,content
1,,NOTES,"
       DOG 	IN THE MANGER  	The volume of information being gained daily shows how wickedly the 	salt tax has been designed. In order to prevent the use of salt that 	has not paid the tax which is at times even fourteen times its 	value, the Government destroys the salt it cannot sell profitably. 	Thus it taxes the nation’s vital necessity, it prevents the public 	from manufacturing it and destroys what nature manufactures without  	effort. No adjective is strong enough for characterizing this wicked 	dog-in-the-manger policy. From various sources I hear tales of such 	wanton destruction of the nation’s property in all parts of India. 	Maunds if not tons of salt are said to be destroyed on the Konkan 	coast. The same tale comes from Dandi. Wherever there is likelihood 	of natural salt being taken away by the people living in the 	neighbourhood of such areas for their personal use, salt officers 	are posted for the sole purpose of carrying on destruction. Thus 	valuable national property is destroyed at national expense and salt 	taken out of the mouths of the people.  	Nor is this all. I was told on entering the Olpad taluka that 	through the poor people being prevented from collecting the salt 	that was prepared by nature or from manufacturing it they were 	deprived of the supplementary village industry they had in addition 	to the spinning-wheel.  	The salt monopoly is thus a fourfold curse. It  deprives  the people 	of a valuable easy village industry, involves wanton destruction of 	property that nature produces in abundance, the destruction itself 	means more national expenditure, and fourthly, to crown this folly, 	an unheard-of tax of more than 1,000 per cent is exacted from a 	starving people.  	I cannot help recalling in this connection the hue and cry that was 	raised when I first proposed the burning of foreign cloth. It was 	considered to be an inhuman, wasteful proposal. It is generally 	admitted that foreign cloth is harmful to the people. Salt on the 	other hand is a vital necessity. Yet it has been and is daily being 	wantonly destroyed in the interest of a wicked exaction.  	This tax has remained so long because of the apathy of the general 	public. Now that it is sufficiently roused, the tax has togo. How 	soon it will be abolished depends upon the strength the people   
 are able to put forth. Happily the test will not be long delayed.
 EXAGGERATED STATEMENTS
 Paragraphs have appeared in the Press to the effect that 18 of my companions have become ill and incapacitated. This is a gross exaggeration. It is quite true that that number had to take two days’ rest at the Broach Sevashram. But that was because they were fatigued and footsore. With the exception of the case of smallpox which proved to be quite mild, there was no illness worth the name. One of the companions certainly had strong fever. But that fever too proved to be due to overzeal in marching. He had a wiry constitution and was over-confident about his ability to pull through without resting. He would not therefore rest till nature absolutely compelled him. But both are quite well now though being weak they are still being made to rest a few days. They expect to join the company at Surat. A third, though still a little footsore, insisted on walking, but had to rest at Ankleshvar. All the others are fit and marching daily. It has become necessary to make this statement in order to prevent anxiety on the part of guardians and friends. It would be ungrateful not to mention here the great attention the villagers are paying to the satyagrahis and the exceptional care that was bestowed upon the smallpox patient by the Charotar Education Society at Anand and on the footsore men by Dr. Chandulal’s staff at Sevashram.
 A moral may also be drawn from these accidents. The modern generation is delicate, weak and much pampered. If they will take part in national work, they must take ample exercise and become hardy. And no exercise is as good and as effective as long vigorous marches. Gymnastics and the like are good and may be added to walking. They are no substitutes for walking, justly called the prince of exercises. Our march is in reality child’s play. Less than twelve miles per day in two stages with not much luggage should cause no strain. Those who have not been footsore have gained in weight. I may add too that the hot Condy’s fluid, baths and wet sheet packs are proving a most efficient remedy for smallpox.
 THE TRUE SPIRIT
 Shrimati Khurshedbai Naoroji came the other day to Sandhier, a halting station during the march. She was accompanied by Mridu- labehn, the daughter of Sjt. Ambalal Sarabhai, Madalasa, the little dau- ghter of Jamnalalji, Shrimati Vasumatibehn and Radhabehnfrom the
 Ashram. They had to await a lift for Sandhier. They wanted to turn to national account the time at their disposal. They saw that the surr- oundings of the place were not overclean. They therefore decided to clean up the rubbish and so asked for brooms from the surprised villagers. As soon as the villagers realized what had happened, they also joined these national scavengers, some of whom were drawn from aristocratic families and the village of Sayan perhaps never looked as clean as when these sisters utilized their spare time for scavenging. I commend this true service, this mute speech of the sisters to the army of young men who are pining to serve and free the country. Freedom will come only when we deliver a simultaneous attack on all the weak points. Let it be known that all these sisters have enlisted as civil resisters and are eagerly, even impatiently, awaiting marching orders. In this campaign of swaraj by self-purification, it will be nothing surprising if the women outdo the men.
 MOTILALJI’S MUNIFICENCE
 The palatial Anand Bhavan, the pride of the Nehrus, is to be national property from 6th instant, the national Satyagraha Day. Motilalji has much service to his credit. Jawaharlal is his living gift to the nation. There was no need to add brick and mortar. But I know he has  been pining  to  part   with   that   spacious   house   which   has the historical associations now made known to the public. Truly, Motilalji has spent as he has earned. Let us prove worthy of  his services and his gifts.
 Young India, 3-4-1930
 "
2,,REMEMBER 6TH APRIL,"
  
 This will be in the readers’ hands on Thursday 3rd instant. If there is no previous cancelling, they all may regard this as the word from me that all are free and those who are ready are expected to start mass civil disobedience regarding the salt laws, as from 6th April.
Let me gather up what has been said in these pages at various
times.
The only stipulation for civil disobedience is perfect observance
of non-violence in the fullest sense of the term.
Mass civil disobedience means spontaneous action. The workers
 will merely guide the masses in the beginning stages. Later the masses will regulate the movement themselves.
 Congress volunteers will watch developments and render aid wherever needed. They will be expected to be in the forefront.
Volunteers may not take sides in any communal quarrels.
 Wherever there is a violent eruption, volunteers are expected to die in the attempt to quell violence.
 Perfect discipline and perfect co-operation among the different units are indispensable for success.
 If there is true mass awakening, those who are not engaged in civil disobedience are expected to occupy themselves and induce others to be engaged in some national service, such as khadi work, liquor and opium picketing, foreign-cloth exclusion, village sanitation, assisting the families of civil resistance prisoners in a variety of ways.
 Indeed if there is a real response about civil resistance regarding the salt tax, we should by proper organization secure boycott of foreign cloth through khadi and secure total prohibition. This should mean a saving of 91 crores per year, and supplementary work for the millions of unemployed. If we secure these things, we cannot be far from independence. And not one of these things is beyond  our capacity.
 Young India, 3-4-1930
 "
3,,PROHIBITION,"
  
 Pandit Dev Sharma “Abhaya” proposes to launch a prohibition campaign in the area around Hardwar. I have given him my approval saying that if he has the self-confidence he should certainly take up the work. The idea of non-co-operation was born out of the spirit of self-purification. That is why in 1920-21 such a great campaign for prohibition became possible and even succeeded. The campaign had later to be halted, or one may say it stopped by itself,  because  impurity, that is, coercion, had entered it.
 This time people have realized that coercion will not bring lasti- ng results. Therefore, in areas where there is no risk of violence and where workers in sufficient numbers are available, prohibition campaign can and should be launched.
This campaign can be carried on in three ways:
 by 	visiting the homes 	of addicts 	and dissuading 	them from 
 drinking;
 by 	persuading the 	liquor-booth owners to 	close their business; 
 and     by 		picketing the 		liquor booths.   	All these three can also be taken up simultaneously. In the first 
  	two there is no risk whatever. In the third a risk of violence 	exists. In regard to this the Government may issue prohibitory 	orders. If such orders are issued we should not be frightened. The 	easiest way to offer civil disobedience is to disregard them.  	Clearly, everyone cannot do picketing nor can it be resorted to 	everywhere. So the campaign will be somewhat restricted in area. But 	even though it is restricted it is good work and it may also bring 	good results. Therefore if those who have the self-confidence take 	up such a campaign, it can only give me pleasure.   [From Hindi]  Hindi 	Navajivan, 3-4-1930   "
4,"April 3, 1930",LETTER TO KAPILRAI MEHTA,"
         CHI. 	KAPILRAI,     Midnight [April 3, 1930]libtech_1_footnote 
  	I got the news about you. There is no hurry. Come on Saturday, but 	only if you have no temperature. They will send you back from 	Navsari. Do not apply the wet-sheet pack any longer. Do take milk. 	There is no harm in taking hot-water bath. As for the cough, consult 	the doctor. He says that you should remain in Surat for at least ten 	days. I also see no harm in your coming on Saturday if you have no 	temperature on that day. 
     [PS.]       Show this to the 	doctor.  Blessings 	from  BAPU 
    CHI. 	KAPILRAI SAINIK  ANAVIL 	ASHRAM, 	SURAT  From 	the Gujarati original: C.W. 1594. Courtesy: Kapilrai Mehta; also 	G.N.  3972    "
5,"April 3, 1930","SPEECH AT PRAYER MEETING, VANJH libtech_2_footnote","
  
 April 3, 1930
 Only two days now remain before we conclude this march. We shall then set to work. A large number of people will be present. I told you about the scarcity of water in Dandi. We shall have to use water as if it was milk, like the Jain sadhu who lived in the forest. I must also tell you that they are finding it very difficult to arrange for our meals. So after reaching Dandi all that you will be given three times a day would be _ seer of gram, _ seer of puffed rice, and boiled water with a tola of ghee and jaggery added. You shall get used to this for we have to lead austere lives.
 Another piece of information that I have received is that the Government intends to use fire-engines to stop us. We have prepared ourselves for death from cannons and guns, compared to which this is nothing. Of course, even with jets of water, the Government can kill us through torture. It is certainly painful. However, you must bear in mind that not one of us will retreat. I do not think the Government will be so cruel, but we must be prepared.
[From Gujarati]
 Prajabandhu, 6-4-1930
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  "
6,"April 3, 1930",SPEECH AT NAVSARI,"
  
 April 3, 1930
 Navsari is the headquarters of our Parsi brethren. The total number of Parsis in the world is less than a hundred thousand and of these the majority live in the Bombay Presidency, chiefly in Navsari and Bombay.
 If I come across a Parsi friend anywhere in the country while touring, I never fail to recognize him.
 An English writer called Lang while comparing charitable attitudes the world over has established that in generosity Parsis, if we consider their number, top the list. The Parsi brethren who are like a drop in the ocean, have made the world talk of their generosity.  History  records no other instance of a community having practised such dispassionate generosity. Whenever I have stretched out my hand before Parsis, it has never returned empty.
 In the satyagraha in South Africa too, Parsi brethren were in the forefront. Sheth Rustomji sacrificed his all. That is why I have sung his praises like a minstrel.
 How can I repay this debt to the Parsis? Being a beggar, how can I repay my debts with money? I am not a saheb or a Viceroy that I may give them high offices or titles. Hence, today, having come to Navsari, I shall sing their praises and take away something from them. Parsi brethren are, of course, there in this struggle. A Zoroastrian friend who is like a brother to me and who is suspected of having cancer, is nevertheless dying to take part in this struggle.
 Take the case of Dadabhai’s grand-daughters. These sisters are just crazy and impatient to join the struggle. What more then need I say about the assistance from Parsis? However, I want something special.
 You may take it that the salt tax is as good as abolished. Ever since I set out from the Ashram, at various places Parsis have showered blessings on me and said: “May you triumph. God is with you. And come back after securing swaraj.” And I shall return, if I am alive, after winning swaraj.
 You can make the largest contribution if, instead of joining in the salt struggle, you participate in the prohibition movement.
 We ruin ourselves by spending Rs. 25 crores on liquor. Because of this evil habit our homes have been destroyed. Although I was a lawyer in South Africa, I moved about a good deal among our labo- uring brethren there. These labourers also came to see me about their problems. And, since I had made myself part of their lives they told me their joys and sorrows, their tales of woe. And they would break down and cry while telling me how they had ruined  themselves through drink. I know from experience that many of my labourer brethren in Ahmedabad are in a similar plight. Those who are given to drink often cannot distinguish between wife, mother and daughter. Man degenerates into brute. Whoever gets entrapped in this vice bec- omes an animal. I have with my own eyes seen the captain of a ship, when drunk, rolling in vomit. I ask my Parsi brethren to help me rescue addicts from this vice.
 Mithubehn saw people given to drink. It moved her and leaving her mother, her home and her belongings she has plunged into the cause of prohibition. However, the sacrifice by one Parsi lady is not sufficient to complete this task. The heart of every Parsi must be touched for the sake of this cause. And, where it seems necessary, persons like me may even have to offer satyagraha. Parsis are intell- igent and capable and they earn crores of rupees. They are god- fearing. If, from today, Parsi owners of liquor booths give up this trade on realizing that to do business in liquor is a sin, other liquor-booth owners will certainly follow their example.
 When we save thus 25 crore rupees we shall have rehabilitated crores of poor homes. The gods will then shower flowers upon us.
 If you can enter the hearts of people and make them give up liquor, it will generate such power that we shall be able to achieve whatever we want.
 I ask the ladies in particular to help in this. They should visit the homes of those who drink and plead with them. I have seen women of the Salvation Army do this. Why should not the women of India do the same? Are they—the Hindu, Muslim and Parsi women—less capable of doing good? Are not those who are caught in the vice their own brothers? If I go and reason with them, they will quarrel with me as they will with other men. They will not, however, be disrespectful or insulting to any woman. They are not such beasts that they will not understand you. As soon as they come in contact with you they will be awakened, they will step back and, seeing the love and affection
 pouring from your eyes, they will conclude that it is some sati or yogini confronting them and ashamed of themselves they will give up liquor.
 When you sisters come to know the wives and daughters of drunkards, when you make friends with their ignorant, straying children, when you see that they continue to drink although they own nothing but the sky above them and the earth below, you cannot but feel inspired to take up this sacred cause.
 I leave this message for the sisters in case  the  Government whisks me away to prison. Gujarati women are trained in such matters. Women in no other part of India have received as much training as they have. Hence all you sisters must plunge into the field which has already been prepared by Mithubehn.
 In this  non-violent struggle,  women  can  play   an   even greater part than men because they are the very embodiment of renu- nciation and compassion, i.e., of non-violence. A man understands the dharma of non-violence through his intellect whereas a woman has imbibed it even before her birth. A man escapes with very little responsibility, but women have to serve their husbands, their children and other members of the family.
 Parsis have laid me under a crushing burden of debt to them. They have made a slave of me by their words of love. And a slave enjoys the right to demand more from his master. In this yajna of self-purification, I shall not be satisfied even if you drown me in money or provide me with volunteers. I shall be satisfied only when the entire Parsi community hears my appeal and when Parsi brothers and sisters identify themselves with the work that Mithubehn is doing.
[From Gujarati]
 Navajivan, 13-4-1930
 "
7,"April 3, 1930",SPEECH AT DHAMAN,"
  
 April 3, 1930
 Many people from this taluka were my clients in South Africa. Many people from the surrounding villages also had contributed their share in South Africa. Of the eighty of us many are from Baroda State, since this state is spread all over Gujarat. Hence we cannot make any distinction between the two. The natives of this place gave me much help in the Satyagraha in South Africa. Their leaders also were Muslims. Right to the present moment the Congress has pursued the policy of having a certain number of people from this community in
 its higher echelous. In South Africa, however, this was not the practice. Among the Muslims there was Ahmed Kachalia who roared like a lion. He was a man of his word and I can say as a satyagrahi that I have not come across a single Hindu or Muslim in all India who could surpass him in courage and integrity. Kachalia qualified himself as a satyagrahi even in difficult circumstances. He put up with everything in order to keep his word. His son Ali too studied under me in South Africa. I knew him quite well.
 I have greater expectation  from  Dhaman  because  I  have  found here thirty spinning-wheels. I am happy that there are so many here.  The  fact  is  that  although  the  subjects  of Indian  States cannot participate in this struggle, they can work for khadi and prohi- bition to their hearts’ content. Secondly, I should like to congratulate you that your village has not been guilty of the cruel and stupid pra- ctice of many parents who get their children married without unde- rstanding the implications of the Sarda Act. Amongst the Antyajas of this village, nine men and ten women have vowed not to take liquor or carrion. In such things women must go along with men.
[From Gujarati]
 Prajabandhu, 6-4-1930"
8,"April 	4, 1930",LETTER TO REGINALD REYNOLDS,"
  
        MY 	DEAR REGINALD,  BIJALPUR,  April 	4, 1930 
  	I was delighted to have your letter. There is no question of 	restoration of confidence, for it was never lost. Assimilation of 	true ahimsa is a slow and sometimes painful process. And very few 	realize that there is such a thing as mental himsa and that 	it needs to be eradicated. It is to me a great joy that you saw the 	thing at once. I do not mind the other letters you have written. I 	should be glad if you will make another promise to yourself, viz., 	never to write for the Press for the time being. Let Young India 	be your sole vehicle for the time being. What do you say to your 	writing a brief note in Young India repenting of the 	unconscious indiscretion?libtech_3_footnoteI understand what you say about your engagement. Love.  BAPU  From 	a photostat: C.W. 4533. Courtesy: Swarthmore College, Philadelphia    "
9,"April 4, 1930",SPEECH IN VIJALPORE,"
  
 April 4, 1930
 After this meeting is over, I have to make two more speeches before I reach my destination. I shall make a speech at Dandi if I have to. Forty-one Headmen have handed in their resignations and the President of the Taluka Committee has congratulated them. Besides the 47, I have been informed today of some seven more.
 Bharat Bhushan Pandit Madan Mohan Malaviya has resigned from the Legislative Assembly and six others have followed  him. These six are also well-known men. On the one hand Bharat Bhu-shan Malaviyaji has resigned, on the other the Headmen have resigned. The action of the latter is more valuable, for Malaviyaji was not a Government servant. He had entered the legislature with a view to serving the coun-try if possible. I can think of no one who has served the country with such single-minded devotion as Malaviyaji has. Nevertheless I assign greater value to the resignations of the Headmen of Gujarat. The reason is that Malaviyaji has not been a part of the administration of this country. The latter is run by these Headmen and Malaviyaji in fact only lends a gloss to the administration which we fear. The gloss can always be separated from the utensil. Headmen, however, are not a gloss which can be separated. They along with the Talatis are the two legs on which this Government rests. An enumeration of the Headmen and Talatis in the seven lakh villages of this country would give us fourteen lakhs of such legs and in this manner the resignation of each Headman would amount to the loss of one leg. It is for this reason that these resignations have value. This is so, however, only if they have been tendered sincerely. Sardar, who once had an income ranging bet-ween Rs. 1,000 and Rs. 2,000 a month has to beg for his meals today. For him, it was not easy to resign. The poor Headman, on the other hand, receives a paltry sum of Rs. 50 or 51-8-0 by way of a bounty. What are the Headmen then clinging to? If they want to be loyal to Sardar they will have to be disloyal to the Government.
 I am going to Dandi. But I would request you not to follow me there. If you do, come as soldiers carrying your food on one shoulder and water on the other. Come with the intention of doing some work. Do not come with the idea of having a picnic. The stock of khadi is fast being exhausted. You must use it sparingly in the same manner as you use ghee. If you cannot obtain khadi, it is your duty to come clad
 only in loin-cloths made of khadi, but on no account must you come clad in foreign cloth. Those who drink must not come to take the pledge.
[From Gujarati]
 Prajabandhu, 6-4-1930
 "
10,"April 	5, 1930",STATEMENT TO ASSOCIATED PRESS,"
        DANDI, 
  April 	5, 1930  	God be thanked for what  may  be  termed  the  happy  ending of the 	first stage in this, for me at least, the final struggle for 	freedom.  I cannot withhold my compliments from the Government for 	the policy of complete non-interference adopted by them throughout 	the march. After the graceless and childish performance in the 	matter of Mr. Vallabhbhai’s arrest and imprisonment and equally 	unprovoked arrest and imprisonment of Mr. Sen Gupta, I was wholly 	unprepared for this exemplary non-interference. I am not so foolish 	as to imagine that the Government has suddenly lost their proved 	capacity for pro- voking popular resentment and then punishing it 	with frigh-tfulness. I wish I could believe this non-interference 	was due to any real change of heart or policy. The wanton disregard 	shown by them to popular feeling in the Legislative Assembly and 	their high-handed action leave no room for doubt that the policy of 	heartless exploitation of India is to be persisted in at any cost, 	and so the only interpretation I can put upon this non-interference 	is that the British Gove-rnment, powerful though it is, is sensitive 	to world opinion which will not tolerate repression of extreme 	political agitation which civil disobedience undoubtedly is, so long 	as disobedience remains civil and, therefore, necessarily 	non-violent.  	It remains to be seen whether the Government will tolerate, as they 	have tolerated the march, the actual breach of the salt laws by 	countless people from tomorrow. I expect extensive popular response 	to the resolution of the Working Committee. I have seen nothing to 	warrant the cancellation of the notice I have already issued, that 	all committees and organizations throughout the length and breadth 	of the land are free, if they are prepared, to commence from 	tomorrow civil disobedience in respect of the salt laws. God 	willing, I expect with my companions (volunteers) to commence actual 	civil disobedience at  	6.30 tomorrow morning. 6th April has been to  us,  since   its  	culm- 
 ination in Jallianwala massacre, a day for penance and purification. We, therefore, commence it with prayer and fasting. I hope the whole of India will observe the National Week commencing from tomorrow in the spirit in which it was conceived. I am positive that the greater the dedication to the country’s cause and the greater the purification, the speedier will be the glorious end for which millions of India consciously or unconsciously are striving.
 Speeches and Writings of Mahatma Gandhi, p. 761
 "
