chapter_no,date,title,content
1,"May 	31, 1939",TELEGRAM TO APPASAHEB PANT,"
       APPASAHEB 	PANT, 	AUNDH    RAJKOT,  May 	31, 1939 "
2,"May 	31, 1939","SPEECH AT KATHIAWAR POLITICAL CONFERENCE, RAJKOTlibtech_1_footnote","
  CAN		SEE	FOR	FEW	MINUTES		ANY	DAY	FROM	SECOND 	TO	SIXTH		AT		BOMBAY	EXCEPTING		MONDAY.  From 	a copy: Pyarelal Papers. Courtesy: Pyarelal       May 	31, 1939  	It is growing upon me every day that we shall have to lower our key, 	our demand for full responsible government will have to remain in 	abeyance for some time. Not that we are not entitled to it, but it 	is clear to me that we have not the will for it, we are not ready to 	pay the price. There is an awakening, but it is not the awakening of 	active non-violence of the brave. Not that I have  suddenly  	realized  this point. The realization was there, the will to face 	the conclusion was not there, and I am reaping the fruit of that 	weakness of the will. I have been weak-willed ever since Bardoli 	onwards, but my co-workers deluded themselves into the belief that 	we had attained the requisite non-violence and I shared their 	delusion.  	I do not repent of this. It is likely that if we had acted otherwise 	there would not have been the awakening we see today. But that seems 	to lead one to a rather dreadful conclusion, viz., that compromise 	with non-violence was necessary for a widespread awakening ! But 	that is not the conclusion. The conclusion is that God chooses as 	his instruments the humblest and weakest of His creatures to fulfil 	Him- self.  	Today with [this] great realization I would not lead another Dandi 	March. The breach of the salt laws was a perfect proposition, but 	violence of the mind had crept in almost from the beginning. All 	that we had learnt then was that it was expedient to refrain from 	the    
 use of physical violence. This was the non-violence of the calculating Bania, not of the brave Kshatriya. This non-violence of the calculating Bania has not, could not have, carried us far. It could not possibly avail to win and retain swaraj, to win over our opponent who believed in the use of arms.
 Today I sense violence everywhere, smell it inside and outside Congress ranks. In 1921 even goonda element outside the Congress was more or less under our control. Perfect non-violence is difficult. It admits no weakness. It made me take the false step of approaching the Viceroy in order to end my fast. It was unpardonable on the part of a general who claims to derive his whole strength from God. But God gave me that courage to retrieve the blunder, and we are all the  stronger and purer for it.
 I am not tired of repeating again and again that we should be non-violent in thought and word and deed. We had been saying so, but there was no emphasis on the first of these. A dissolute character is more dissolute in thought than in deed. And the same is true of vio- lence. Our violence in word and deed is but a feeble echo of the surging violence of thought in us.
 Are you prepared to go with me so far? Does all that I say carry conviction? If so, violence should be eschewed from the innermost of our thoughts. But if you cannot go with me, do go your own way. If you can reach your goal in any other way, do so by all means. You will deserve my congratulations. For I cannot in any case stand cowar- dice. Let no one say when I am gone that I taught the people to be cowards. If you think my ahimsa amounts to that, or leads you to that, you should reject it without hesitation. I would far rather that you died bravely dealing a blow and receiving a blow than died in abject terror. If the ahimsa of my dream is impossible, you can reject the creed rather than carry on the pretence of non-violence.
 Fleeing from battle—palayanam—is cowardice, and unworthy of a warrior. An armed fighter is known to have sought fresh arms as soon as he loses those in his possession or they lose their efficacy. He leaves the battle to get them. A non-violent warrior knows no leaving the battle. He rushes into the mouth of himsa, never even once har- bouring an evil thought. If this ahimsa seems to you to be impossible, let us be honest with ourselves and say so, and give it up.
 For me there is no laying down arms. I cannot do so. I am trying to be the warrior of my description and, if God wills, I may be that during this life. Such a warrior can fight single-handed.
 Let me give a bit of my  own  experience in  South  Africa. When thousands joined the movements, I had not spoken to them, not even seen them. Papers they could not read. My heart was working in unison with them. Living faith is all that is necessary. It is evident that I have not the capacity today to inspire faith in the millions. This needs superior living faith in non-violence and in God. This faith is self-acting, and illumines man’s life more and more every day. In the pursuit of my earnest research I may seem to act strangely. I  should not grumble if everyone left me in the honesty of his conviction. Let no one stick to me in the blind faith that something will happen. Such [faith] will hinder rather than help the cause.
 Harijan, 17-6-1939
 "
3,"May 31, 1939","TALK WITH A
MUSLIM FRIENDlibtech_2_footnote","
  
 [May 31, 1939]libtech_3_footnote
 
 I have been talking of non-violence these 20 years but I have made unlawful compromises with myself. My mind goes back to the days of Khilafat agitation. I had the friendship of thousands of Mus- lims then. When at a meeting of the Muslim League before 1920 I asked for the supreme sacrifice, two or three names were given by Khwaja Saheb Abdul Majid, but I believed that many would come forward at the right time. And they did. But looking back upon those times I see that I compromised non-violence. I was satisfied with mere abstention from physical violence.libtech_4_footnote
 The fact is I have never placed unadulterated ahimsa before the country. If I had done so, there would have been complete Hindu- Muslim unity. No doubt I kept on saying there would be no swaraj without Hindu-Muslim unity, but I should have seen that there was no Hindu-Muslim unity because there was not that insistence on unadul- terated ahimsa on the part of all, whether Hindu or Muslim.  No wonder my new technique puzzles many. But I must go on. If I am right, the puzzles will be solved.
 Harijan, 17-6-1939
 
  "
4,,MESSAGE TO NAWANAGAR STATE PEOPLE’S CONFERENCElibtech_5_footnote,"
  
 May 1939
 
 If you cannot do anything else, at least wear pure khadi and identify yourselves with the poor.
 
   [From 	Gujarati]  Sevamoorti: 	Shri Virchand Panachand Shah, p. 	121  M. K. GANDHI 
   "
5,"June 	1, 1939",TELEGRAM TO VALLABHRAM VAIDYA,"
       RAJKOT, 
    VALLABHRAM 	VAIDYA 	DHANWANTARI 	BHAVAN 	RAIPUR, 	AHMEDABAD  June 	1, 1939 "
6,"June 	1, 1939",LETTER TO NRISINHPRASAD K. BHATT,"
  PLEASE 	    MEET	KATHIAWAR	MAILlibtech_6_footnoteTONIGHT	AHMEDABAD	STATION.  GANDHI  From 	the original: C.W. 2905. Courtesy: Vallabhram Vaidya       ON 	THE TRAIN,  June 	1, 1939  BHAI 	NANABHAI,  	I wanted to write to you as soon as I got your wire, but could not 	do so. Now I am writing this in the train. The path of those who 	worship ahimsa under all circumstances is straight. Such a person 	will not indulge in fighting even in self-defence. But he who does 	not have that strength has but to run away—that is, play the 	coward—if he does not attack the attacker. Cowardice is worse than 	violence because cowards can never be non-violent. So such people 	should learn to     
 defend themselves. Under its constitution members of the Parishadlibtech_7_footnotecan be said to be wedded to non-violence. But here such ahimsa is of no use. A person who has full faith in non-violence should be a thousand times more fearless than an armed man. Such fearlessness is not gained by joining some organization. Hence every member of the Parishad should find an independent way for himself. It is the duty of every believer in ahimsa to see that cowardice is not propagated in the name of non-violence. So we must frankly tell the common people that we are unable to guide them. It is not proper that they should look to us. If they can independently think of non-violent ways they will not ask us and if they do ask us we should give them only one guidance that they should not be weak under any circumstances. They should learn to deal with the attacker. It is possible that if they observe restraint and if a handful of us can manifest true ahimsa, the attacker too may turn to ahimsa.
 Please explain all this to all our workers there. The talk of secret settlement that is going on in Bhavnagar is harmful. Settlement can be with straightforward people. Here there is nothing of the sort.
 Blessings from
 BAPU
 From a copy of the Gujarati: Pyarelal Papers. Courtesy: Pyarelal
 "
7,"June 1, 1993",DISCUSSION WITH TRAVANCORE STATE CONGRESS DEPUTATIONlibtech_8_footnote,"
  
 ON THE TRAIN,
 [June 1, 1993]libtech_9_footnote
 QUESTION: What about swaraj that we have been fighting for? How does Gandhiji’s faith in non-violence burning brighter than ever help those who want swaraj here and now? Does not the emphasis on non-violence of his conception make of swaraj a very remote vision hardly to be fulfilled?
 GANDHIJI: For me, it is true, as I have often declared, ahimsa comes before swaraj. I would not care to get power through anarchy and red ruin, among other things, because I want freedom and power even for the least among the people. This can only be when freedom is won
 
 ibid
 through non-violence. In the other case the weak must go to the wall, only the physically strong and fit will remain to seize and enjoy power.
 But you too cannot help putting ahimsa before everything else if you really mean business. Ahimsa must be placed before everything else while it is professed. Then alone it becomes irresistible. Otherwise it will only be an empty hulk, a thing without potency or power. A soldier fights with an irresistible strength when he has blown up his bridges, burnt his boats. Even so it is with a soldier of ahimsa.
 Q. But how will this lowering of the pitch work out in action? How will it help us in attaining our goal of responsible government?
 G. Today when we talk of responsible government, it frightens the States authorities. The Paramount Power too do not like it. They think it will result in red ruin and anarchy. The argument is unsound but let us give them credit for honesty. If you follow my advice, therefore, you will say, ‘We, for the time being, forget swaraj. We shall fight to vindicate the elementary rights of the people, to remove corruption.’ In short, you will concentrate your attention on details of administration. The auth-orities won’t be frightened, and it will give you the substance of responsible government. That has  been the history of all my work in India. If I had only talked of swaraj, I would have come a cropper. By attacking details we have advanced from strength to strength.
 What did I do at the time of the Dandi March? I reduced our demand for complete independence to my eleven points.libtech_10_footnoteMotilalji was at first angry with me.“What do you mean by lowering the flag like this?” he said. But he soon saw that if those points were con- ceded, indepen-dence would stand knocking at our door.
 Let me explain to you the working of my mind. As I have already told you, I had thought that responsible government in the States was within easy reach. We have now found that we can’t at once take the masses with us along non-violent lines. You say that violence is committed by a few hooligans only; but capacity to obtain non- violent swaraj presupposes capacity on our part to control the hooli- gans too as we temporarily did during the non-co-operation days. If you had complete control over the forces of violence and were ready to carry on the fight with your back to the wall in defiance of the Paramount Power, looking neither to me nor to the Congress outside
 
 for guidance or help, your would not need to lower the key tem- porarily even. In fact you will not be here to seek my advice at all.
 But that is not your case, on your own admission. Nor, so far as  I know, is it the case anywhere else in India. Otherwise people would not have suspended civil disobedience in many places even without my asking.
 Harijan,  24-6-1939
 "
8,"June 2, 1939",INTERVIEW TO DEPUTATION OF VICTUALLERS  ’,"
  
 ASSOCIATIONlibtech_11_footnote
 BOMBAY
 [June 2, 1939]libtech_12_footnote
 Gandhiji congratulated them on the restrained language of their represen- tation. They had every right to go to him, as he was specially attached to the Parsis [He said:]
 What I gather from  your  representation  is  that  far  from being opposed in principle to prohibition, you have pointed out the difficulties and hardships involved. But I am afraid you have come to the wrong man. I never interfere with the work of the Ministries. But on prohibition I am keener even than the Ministers. I confess I have not studied the economic aspect of the question. With me it is a creed and I would, if I could, fulfil it at any cost. If I had the administration in my own hands, I should study all the figures you have given. I am sure the Ministers have studied them, and you should approach them. They would gladly discuss the whole question with you and try to show the way out the difficulties you have pointed out.
 
 They also raised the question of short notice. The Congress Election Mani- festo,libtech_13_footnotethey said, did not contain this programme, and the decision to introduce it in August had come upon them as a bolt from the blue. In reply to this Gandhiji said:
The Congress Election Manifesto is principally a political docu-
 ment and naturally does not contain the prohibition programme. But prohibition has been in the forefront of the Congress programme since 1920. With me it has been a passion ever since my close contact with the Indian immigrants in South Africa and also with the South Africans. I have seen with my own eyes the terrible scourge drink can be. It has ruined people morally, physically, economically and it has destroyed the sanctity and happiness of the home. My heart bleeds as  I think of the disaster that comes in its wake and I have really pined for the immediate introduction of prohibition. When the Congress decided to accept offices, I thought it had a golden opportunity to introduce it at once, but it was the Ministers who pleaded for fixing the time-limit at three years. To my mind, therefore, there is  no question of short notice. It is coming several years too late. Hundreds and thousands of women have in the past picketed liquor shops, suffered insults and assaults. In one case a woman volunteer was so hit on the forehead that the evil effect still persists. There was no com- pulsion. It was all peaceful persuasion, and it had succeeded so remar- kably that in some provinces the excise revenue was almost reduced to zero. As for its effects here in India I would like you to study the condition of workmen in factories, and I would like to tell you also the boon prohibition has been to them in Ahmedabad.
 One of the gentlemen in the deputation said that 12 to 15 thousand tappers would be adversely affected and that fresh toddy had great medicinal value.
It is nira you are referring to. For I agree it is a refreshing drink,
and we make gur out of it.libtech_14_footnote
 If the tappers took to tapping the juice for gur-making, there was no question of their unemployment. In Bengal tons of gur was prepared from nira and in South India arrack was prepared from gur made out of fresh juice.
 But the gentleman maintained that it was impossible to draw fresh nira from a tree more than ten times during a season and that gur was not a feasible proposition. Gandhiji said that the evidence in his possession was to the contrary. He would, however, inquire.
 Harijan, 10-6-1939
 "
9,"June 2, 1939",INTERVIEW TO PARSI DEPUTATIONlibtech_15_footnote,"
  
 [June 2, 1939]libtech_16_footnote
 The gravamen of their charge was that the prohibition policy was tantamount to coercion as the community had for centuries indulged in drink without being any the worse for it. There was the argument of dislocation of trade and financial and economic structure of the province, of the hardships it would cause to traders and tappers, and the interference with the religious rites of the people. They said they also resented the distinction between Asiatics and non-Asiatics, and even suggested that not only the Parsis but Mussalmans and Hindus were also opposed to the policy!
 Some of the gentlemen have been friends of Gandhiji for years, especially Sir Cowasji. And so he was the most vehement in his attack, but the utmost friendliness prevailed during the discussion.
 COWASJI: Drunkenness is bad, not drink. And for the sake of a few who drink, why penalize the whole community? I take two or three glasses of sherry every day and I know hundreds of others who talk of prohibition but who do drink and will do so   in spite of prohibition.
 There was obvious defiance in his voice, but Gandhiji disarmed  it  by ultimately reminding Sir Cowasji how he had helped him (Gandhiji) in the past at various junctures, and how he expected him to stand by him at this!
 Sir Cowasji had a hearty laugh.
 Mr. Khareghat, the veteran temperance reformer who, said Gandhiji, reminded him of Dadabhai by his silvery beard, entered a curiuos plea :
 I do not drink, nor am I dealer in drinks. But this policy will ruin thousands, and I want you to realize your error and do as you did in Rajkot. I would then honour you with all my heart. According to our religion it is the duty of the host to offer the guest good bread and good wine.
GANDHIJI: But it must be unfermented wine. Whatever it may be,
 one wonders how this can be a religious duty at all! What would a poor man do?
 SAKLATWALA: I do not drink, and thank God I have enough property to enable me to pay the property tax. But why should others regulate my life? I tell you, although, I do not drink, if someone came and told me I might not drink, he would make my blood boil.
 GANDHIJI (smilingly): Even so you do not steal, and yet there is the law against thieving. Would you therefore steal to defy the law?
 
 H. P. MODI: We do not believe in prohibition. Why do you tempt us to break the law? We want to be exempted. Drink has become part of our social habit, our daily life, and we want to drink.
 GANDHIJI:  As I toldlibtech_17_footnotelibtech_18_footnotethe deputation that preceded you, you have come to the wrong man. There is a wide gulf between you and me. It was Dadabhai Naoroji who taught me prohibition and the distinction between prohibition and temperance. Individual liberty is allowed to man only to a certain extent. He cannot forget that he is a social being, and his individual liberty has to be curtailed at every step. I would appeal to you to consider one thing. What is your population? One lakh at the most in a population of 35 crores. You have become famous in the world not as residents of Persia but as Indians. I want you to consider not in terms of your one lakh but in terms of India, not the narrow interest of your whole community but of the large interests of the whole country. How can you interrupt and ruin a noble experiment? You say you cannot get rid of this, so very much you are wedded to it! You are not fair to yourselves there. You have given up so many things. You gave up your language and adopted Gujarati, you changed your dress, you changed many of your manners and customs. Why must you then stick to this one infirmity? You may plead your weakness, but for Heaven’s sake don’t advance the plea of individual liberty. There you have given away the whole case. You have sacrificed much for India, sacrifice this bad habit too. I have seen men and women wallowing in gutters in South Africa and families ruined.
 H. P . MODI: Where do you see the ruin in India?
 [GANDHIJI:] I tell you I have seen it with my own eyes. There is the tragic case of my own son. 60,000 men in Ahmedabad are blessing the prohibitionist. I claim that the moral conscience of the public is with me. The issue between us is the narrowest possible. Do you want to press the question of a few individual consciences to the extent of ruining a whole country?
 But are there not other evils? There is gambling, for instance.
 None so disastrous as this, and this breeds the rest. But I am for the abolition of gambling too. This evil, however, ruins the victim body and soul.
 The same thing would happen if you were to overeat ! You are talking of the 60,000 mill-hands in Ahmedabad. Why not listen to the appeal of 50,000 Parsis of Bombay? Drunkenness is unknown amongst us.
 
 
 Let us assume that for a moment. It proves that you are tem- perate. Well, then why will you not carry temperateness a little further and co-operate in this the greatest of all moral reforms in India? And remember there is ample provision for those who need drink for their health or religious rites. I suggest your working along these lines but not seeking to ruin the reform.
 But why draw the line between Europeans and Indians?
 Call it my weakness, and agitate for including the Europeans too in the prohibition. They will, like us, profit by being included in the general law. Their health will not suffer for they will have all the drink they may need for their health.
 Harijan, 10-6-1939
 "
10,"June 	3, 1939",TELEGRAM TO SIR RAZA ALI libtech_19_footnote,"
        SIR 	RAZLI 	CECIL 	SIMLA       June 	3, 1939 "
