footnote_no,footnote
libtech_1_footnote,"1The specialist at 	London who had treated Mirabehn for tubercular glands in 1907. Vide 	“Letter to Dr. 	Arthur Saunders”, 5-3-1933."
libtech_2_footnote,"1Dated March 12, 	1933 (S.N. 19009), 	expressing his 	indignation at 	Katherine Mayo’s 	  Mother   India. 	  The   addressee   	had   written:   “. 	  .   .   advise   me    if  Miss 	Mayo sticks to 	truth in 	this deplorable 	bool or 	is she only 	after publicity money. ”"
libtech_3_footnote,"2Vide “Drain 	Inspector’s Report”, 15-9-1927."
libtech_4_footnote,1Son and daughter of 	the addressee
libtech_5_footnote,"2Edmond Privat, 	husband of the addressee"
libtech_6_footnote,3ibid
libtech_7_footnote,"1Dated April 25, 	1933, in 	which the 	addressee had 	asked Gandhiji to 	write to 	Manilal Gandhi to 	obtain legal opinion on 	“whether a 	Mahomedan making 	a will 	against Islamic Law can be held valid in the Supreme Court at Duraban” (S.N. 19039)."
libtech_8_footnote,"1Vide “The 	Yeravda Pact”, 27-4-1933."
libtech_9_footnote,"1Vide “The 	Yeravda Pact”, 27-4-1933."
libtech_10_footnote,"2Chandrashankar 	Pranshankar Shukla, Editor, 	Horijanbandhu"
libtech_11_footnote,"1Vide “Telegram to Narandas Gandhi”, 27-4-1933."
libtech_12_footnote,"1P. N. Rajbhoj, a Harijan leader"
libtech_13_footnote,2A Harijan weaver in the Ashram
libtech_14_footnote,"3Vide “Letter to P.N. Rajbhoj”, 27-4-1933."
libtech_15_footnote,1The names have been omitted.
libtech_16_footnote,"2Vide”Telegram to Narandas Gandhi”, 27-4-1933."
libtech_17_footnote,3The name has been 	omitted.
libtech_18_footnote,1From the reference 	to addressee’s letter 	to Narandas Gandhi;  vide 	 the preceding item.
libtech_19_footnote,"1Vide “Leter 	to Narandas Gandhi”, 27-4-1933."
libtech_20_footnote,2Mathuradas P. Asar
libtech_21_footnote,
libtech_22_footnote,4Lakshmidas P. Asar
libtech_23_footnote,
libtech_24_footnote,"1Vide “Five Questions on Varnadharma”, 21-4-1933."
libtech_25_footnote,1The letter is not translated here. The correspondent had suggested that it would be more appropriate to call the untouchables ‘Arya’ rather than ‘Harijans’.
libtech_26_footnote,"2The reference is to the fast which Gandhiji began on September 20, 1932."
libtech_27_footnote,"1Vide “Five Questions on Varnadharma”, 21-4-1933."
libtech_28_footnote,"2Dated February 23, vide Why Harijan”, 23-2-1933."
libtech_29_footnote,"1Presumably in reply to the addressee’s letter (S.N. 21061) dated April 25, 1933, requesting grant for higher studies at Delhi"
libtech_30_footnote,2The lowest among Harijans working at cremation-grounds
libtech_31_footnote,"1Vide “A 	Model Temple”, 29-4-1933."
libtech_32_footnote,1Bhagwanji P. Pandya
libtech_33_footnote,"1Vide “Telegram 	to Narandas Gandhi”, 27-4-1933."
libtech_34_footnote,2Daughter of Dudabhai Dafda
libtech_35_footnote,"3In October 1920; vide “Speech to Students and Teachers, Surat”, 6-10-1920."
libtech_36_footnote,"1Vide “Statement on Untouchability-I”, 4-11-1932."
libtech_37_footnote,"2Vide “Notes”, 	6-10-1921."
libtech_38_footnote,"1Vide “Are Temples Necessary?”, 11-3-1933."
libtech_39_footnote,"1Vide “Letter to Ramabehn Joshi”, 1-5-1933."
libtech_40_footnote,"2Vide also “A Model Temple”, 29-4-1933."
libtech_41_footnote,1Daughter of Vrajlal Gandhi
libtech_42_footnote,2Ignorant attachment
libtech_43_footnote,3The names have been omitted.
libtech_44_footnote,4ibid.
libtech_45_footnote,1Dr. M. S. Kelkar
libtech_46_footnote,2Dr. Haribhai Desai
libtech_47_footnote,"1Keshav Gandhi, son 	of Maganlal Gandhi"
libtech_48_footnote,2Unani physician
libtech_49_footnote,"1This was published under the title, “Fast for Purification”."
libtech_50_footnote,2This is not 	translated here. The correspondent had described the process of 	skinning animals.
libtech_51_footnote,"3This is 	not translated 	here. The 	scheme proposed 	a temple 	devoid of any 	decorations or 	jewellery and 	one which was meant for the entire 	Hindu population, 	irrespective of 	caste or 	community. The 	priest would be 	a person who 	did not believe in 	untouchability. And 	as the 	aim of the 	temple was 	to be service, 	there should be a 	night school for 	adults, a 	library, a 	free dispensary, and 	a religious 	school attached to it."
libtech_52_footnote,1Extracted from the Gujarati “Sparks from the Sacred Fire’’
libtech_53_footnote,"2From The Bombay Chronicle, 1-5-1933; also A.I.C.C. File No. 429"
libtech_54_footnote,"1Which read: (I) What should one do and how should one overcome one’s impatience if someone older, younger or of the same age misbehaves despite persuasion and thereby creates a bad impression on others and time is wasted and work delayed? (2) How would it affect others if a person violated Ashram rule or discipline under some necessity while doing one’s duty? (3) How far should we pay regard to social practice or custom in the path of satyagraha? (4) What would be my duty as a satyagrahi when I disagree with a renowned mahatma like you on a certain step which I find to be right according to the voice of my conscience and which might violate the rules of the institution? (5) Should one love the individual for the sake of the institution or the institution for the individual? (6) By what test can one find out that one has bad thoughts about others? (7) If a person is found on every occasion telling lies, or shirking work or being selfish, and others too have complained about it, would it be proper for a satyagrahi to have doubts about him? (8) What is the limit for simple living? To embroider one’s sari, to wear fashionable blouses, to adorn the hands and neck with flowers, wear chappals —should this be considered as love for art  or breaking the Ashram principles? (9) Would it be slander or violence if in the Ashram one person finds fault with another and commits the same fault himself, i.e., indulges in mutual fault-finding? (10) As those who join the Ashram do so with different motives, should we judge each of them from his own standpoint?"
libtech_55_footnote,"2Vide “Statement on Fast”, 30-4-1933."
libtech_56_footnote,"1Margarete Spiegel and N.; “vide also “Letter to Narandas Gandhi”, 29-4-1933."
libtech_57_footnote,"1Literally, ‘of 	steady intellect’. For the full meaning of the phrase."
libtech_58_footnote,2Sushila Pai
libtech_59_footnote,"1The following paragraph is extracted from Harijanbandhu, 7-5-1933, which had reported that Gandhiji was replying to some of the questions put by Harijans."
libtech_60_footnote,"2The source had 	reported: “Gandhiji received Pressmen inside the jail cell, where, 	for the past few days, he has been holding his office. The mango 	tree is not providing the requisite protection against the 	increasing heat.”"
libtech_61_footnote,"1From September 18 to October 8, 1924."
libtech_62_footnote,"2Literally, ‘juice of God’s name or God’s love’. This was in response to a suggestion from a Harijan that during the fast Gandhiji should allow him. self the juice of two mosambis daily."
libtech_63_footnote,3This was in reference to a fear expressed in the Harijan’s statement that with Gandhiji’s death the Harijans would have no protector.
libtech_64_footnote,"1For Gandhiji’s 	talk with the Times of 	India representative, 	vide Appendix 	“Interview to the Times 	of India”, 	2-5-1933."
libtech_65_footnote,"1From S.N. 21113; 	the original, as delivered, bears the date “May 3, 1933”."
libtech_66_footnote,"2This was in reply 	to the addressee’s telegram dated May 2, 1933, which read: “Got 	news of fast only today. Ba wishes me say she greatly shocked. Feels 	decision very wrong but you have not listened to any others so will 	not hear her. She sends her heartfelt prayers. I am stunned but know 	it is the voice of God and in that sense rejoice even in midst of 	anguish. Deepest prayers. Love. Writing” (S.N. 21110)."
libtech_67_footnote,"3From S.N. 21110; 	the original, as delivered, bears the date “May 4, 1933”."
libtech_68_footnote,"1Vide “Telegram 	to Narandas Gandhi”, 2-5-1933."
libtech_69_footnote,"2Dated May 2 from 	Delhi which read: “Have just received news. I fully believe with 	God’s blessings you are sure to survive the ordeal successfully. I 	assure you, since the September fast there has been wonderful 	awakening all round which should have given you nothing but immense 	satisfaction. Yet, I feel nothing but undiluted good will come out 	of the present fast, although on personal grounds am somewhat 	nervous. Hope you will write me special information, if any. Am 	thinking of cancelling Calcutta programme and reaching Poona about 	eighth. Thakkar Bapa is here.”"
libtech_70_footnote,1The name has been omitted.
libtech_71_footnote,"1In his reply, Rabindranath Tagore had written: “It is not unlikely that you are mistaken about the imperative necessity of your present vow, and when we realize that there is a grave risk of its fatal termination, we shudder at the possibility of the tremendous mistake never having the opportunity of being rectified. I cannot help beseeching you not to offer such an ultimatum’ of mortification to God for His scheme of things and almost refuse the gift of life with all its opportunities to hold up to its last moment the ideal of perfection which justifies humanity. My misgivings may be the outcome of a timidity of ignorance” (Mahatma, Vol. III, pp. 247-8)."
libtech_72_footnote,2Ambalal Sarabhai
libtech_73_footnote,3The names have been omitted.
libtech_74_footnote,"1The addressee’s telegram in reply to this read: “God bless you. As I have said   in my fast-day public speech, I am fully convinced that He has guided you in your decision. I have been praying that He may grant you strength to go successfully through your great vrata and have faith that He will. Pray become ananyabhava. Shut out, as much as you can, all thought except of Him, who is our sole shelter and support. In addition to japa or Dwadashakshar Mantra, please practise during part of the day ‘soham’ with every inhalation and exhalation. This will help to keep up the stream of life within. Some great tapasvis are watching you with tender care, and vast millions are praying for you. Please let the atmosphere about you be disturbed as little as possible by any talk except of ‘Vasudeva’ who dwells in all sentient beings. Remember His injunction and promise: Matchittah sarva durgani matprasadat tarishyasi (Fixing thy thought on Me, thou shall surmount every difficulty by My grace). Will meet you as soon as health permits” (The Hindu, 11-5-1933)."
libtech_75_footnote,2The proposed 21-day fast
libtech_76_footnote,"3For the addressee’s reply, vide Appendix “Letter from V. S. Srinivasa Sastri”, 7-5-1933."
libtech_77_footnote,1Mathuradas P. Asar
libtech_78_footnote,"2Daughter of Maganlal Gandhi, married to Deepak Dutt Chowdhri"
libtech_79_footnote,1The name has been omitted.
