chapter_no,date,title,content
1,"December 6, 1947",GIVE AND TAKElibtech_1_footnote,"
      A 	Sindhi sufferer writes:  At 	this critical time when 	thousands of our 	countrymen are 	leaving their 	ancestral   homes 	  and   are   pouring 	  in    from   Sind,    	the    Punjab    and the  N. 	W. F. P., I 	find that there is, in 	some sections 	of the 	Hindus, a 	provincial spirit. 	Those who are coming 	here suffered terribly and 	deserve all 	the warmth that 	the Hindus 	of the 	Indian Union can 	reasonably give. 	You have 	rightly called 	  them   dukhi,libtech_2_footnotethough  they 	  are  commonly 	 called   sharanarthis. The  problem 	is so great 	that no government 	can cope 	with it unless 	the people 	back the 	efforts with 	all their 	might. I am 	sorry to 	confess that 	some of the 	landlords have increased 	the rents of 	houses enormously 	and some are demanding 	pagri. May 	I request 	you to 	raise your voice against 	the provincial 	spirit and the pagri system specially at this time of terrible suffering?  	Though I sympathize with the writer, I cannot endorse his analysis. 	Nevertheless I am able to testify that there are rapacious landlords 	who are not ashamed to fatten themselves at the expense of the 	sufferers. But I know personally that there are others who, though 	they may not be able or willing to go as far as the writer or I may 	wish, do put themselves to inconvenience in order to lessen the 	suffering of the victims. The best way to lighten the burden is for 	the sufferers to learn how to profit by this unexpected blow. They 	should learn the art of humility which demands a rigorous 	self-searching rather than a search of others and consequent 	criticism, often harsh, oftener undeserved and only sometimes 	deserved. Searching of self ennobles, searching of others debases. 	The sufferers should learn the art and virtue of corporate life, in 	which the circumstance of co-operation is ever widening till at last 	it encircles the whole human race. If they do this no sufferer will 	live in isolation. All of them, no matter to which province they 	belong, will hold together and would be considering not the welfare 	of self but that of all. This does not mean that all of them will 	live or insist on living at one place, an impossible feat at any 	time, more so today, when lakhs upon lakhs of people have been torn 	from their homes, not knowing where to lay their heads upon. But 	this humble spirit of co-operation does mean that wherever       
 they are placed, they will feel one with all the sufferers, no matter from what strata of society they are drawn or to which province they belong. Insistence on being accommodated in a particular place of one’s choice there will be none. The sufferers will never grumble. They will disdain to occupy houses belonging to Muslim owners or tenants, whether these places are physically occupied or evacuated. It is for the Government to decide what they will do with property evacuated under abnormal conditions that are prevalent  in  India today. The sufferers’ one and only care would be to hold together and act as one man. It would be seen that if the idea thus presented takes shape and spreads, the problem of accommodating sufferers, otherwise styled refugees, will become incredibly simple and they will cease to be a menace.
 Moreover, every sufferer who is not a cripple will do his or her full share of work against bread, clothing and shelter in a becoming manner. Thus they will realize the dignity of labour and feel  dependent upon no one. All will be equal to one another irrespective of sex. Some labour will be shared by all, e.g., sanitary work including latrine- cleaning and scavenging. No labour will be considered too low or too high. In this society there will be no room for drones, idlers or loafers. This camp life is any day superior to the city life of dirt and squalor side by side with palaces—difficult to decide which is a greater eyesore between the two.
 NEW DELHI, December 6, 1947
 Harijan, 14-12-1947
 "
2,"December 	6, 1947",LETTER TO VALJI G. DESAI,"
         CHI. 	VALJI,     December 	6, 1947 
  	I read your article on the cinemalibtech_3_footnotejust now. It took me some time to decipher some of the 	English words which were unfamiliar to me. When you quote from a 	book, it will perhaps help if you send the book, too. Alternatively, 	you may get the article typed or write it in a still clearer hand. I 	would not be able to translate this article into Gujarati. I myself 	did not follow all the English words fully. You had     14-12-1947. 
 agreed to send the Gujarati and the Hindi translations also. Even if you cannot send the Hindi, send the Gujarati. You may, if you wish, send it directly. I am writing to the people at Ahmedabad not to translate it into Gujarati. As for your previous articles, I am inquiring about them.
 Are you all right?
 Blessings from
 BAPU
 From the Gujarati original: C. W. 7506. Courtesy: Valji G. Desai
 "
3,"December 	6, 1947",SPEECH AT PRAYER MEETING,"
        NEW 	DELHI, 
      BROTHERS 	AND SISTERS,  December 	6, 1947 
  	You heard the bhajan and the Ramdhun sung by Subbula- 	kshmilibtech_4_footnote. She is 	new to Delhi. Usually she gives music recitals. One ought to lose 	oneself while singing bhajans and Ramdhun. Today you 	must have realized why people are so keen to hear her. She has a 	melodious voice. I welcomed her message offering to come and sing 	here.  	Today I do not wish to take more than 15 minutes. Yesterday I took 	25 minutes which was too long. I am ashamed of it. I must train 	myself to finish within 15 minutes. Today I intend to take only 15 	minutes and leave out what cannot be covered within that time.  	I had a letter from a friend yesterday. I have only been able to 	read a part of it. I have another letter today which I have not been 	able to go through. I must ask to be excused. The letter which I 	have read in part says that I am too simple a man, that I do not 	know how the world’s affairs are run and am apt to be deceived. 	The correspondent also explains the nature of the deception and 	cautions me  to  be careful. He asks me to see what is happening in 	Pakistan and suggests that we should do the same here. That we 	should take revenge I do not agree. We cannot burn the houses of the 	Muslims. However humble those houses may be they are as dear to 	their owners as the palaces of millionaires may be to them. It is in 	these houses that they live. When    
 a Muslim has to go to Pakistan he suffers.
 The correspondent asks when the displaced Hindus and Sikhs can go back to their homes. I may inform him that so long as they do not go back I shall not rest. It is a different thing if they die before that happens. So long as there is a single Hindu or Sikh left who does not get his house back, I shall not rest. Yes, one may not ask that the house that has been burnt should be restored to its former state. No government can do that, not even the Government of India. I shall say that the Hindus and Sikhs should go to Model Town and stay there. The Lahore Hindus and Sikhs can ask the Pakistan Government to return them their houses and their land just as they are. All that they should ask is that the Muslims who have occupied their properties should be made to vacate them. We cannot ask them to raise houses on the land. They should merely return the land. Those who are now in the Indian Union should become truthful and decent. We must not imitate Pakistan. If they cut off their noses we can’t do the same.
 I shall further say to the correspondent that if we have made a mistake we must rectify it. Everyone makes mistakes. Only, one must not repeat them. Man is liable to err, even as he has the potentiality to do good. Once he rectifies his mistakes, he can only do good. If we stick to our dharma it is not necessary to advertise it to the world.
 I have had to write on what happened to Kathiawar Muslims. I did the right thing. It is good to tell the Hindus there about it. It is good to tell the Government. It is our right. When we agreed to the formation of Pakistan we had not bargained for the houses of Hindus and Sikhs being burnt in Pakistan and their being driven out of the country. If mistakes have been made they must be rectified. Of course they can say that we should also rectify our own mistakes. They may say that the Muslims who had gone to Pakistan were driven out of India and that they should be taken back. If that is done the displaced Hindus and Sikhs could go back to Pakistan and the displaced  Muslims in Pakistan could come back to India. This will be good both for India and Pakistan. If not, then both the countries will fall in the eyes of the world. We have always conducted ourselves honourably. We won our freedom honourably. It is not I who say it. It is not Hindus and Muslims who say it. It is the whole world that says that we have attained our freedom by honourable means. We should preserve it by honourable means and not by resorting to rowdyism. Rowdyism could be the way to lose our freedom. If we keep our conduct and our
 behaviour clean the world will see that we have made amends for our former mistakes. What is the world going to do about Pakistan —you may ask. I shall say that the world does not have to do anything or say anything. Pakistan has to cleanse itself.
 I am reminded that the Resolutionlibtech_5_footnotepassed by the A. I. C. C. had my support and that I am responsible for its being passed. I am however told that people do not want it. Displaced Hindus and Sikhs do not want to go back to Pakistan. I do not say that they should go back as beggars. True, they have come away from Pakistan because they were helpless. But they must go back with dignity. The Pakistan Muslims should tell them that they have changed for the better and now invite them to go back. Similarly we should tell the Muslims who have gone away that their houses and their land are as they had left behind and that they should come and occupy them. If we get over our madness and behave as gentlemen, things will be all right. Where is the deception here? I do not deceive anyone. The world should not look for deception here. The A. I. C. C. has passed the Resolution that the displaced Hindus and Sikhs should all go back to their homes and land in Lyallpur and they should be invited to do so with love. Our Sikh brethren used to be farmers there. They have to go there in any case. This is my dream. I wish to live to see this dream realized. If it is not the will of God that this dream be realized, He will take me away. That is why I am staying on in Delhi. If I cannot do this here, where else can I do anything? If only Pakistan would mend its ways, confess its errors and assure us that it would behave decently, all would be well and we could live as good neighbours. There is no reason why we should remain enemies of each other. Enmity cannot be our dharma.  I have concluded within ten minutes today.
[From Hindi]
 Courtesy: All India Radio. Also Prarthana Pravachan—II, pp. 175-8
 
 
 
 
 
 
 
 
  "
4,"December 7, 1947",DISCUSSION AT KASTURBA GANDHI NATIONAL MEMORIAL TRUST MEETING,"
  
 NEW DELHI,
 December 7, 1947
 QUESTION: Should the sevikaslibtech_6_footnoteof the Kasturba Trust be given instruction in first-aid and home remedies or should this be a different department? For instance, should the women engaged in Nayee Talim and khadi work receive such training too?
GANDHIJI: I do hold that any woman who wants to be an
 all-round village worker must have a basic training in nursing. That is to say she must know how to deal with and treat common diseases such as boils, malaria, scabies, vomiting, diarrhoea and so on. I of course believe only in nature cure. But these women must know what the disease is, what diet is to be given and how sponging, enema, etc., have to be given. All this is of course covered under Nayee Talim.
 Q. Now that we have our own Government, should we accept assistance from the Government? For instance scholarships?
G. This, as in the case of the previous question, is a matter of
 individual discretion. But I hold the view that we should not alter the policy we have adopted so far. People everywhere seem to have become unconcerned and imagine that since now we have our own Government there is no harm in accepting grants. But our Government has been there for barely five months, and in this brief period it has had to carry enormous burdens. The financial plight of the Government today is far from easy and we must not make it more difficult by burdening it further, nor should the Government involve itself in the question. This much relief can certainly be expected with our  own  Government  in  power,  viz.,  that   workers,   both   men and women, working in the Kasturba Trust and other national institutions, will not have to face the difficulties they did under the British rule.
 Q. If the sevikas who have  received  training  start working for  the Communist Party, what should one do?  Should  one  ask  them  to  refund  the expenses incurred on their training? Again, if women from the Communist Party or the Socialist Party request for training being given to them, should they be given the training? And should we take in trainees recommended by the Government?
 
 G. It cannot of course be a happy situation if we train workers and are then denied the benefit of their services. But we must not be disappointed. If the Government sends us trainees and pays their expenses we must give them the training. And we must emphatically tell the trainees that courtesy demands that they observe the conditions that go with the training. We must not worry which is a trainee follows, or which party she comes from. We must be satisfied if she signs the pledge and follows the rules. This is not a sectarian organization or a party organization. It is an institution of service. We should not seek Government grants. We have to train women village workers for the revival of the villages.
 Q. Should we have prayers in the training institutions?
 G. Certainly, prayers we must have. In fact I hold that prayers must become a part of life. It is so with me. Prayer is the food of the soul. It is the broom to sweep away all the dirt from the mind. And the women getting instructions in the camp should as a matter of etiquette present themselves for prayers at the appointed time. Whether they are believers or non-believers, whether they have faith in prayers or not, they must attend the prayers. It cannot be without its effects.
[From Gujarati]
 Dilhiman Gandhiji—II, pp. 43-5
 "
5,"December 	7, 1947",SPEECH AT PRAYER MEETING,"
        NEW 	DELHI, 
    BROTHERS 	AND SISTERS,  December 	7, 1947 
  	Today I wish to talk to you about a very complicated matter, which 	is also rather sensitive. It has appeared in the newspapers. You 	will have seen that yesterday some Hindu women workers went to 	Lahore and met some Muslim women there.libtech_7_footnoteThey discussed the     A 	joint appeal to the people of Pakistan and India to restore all 	abducted women was made by the representatives at the Conference. 	Prominent among the signatories to the appeal were: Ghazanfar Ali, 	Iftikhar Hussain Khan of Mamdot, Begum Liaquat Ali Khan, Begum Shah 	Nawaz, Begum Bashir Ahmed, Iftikhar-ud-din,  K. 	C. Neogy, Swaran Singh, Rameshwari Nehru, Mridula Sarabhai and 	Kamaladevi Chattopadyaya. 
 question of what ought to be done about the Hindu women abducted by Muslims in Pakistan and the Muslim women abducted by Hindus and Sikhs in East Punjab. A very large number of Muslims have already left India and it is possible some more may yet leave. We should now resolve that not a single Muslim will be compelled to leave. If they voluntarily opt for Pakistan that is a different matter. But the fact is that no one wants voluntarily to leave India. Why should anyone want to give up one’s house and property? It is not as if they had houses and properties waiting for them in Pakistan. Those voluntarily opting for Pakistan or going for the sake of jobs are very few, which is natural because there are not enough jobs for them in Pakistan. And if their established businesses in India are not affected, there is no reason for them to go.
 But what of the women? This is a complicated question. Some say that about 12,000 women had been abducted by Hindus and Sikhs and twice that number had been abducted by Muslims in Pakistan. Some others say that this estimate is too low. I would say 12,000 is not a small number. Why, a thousand, or even one, is not a small number. Why should even a single woman be abducted? It is barbaric for a Hindu woman to be abducted by a Muslim or a Muslim woman to be abducted by a Hindu or a Sikh. Some people believe that 12,000 represents a very conservative figure. Let us say that 12.000 is women had been abducted by Muslims of Pakistan and another 12,000  women had been abducted by Hindus and Sikhs of East Punjab. The problem is how to recover them. The women workers had been to Pakistan to consider how to solve this problem. The Hindu and Sikh women carried away by force should be restored to their families. Similarly the Muslim women taken away should be restored to theirs. This task should not be left to the families of the women. It should be our charge. They also met Ghazanfar Alilibtech_8_footnoteand a police officer whose name I forget. Mridulabehnlibtech_9_footnoteand Rameshwaribehnlibtech_10_footnote, who had been to Lahore, both gave me separate reports and told me that they discussed
 
 the question of how abducted women should be recovered. Obviously it will not do to send police parties or armed units as an escort for these women. Of course some Hindu and Sikh women workers could go to Pakistan accompanied by police officers from East Punjab to bring back the abducted women. But this is not being done. It is said that the women concerned do not now want to return, but still they have to be brought back. Muslim women similarly have to be taken back to Pakistan. It is also said that the Sikh and Hindu women concerned have embraced Islam and married their Muslim abductors. It could be true. Bat I do not admit that they are not willing to return. Similar is the case of Muslim women in India.
 We have become barbarous in our behaviour. It is true of East Punjab as well as of West Purjab. It is meaningless to ask which of them is more barbaric. Barbarity has no degrees. Raja Gazanfar Ali says that both parties have indulged in atrocious behaviour. It is not necessary to ask who has been more guilty. Atrocities have  taken place on a mass scale and it is irrelevant who took the first step. The need is for women who have been abducted and harassed to be taken back to their homes. It is my belief that the police cannot do this. The army cannot do this. Yes, a team of women workers could be sent to East Punjab and another team to West Punjab but I do not think that would be effective. I can say as a man of experience that this is not the way to do this work. This is a task for the Governments to tackle. I am not saying that the Governments were behind the abductions. It was not the Government of East Punjab which organized abductions. In East Punjab Hindus and Sikhs were responsible for them and in West Punjab Muslims were responsible. What further investigation is required? Whatever the number—I put it at 12,000 at least—East Punjab and West Punjab should return them.
 It is being said that the families of the abducted women no longer want to receive them back. It would be a barbarian husband or a barbarian parent who would say that he would not take back his wife or daughter. I do not think the women concerned had done anything wrong. They had been subjected to violence. To put a blot on them and to say that they are no longer fit to be accepted in society is unjust. At least this does not happen among Muslims. At least Islam is liberal in this respect, so this is a matter that the Governments should take up. The Governments should trace all these women. They should be traced and restored to their families. The police and women social
 workers cannot effectively deal with this. The problem is difficult, which means to say that public opinion is not favourable. You cannot say that all the 12,000 women were abducted by ruffians. I do not think that is the case. It is good men that have become  ruffians.  People are not born as goondas; they become so under certain circumstances. Both the Governments had been weak in this respect. Neither Government has shown enough strength to recover the abducted women. Had both the  Governments  exercised  authority, what happened in East Punjab and West Punjab would not have happened. But our independence was born only three months ago. It is still in its infancy.
 In my view Pakistan is responsible for spreading this poison. But what good can come from apportioning responsibility? There is only one way of saving these women and that is that the Governments should even now wake up to their responsibility, give this task the first priority and all their time and accomplish it even at the cost of their lives. Only thus can these women be rescued. Of course we should help the Government if it requires help.
 As I told you yesterday I should not speak for more than fifteen minutes; so I end here. Two or three minutes are still left but I shall not use them.
[From Hindi]
 Courtesy: All India Radio. Also Prarthana Pravachan—II. pp. 178-82
 "
6,,A NOTE,"
  
 Decemebr 8, 1947
 It would of course be best if a woman could remain unmarried her whole life. But only one in a million would be able to do so. Desire for marriage is a natural thing. There is nothing to be ashamed of in it. To believe marriage to be a fall has an adverse effect on the mind and causes harm in many other ways. The best way is to treat marriage as a religious duty and to exercise the utmost self-restraint in the married state. The householder’s state is one of the four states of Varnashrama. The other three states depend on it. But these days marriage has become a means of indulgence and that has led  to terrible consequences.
Women should regard the duties of the householder’s state as
 religious duties and live accordingly. Personally I believe the if we give thought to it and live the householder's life with the same strict discipline which a sannyasi follows, we would find that a householder's path is much harder to follow than becoming a sannyasi, that it is a path full of thorns. But a rosebush is full of thorns and yet when the roses bloom in the midst of those thorns, the whole bush looks grand. We should strive to reach the condition of the rosebush.libtech_11_footnoteHence we should marry not with the motive of physical pleasure but to cultivate self-control and bring lustre to the householder's dharma. That will immensely increase our capacity for service. If a woman filled with such a spirit of service chooses as partner a man with similar feelings, the united power of service of the two could benefit the country many more times than the service of either of them singly. Similarly, if the householder's life, as I have said, is a religious duty, motherhood automatically becomes one. That duty is much more arduous. In  order to fulfil it, the couple should practise self-control and bring forth progeny with a due sense of religious and moral responsibility. For that, women should know the rules of physical, mental and spiritual hygiene. The woman who presents the country with healthy, vigorous and well-brought-up children also serves the country. If the couple have the spirit of service in them, their children are bound to be influenced by it and will themselves take up work of service when they grow up. The point I wish to make is that those who are inspired by a total spirit of service will serve under all conditions. If the couple do not live their life in the spirit of service, they will be nothing but imposters. Their having been married will then have no meaning. The argument that after marriage no work of service is possible has no substance. It depends entirely on the marrying couple. As my explanation shows, marriage puts the partners to a severe test but also helps them to render service.
 
[From Gujarati]
 Dilliman Gandhiji – II, pp. 49-50
 
 
 
 
 
  "
7,"December 8, 1947",A NOTE,"
  
 December 8, 1947
 To live, man primarily requires two things - food and clothing. And the means of solving the problem are simple. One way is to accept gifts. But begging never helps the poor to solve their problem. On the contrary, they lose their spirit and become weak and indolent. Another way is to take up a job. But service, too, does not make one self-reliant. The third way is to produce the things one needs. There are two means of doing that the charkha and the mill. Through mills we can produce cloth on a large scale and become self-sufficient as a community but not as individuals. There is talk about a third world war. If a third world war breaks out, it is doubtful whether we shall not be dragged into it. But I leave that question aside, though I can say with confidence that if India only makes up her mind, not only can she keep herself away from war but she has the strength to prove to the world the futility of war. But today while brother is cutting brother’s throat in our own country, with what face can I promise that? I therefore leave that question aside for the present.
 But if unfortunately for the country it is attacked by bombs, the first targets will be the mills and not the homes where the charkha is plied. If, when the mills are razed to the ground as a result of the bombing, the charkha and the takli are plying, we shall not feel helpless and the world will see that though India’s mills had been reduced to ashes, she was still standing on her feet.
[From Gujarati]
 Dilliman Gandhiji— II, pp. 51-2
 "
8,"December 8, 1947",A FOREWORD,"
  
 Charlie Andrewslibtech_12_footnotewas simple like a child, upright as a die, and shy to a degree. For the biographerslibtech_13_footnotethe work has been a labour of love. A life such as Andrews’ needs no introduction. It is its own introduction.
 NEW DELHI, December 8, 1947
 Charles Freer Andrews, p. 15
 
  "
9,"December 8, 1947",NO LIMITATIONSlibtech_14_footnote,"
  
A correspondent says in substance:
 Individual ahimsa I can understand. Corporate ahimsa between friends is also intelligible. But you talk of ahimsa towards avowed enemies. This is like  a mirage. It will be a mercy if you give up this obstinacy of yours. If you do not, you will forfeit the esteem you enjoy. What is worse, you, being  considered a Mahatma, mislead many credulous persons to their own and society’s harm.
That non-violence which only an individual can use is not of
 much use in terms of society. Man is a social being. His accomplishments to be of use must be such as any person  with sufficient diligence can attain. That which can be  exercised  only among friends is of value only as a spark of non-violence. It cannot merit the appellation of ahimsa. “Enmity vanishes before ahimsa”, is a great aphorism. It means that the greatest enmity requires an equal measure of ahimsa for its abatement. Cultivation of this virtue may need long practice, even extending to several births. It  does  not become useless on that account. Travelling along the  route,  the pilgrim will meet richer experiences from day to day so that he may have a glimpse of the beauty he is destined to see at the top. This will add to his zest. No one is entitled to infer from this that the path will be a continuous carpet of roses without thorns. A poetlibtech_15_footnotehas sung that the way to reach God accrues only to the very brave, never to the fainthearted. The atmosphere today is so much saturated with poison that one refuses to recollect the wisdom of the ancients and to perceive the varied little experiences of ahimsa in action. “A bad turn is neutralized by a good”, is a wise saying of daily experience in practice. Why can we not see that if the sum-total of the world’s activities was destructive, it would have come to an end long ago? Love, otherwise ahimsa, sustains this planet of ours.
 This much must be admitted. The precious grace of life has to be strenuously cultivated, naturally so because it is uplifting. Descent is easy, not so ascent. A large majority of us being undisciplined, our daily experience is that of fighting or swearing at one another on the slightest pretext.
 
 This, the richest grace of ahimsa, will descend easily upon the owner of hard discipline.
 NEW DELHI, December 8, 1947
 Harijan, 14-12-l947
 "
10,"December 8, 1947",SPEECH AT PRAYER MEETINGlibtech_16_footnote,"
        NEW 	DELHI, 
  Silence 	Day, December 8, 1947  	A Muslim organization has cautioned me against taking at face value 	anything said to me whether by a Hindu or a Muslim and making it the 	basis of an argument. It suggests that I had better investigate the 	matter first and then decide what to do and it adds that  I should 	personally visit Kathiawar and see things for myself. I have already 	said that this is a thing I cannot at present undertake. I should do 	what I can remaining in and around Delhi. Those who offer me advice 	forget that so far it has been possible to have the charges 	withdrawn. When one wants to arrive at the truth for the sake of the 	truth, the result is always good. This has been repeatedly tried. In 	such matters patience and perseverance are of the utmost importance.  	I keep receiving letters from Sind. There is one from Karachi which 	says: “There are no killings but Hindus cannot live here with 	honour and dignity. The Muslims who have gone there from India can 	enter any Hindu homes at will and announce their intention to stay 	there. They have no authority, but we dare not say no to them. There 	had been innumerable incidents of this kind. The Karachi of a few 	months ago has become a thing of dreams.” This is the substance of 	the letter which is very long. What the letter says can, I feel, be 	believed. It means that there is total anarchy there. This is the 	way of killing people slowly. There is also such a thing as killing 	souls. I appeal to Pakistan to stop this lawlessness. It is a 	disease and the sooner it is got rid of the better.  	Sugar has been decontrolled. Cereals, pulses and cloth will soon be 	decontrolled. The purpose of decontrol is not to bring down the 	prices all at once. The purpose for the present is to make our life 	natural. Controls imposed from above are always bad. In our country,    
 this is especially so because we have a vast population spread over a country 1,900 miles long and 1,500 miles broad. I do not take count of Pakistan here. We are not a martial nation. We produced, or at any rate we can produce, our own food and enough cotton for our requirements. When controls are lifted people will have a feeling of freedom and they will also have the right to make mistakes. This is an age-old way of making progress to advance by making mistakes and rectifying them. If you keep a child wrapped up in cottonwool it will die or become stunted. If you want to see him grow into a strong man you will have to train him to stand every kind of weather. Similarly if the Government deserves to be called a government it must teach people how to face shortages. It must teach them to weather bad times by united effort. It is no good helping them somehow to keep alive without their having to work for it.
 Viewed thus, decontrol means that instead of merely a few people in the Government the millions have to learn to be farsighted. The Government will have to assume fresh responsibilities on behalf of the people so that it can discharge its obligation towards them. It would have to improve transport. It would have to teach people ways of improving the yield. In this matter the Food Ministry will have to pay more attention to small farmers than to big landlords. The Government thus has on the one hand to trust the people as a whole and keep a watch on their occupations and on the other to keep in mind the interest of the small farmers. So far no attention has been paid to them and yet a large majority of the population consists of them. The peasant himself consumes what he grows. He sells his small surplus in order to buy the other necessities of life. One consequence of controls was that the peasant could realize only a very low price from the market for his produce. Therefore in so far as the peasant gets a higher price for foodgrain the price of foodgrain will increase. The consumer should not mind that. The Government will have to see that any benefit from the rise in prices under the new arrangement goes wholly to the farmer. This will have to be explained to the people every day or at least every week. Millers and all kinds of middlemen will have to co-operate with the Government and work under its direction.
 I think this is being done. All these various persons and organizations should work in full concord and in full co-operation. So far they have always exploited the poor. The rivalry that has so
 marked their attitude to each other should go. Especially in the matter of food and cloth no one should work for the sake of profit. If decontrol leads to traders making larger profits, then the purpose of decontrol will be defeated. Let us hope that capitalists  and businessmen will offer full co-operation.
[From Hindi]
 Courtesy: All India Radio. Also Prarthana Pravachan—II, pp. 182-5
 "
