footnote_no,footnote
libtech_1_footnote,1The superscription 	is in Urdu.
libtech_2_footnote,1 Thou
libtech_3_footnote,2 You
libtech_4_footnote,1She had been 	working on a Tamil version of Tulsidas’s Ramayana.
libtech_5_footnote,2Illegible in the 	source
libtech_6_footnote,"2In this the 	addressee had referred to interviews he had given to Subhas Chandra 	Bose and said that the latter refused to support the Government’s 	plan about political prisoners unless a time-limit was set for the 	release of all the prisoners. He had asked Gandhiji whether he 	accepted the Government scheme, and, if he did not, sought his 	consent to making public the correspondence on the subject."
libtech_7_footnote,1God
libtech_8_footnote,"1The note is written 	on the reverse side of a letter from the addressee, dated September 	11, 1938."
libtech_9_footnote,"1This was intended for, persons, mentioned at the end, each of whom was required to read it and pass it on to the next person on the list."
libtech_10_footnote,1Written on a used envelope with the postmark bearing the date “12-9-1938”
libtech_11_footnote,"1According to 	Gandhi—1913-1948, 	Gandhiji in order to give rest to his hands began dictating letters 	by pointing to letters on a board about this date."
libtech_12_footnote,"2The addressee in 	his letter had expressed his concern at the impasse on the Federal 	question and suggested a common statement being made by Jawaharlal 	Nehru, Subhas Bose and other known leaders on the question so as to 	make an impression on British public opinion."
libtech_13_footnote,1Vide the 	preceding item.
libtech_14_footnote,1Pyarelal’s mother
libtech_15_footnote,"2The addressee had asked: “When shall we see the first seven Congress Premiers doing their work in the glorious tradition of the Congress, i. e., the people commending their work? ”"
libtech_16_footnote,1Celestial courtesan
libtech_17_footnote,1In his letter dated 	August 25 the addressee had complained to Gandhiji that 	Rajagopalachari had opposed the Temple Entry Bill moved by him 	although he had himself drafted it and said that Harijans were 	exercised over this question “and contemplating repudiation of the 	Poona Pact.”
libtech_18_footnote,1This is in English.
libtech_19_footnote,"2According to a note 	at the top of the letter, Ramdas had returned from South Africa and 	was in Bombay at the time."
libtech_20_footnote,1A word here is 	illegible in the source.
libtech_21_footnote,"1This was obviously 	written after “Letter to Amtussalaam”, 14-9-1938. By that date, 	the addressee had not heard from Abdul Ghaffar Khan."
libtech_22_footnote,1The addressee’s 	telegram is dated 15-9-1938.
libtech_23_footnote,3The two words are 	indistinct.
libtech_24_footnote,"2For earlier letters 	to the addressee, vide 	“Letter to 	Atulanand Chakrabarty”, 23-6-1937, “Leter to Atulanand 	Chakrabarty”, 28-8-1937 and “Letter to Atuanad Chakrabarti”, 	8-6-1938"
libtech_25_footnote,4ibid
libtech_26_footnote,3 ibid
libtech_27_footnote,"2From the 	contents; vide 	“Letter to 	Munnalal G. 	Shah”, 21-8-1938 & 	“Letter to 	Prabhavati”, 16-9-1938"
libtech_28_footnote,4 ibid
libtech_29_footnote,1In a note 	the addressee says 	that he received the 	letter  on 	 this  date 	immediately after it was written.
libtech_30_footnote,"1The addressee, 	a political 	prisoner, was released 	from a Bihar 	jail on ground 	of ill-health; vide 	“Telegram to 	Private Secretary 	to the 	Viceroy”, 1-9-1938 	and “Letter to Lord 	Brabourne”, 7-9-1938"
libtech_31_footnote,2Illegible in the 	source
libtech_32_footnote,"5Vide “Letter 	to Carl Heath”, 13-9-1938"
libtech_33_footnote,"1From the contents, specially from the reference to Ramdas’s arrival, presumably in Bombay; he reached there from South Africa on September 17, 1938; vide “Letter to Purushottamdas Thakurdas”, 13-9-1938 and “Letter to Prabhavati”, 16-9-1938"
libtech_34_footnote,"2Vide “ 	Letter to Mahadev Desai”, 14-9-1938"
libtech_35_footnote,1The significance of 	this is not clear.
libtech_36_footnote,"2Baban Gokhale, addressee’s husband"
libtech_37_footnote,3Vide footnote 2 on the following page.
libtech_38_footnote,
libtech_39_footnote,2Gandhiji had 	scribbled this on a letter dated September 16 from the addressee who 	had touchingly described Amtussalaam’s joy when Gandhiji gave her 	a massage.
libtech_40_footnote,
libtech_41_footnote,1Vide the 	following item.
libtech_42_footnote,
libtech_43_footnote,"1Vide the following item, where Gandhiji mentions Drs. Jivaraj Mehta and Gilder having examined Mahadev Desai and advised him complete rest."
libtech_44_footnote,2Drs. Gilder and Jivaraj Mehta
libtech_45_footnote,1The Sunday preceding September 24
libtech_46_footnote,"1This and the 	following two notes to the addressee, all undated, have been placed 	according to the order in which they occur in Bapuke 	Patra–8 : Bibi 	Amtussalaamke Naam. 	They were evidently written before Gandhiji left Segaon to visit the 	N. W. F. P. on September 19."
libtech_47_footnote,2Presumably G. D. 	Birla
libtech_48_footnote,3Of Bengal
libtech_49_footnote,"1The letter bears 	the addressee’s note : “Monday morning, September 19”, 	presumably, the date of receipt."
libtech_50_footnote,2Passion
libtech_51_footnote,"1The letter 	seems to have 	been written before Agatha Harrison left England in 	October 1938 	and since Gandhiji had 	left Segaon on 	September 19, 	1938, this 	letter is likely to have been written on or before that date."
libtech_52_footnote,1Free from passion
libtech_53_footnote,2Wife of N. M. Khare
libtech_54_footnote,1Narayan Moreshwar 	Khare
libtech_55_footnote,1From the contents; 	ibid
libtech_56_footnote,"1Gandhiji arrived in Delhi, where this and the following three notes were evidently written, on September 20. They have been assigned G.N. numbers in reverse order, a procedure followed with regard to all the photostats of the year."
libtech_57_footnote,1This is in English.
libtech_58_footnote,2Gandhiji is quoting 	a line from Narasinha Mehta.
libtech_59_footnote,3The letter is 	incomplete.
libtech_60_footnote,"4This was sent as an 	enclosure to “Letter to Amrit Kaur”, 8-10-1938."
libtech_61_footnote,"1This was written 	before Rentia Baras 	which fell on 	September 21, 1938."
libtech_62_footnote,"1This was drafted by 	Gandhiji; vide 	“Discussion with 	Communists”, Before 11-11-1938. The resolution was passed by the 	Working Committee, which met in Delhi from September 23 to September 	25 and later, on September 26, by the"
libtech_63_footnote,2The news item 	carrying the report is dated September 23.
libtech_64_footnote,1This was in reply 	to the Trivandrum Law College Union’s message regarding the 	situation in Travancore.
libtech_65_footnote,1Chhaganlal Gandhi
libtech_66_footnote,"3From The 	Bombay Chronicle and 	Gandhijiki Dilli 	Diary, Part II"
libtech_67_footnote,2Gratification of 	sense
