footnote_no,footnote
libtech_1_footnote,"1This was drafted by 	Gandhiji; vide “Letter 	to Sir Charles Schwann”, 7-11-1906."
libtech_2_footnote,"2Schwann; vide 	“ Letter to Sir 	Charles Schwann,”, 7-11-1906."
libtech_3_footnote,"1“Circular for Meeting at House of Commons”, 5-11-1906."
libtech_4_footnote,"1The address at the 	top would suggest that the letter was from Dadabhai Naoroji, but 	this copy was found among Gandhiji's papers. Gandhiji's letter to 	him dated November 17 (vide 	“Letter to Dadabhai 	Naoroji”, 17-11-1906) shows that, during the Deputation's stay in 	England, Mr. Naoroji sent all papers received from South Africa to 	Gandhiji who returned them offering comment and explanation and 	sometimes suggesting courses of action. It is thus very likely that 	Gandhiji drafted the letter because of his ready familiarity with 	the South African situation."
libtech_5_footnote,"1Vide 	“Representation to 	Lord Elgin”, 3-11-1906."
libtech_6_footnote,"1Vide “Ritch's 	Speech at East India Association”, before 18-12-1906."
libtech_7_footnote,2Assassinated in 	July 1909 by an Indian terrorist at the Imperial Institute in London
libtech_8_footnote,"2The letter of 	sympathy, mentioned in “Letter Sir Charles Dilke”, 3-11-1906."
libtech_9_footnote,"1Sir John David Rees, (1854-1922); Indian Civil Service, 1875; Government Translator for Tamil, Telugu, Persian and Hindustani, Under-Secretary to the Madras Government; British Resident in Travancore and Cochin; additional Member of Governor-General Of India's Council; author of Tours in India, The Mahommedans, The Real India, Modern India, etc."
libtech_10_footnote,2The original has 	“Grand Tea Room”.
libtech_11_footnote,"1Vide “Letter 	to J. D. Rees”, 6-11-1906, enclosure."
libtech_12_footnote,"1This was prepared by Gandhiji to apprise sympathizers, particularly members of the introducing deputation, of the real scope and nature of the Ordinance."
libtech_13_footnote,"1For the form of this certificate, vide appendix."
libtech_14_footnote,"1Vide “Legalized 	Robbery”, 17-3-1906."
libtech_15_footnote,"1Vide 	“Representation to 	Lord Elgin”, 3-11-1906."
libtech_16_footnote,"1Vide “Draft 	Petition to Lord Elgin”, before 8-11-1906."
libtech_17_footnote,"1(1839-1903); first Prime Minister, and Colonial Secretary of Natal, 1893-7."
libtech_18_footnote,"1Vide ‘‘Interview 	to South Africa”, 	1-11-1906,"
libtech_19_footnote,2Not available
libtech_20_footnote,3Possibly addressed 	to the Press and members of the deputation
libtech_21_footnote,
libtech_22_footnote,"1Several members 	spoke. Sir Henry Cotton, the Chairman of the meeting, said that, 	under this Ordinance, British Indians were placed under the 	surveillance of the police in a manner which could not be 	differentiated from the treatment given in England to prisoners who 	were released from jail. Mr. Ally appealed in the name of 	Christianity and humanity for the support of British Members of 	Parliament in freeing Indians from a degrading law. Sir Charles 	Dilke said that it was notorious that there was a great jealousy of 	Indians because they made such admirable shopkeepers and medical 	men. Mr. Joseph Walton, Mr. Harold Cox and Mr. Higham supported a 	proposal to sign a memorial to the Prime Minister regarding the 	status of British Indians in the Transvaal. Sir Henry Cotton summed 	up the feelings of the meeting by saying that the question had 	become one of Imperial importance and had thus been taken out of the 	realm of party politics. A resolution supporting the objectives of 	the Deputation was then unanimously adopted."
libtech_23_footnote,"1The petition 	was clearly 	drafted by Gandhiji. 	It was enclosed 	with the “Letter 	to S. Hollick”, 	of 8-11-1906."
libtech_24_footnote,2This statement shows direct knowledge of happenings both in the Transvaal and England; it was moreover found among Gandhiji's papers. These facts would' suggest that the statement was drafted by him
libtech_25_footnote,"3The only cable 	available on the subject does not contain the text of the 	resolutions but only requests the withholding of Imperial sanction 	to the Ordinance. Vide 	“Cable to Secretary 	of State for Colonies”, 8-9-1906 and “Cable to Viceroy of 	India”, 8-9-1906."
libtech_26_footnote,"1Vide “Letter to Lieutenant-Governor”, 1-5-1903, enclosure."
libtech_27_footnote,"1Vide “Circular for Meeting at House of Commons”, 5-11-1906."
libtech_28_footnote,"1Mahomed Hafeji Moosa; Vide “Transvaal Permit Ordinance”, 29-9-1906."
libtech_29_footnote,"1Vide “The 	Punia Case”, 29-9-1906."
libtech_30_footnote,"1At one time 	Assistant Editor, The 	Times of India; 	Secretary of 	Indian section 	of Royal 	Society of Arts; 	he interested 	himself in the 	problems of 	uncovenanted civil 	services of India."
libtech_31_footnote,"1The extracts, which are not available, were presumably to be inserted here."
libtech_32_footnote,"1The reference is to “Draft Petition to Lord Elgin”, 8-11-1906. Vide also “Letter to S. Hollick”, 6-11-1906."
libtech_33_footnote,"2Vide 	“Representation to 	Lord Elgin”, 3-11-1906."
libtech_34_footnote,"1While our source is the minutes in Colonial Office records, incomplete versions are found in Gandhiji's typewritten office copy S. N. 4512 and also in The South African Blue Book, C. D. 3308."
libtech_35_footnote,"1Vide “The Transvaal Ordinance”, 29-9-1906."
libtech_36_footnote,"1Vide “The Transvaal Bazaars”, 19-11-1903."
libtech_37_footnote,"2This was presented 	when the Deputation met Lord Elgin on November 8, 1906."
libtech_38_footnote,"4For a summary, vide 	“The Transvaal 	Ordinance”, 29-9-1906."
libtech_39_footnote,"1Vide “Letter to Colonial Secretary”, 25-8-1906."
libtech_40_footnote,2The Original has “strange”.
libtech_41_footnote,3 ibid
libtech_42_footnote,
libtech_43_footnote,"1Vide “The Punia Case”, 29-9-1906."
libtech_44_footnote,"1Alleging that the Deputationists did not represent the Indian community and that Gandhiji was a professional agitator, etc. Vide appendix."
libtech_45_footnote,1(1849-1912); 	journalist and publicist; founder-editor of The 	Review of Reviews
libtech_46_footnote,"1“Draft Petition 	to Lord Elgin”, 8-11-1906."
libtech_47_footnote,2Mayor of Durban.
libtech_48_footnote,2ibid
libtech_49_footnote,2 ibid
libtech_50_footnote,"1The deputation 	waited on Mr. Morley on November 22, 1906."
libtech_51_footnote,2Dr. William Godfrey and C. M. Pillay.
libtech_52_footnote,2A note 	on the 	office copy 	shows that this 	letter was 	sent to 	“all  the gentlemen 	who formed the deputation to Lord Elgin”.
libtech_53_footnote,2Vide the 	following item.
libtech_54_footnote,"1Held on November 7. Vide “Meeting at House of Commons”, 7-11-1906."
libtech_55_footnote,2Not available
libtech_56_footnote,3The repetition of this sentence is due perhaps to an oversight.
libtech_57_footnote,"1This, it would 	appear, was not sent."
libtech_58_footnote,"4The words here are overtyped and illegible. Vide “Letter to J. W. Macintyre”, 10-11-1906, who was asked to send her address."
libtech_59_footnote,2The original has 	the word “secret” which is scored out. Gandhiji apparently 	intended to replace it by “private”—which is how he describes 	the deputation proceedings elsewhere.
libtech_60_footnote,"1Dr. Oldfield wrote 	two articles on “Indian Parents' Duty” for Indian 	Opinion, which were 	published on January 5 and January 12, 1907."
libtech_61_footnote,"3The Conservative 	Party was not represented in the deputation although, according to 	Sir Henry Cotton the Transvaal Indian Deputation had the “complete 	sympathy” of individual Conservative Members; vide 	“Deputation to Lord 	Elgin”, 8-11-1906."
libtech_62_footnote,"1The last paragraph 	of this item would suggest that this was completed on or after 	November 10, 1906; Vide 	“Letter to O. H. A. 	Johari”, 10-11-1906."
libtech_63_footnote,"2F. H. Brown was 	not in the list, circulated by Gandhiji, of members who were   to wait in deputation on Lord Elgin; vide “Deputation to Lord Elgin”,8-11-1906."
libtech_64_footnote,1The British in India were also referred to as Anglo-Indians.
