footnote_no,footnote
libtech_1_footnote,1From Mahadev Desai’s “Weekly Letter”
libtech_2_footnote,2Temple priest
libtech_3_footnote,1The source has this letter after the entries for September 2.
libtech_4_footnote,1Gandhi Club
libtech_5_footnote,1Of the building of the Madras and Southern Maharatta Railway Employees’ Union at Perambur
libtech_6_footnote,2Of Rs. 1607
libtech_7_footnote,1Miss Ananda Bai of the Law College had collected Rs. 150.
libtech_8_footnote,"1Vide “Speech at Voorhee’s College, Vellore”, 30-8-1927."
libtech_9_footnote,1Gandhiji uses the English word.
libtech_10_footnote,"1Bhagavad Gita, 	VI. 5"
libtech_11_footnote,"1St. Matthew, vii. 21"
libtech_12_footnote,1At Triplicane Beach
libtech_13_footnote,"4Vide “Speech 	at Voorhee’s College, Vellore”, 30-8-1927."
libtech_14_footnote,2This was published 	under the caption “Two Speeches”.
libtech_15_footnote,"3From The 	Hindu, 5-9-1927"
libtech_16_footnote,
libtech_17_footnote,1S. Srinivasa Iyengar
libtech_18_footnote,2At Delhi
libtech_19_footnote,"1At Singarachari Hall, Hindu High School, Triplicane"
libtech_20_footnote,2From the reference 	to taking interest in the women labourers at the Ashram
libtech_21_footnote,1III. 12
libtech_22_footnote,"1Without body; in 	Indian mythology, sexual desire is symolized by a deity without a 	body. The body of the God of love perished in the fire from Siva’s 	third eye."
libtech_23_footnote,1In the source this letter appears after the entries for September 5.
libtech_24_footnote,1A word is undecipherable here.
libtech_25_footnote,"1At Mani Aiyar Hall, 	Triplicane"
libtech_26_footnote,2Oilman
libtech_27_footnote,"1Vide “Total Prohibition”, 8-9-1927."
libtech_28_footnote,"2From The Hindu, 7-9-1927"
libtech_29_footnote,"1In reply to addresses, one by the members of the Hindi Premi Mandal and another by the staff and workers of the Hindi Prachar Press"
libtech_30_footnote,
libtech_31_footnote,3A proper name also meaning ‘silly’
libtech_32_footnote,"4From the contents, which suggest that the letter was written earlier than the letter of September 14, 1927 to the addressee"
libtech_33_footnote,"4Vide “Interview to The Statesman”, 10-11-1896, “Letter to The English- man”, 13-11-1896, “Interview to The Englishman”, on or before 13-11-1896,  “Speech at Public Meeting, Poona”, 16-11-1896, “Statement of Expenses”, 1896, “Telegram to the Viceroy”, 30-11-1896, “Letter to The Englishman”, 30-11-1896 and “Interview to The Natal Advertiser”, 13-1-1897."
libtech_34_footnote,1Mirahebn explains : 	“I had been having a severe attack of malaria. My temperature had 	been up to over 105.”
libtech_35_footnote,"1Vide “Chirala-Perala”, 25-8-1921."
libtech_36_footnote,"1Vide “Notes”, 25-8-1927, sub-title “Insolent Reminders”."
libtech_37_footnote,"1This was published under the caption, “Two Speeches”."
libtech_38_footnote,1The principal of the College in his vote of thanks said that attempts were being made to throw open the College to all classes of Indians.
libtech_39_footnote,1At Kalmandapam 	Maidan
libtech_40_footnote,"1Vide “Speech at Public Meeting, Madras”, 4-9-1927."
libtech_41_footnote,3Ibid
libtech_42_footnote,"1Vide “The Neill Statute and Non-Violence”, 29-9-1927."
libtech_43_footnote,"1A Gujarati version of this was published in Navajivan, 11-9-1927."
libtech_44_footnote,"2Vide “Discussion with Neill Statue Volunteers”, 6 & 7-9-1927."
libtech_45_footnote,3In May 1925
libtech_46_footnote,4“A dull person into a man of perfect illumination” is a paraphrase. The literal meaning is : “Nothingness into fullness.”
libtech_47_footnote,"5Vide “The Credentials”, 1896, “The Grievances of the British Indians in South Africa : An Appeal to the Indian Public”, 4-8-1896, “Notes on the Grievances of the British Indians in South Africa”, 22-9-1896, Speech at Public Meeting, Bombay”, 26-9-1896, “Letter to F. S. Taleyarkhan”, 10-10-1896, “A Letter”, 16-10-1896, Letter to The Times of India”, 17-10-1896, “Letter to G. K. Gokhale”, 18-10-1896, “Letter to F. S. Taleyarkhan”, 18-10-1896, “Speech at  Meeting, Madras”, 26-10-1896 and “Preface to the Second Edition of the ‘Green Pamphlet’ ”."
libtech_48_footnote,
libtech_49_footnote,"6Vide “Speech at Citizens’ Meeting, Bangalore”, 28-8-1927."
libtech_50_footnote,"1He who gathers up all objects of natural affection—mother, father, brother, son and wife, wealth, home, friends and family—like strands, and makes of them one strong rope to bind his soul to my feet; he who looks on all with an impartial eye and has abandoned all desire, and in whose heart is neither joy nor sorrow nor fear, such a saint abides in my heart like riches in the heart of an avaricious man. Saints like yourself are dear to me; it is only for their sake I am constrained to take on mortal form."
libtech_51_footnote,"2Dwijendranath Tagore, elder brother of Rabindranath Tagore"
libtech_52_footnote,1Sandals made out of the hide of dead cattle were presented to Gandhiji and Kasturba.
libtech_53_footnote,"1At Singrachari Hall in Hindu High School, Triplicane"
libtech_54_footnote,"1The concluding paragraph of this letter of April 19, 1925; read : “No, my dear Satyamurit, I feel a broken man. I feel that my work is over and somebody is constantly calling me from the other side. I should love now to give up all this fight and worry and retire to seclusion. Surely the last few years—may be a very few— should be given to God. The work should be taken up by younger men—yours affectionately, C. R. Das.”"
libtech_55_footnote,"2While unveiling a portrait of Gandhiji in the same Hall, C. R. Das had said :  “I followed Mahatma Gandhi because my soul ascended to his. But I shall refuse to agree to anything which my soul does not ascend to. I have the highest respect, nay veneration, for the Mahatma; but I shall never trample my soul under my foot. The Mahatma knew that and I believe he respected me for that.”"
libtech_56_footnote,"1Presumably the Young India passage reproduced in, vide “A Candid Critic”, January 20, 1927"
libtech_57_footnote,"3By the Jain community, the general public and the Podu Jana Oozhiyar Sangham (Social Service League)"
libtech_58_footnote,1Mother India
libtech_59_footnote,"1Vide ‘Drain 	Inspector’s Report”, 15-9-1927"
libtech_60_footnote,2The source has 	“to”.
libtech_61_footnote,3The source has 	“commends”.
libtech_62_footnote,
libtech_63_footnote,"1Young India published this under the caption, “Three Speeches”. The first and the last paragraphs reproduced here are from The Hindu, 12-9-1927."
libtech_64_footnote,"1From the contents this letter appears to have been written before the letter to the addressee placed “before September 12, 1927” The Sunday prior to this date was September 11; vide “Letter to Gangabehn Vaidya”, beforeSeptember 12, 1927."
libtech_65_footnote,1At Nandanar School
libtech_66_footnote,2An “untouchable” devotee who became one of the sixty-three Saivite saints of Tamil Nadu
libtech_67_footnote,1From the contents; vide the preceding item
libtech_68_footnote,"1Vide “Drain 	Inspector’s Report”, 15-9-1927."
libtech_69_footnote,2From the reference to the addressee’s going for relief work; vide
libtech_70_footnote,"1Mirabehn explains : “After the severe attack of malaria, I was on my way to Poona for recouping my health.”"
libtech_71_footnote,3From the reference to the “Monday letter”. (which is the one dated 12-9-1927)
libtech_72_footnote,"1The year is 	inferred from the reference to Gandhiji’s inability to go to the 	Ashram, as also from the discussion about the work to be taken up by 	the addressee."
libtech_73_footnote,1A variety of coarse cloth
libtech_74_footnote,2The year is 	inferred from the reference to Mayavaram.
libtech_75_footnote,
libtech_76_footnote,1Vide the preceding item.
libtech_77_footnote,"1Vide “Drain 	Inspector’s Report”, 15-9-1927."
libtech_78_footnote,"1The year is 	inferred from the reference to Gandhiji’s tour programme and to 	Abdul Rashid, the assassin of Swami Shraddhanand."
libtech_79_footnote,2From the reference to Gangabehn Jhaveri becoming President of the Ashram Women
libtech_80_footnote,"1Vide “Speech at Reception at Mayavaram”, May 1, 1915."
libtech_81_footnote,1The source has “day”.
libtech_82_footnote,2A small piece of fine cloth wound around the spindle to secure the position of the cord or to prevent the disc from moving back
libtech_83_footnote,1The source has 	“lakhs”.
libtech_84_footnote,"2An armed 	dacoity committed on 	August 9, 	1925 near Kakori railway 	station when 	cash and currency 	were plundered 	from the 	guard’s van 	of a 	train going to 	Lucknow from 	Moradabad; one 	person was 	killed. The 	dacoity, it 	was alleged, 	had been 	committed by 	certain members of 	the Hindustan 	Republican Association of 	United Provinces, the 	object of 	which was 	the establishment of 	a ‘Federated Republic 	of the United 	States of India’. 	Of the 	21 accused, 	two were 	acquitted, three 	were sentenced 	to death, 	one to 	transportation for 	life and the rest to 	terms of 	imprison- ment 	varying from five to 14 years."
libtech_85_footnote,1Mother India
