footnote_no,footnote
libtech_1_footnote,1From the postmark
libtech_2_footnote,1Held at 4 a.m.
libtech_3_footnote,1No such note 	appeared in Young 	India.
libtech_4_footnote,"1This was given to S. A. Brelvi, correspondent of the Eastern News and Press Agency, New York."
libtech_5_footnote,"1Vide “To 	the women”, 6-4-1930 and “To the women”, 13-4-1930."
libtech_6_footnote,"2The Anjar Prajakiya 	Parishad which was to be held on April 20, 1930"
libtech_7_footnote,"1From the contents 	it appears this was written before the letter to the addressee dated 	April 6, 1930."
libtech_8_footnote,2A Vanara 	messenger in the 	Ramayana
libtech_9_footnote,1Extracted from “Swaraj Gita”. The source does not mention either the places  or the dates of the speeches.
libtech_10_footnote,"1The first three paragraphs of this article are not translated here. They are covered by the first three paragraphs of “To the Women of India”, pp. 219-20."
libtech_11_footnote,"1One paragraph following this is not translated here. It is  covered  by paragraph 4 of “To the Women of India”, p. 220."
libtech_12_footnote,"2One paragraph following this is not translated here. It is  covered  by paragraph 5 of “To the Women of India”, p. 220."
libtech_13_footnote,"1Two paragraphs following this are not translated here. They are covered by the last two paragraphs of “To the Women of India”, p. 221."
libtech_14_footnote,"1Vide “Letter 	to Reginald Reynolds”, 4-4-1930."
libtech_15_footnote,"2After the addressee 	had written an apology to Wilson, author of the critical comment in 	the Indian Daily Mail, 	the latter sent a “very friendly reply” which was forwarded to 	Gandhiji."
libtech_16_footnote,2The passage 	from the book titled 	Aggrey of 	Africa by 	Edwin Smith had 	quoted Aggrey to 	say: “I 	stand for 	co-operation with 	the white 	man. Your friend Gandhi 	makes a mistake 	when he goes 	in for non-co-operation. 	So long 	as he persists in that policy he will never help India . . .”
libtech_17_footnote,1Gandhiji gave the 	interview after he had broken the salt law by picking up a lump of 	salt mixed with mud.
libtech_18_footnote,"1The arrests of 	Manilal Kothari, Ramdas and others were reported in"
libtech_19_footnote,"1From the reference 	to Surajbhan’s going to the Punjab, it appears this was written 	the same day as the preceding item."
libtech_20_footnote,1Gandhiji seems to 	refer to the women’s conference held at Dandi on April 13 which 	passed a resolution on prohibition. The preceding Monday was April 	7.
libtech_21_footnote,"1Monday, April 7, 1930"
libtech_22_footnote,1In which 	the addressee 	had said: 	“Forgive me if I 	appear to 	criticise. Your 	way of 	non-co-operation appears 	good for you. 	. . though 	you foresee 	bloodshed and enmity 	and further 	cleavage of the 	two races ahead . 	. . Aggrey’s way 	seems to 	me to be 	truly ‘the more 	excellent way’. I think 	he would 	have counselled ‘patience and 	still more 	patience’. . .”
libtech_23_footnote,"1From the reference 	to Ramdas Gandhi’s arrest the letter appears to have been written 	on Monday, April 7, 1930. Vide 	also “Letter to 	Prabhavati”, 10-4-1930."
libtech_24_footnote,2Wisdom. Sumati is 	the name of the addressee’s wife.
libtech_25_footnote,1Peace of mind
libtech_26_footnote,"1After the arrest of two volunteers at Aat, Gandhiji accompanied by Abbas Tyabji and Sarojini Naidu, visited the spot where satyagraha was offered. As Gandhiji was observing silence, he wrote a brief message on a piece of paper which was read out by the captain of the volunteers."
libtech_27_footnote,"2Wife of Kashinath 	Trivedi, then Assistant Editor of Hindi 	Navajivan. She was at 	the time residing in the Sabarmati Ashram."
libtech_28_footnote,"1Gandhiji reached 	Dandi on April 5, 1930."
libtech_29_footnote,"1Vide “Letter 	to Mirabehn”, 7-4-1930."
libtech_30_footnote,"2The first three paragraphs having been omitted, this refers to the first paragraph of the letter as given here."
libtech_31_footnote,"3Gandhiji reached 	Dandi on April 5, 1930. April 7 was a silence day. Gandhiji"
libtech_32_footnote,"1This sentence is from The Bombay Chronicle, 9-4-1930."
libtech_33_footnote,"1This was published with a note which read: “The following is an English translation of a message dictated by Gandhiji at Dandi on April 9, when there was a strong rumour of his impending arrest. A month has gone by, but the message still holds good. We publish it today as a challenge to the honour and loyalty of India to meet the fiery ordeal that now lies before her.”"
libtech_34_footnote,"1Vide “The 	Immoral Foundaion”, 10-4-1930."
libtech_35_footnote,1Only extracts are reproduced here.
libtech_36_footnote,1Only extracts are reproduced here.
libtech_37_footnote,"1Vide “Letter to Lord Irwin”, 2-3-1930."
libtech_38_footnote,1From the 	Legislative Council
libtech_39_footnote,"2Jamnalal Bajaj was 	arrested at Juhu, Bombay, and sentenced to two years’ rigorous 	imprisonment."
libtech_40_footnote,1Given to a 	deputation of brokers from Bombay
libtech_41_footnote,"1Assistant Editor, Navakal, a Marathi daily from Bombay. He had joined the Dandi March as a satyagrahi."
libtech_42_footnote,"1Totaram Hingorani. her father-in-law; vide “Speech at Dandi”, 5-4-1930."
libtech_43_footnote,2This is not 	traceable.
libtech_44_footnote,"1About 5,000 villagers attended the meeting."
libtech_45_footnote,1This was sent in 	reply to the following telegram from the addressee: “After 	returning from the Assembly work at Delhi I immediately held 	conference of Maharashtra National Party and have decided to start 	and organize Salt Civil Disobedience in Maharashtra. Papers report 	your ill-health. Kindly relieve anxiety by wire.”
libtech_46_footnote,"1From the 	abrupt introduction of 	the subject-matter it 	appears this was 	written as 	an afterthought to 	the preceding 	item. Besides, this was 	to reach 	those wishing to attend 	the conference 	on April 	13; it 	could not 	therefore have been 	written later than April 11."
libtech_47_footnote,"1Women’s 	conference to further anti-drink campaign and boycott of foreign 	cloth. For Gandhiji’s article on the Conference which took place 	on April 13, 1930; Vide 	“Special task 	before women”, 17-4-1930."
libtech_48_footnote,"1Kunwar Suresh 	Singh, brother of Raja Saheb Kalakankar, was arrested in June"
libtech_49_footnote,2To Delhi
libtech_50_footnote,"1Wife of Dr. Jivraj Mehta, physician and Congress leader of Bombay"
libtech_51_footnote,"1The letter is not 	translated here. The correspondent, enclosing samples, had 	complained that many mills were manufacturing spurious khadi and 	selling it under the stamp of “pure swadeshi khadi”."
libtech_52_footnote,1Giver of plenty
libtech_53_footnote,"2Two paragraphs following this are not translated here. They are covered by paragraphs 11 and 12 of “To the Women of India”, p. 221."
libtech_54_footnote,1The source here is 	illegible.
libtech_55_footnote,"1Extracts from the speech were also published in Young India, 17-4-1930, under the heading “Men’s Part”."
libtech_56_footnote,"1The letter 	reached the addressee 	on April 	15, 1930. 	Besides, Gandhiji in his 	letter to 	Mahadev Desai dated April 	14, 1930 	(ibid.), 	mentions a change 	in his 	plan of 	going to 	Bombay on Thursday."
libtech_57_footnote,"1From its placing in Bapu’s Letters to Mira this seems to have been written in April 1930. There was no letter on April 28 (vide “Letter to Mirabehn”, 29-1-1930) and the one of April 21 is available. So this could belong to April 14 or some other Monday before that."
libtech_58_footnote,2From the reference to the “booklet” about which Gandhiji wrote in Hindi
libtech_59_footnote,"2Gandhiji reached 	Vejalpur on April 16, 1930. Besides, in the “Letter to Mahadev 	Desai”, 14-4-1930 (p. 260), Gandhiji mentions having written to 	him in the morning. It is likely this was the letter referred to."
libtech_60_footnote,1The addressee along 	with Jawaharlal Nehru had visited Jambusar towards the end of March 	1930 to see Gandhiji on his way to Dandi.
libtech_61_footnote,3Satyagraha Yuddha
libtech_62_footnote,"1Jawaharlal Nehru was arrested on April 13, 1930."
libtech_63_footnote,"1Motilal Nehru, in 	his reply 	dated April 17, said: 	“Your telegram. Fully 	appreciate your 	point. Would 	have liked personal talk 	but consider  longer 	interregnum harmful 	and gladly 	place my whole-time 	services such as 	they are 	at nation’s 	disposal under your guidance. Assuming charge today. Issuing statement.”"
libtech_64_footnote,1The source does not 	give the name of the addressee. But in the G.N. collection the 	letter is listed as addressed to Lakshmidas Shrikant.
libtech_65_footnote,2A lota is a metal jug.
libtech_66_footnote,3The rest of the 	letter is not available.
libtech_67_footnote,"1This paragraph is taken from a report in The Bombay Chronicle, 16-4-1930."
libtech_68_footnote,1This paragraph is 	taken from The Bombay 	Chronicle report.
libtech_69_footnote,
libtech_70_footnote,"3Literally, of the Government"
libtech_71_footnote,"1Mahadev Desai’s article entitled “A Brazen Lie” was published in Young India, 10-4-1930."
libtech_72_footnote,"1These four paragraphs have been taken from “Women in Conference”, Young India, 17-4-1930."
libtech_73_footnote,1This paragraph has been taken from Young India.
libtech_74_footnote,"1This and the following two paragraphs have been taken from Young India,"
libtech_75_footnote,"1The last two sentences and the following two paragraphs have been taken from Young India, 17-4-1930."
