chapter_no,date,title,content
1,"July 	23, 1908",SPEECH AT MASS MEETING,"
       [JOHANNESBURG,  July 	23, 1908]  On 	the 23rd ultimo, all Indian business throughout the Transvaal ceased 	for the day, as a mark of respect towards the Chairman of the 	Hamidia Islamic Society, Imam Abdul Kadir Bawazeer, and the other 	Indian leaders who had been sentenced to imprisonment with hard 	labour for hawking’ without licences, as a protest against the 	Transvaal Government’s breach of faith. Indian hawkers and pedlars 	ceased their rounds, much to the discomfort of those European 	housewives who depend so entirely upon the services of these men.  A 	large and 	enthusiastic meeting 	of over 	1,500 personslibtech_1_footnoteassembled in 	the precincts 	of the 	Hamidia Mosque, 	Fordsburg, and listened 	intently to the 	addresses delivered 	by Mr. Gandhi and other speakers. A few delegates from Reef towns 	attended though none were 	  specially  invited.   	Mr.   Essop 	 Ismail  Mia  presided.	The following 	is the full text of Mr. Gandhi’s speech:  	I shall read to you telegrams that have been received  from several 	parts of South Africa in reply to the request of the British Indian 	Association and the Hamidia Islamic Society that all our brothers 	throughout South Africa should close all Indian business— stores 	as well as hawking—out of regard for the Chairman of the Hamidia 	Islamic Society, who is also the Assistant Priest of this very 	Mosque under whose shadow we are standing this afternoon. The 	response received has been most generous, and it shows how well the 	different portions of the Indian community in South Africa have been 	knit together. I think we may congratulate and thank the Government 	upon having, perhaps unconsciously, assisted us in doing this 	wonderful thing. I think that a new spirit has been infused into 	Indians throughout South Africa, and if that spirit continues, I 	think that we shall have to thank the Government for it. Last 	January, when we embarked upon the passive resistance struggle in 	earnest, the ground had been prepared for close upon 16 months, but 	it was only in the month of January last that General Smuts and his 	co-Ministers were able to test the reality of the feeling that 	underlay the whole Indian agitation against the Asiatic Act, which, 	rightly or wrongly, Indians considered constituted an attack on 	their self-respect, their honour and their religion, but perhaps the 	finishing touch was not put upon the whole thing when the prisoners 	were suddenly discharged owing to      
 the compromise. That finishing touch, in my opinion, is being placed upon the whole thing on this occasion. Evidently, General Smuts has been in-formed by some enemies from out of our own camp that the agitation last year and during the month of January was mostly manufactured and that I was principally instrumental in keeping the fire up. I think that General Smuts has now, by this time, come to understand that the agitation was not manufactured,  that  the movement was absolutely sincere and spontaneous, and, if I had any part in connection with the movement, the part that I played was that of a humble interpreter bet-ween the Government and my own countrymen. I was undoubtedly the first man to inform the community of what the Asiatic Act meant. I was the first one undoubtedly to point out that it bristled with objections, religious, and on the score of the community’s Honour, but, having done that, I claim to have done everything that it was my duty to do. It was the Indians themselves who recognized the importance of the obje-ctions that I ventured to place before them, and they decided solemnly and sincerely not to accept the Act. And here we are today in order to emphasize our objections, and we find also that one of the best men in South Africa among our own countrymen, the respected Chairman of the Hamidia Islamic Society, has chosen to go to gaol rather than enjoy the liberty that he had received owing to his having received the volu-ntary registration certificate. He chose to suffer with his humbler coun-trymen, the hawkers, and he felt that he himself would place himself in the same category and suffer imprisonment for the sake of the honour of India, for the sake of the hawkers themselves, whom the Government wanted to have in their grip; and we have assembled this afternoon to do honour to that beloved fellow-countryman of ours, as also the others who have gone with him to share the miseries of a gaol life. It is true that the imprisonment is to last only four days—but is it only? Indians, who have not been used to a gaol life, who have never been able to accommodate themselves to the hardships of life, to them even a day’s imprisonment is a great thing, and does not sentiment count for some-thing in matters of this sort? We and the European Colonists have known all along that Indians would rather pay large sums of money in fines than go to prison. That feeling has been shared universally by the Indians in South Africa, and, yet, today we find the respected Cha-irman of the Hamidia Islamic Society, we find other prominent Ind-ians, willingly going to gaol, not because there is artificial agitation, but because they think sincerely that  India’s  honour is at stake, they feel that their self-respect is going to be lost, if they do not stand up and give a proper fight, and that fight not a fight with any weapons but the cleanest. The cleanest weapon that we have
 
2	THE COLLECTED WORKS OF MAHATMA GANDHI
 
 discovered in self- defence is the weapon of passive resistance, is the acceptance of a gaol life or whatever the Government may choose to impose upon us for a breach of its laws which we cannot, as human beings, accept. The tele-grams that the British Indian Association and the Hamidia Islamic Society have received are from Pretoria, Durban, Fortuna, Warmbaths, Volksrust, Ermelo, Potchefstroom, Zeerust, Klerksdorp, Standerton, Middelburg,  Salisbury,  Christiana, Rustenburg, Kimberley, Nylstroom, Roodepoort, Lichtenburg, Lydenburg, Vereeniging, Pietersburg, Ven-tersdorp, Heidelberg, Cape Town and Springs. I dare say there are more telegrams still lying at the office. I shall venture to read a few of these  telegrams.  The  purport of all is sympathy and support to the cause of the British Indians, and decision to close all business throug-hout these places.
 [Mr. Gandhi then read the telegrams.]
 These telegrams show that the Indians are absolutely unanimous in the Transvaal, and the incarceration of the Chairman shows also that there is absolutely no difference of opinion between Mahomedans and Hindus, that all the different races of India who are in South Africa have met in a common cause and well have they met, seeing that the difficulties that surround one portion of the community surr- ound all the other portions of that community. Gentlemen, our own position is absolutely clear. Our friends have advised us and told us that we should wait, that we should not take strong measures, and that we should not take any step that might be irrevocable. I do not quite understand the meaning of this advice. I do know this, that the ques- tion of the burning of the registration certificates should not be defi- nitely decided Until we know exactly the legislation that the Govern- ment intend to pass. That we have done. Beyond that it is impossible for the Indian community to go. The Government have put a barrier between those who have taken out voluntary registration certificates and those who are now coming into the country, and who are entitled to come in. The Government ask them to submit to the law. It is im- possible for these men to do any such thing at all, especially when their rights have been safeguarded under the compromise. What are these men to do? Are they not to trade until they have received their registration certificates? Are they to live upon the charity of their fellow-countrymen? I think that it is utterly impossible. Then these men must honestly earn their livelihood, and the only advice that it was possible for the British Indian Association to give these men was to trade in spite of the refusal to issue licences on the part of the Lic- ensing Officer.libtech_2_footnoteThe hawkers and store-keepers whose licences ended
 
 
 on the 30th day of June are also in a similar plight. They are now called upon by the Government to submit to the Asiatic Act so far as licences are concerned, before licences can be issued to them. Are they then to sit still? Are they not to trade until it pleases the Govern- ment to bring forward their legislation? It is not we who are waiting, or who can afford to wait. It is utterly impossible for us to take up any such position. We are taking no irrevocable step, but we are taking every step that we must take in self-defence. If we are to live in this country as honest citizens, if we are to earn our livelihood honestly, then it is absolutely necessary that we carry on our usual occupations, and for these occupations are required licences, and, if the Govern- ment will not issue these licences, it is necessary for us to trade without them. Some hawkers have already taken out licences. I understand that 300 have had licences issued to them without submission to the Asiatic Act. Four hundred have taken out licences by giving thumb- impressions. They did not know what they were doing. They did not know that they were submitting to the Asiatic Act by giving thumb- impressions. The balance have now come to know what the Govern- ment intend to do. Are they, again I ask, to sit still and not carry on their occupation? It is utterly impossible. It might be asked why should prominent Indians go and take up hawking and force matters. The answer is obvious and very simple—it is not possible for these men to sit still and remain in their homes, when they see poor hawkers, who perhaps do not understand the position just as well as the leaders do, suffering. I think that the leaders would have failed in their duty if they had not come forward and taken up hawking for themselves, in order that they might be able to direct their poorer countrymen, in order that they might be able to explain the real position to their poorer countrymen.
 I understand that, this afternoon, Superintendent Vernon and a detective went amongst some of the Tamil members of the Indian community. He asked these men to produce their registration certifi- cates, and I understand also that there was hard swearing indulged in by one or other of the officials. I understand that it was Superinten- dent Vernon who used an expression unbecoming for me even to repeat. I will not repeat that expression. I do say this that, if my coun- trymen have the courage of their convictions, not a single Indian will show his voluntary registration certificate. The British Indian Associa- tion has called in all these registration certificates, in order that the poorer, the humbler, members of the community might be protected, and if they have to go to gaol for non-production of registration certificates, I do hope that they will go to gaol, and thus teach a lesson in civility to the police. I shall never forget the scene that was enacted
 before the Court House when Mr. Sorabji was sentenced to be impri- soned with hard labour for one month. I cannot easily forget the hus- tling that took place, the assaults that took place in front of the Court House, under the nose of the Magistrate as it were.libtech_3_footnotelibtech_4_footnoteI cannot easily forget how the constables, without the slightest provocation, without any warning being given to the British Indians, assaulted them, how they roughly handled them, and how they roughly shoved them from the verandah of the Court House. That shows what a bitter struggle is before us. That shows also how cheaply we are held in the estimation of the police, if not in the estimation of the citizens of the Transvaal and of South Africa. It is necessary then for British Indians to show in quiet, in dignity, in perfect calmness, in a perfectly law-abiding spirit, to show that they are not here to suffer such indignities, that they are not here to have their liberties trampled underfoot, and that if all these things are done in the name of His Majesty the King-Emperor, we are here also humbly to protest, and we are here also as British citizens to suffer for it, and to show the whole world what things are possible and done even in the British Empire, even under the British flag. We have been nurtured in British traditions. We have been told that [in the British Empire] even a lamb is free. “The lamb can go with the lion,” is a literal translation of a verse I was taught when I was a youth, when I was of school-going age. That verse has not yet been effaced from my memory. I do say here such a thing is not possible, that British Indians, because they are docile, because they are humble, because they do not want to tread upon anybody else’s corns, are being spat upon, are being ill-treated, and now we have got the Asiatic Ordinance to fight, which is intended to take away the very last vestige of self-respect from us. It is because we feel these things that we have met here to honour our countrymen who have gone to gaol, that those who are here may also have that courage, may also have sufficient self-respect in them to go to gaol, to suffer the same hardships, and if you do that, as surely as I am standing here today, a day will come when we shall regain our liberty, when we shall regain the full rights attached to British citizenship, when we will be respected even in theTransvaal as men, as human beings, and will not be treated as dogs.libtech_5_footnote
 Indian Opinion, 1-8-1908
 
 
is not available.
  "
2,"July 	24, 1908",LETTER TO “INDIAN OPINION”libtech_6_footnote,"
          THE 	EDITOR     JOHANNESBURG,  July 	24, 1908 
 INDIAN 	OPINION SIR,  	I wish to draw public attention to the case of R. Lalloo 	v. Rex, reported in the Press.libtech_7_footnotelibtech_8_footnoteThe 	  case,  which,  fortunately,  has  been  now considered by the 	Supreme Court, shows most clearly that the Immigrants’ Restriction 	Act does not prohibit the entry of those Asiatics who can comply 	with the education test. The summons issued against Lalloo charged 	him with contravening Section 25 of the Immigrants’ Restriction 	Act, in that he, being unable to write in European characters, 	having insufficient means to support himself, and being the minor 	child of a prohibited immigrant, was himself a prohibited immigrant. 	Had he, then, been able to satisfy the education test, assuming that 	he had sufficient means to support himself, he would not have been 	prevented from entering the country. Sir William Solomon, in giving 	judgment, said:  His 	(Sergeant Mansfield’s) evidence was that the prisoner could not 	write any document in a European language, and there was no denial 	of it. Ser- geant Mansfield could only have obtained the information 	either by asking the accused to write or the accused telling him 	that he could not write, in which case, it would have been a farce 	to call upon him to write a document in Eng- lish characters.  	It will, therefore, be seen that, according to the learned Judge, 	the Immigrants’ Restriction Act does not debar Asiatics possessing 	educational qualifications from entering the country. In the light 	of this judgment, the British Indian contention is absolutely upheld 	and strengthened by the incarceration of Mr. Sorabji, who lawfully 	entered under the Immigrants’ Restriction Act, but became a 	criminal because he would not submit to the Asiatic Act.  	There is, therefore, nothing new in the claim brought forward by the 	British Indian community in insisting on the retention of the right 	of entry on the part of educated Asiatics under the Immigrants’ 	Res-     
 triction Act. It is General Smuts who demands from British Indians their consent to an abrogation of that right, which Indians are in hon- our bound to resist.
    Indian 	Opinion, 1-8-1908  I 	am, etc.,  M. K. GANDHI "
3,"July 	24, 1908",LETTER TO DIRECTOR OF PRISONSlibtech_9_footnote,"
       [JOHANNESBURG,]  July 	24, 1908  [THE 	DIRECTOR 	OF PRISONS 	PRETORIA SIR,]  	Eight British Indian prisoners, who were imprisoned for haw- king 	without licences, were discharged today, and they have reported to 	my Association that, at the Johannesburg Gaol, for the morning meal, 	they were offered mealie pap, which they did not take at all, never 	having been accustomed to it. Consequently, they had to be satisfied 	with only rice at noon, and beans, if beans were available, for 	supper. These men were hard labour prisoners.  	My Association begs to draw your attention to the fact that Bri- 	tish Indians, as a body, are not used to mealie pap at all, and it 	is most difficult for them all of a sudden to take to that diet. In 	view of many more Indians suffering imprisonment in connection with 	the Asiatic struggle, I think it is but right for my Association to 	ask you  to change the diet scale for British Indians. My 	Association does not ask for any favours, but simply for a 	substitute which will be in keeping with the habits of British 	Indians. As the matter is rather urgent, my Association will be 	obliged if you will be good enough to give it immediate attention. 
        Indian 	Opinion, 1-8-1908  Also 	Colonial Office Records: 291/132             [ESSOP 	MIA 	CHAIRMAN,  BRITISH 	INDIAN 	ASSOCIATION] 
  "
4,,SORABJI SHAPURJI OF ADAJAN,"
  
 Mr. Sorabji Shapurji AdaJania has been sentenced to a month’s hard labour.libtech_10_footnotelibtech_11_footnoteWe take this to be the conferment of an honour on him. A time is coming when, to ascertain the number of titles a man holds, we shall have to inquire of him how often he has been to gaol. Sorabji’s case is different from those of the others and such as brings him greater credit. Other Indians went to gaol in defence of their own rights as well as those of others. They were all, however, residents of the Transvaal. Sorabji is not domiciled in the Colony. He did not have to defend any rights of his own. Sorabji has gone to gaol exclusively for his country’s sake, and in defence of educated Indians’ [rights]. Other Indians were not awarded hard labour, but Sorabji has been. He and his family deserve to be complimented on all this. But the best compliment Indians can pay Sorabji will be to remain very firm, to achieve the objective which he has sought to serve by going to gaol, and to follow him there. That would be the right way of congratu- lating him.
 We will not commiserate with him or his family. Imprisonment is our destiny. It contains the seeds of our freedom, so that there is no call to console those who are gaoled.
 The hardships of gaol must be looked upon as comforts. Only when we are inspired with such courage and such ideals shall we be able to fulfil our tasks.
 We print a photograph of Sorabji in this issue. Everyone will admire his courage. Few indeed are the heroes who join the fray from no Other motive than the [pleasure of] battle.
[From Gujarati]
 Indian Opinion, 25-7-1908
 "
5,,INDIAN TRADERS IN NATAL,"
  
 The case Mr. Haffejee of Richmond only confirms what we wrote  earlier.libtech_12_footnoteInfluenced  by  the  whites,  the   Licensing   Court   has cancelled his licences. There is only one way out for Natal Indians, or for Indians in any Colony for that matter: to resort to satyagraha. As long as that is not done, Natal Indians will not be able to rest in peace.
Most of the members who took part in a recent debate in Natal
 
 Parliament said that the Indian traders should be turned out. Mr. Wylielibtech_13_footnotealso expressed the same view. To send a petition  to  such  a Parliament will be worth while only as an act of courtesy. But the petition should be treated as the first step in satyagraha. It will be effective only if it is backed up by the power of the satyagrahic gun.
[From Gujarati]
 Indian Opinion, 25-7-1908
 "
6,,LETTER TO J. J. DOKE,"
         DEAR 	MR. DOKE,        [JOHANNESBURG] 
  	The questionslibtech_14_footnoteyou 	have asked me are very pertinent and very seasonable. If only the 	public can be induced to take sufficient inte- rest in the Asiatic 	question to understand what it is that we want, half the difficulty 	will be over.  	Speaking from a British Indian standpoint, British Indians have long 	since accepted the position that Asiatic immigration should be 	severely restricted; but, if the Colonists demand that even the most 	highly educated Indians shall not enter the Colony, they require not 	only the severe restriction of immigration, but total prohibition. 	What British Indians have offered is, in effect, equivalent to total 	prohibi- tion, and yet it is not quite that. Underlying the total 	prohibition is the desire, I understand, that trade competition on 	the part of British Ind- ians should be confined only to those who 	are domiciled in the Colo- ny. If that be so, the desire is entirely 	met by confining the entry of educated Asiatics only to those 	possessing education of a very high order; in other words, in 	practice it may be limited to professional men. I need hardly point 	out that a free and healthy Asiatic commu-     
 nity in the Transvaal would be impossible without, say, a few lawyers, a few doctors, a few teachers, and, it may be, a few preachers amongst them who are their own kith and kin. These should not come to the country on sufferance, but as a matter of right. These can never enter into competition with the Europeans; but, assuming that they would be men of the right stamp, they can promote the progressive growth of the Indian community in the Transvaal, and can only be of very great assistance to it, and, indeed, to the Colonists. The only reasonable way in which this can be done is by leaving the immigration law as it is, without making the principle of the Asiatic Act applicable to such cases, for the simple reason that no identification can be necessary for men of education. To ask us to consent to an alteration of the law so as to bring about absolute exclusion of educated Indians is not only an additional objection, but, in my opinion, an insuperable one. Of course, the Parliament of the Colony can at any time bring forward prohibitory legislation independent of our consent. I should person- ally strain every nerve to oppose absolute prohibition, and should ask my countrymen to offer passive resistance to such law. Whether I would be able to carry them with me or not in such a case, it is diffi- cult for me to judge at present, and passive resistance in connection with any such legislation can only mean that Indians would far rather leave the country than live in it deprived of the natural assistance of educated men such as I have described above. Passive resistance, in my opinion, means self-imposed suffering of an acute type, intended to prove the justice of the cause, and thus to bring conviction home to the minds of the Colonists. I hope that I have made the position clear.
 I am, Yours truly,
 M. K. GANDHI
 Indian Opinion, 25-7-1908
 "
7,"July 26, 1908",LETTER TO KHUSHALCHAND GANDHI,"
  
 JOHANNESBURG,
 July 26, 1908
REVERED KHUSHALBHAI,
 I write this letter in the middle of the night. There is no time to write at length. You ask me to look after “myself”, but we have been taught that the selflibtech_15_footnotedoes not die, neither does it kill nor cause anyone to be killed. If you mean by “self” the body and ask me to take care
 
 of it, would then point out to you that this has been dubbed  mohalibtech_16_footnoteby the Lordlibtech_17_footnote. What then shall I look after? I shall take care of the self only, that is, I shall try my utmost to realize it. One must cultivate the strength to sacrifice one’s body in the process if need be.
 I feel obliged to write this because, after much thought, I find some of our sayings and current precepts irreligious. The very book that   we  consider   the   supreme   scripturelibtech_18_footnote,  we   reject   altogether   in practice. I therefore propose to use all the strength at my command against this way of living.
 Respects from
 MOHANDAS
 From the Gujarati original in Gandhiji’s hand: C. W. 4840. Courtesy: Chhaganlal Gandhi
 "
8,"July 26, 1908",SPEECH AT MASS MEETING IN JOHANNESBURG,"
  
 [July 26, 1908]libtech_19_footnote
 Our Chairman has correctly explained why we have assembled here today. We have gathered here to honour the gentlemen who have been to gaol. They are prepared to go to gaol again. All the others should show the same resolution. Once we show that courage and fill all the cells in the gaols, the Government will have to yield. Going to gaol is the key which will open the locks of our disabilities. It is necessary that every Indian should be prepared for this. But not everyone here is sufficiently resolute. Perhaps [further] sentences may be for longer terms of imprisonment. What we need is courage. All the traders in Vereeniging have started going the rounds hawking. The Government has served them with a written notice to the effect that those who hawk without licences will be arrested. Going to gaol is the only course by which we can avert the hardships that lie in store. We should therefore always keep our eyes fixed only on gaol. The Government’s offer to exempt the voluntary registrants from the law, while enforcing it against the others, is a sort of bait. The Indian community must realize that even among the Indians the Government has created two classes. This is unjust. I would advise every Indian to
 
 fight unto death if the Asiatic law is retained. Licences and registers have not yet been received in sufficiently large numbers from the people. These should be handed over. I would also advise people to refuse thumb-impressions at Volksrust. Now we shall be deemed to have truly honoured those who have been to gaol only if we ourselves—all of us—go to gaol.
[From Gujarati]
 Indian Opinion, 1-8-1908
 "
9,"July 	27, 1908",LETTER TO A. CARTWRIGHT,"
        DEAR 	MR. CARTWRIGHT,      [JOHANNESBURG,]  July 	27, 1908 
  	Mr. Hosken very kindly showed me the Asiatic Voluntary Registration 	Bill that General Smuts intends to bring in. I need hardly say that 	it will never be accepted by the Indian community, if I know its 	temper well. It indirectly puts voluntary registrants in the same 	category as those who have accepted the Act. I draw your attention 	to the fact that it takes no note of pre-war refugees, whether 	holding [£]3 Dutch registration certificates or not. It rejects 	even the claims of those who hold Peace Preservation Ordinance 	permits and have thus a right to demand entry, and makes them liable 	to take out registration under the Asiatic Act. The Bill is, to my 	mind, a wanton insult to the intelligence of the Asiatics, whom it 	evidently assumes to be a lot of children who can be pleased by a 	little bit of gilding on the pill.  	I know that the Progressive Party has appointed a committee to  	consider this Bill, and then to confer with General Smuts. This 	party, therefore, evidently holds the trump cards. Will it play  	them  in  keeping with the title it has arrogated to itself, or will 	it throw British Indians overboard? Although Sir Percy Fitzpatrick, 	Mr. Chaplin, and Mr. Lindsay, as you are aware, at the meeting at 	which you were present, admitted the justice of the contention that  	those  who re-entered after the late compromise and had the right to 	do so should be treated the same as those who were in the Transvaal 	on that date, and that the rights of pre-war residents should be 	recognized. Now the Bill before me overrides all these things. It is 	a very subtle Bill, but it is also, I hope you will allow me to use 	the term, a fraudulent Bill. It will enable General, smuts to say 	that he does not take away the rights which he contendslibtech_20_footnotelibtech_21_footnoteare 	reserved by the Asiatic Act. Here lies the fraud    
 because he knows too well that Asiatics do not wish to receive any benefits under that Act.
 I  am  sending  you  a   copy  of  a  communicationlibtech_22_footnotewhich  I  am addressing to the chief members of the Progressive Party.
      ALBERT 	CARTWRIGHT, 	ESQ. 	PRETORIA CLUB PRETORIA  From 	a photostat of the typewritten office copy: S. N. 4852  I 	am, Yours truly, "
10,,SUMMARY OF LETTER TO CHAPLINlibtech_23_footnote,
