chapter_no,date,title,content
1,"February 	25, 1937",INTERVIEW TO DR. CRANElibtech_1_footnote,"
      [February 	25, 1937]libtech_2_footnote  GANDHIJI: I shall 	certainly give you my reaction to Christianity. Even when I was 18 I 	came in touch with good Christians in London. Before that I had come 	in touch with what I used then to call ‘beef and beer-bottle 	Christianity’, for these were regarded as the indispensable 	criteria of a man becoming a Christian, with also a third thing, 	namely, adoption of a European style of dress. Those Christians were 	parodying St. Paul’s teaching—‘Call thou nothing unclean’. I 	went to London, therefore, with that prejudice against Christianity. 	I came across good Christians there who placed the Bible in my 	hands. Then I met numerous Christians in South Africa, and I have 	since grown to this belief that Christianity is as good and as true 	a religion as my own. For a time I struggled with the question, 	‘which was the true religion out of those I know? But ultimately I 	came to the deliberate conviction that there was no such thing as 	only one true religion, every other being false. There is no 	religion that is absolutely perfect. All are equally imperfect or 	more or less perfect, hence the conclusion that Christianity is as 	good and true as my own religion. But so also about Islam or 	Zoroastrianism or Judaism.  	I therefore do not take as literally true the textlibtech_3_footnotethat Jesus is the only begotten Son of God. God 	cannot be the exclusive father and I cannot ascribe exclusive 	divinity to Jesus. He is as divine as Krishna or Rama or Mahomed or 	Zoroaster. Similarly I do not regard every word of the Bible as the 	inspired word of God even as I do not regard every word of the Vedas 	or the Koran as inspired. The sum total of each of these books is 	certainly inspired, but I miss that inspiration in many of the 	things taken individually. The Bible is as much a book of religion 	with me as the Gita and the Koran.  	Therefore I am not interested in weaning you from Christianity and 	making you a Hindu, and I would not relish your designs upon        
 me, if you had any, to convert me to Christianity! I would also dispute your claim that Christianity is the only true religion. It is also a true religion, a noble religion, and along with other religions it has contributed to raise the moral height of mankind. But it has yet to make a greater contribution. After all what are 2,000 years in the life of a religion? Just now Christianity comes to yearning mankind in a tainted form. Fancy Bishops supporting slaughter in the name of Christianity.
 DR. CRANE: But, when you say that all religions are true, what do you do when there are conflicting counsels?
 G. I have no difficulty in hitting upon the truth, because I go by certain fundamental maxims. Truth is superior to everything and I reject what conflicts with it. Similarly that which is in conflict with non-violence should be rejected. And on matters which can  be reasoned out, that which conflicts with Reason must also be rejected.
 DR. C. In matters which can be reasoned out?
 G. Yes, there are subjects where Reason cannot take us far and we have to accept things on faith. Faith then does not contradict Reason but transcends it. Faith is a kind of sixth sense which works in cases which are without the purview of Reason. Well then, given these three criteria, I can have no difficulty in examining all claims made on behalf of religion. Thus to believe that Jesus is the only begotten son of God is to me against Reason, for God can’t marry and beget children. The word ‘son’ there can only be used in a figurative sense. In that sense everyone who stands in the position of Jesus is a begotten son of God. If a man is spiritually miles ahead of us we may say that he is in a special sense the son of God, though we are all children of God. We repudiate the relationship in our lives, whereas his life is a witness to that relationship.
 DR. C. Then you will recognize degrees of divinity. Would you not say that Jesus was the most divine?
G. No, for the simple reason that we have no data. Historically
 we have more data about Mahomed than anyone else because he was more recent in time. For Jesus there are less data and still less for Buddha, Rama and Krishna; and when we know so little about them, is it not preposterous to say that one of them was more divine thananother? In fact even if there were a great deal of data available, no judge should shoulder the burden of sifting all the evidence, if only for the reason that it requires a highly spiritual person to guage
 the degree of divinity, of the subjects he examines. To say that Jesus was 99 per cent divine, and Mahomed 50 per cent, and Krishna 10 per cent, is to arrogate to oneself a function which really does not belong to man.
 DR. C. But, let us take a debatable point. Supposing I was debating between whether violence is justified or not. Mahomedanism would  say  one  thing, Christianity another.
G. Then I must decide with the help of the tests I have suggested.
 DR. C. But does not Mahomed prescribe the use of the sword in certain circumstances?
G. I suppose most Muslims will agree. But I read religion in a
 different way. Khan Saheb Abdul Ghaffar Khan derives his belief in non-violence from the Koran, and the Bishop of London derives his belief in violence from the Bible. I derive my belief in non-violence from the Gita, Whereas there are others who read violence in it. But if the worst came of the worst and if I came to the conclusion that the Koran teaches violence, I would still reject violence, but I would not therefore say that the Bible is superior to the Koran or that Mahomed is inferior to Jesus. It is not my function to judge Mahomed and Jesus. It is enough that my non-violence is independent of the sanction of scriptures. But the fact remains that religious books have a hold upon mankind which other books have not. They have made a greater impression on me than Mark Twain or, to take a more appropriate instance, Emerson. Emerson was a thinker. Jesus and Mahomed were through and through men of action in a  sense Emerson would never be. Their power was derived from their faith in God.
 DR. C. I will take a concrete instance now to show what I mean. I was terribly shocked on Monday. I counted 37 cows slain on the streets by Muslims in the name of religion, and in offence to the Hindu sentiment. I asked the Hindu friend who travelled with me why the Muslims did so. He said it was part of their religion. ‘Is it part of their spiritual growth?’ I asked him. He said it was. I met a Mussalman who said, ‘We both please God and ourselves’. Now here was a Mussalman revelling in a thing that outrages you and me too. Do you think all this is counter to the Koran?
G.	I	do	indeedlibtech_4_footnotelibtech_5_footnote.	Just    as    many	Hindu	practices,	e.g.,
 untouchability—are no part of Hindu religion, I say that cow-  slaughter is no part of Islam. But I do not wrestle with the Muslims who believe that it is part of Islam.
 
 DR. C. What do you say to the attempts to convert?
 G. I strongly resent these overtures to utterly ignorant men. I can perhaps understand overtures made to me, as indeed they are being made. For they can reason with me and I can reason with them. But I certainly resent the overtures made to Harijans. When a Christian preacher goes and says to a Harijan that Jesus was the only begotten son of God, he will give him a blank stare. Then he holds out all kinds of inducements which debase Christianity.
 DR. C. Would you say a Harijan is not capable of reason?
 G. He is. For instance, if you try to take work out of him without payment, he will not give it. He also has a sense of ethical values. But when you ask him to understand theological beliefs and categories he will not understand anything. I could not do so even when I was 17 and had a fair share of education and training. The orthodox Hindus have so horribly neglected the Harijan that it is astonishing how he adheres to the Hindu faith. Now I say it is outrageous for others to shake his faith.
 DR. C. What about a man who says he is commanded by God to do violence?
 G. There you would not put another God before him. You need not disturb his religion, but you will disturb his reason.
 DR. C. But take Hitler. He says he is carrying out God’s behest in persecuting the Jews and killing his opponents.
G. You will not pit one word of God against another word of
 God. But you will have to bear down his reason. For him you will have to produce a miracle which you will do when Christians will learn the art of dying without killing in defence of what they hold dearer then religion. But we can go on arguing like this endlessly. And then I may tell you that you are talking against time.
 And with this Gandhiji looked at the watch.
 DR. C. Just one question, then. Would you say then that your religion is a synthesis of all religions?
G. Yes, if you will. But I would call that synthesis Hinduism, and
 for you the synthesis will be Christianity. If I did not do so, you would always be patronizing me, as many Christians do now, saying, ‘How nice it would be if Gandhi accepted Christianity,’ and Muslims would be doing the same, saying, ‘How nice it would be if Gandhi accepted Islam!’ That immediately puts a barrier between you and me. Do you see that?
 DR. C. I do. Just one last question. In your Hinduism do you basically include the caste system?
G. I do not. Hinduism does not believe in caste. I would
 obliterate it at once. But I believe in varnadharma, which is the law of life. I believe that some people are born to teach and some to defend and some to engage in trade and agriculture and some to do manual labour, so much so that these occupations become hereditary. The law of varna is nothing but the law of conservation of energy. Why should my son not be a scavengar if I am one?
 DR. C. Indeed? Do you go so far?
 G. I do, because I hold a scavenger’s profession in no way inferior to a clergyman’s.
 DR. C. I grant that, but should Lincoln have been a wood-chopper rather than President of the U.S.A.?
 G. But why should not a wood-chopper be a President of the United States? Gladstone used to chop wood.
 DR. C. But he did not accept it as his calling.
 G. He would not have been worse off if he had done so. What I mean is, one born a scavenger must earn his livelihood by being a scavenger, and then do whatever else he likes. For a scanvenger is as worthy of his hire as a lawyer or your President. That, according to me, is Hinduism. There is no better communism on earth, and I have illustrated it with one verse from the Upanishads which means: God pervades all—animate and inanimate. Therefore renounce all and dedicate it to God and then live. The right of living is thus derived from renunciation. It does not say, ‘When all do their part of the work  I too will do it’. It says, ‘Don’t bother about others, do your job first and leave the rest to Him’. Varnadharma acts even as the law of gravitation. I cannot cancel it or its working by trying to jump higher and higher day by day till gravitation ceases to work. That effort will be vain. So is the effort to jump over one another. The law of varna is the antithesis of competition which kills.
 Harijan, 6-3-1937
 "
2,"February 	26, 1937",LETTER TO KAMALNAYAN BAJAJ,"
        SEGAON, 
    CHI. 	KAMALNAYAN,  February 	26, 1937 
  	I got your letter. You are getting more and more involved and here 	everybody is talking of calling you back soon. Your father-in- 
 law wants it to be early. So does Jankibehn. Father also is practically of the same view. I am neutral, though I don’t believe that you will bring home much from there. But I wouldn’t approve of calling you back so long as you are eager to continue there. If you wish to take up business, you should give up your desire for a degree. What will you do after becoming a barrister? Or a graduate? As I understand you, you wish to earn money. You do not wish to live on Father’s money or to become a sannyasi. If I am right, business is the proper field for you endeavour. If you agree with this, give up the desire to be a barrister or to get a degree. Your English must have improved sufficiently by now. If, however, you are keen on a degree and on going to Oxford or Cambridge, you may see Deenbandhu Andrews. Those whom I know at Oxford and Cambridge, I know through him. Please, therefore, see him. He will make the necessary arrangement for you. He lives at Cambridge. You know him, of course, but I am writing to him all the same. He will, therefore, remember when you write to him. His address is: Master’s Lodge, Pembroke College, Cambridge. Do whatever you do after full deliberation. Keep writing to me. You do seem to be a little lazy about writing.
 Blessings from
 BAPU
 From a photostat of the Gujarati: G.N. 3055
 "
3,"February 26, 1937",LETTER TO KRISHNACHANDRA,"
  
 February 26, 1937
 CHI. KRISHNACHANDRA,
 Your letter. What I meant was that if nothing is settled about you till then, you should do in July whatever you want to do. I shall also help you to the best of my ability. I hardly know anything about Ramana Maharshi. Whatever I know is only at second hand.
 Blessings from
 BAPU
 From a photostat of the Hindi: G.N. 4281. Also S.G. 57
 "
4,,OUR CATTLE WEALTH,"
  
 This is being written on Bakr-Id day—a day of rejoicing for Mussalmans and grief for Hindus. It is day of grief for  Hindus because their Mussalman brethern slaughter cows for sacrifice though
 they know that the cow is an object of worship and veneration for Hindus. Though I hold the cow as much in veneration as any Hindu and am responsible for bringing into being the— in my opinion— only scientific society for effectively protecting the cow, I have never sympathized with the Hindu grief and the implied anger against Mussalmans on Bakr-Id. The latter are undoubtedly foolish and obstinate in that they slaughter the cow and needlessly wound Hindu susceptibility. For there is no religious obligation on the part of Mussalmans to kill the cow on Bakr-Id or any other day. I have heard some Mussalmans arguing that Hindus by their worship of the cow make it obligatory on them to kill the cow. This borders on compulsion. But if the Mussalman is foolish and obstinate, the Hindu is criminally ignorant and indirectly becomes party to the slaughter of the cow by the Mussalman. For cows are sold by Hindus as a rule. Hindu grief and anger are uncalled for. Hindu ignorance  is responsible for many more deaths of cows than the deaths casused by the Mussalmans’ slaughter of the cow for one day in the year. Be it noted that Hindus are apparently quite reconciled to cow-slaughter on days other than Bakr-Id.
 I have in my possession startling authentic figures showing the annual slaughter of cattle and deaths from natural causes. According to the livestock census of 1935 about 80 per cent die naturally and 20 per cent are slaughtered. The percentage of natural death, however, varies according to locality. Where grazing conditions are good and cultivation careful, natural deaths fall as low as 7 per cent, and in famine zones they rise to 30 per cent. In the Bombay Presidency (British) it is estimated that there were, in 1935, 74.5 lakhs of cattle. Of these 9 lakhs died naturally against 2 lakhs by slaughter, i.e., 12 per cent against 3 per cent. In 1935 in British India, including Bengal and Bihar and Orissa, there were over eight crores of cows against just under three crores of buffaloes. Comparison between the census of 1935 and 1930 shows that buffalo wealth is on the increase three times that of the cow.
 Now it is common knowledge that the cow is generally owned by Hindus. If they removed their unpardonable ignorance, they could easily prevent many deaths from natural causes. I reproduce immediately below this note two extractslibtech_6_footnoteshowing why so many cattle die annually and what can and should be done to prevent this
 
 tremenduous waste of wealth. Time was when the number of cows was the measure of man’s wealth. Today the cows are a drag on a man’s possessions. It is almost like depreciation of currency. The only difference is that prevention of depreciation of cattle or rather cow currency is possible by internal effort. The effort is threefold:
  No 	waste of 	energy over 	persuading Mussalmans to 	give up 	cow-slaughter, whether 	for sacrifice 	or food. 	They must be 	put on 	their own honour.  Exclusive 	concentration on 	improvement of 	the cow and 	therefore giving up 	of buffalo milk 	and ghee.  Exclusive 	use of 	dead cattle 	hide and free use other 	than for 	food of all the parts of carcasses, and improvement in tanning. 
 The material for improvement is ready at hand in the numerous pinjarapoles and goshalas covering the whole land. The only thing needful is to remove certain prejudices and to conduct  these institutions on sound scientific lines.
 Harijan, 27-2-1937
 "
5,,VISIBLE AND INVISIBLE VICES,"
  
A khadi-worker writes:libtech_7_footnote
 It is good question. There should be no comparison of vices. As for me, I look upon untruth as the root cause of all sins. No institution which tolerates untruth can serve the community or survive for long. But when a man resorts to untruthfulness, it assumes various forms. It is a kind of immorality. Untruth rarely parades itself in naked form. An immoral person commits three sins. He is guilty of untruthfulness because he hides his misbehaviour. The misbehaviour itself is a sin. And thirdly, it demoralizes the other person with whom he misbehaves.
 All other vices which the correspondent has mentioned are abstract. We can neither see them nor catch them. They can be discussed only when they become manifest in action. Then only is it possible to think of remedies for them. Suppose a man hates another. As long as that hatred does not lead to some action, the hatred cannot be criticized nor can the jealous person be improved. But when that
 
 hatred causes any harm to another, then it can be condemned and the person deserves punishment. The fact is, sexual immorality is given a long rope in the social as well as the legal code, although it causes great harm to society. The thief gets stringent punishment and the poor fellow is almost ostracized by society. But the fashionable debauchee moves freely and goes scot-free. The law turns a blind eye to him. I am convinced that an institution pledged to the service of millions should have no room for debauchees, just as it has no place for thives and rowdies.
[From Hindi]
 Harijan Sevak, 27-2-1937
 "
6,,WHY SHOULD THREE ANNAS BE PAID?,"
  
 I am discussing here a difficulty which I am faced  with  in Segaon in trying to put into practice to some extent the ideas which I had expressed regarding the rate of wages earned by women spinners for yarn spun by them. I engage in, or permit, as little discussion as possible on the experiments which I am carrying on in Segaon and the hopes which I am entertaining because my experiments are still at a preliminary stage. I neither show definite results nor see any myself. I regard myself as an extremely cautious worker. I work out each task in a scientific spirit. A devotee of truth cannot function in any other way. While working in that manner, I feel it would be  thought improper for me to write anything at this stage about my experiments in Segaon. But there can be nothing improper in saying what I have been unable to accomplish to this day.
 Now, in my opinion, anyone who puts in one hour of diligent work should get one anna. So that a woman who spins skilfully for an hour should also be paid one anna. I have been unable to make any experienced person put this into effect; and that is as it should be. If crores of Indians start earning an anna an hour, India would become an economically prosperous country. Today, the average annual income of an Indian is fifty to sixty rupees; this is not the minimum income. If instead, the minimum income becomes one hundred and eighty rupees no one would starve.
 However, in Segaon, to this day, I have not been able to pay three annas for eight hours’ work to any unemployed person. In Segaon the rate for a man is three annas and for a woman five to six pice. Children of fifteen or sixteen earn something in between. If I
 could have my way, I would see to it that women are paid the same wages as men. But I have been unable to do even this little bit. And I have been unable to pay, or make others pay, the same rate to the unemployed as is paid to labourers in Segaon. This is because the rate  I have mentioned applies to those who do not ordinarily remain unemployed. What I desire is the capacity to pay three annas for eight hours’ labour to whosover comes in search of work. I have not been able to achieve that or make much progress. I cannot accept that I alone am to blame for this. Partly no doubt my own failing is responsible. But it is for this reason that I have proved for myself and others like me the necessity for living in village. It is not true that a few months’ stay in the villages enables one to solve all its problems. I have never imagined it can. One can have a grasp of rural problems and find solutions for them only when one stays in a village like a true villager from three to five years. Here I have merely noted the difficulties experienced in paying even the unemployed the wage of three annas. At the root of this difficulty I see our inveterate idleness.
 The unemployed are so indifferent that if entrusted with some work of which they have no experience, they are not even prepared to consider it. They have formed the habit of agreeing to everything, so they will nod their heads in assent to any suggestion but will do nothing beyond that. However, by mentioning these difficulties I have by no means expressed my despondency. I have expressed my sympathy towards other colleagues who experience similar difficulty. Idleness which has persisted for years cannot be got rid of all at once. Patience is what is required. We do not wish to give three annas or even more for eight hours’ work by way of a gift, but we wish to create conditions where people can earn this amount. In trying to achieve this lies the education and the test of social workers as well as villagers.
[From Gujarati]
 Harijanbandhu, 28-2-1937
 "
7,,DEFINITION OF POVERTY,"
  
 While discussing the question of providing work to the poor living in villages, a gentleman writes to say:
 You had once said that those who engaged labourers to plough their fields could not be called poor. But that is not enough. Can it be said that those who do not suffer from want of food and clothing and do not have to incur debts are not poor?
 This question may be answered in the affirmative as well as in the negative. If we consider the matter from the standpoint of health, few persons in the Indian climate suffer from want of clothes. This is because innumerable persons can do with loincloths, and it may be said that it does not harm the health. But even persons said to belong to the middle class do not get a proper diet from the nutritional standpoint. Except for a few wealthy people, all others are unable to get sufficient milk, ghee, vegetables and fruit. They may well afford a drop of dirty milk adulterated with water, and a small quantity of vegetables, but they never get fruit. And because of the want of these three things, crores of people in India, including those of the middleclass, can never maintain good health. Hence, if we examine the matter from the standpoint of health, the number of poor people increases greatly. This however is not the standpoint of the correspondent. For him the question of poverty has arisen in the
context of the problem of a minimum wage.
 My definition of poverty, if considered from that standpoint would run as follows: Those who, despite working the whole day, cannot earn even three annas are all poor, because the correspondent has before him only the problem of providing work to the unemployed in the villages. Although this is an imperfect definition, it is of importance to workers. The reason being that if poverty is considered from the standpoint of health, etc., all villagers and many city-dwellers also would be regarded as poor—and actually, they are so. But such a definition confuses the workers.
 This does not mean that such persons should not be served. The village-worker is constantly faced with problems of sanitation, health and economic betterment. He is constantly faced with problems of how people should get pure milk and butter-milk in their own villages, how they can obtain vegetables and fruit, how those who do not get sufficient coverings for the winter can do so. And his skill lies in solving these. But no one can solve all problems at once. It is for this very reason that I have given a working definition of poverty so that everyone can realize that it is their dharma to serve the maximum number of poor people and make a beginning in that direction.
[From Gujarati]
 Harijanbandhu, 28-2-1937
  "
8,"February 28, 1937",LETTER TO MOOLSHANKAR NAUTAMLAL,"
  
 SEGAON, WARDHA,
 February 28, 1937
 BHAI MOOLSHANKAR,
You did very well indeed in writing to me.
 I see no necessity for you to do anything which would hurt your parents’ feelings. It is only when parents push the children into an obviously immoral course of action that the latter are entitled to disregard them. There is nothing of the sort in your case. In many matters your parents are ready to go along with you. You can do a lot of service even while doing business. The ability to earn an honest cowrie is not easy to acquire. Even doing that is a form of service and also tests one’s intelligence. For the present, therefore, continue
patiently to do what you are doing.
 Continue to write to me whenever necessary. If you feel you must come and see me, you may do so.
 Blessings from
 MOHANDAS
 From a photostat of the Gujarati: G.N. 7946. Also C.W. 9463. Courtesy: Moolshankar Nautamlal.
 "
9,,LETTER TO SAMPURNANAND,"
  
 [February, 1937]libtech_8_footnoteHow is it that the majority of you Socialists keep such bad health?libtech_9_footnotelibtech_10_footnoteNarendra Dev is a chronic sufferer from asthma, Meherallylibtech_11_footnote
is  down   with  heart  trouble,  Jayaprakash  is  ill  and  now   you,  who
 seemed to be the healthiest of the lot, are also confined to bed. Evidently none of you can look after himself. Come to Wardha for some time and stay with me. I promise to send you back fully cured.
 Memories and Reflections, p. 97
 
 "
10,"March 1, 1937",MESSAGE TO INTERNATIONAL PARLIAMENT OF RELIGIONSlibtech_12_footnote,"
  
 [Before March 1, 1937]
 WISH	PARLIAMAMENT	SUCCESS.	WISH	IT	COULD	DO	SOME CONSTRUCTIVE WORK.
 The Religions of the World, p 80
 "
