footnote_no,footnote
libtech_1_footnote,"1Then secretary, 	Gujarat Provincial Congress Committee"
libtech_2_footnote,"1Vide “Letter To Jail Superintendent, Yeravda”, 29-6-1923."
libtech_3_footnote,1William I (1533-84); founder of the Dutch Republic; opposed Philip II in his persecution of Protestants and led a “War of Liberation” against Spanish armies and succeeded in gaining independence for a number of provinces of Holland.
libtech_4_footnote,"1Madan Mohan Malaviya (1861-1946); founder of the Banaras Hindu University; member, Imperial Legislative Council; President of the Indian National Congress, 1909, 1918"
libtech_5_footnote,11856-1926; nationalist leader of the Arya Samaj
libtech_6_footnote,"1In her speech, Sarojini Naidu had advised the children to be good to each other irrespective of the race they might belong to. Her concluding words were: “You are going to say: ‘We will not live in a country where there is division between race and race, where there is hatred and selfishness.’ When you love the whole world, the whole world will he full of peace and joy.”"
libtech_7_footnote,"1The contents 	indicate this period, when Gandhiji was convalescing at Juhu. May 23 	was the last Friday he spent at Juhu. Further, Gandhiji expresses 	his disinclination to have Kanti, Rasik and Manu brought to Bombay 	(vide “Letter 	to Mahadev Desai”, 12-5-1924), even as he does in the postscript 	to this letter."
libtech_8_footnote,"1The postmark bears 	‘the date 24-5-1924. The letter was, however written on Vaisakha 	Vad 5, i.e., 	23-5-1924."
libtech_9_footnote,"1The instructions 	were written 	on a telegram received 	from  Dipak Chowdhari on 	May 23, 1924, 	which read: “lf mother 	approves do you 	sanction my 	a minor’s 	joining Tarkeshwar Satyagraha.”"
libtech_10_footnote,"2The week-long consultations between Gandhiji, Motilal Nehru and C. R. Das had proved inconclusive. For the Swarajists’ statement, vide Appendix “Swarajists’ Statement on Council Entry”, 22-5-1924."
libtech_11_footnote,"2The addressee, a 	Sind Congress leader, had given Gandhiji news of an attempted 	forcible conversion of a Hindu in Sind. For details, vide 	“Hindu-Muslim 	tension: Its Cause and Cure”, 29-5-1924."
libtech_12_footnote,"31872-1950; mystic, 	poet and philosopher; settled at Pondicherry in 1910"
libtech_13_footnote,"1This was in 	reply to 	an open letter 	dated May 15, 1924, 	from Ali Hassan, 	Bar-at-Law, Patna, who 	wrote that 	the Non-co-operation 	movement had completely 	ruined the Muslims 	and their 	institutions like 	the Aligarh 	University, etc. He  requested Gandhiji to 	give up the movement and ask Hindus to treat Muslim better and 	accept their general superiority. Ali 	Hassan had 	sent the 	correspondence to 	New India 	for publication."
libtech_14_footnote,"1Gandhiji was arrested on March 10, 1922. He returned to the Ashram on May 29, 1924, after a lapse of 26 months."
libtech_15_footnote,"1Gandhiji had an attack of pleurisy in October 1914, of dysentery in August 1918 and of appendicitis in January 1924."
libtech_16_footnote,"1Presumably, “How Celibacy Can Be Observed”, 10-11-1921; vide “How Celibacy can be Observed?”, 10-11-1921."
libtech_17_footnote,"2Vide “Notes”, 	10-7-1924."
