chapter_no,date,title,content
1,,A GREAT FRIEND GONE,"
         	It is not usual in these columns to have obituary notices of all the 	great men who pass away. This is a journal devoted to a special 	cause. Such notices are taken generally only of those who had 	specially identified themselves with the Harijan cause. I had to use 	extraordinary self-restraint to avoid noticing Kamala Nehru’s 	death. It almost become an oppression. But I need exercise no such 	restraint about Dr. Ansari’s death. For he was essentially a 	symbol of Hindu- Muslim unity with Hakim Saheb Ajmal Khan. Dr. 	Ansari never wavered in his faith even when it was put to a severe 	test. He was an orthodox Mussalman proud of his descent from the 	helpers of the Prophet when the latter was most in need of help. His 	very staunchness and his intimate knowledge of Islam made Dr. Ansari 	a believer in Hindu-Muslim unity. It is no exaggeration to say that 	he had at least as many Hindu as he had Mussalman friends. He was 	one of the ablest physicians in all India. His advice was freely 	available to the poor of all races. And what he earned from the 	princes and rich men, he spent with both hands among his many needy 	friends. No beggar approached him without emptying whatever his 	pocket contained, and he never counted what he gave. He was a tower 	of strength  to  hundreds of men and women who swore by him. I have 	no doubt that he has left many literally weeping for the personal 	loss they have sustained. He has left a wife who is a philosopher 	though invalid. She is too brave and too much of a believer to shed 	a tear over her loss. But the many whom I have in mind are no 	philosophers. Their faith in God is vapoury; their fatih in Dr. 	Ansari was living. It was no fault of theirs that their faith in God 	was weak as with most of us. They had many proofs of the Doctor’s 	friendship when they thought God had forsaken them. They little knew 	that even the great Doctor could only help them so long as his Maker 	allowed him. Would that what he could not accomplish while he was 	alive would be accomplished by his death.  Harijan, 	16-5-1936   "
2,,HINDI OR HINDUSTANIII,"
  
 
 In the previous articlelibtech_1_footnoteI have already showed how and why I regard Hindi and Hindustani as synonymous terms and why it is necessary to retain the use of the word ‘Hindi’.
 An objection to the use of the word ‘Hindi’ has been thus stated in the letterlibtech_2_footnotereproduced in the last issue:
 It has been studied by Mussalmans in the past and they have done as much  if not more than their Hindu brethren to raise it to the status of a literary language. But it has also religious and cultural associations with which Mussalmans as a whole cannot identify themselves. Besides, it is  now  evolving a vocabulary that is exclusively its own and is generally unintelligible to those who know only Urdu.
 If the Mussalmans of old studied and enriched Hindi in the past, why should they of the present generation avoid it? Surely the Hindi of old had greater religious and cultural associations than modern Hindi has today. And should one avoid the use of a language because of its religious and cultural associations? Must I avoid Arabic and Persian for their religious and cultural associations? I may not be affected by the latter, if I do not want to be or if I have antipathy towards them. Surely if we are to live together as blood-brothers that we are, we may not fight shy of each other’s culture. And why quarrel with the use of Sanskrit words, in Hindi to the point of rebelling against the language itself? The unnatural process of using Sanskrit words in the place of simpler current words or giving the derived words their original Sanskrit form is undoubtedly a reprehensible practice and robs a language of its music. But a certain use of Sanskrit words, as the nation expands, is inevitable in the hands of Hindus who know only Sanskrit, as the use of Arabic is inevitable in the hands of Mussalmans who know only Arabic, though both write the same language and have no special likes or dislikes. Educated Hindus and Mussalmans will have to acquaint themselves with both the forms. Is this not true of all growing languages? Educated Englishmen know both ‘sympathy’ and ‘fellow-feeling’or ‘fatherly’ and ‘paternal’ or
 
 yearly’ and ‘annual’. The difficulty with us is that just now our hearts are not one and the best of us are affected by the virus of mutual suspicion.
 Hindi, Hindustani and Urdu are different names for the same speech just as the dialects of Cornwall, Lancashire and Middlesex are different names for the same speech. What is being aimed at today is not to evolve a new language but to adopt the language known under the three names as the inter-provincial language. I  believe  Shri  Munshi was right when he defended the form of the language used in Hans. For rendering, say, a Tamil or Telugu piece into Hindi or Hindustani, the use of Sanskrit words is almost inevitable, even as the use of Arabic words would be inevitable if one was translating an Arabic piece into Hindi or Hindustani. Rabindranath’s Gitanjali in Hindi would read much less musical than it does, if its Hindi or Hindustani translation studiously avoided the Sanskrit words with which Bengali is replete. Literary Musssalmans like Moulvi Abdul Haq Sahib or Aquil Sahib have but to make thier own contribution to the common speech to avoid its degenerating into a language only spoken by the Hindus. I would if I could wean them from treating the Urdu form as the exclusive speech of Mussalmans, as I would wean literary Hindus from treating Hindi as the exclusive speech of Hindus. If none of them is weaned, there will be no common speech for Hindus and Mussalmans of the North, no matter by what name it is known. Here at least, therefore, we do not need to quarrel about the name. Call it by what name you like, if only you mean the same thing in all sincerity.
 There remains the question of script. At the present moment insistence on Devanagari by Mussalmans is not to be thought of. Insistence on the adoption of Arabic script by the vast mass of Hindus is still less thinkable. What therefore I have suggested as the definition of Hindi or Hindustani is ‘that language which is generally spoken by Hindus and Mussalmans of the North, whether written in Devanagari or Urdu’. I abide by that definition, in spite of  protests  to  the  contrary. But there is undoubtedly a Devanagari movement  with  which I have allied myself whole-heartedly and that is to have it as the common script of all the languages spoken in the different provinces, especially those which have a large Sanskrit vocabulary. Anyway, an attempt is being made to transcribe in Devanagari script the most precious treasures of all the languages of India .
 Harijan, 16-5-1936
  "
3,"May 16, 1936",LETTER TO PURUSHOTTAM GANDHI,"
  
 NANDI DURG,
 May 16, 1936
 CHI. PURUSHOTTAM,
 You must have received an unexpected  letterlibtech_3_footnotelibtech_4_footnotefrom  me  even before I got yours. The noble hopes expressed in it could be entertained only of one like you brought up in the Ashram from childhood. Vijaya alone would know the state of her mind but you have to be a teacher to her. The circumstance is common in the Hindu family. If you wish to follow the duties of married life as I have suggested, I have also outlined its restriction in my article. If you find these difficult, it only means that you have not really understood the one purpose of sexual intercourse. Even to the husband the wife is a mother. It has been said in a book that the woman giving birth to a child gives birth to a portion of the husband himself, and that  therefore after she has conceived she deserves to be daily honoured with a namaskara much as his own mother. Such things are looked upon as intellectual indulgence. The conviction that such things need to be put into practice has not gone down people’s throat. Hence they turn a deaf ear to any talk of acting according to it. “The path of God is for the brave alone.” Read this to Vijaya if you think it fit.
 Blessings from
 BAPU
 
From a microfilm of the Gujarati: M.M.U./II
 "
4,"May 16, 1936",LETTER TO NARANDAS GANDHI,"
  
 May 16, 1936
 
 CHI. NARANDAS,
 Herewith a letterlibtech_5_footnotefor  Purushottam  and  Marybehn’s  letter  to you. Yesterday I had a telegram telling me of the death at Rishikesh of a very benevolent lady, Tarabehn Chesley, whom you do not know.
 
 She was on her way to Badri-Kedar with two other women. She was a learned person, living an exceedingly simple life.
 Kusum is having a nice time. She comes out daily for a walk with me. I do hope this place will help her recover her health. Kanu moves about, absorbed in his work. He has been trying to train his hand on the dilrubalibtech_6_footnotelibtech_7_footnote, and his instrument accompanies the Ramayana recitation every day. All the three brotherslibtech_8_footnotelibtech_9_footnotesing the verses in unison, and now Kusum has joined them. Sardar walks for four hours every day, and Mahadev and Mani accompany him. It is beyond my  capacity to take such long walks. Kumarappa and Shantabehn are of course here. Both are good company to each other and spend their time working. Ba keeps fairly good health. This is how our little world here goes on.
 I learn from Kusum’s talks that the Bal Mandir has  been running at a loss. In my opinion, we should send an account  of income and expenditure to the parents and notify to them that the Bal Mandir would be closed if they did not help to meet this expenditure. You may also mention that the house rent, etc., is not included in the accounts . You should, however, include Kusum’s salary of Rs. 35 or 40 as also those of the other teachers, if any, whatever they are paid. We might go about begging to run the school if the children belonged to the Harijan or some other so-called lower  communities,  but certainly not for the others; and emphatically not a Bal Mandir. The very poor cannot afford to send their children there; nor is there any great need that they should. Please think over this and, if you are convinced about it, you should consult the Committee and give the parents notice of one or two months. Kusum says that you have increased the fee already, in which case the increase should be only to the extent of meeting the increased cost. You must be aware that there are several schools in the country, which bring profits to the owners after defraying all expenses. Many schools, for example, the Bharda High School, are a source of income. Only the Proprietary High School of Ahmedabad and some others regarded as national schools and some experimental schools are run with the help of contributions
 
 raised from the public. I think we should get away from this kind of work and give our time to work among Harijans and in the villages.
 Blessings from
 BAPU
 From a microfilm of the Gujarati: M.M.U./II. Also C.W. 8490. Courtesy: Narandas Gandhi
 "
5,"May 16, 1936",LETTER TO AMRITLAL T. NANAVATI,"
  
 May 16, 1936
 CHI. AMRITLAL,
 I read the two lines you added to Nimu's letter to me. See that you preserve your health. Give the body as much milk, curds and ghee as it might need. It is only if you preserve your health that I shall be able to take from you all the work I want. Tell Bhanubapa that an obstacle has again cropped up. A fresh estimate is contemplated for the place where the building is to be put up. This is a complicated affair. Perhaps Mahadev will have to be sent to Nasik.
 Did you hear anything further as regards the summons? Let Nimu have her studies to her fill.
 All are well and happy here. The coolness here and the hot winds there—what a contrast! Yet one may not say that here I am in better health than there. The fact is that heat does not affect me.
 Blessings from
 BAPU
 From a photostat of the Gujarati: G.N. 10714
 "
6,"May 	17, 1936",LETTER TO NEKI RAM SHARMA,"
        BHAI 	NEKI RAM SHARMA,      NANDI DURG,  May 	17, 1936 
  	Please convey my blessings to Chi. Chandrakala and Chi. Omprakash. 	May their married life be happy and devoted to service.  Vandemataram 	from  M. K. GANDHI  SHRI 	NEKI 	RAM SHARMA 	BHIWANI  (PUNJAB)  From 	the Hindi original: 	Gopichand Bhargava 	Papers. Courtesy: Nehru 	Memorial Museum and Library 
  "
7,"May 	17, 1936",LETTER TO AMTUSSALAAM,"
            DEAR 	DAUGHTER,         NANDI DURG,  May 	17, 1936 
  	All that you write about Doctor Saheb is perfectly true. We have no 	one to take his place. But we do not know if his death was for the 	good or otherwise. God alone is the best judge. He gives and He 	takes away. We should only learn a lesson from Doctor Saheb's death. 	We should carry on from where he left. Mourning and fasting serve no 	purpose. Those who believe in God have no reason to fear death. 	Those who are born are bound to die. You do not want any more 	clarification on your earlier letters, do you? Now you do not have 	to go to Patiala or Chitrakoot or even to join me. To me you can 	come whenever you feel like it. Otherwise the Harijan Ashram is all 	you should devote yourself to. This is not my own suggestion but 	deduced from the last letter from Doctor Saheb. You are taking, I 	hope, the medicine prescribed by him. We are all well. I do not 	write separately to Tyagiji. Rajkishori is happy, I suppose.  Blessings 	from  BAPU  From 	a photostat of the Urdu: G.N. 335   "
8,"May 	18, 1936",LETTER TO AMRIT KAUR,"
           MY 	DEAR REBEL,         NANDI HILL,  May 	18, 1936 
  	You must have seen all I have written about Dr. Ansari.libtech_10_footnoteI may weep over his death selfishly. But there need 	be no sorrow over his death, if one is certain, as I am, that it is 	only the perishable body that has perished, not the indestructible 	soul within. Having put off the old garment, it will put on a new 	and better one.libtech_11_footnoteHis 	services are not lost. If we have faith we may be sure that he is 	serving even now though in an unseen manner. Being used only to 	relying upon the feeble and     
 often unreliable evidence of our senses, we refuse to  believe  that things go on which transcend our senses and which are far more durable and useful than the passing show our senses note and make us alternately weep and laugh. Enough of this wisdom-spinning.
 Yes, I shall try to secure for you ivory goods and the rest within the limits assigned by you.
 Ku. is flourishing. Dr. Subba Rao will examine him and Shanta about the 20th instant.
 I hope you have been able to persuade Dalip to take “rest and be thankful”. The court work will go on without him for a few weeks or months. The services have taken good care about their work.
 Why do you worry about your inability to invite Mira? These are limitations of a joint family which both you and I must recognize. Friendships do not exist, must not, for selfish gratification. Mira is quite happy though she is melting in Wardha heat. She is joyous in that she is superintending the creation of my hut. She is looking after the minutest detail with the greatest care. And she is glad too that I shall be her neighbour in the very near future D.V.
 You are exasperating. When you meet me you will forget all about Kallenbachlibtech_12_footnote. Why not out with the talk? Let me share the joke or own up the shame, if I see any in what I might have said. But I hear so many things about myself about which I am an utter stranger that I shall not be surprised if what you have heard ranks among them.
Love to you all.
 TYRANT
 From the original: C.W. 3573. Courtesy: Amrit Kaur. Also G.N. 6382
 "
9,"May 18, 1936",LETTER TO MIRABEHN,"
  
 May 18, 1936
 
 CHI. MIRA,
I hope you got my letterlibtech_13_footnotelibtech_14_footnotefrom Nandi.
 Yes, Dr. Ansari’s death is a great personal loss. Both birth and death are great mysteries. If death is not a prelude to another life, the
 
 intermediate period is a cruel mockery. We must learn the art of never grieving over death no matter when and to whom it comes. I suppose that we shall do when we have really learnt to be utterly indifferent to our own and the indifference will come when we are every moment conscious of having done the task to which we are called. But how shall we know the task? By knowing God’s will. How shall we know the will? By prayer and right living. Indeed, prayer should mean right living. There is a bhajan we sing every day before the Ramayana commences whose refrain is “Prayer has been never known to have failed anybody. Prayer means being one with God.”
 I am glad you are making progress with the buildings. Rs. 300 for the land and the building in Varoda should prove enough for the time being at any rate. I wish you would be able to squeeze in the fence. There need be no paid labour for it.  Balwantsingh  and Munnalal should be able under your direction to put it up.  The material should cost practically nothing. Fence and some shade is the chief thing. We are all flourishing. But those who are profiting most are Sardar, Shanta and Ku. They were the ones who positively needed the bracing air of a hill. The others not so much and so they do not show visible signs of gain. I see we shall not be able to move away from Mysore before 15th June.
Love.
     From 	the original: C.W. 6335. Courtesy: Mirabehn. Also G.N. 9801  BAPU 
   "
10,"May 	18, 1936",LETTER TO ESTHER MENON,"
         MY 	DEAR CHILD,       May 	18, 1936 
  	You are being tested. Why should you have “ flu even in a cool 	place like Kodai? But I know you will keep your peace even in the 	midst of tortures and live up to your motto.libtech_15_footnoteYou will tell me when you are free. My prayers and my 	love are with you.  BAPU  From 	a photostat: No. 140. Courtesy: National Archives of India      
  "
