chapter_no,date,title,content
1,,TELEGRAM TO MAHOMED ALI,
2,"June 	17, 1925",TELEGRAM TO BASANTI DEVI DAS libtech_2_footnote,"
           KHULNA,  [June 	17, 1925]  REGARDING 	DELHI TROUBLElibtech_1_footnote 	WANT SAY NOTHING ON MERITS. HAVE FULLEST FAITH YOUR INTEGRITY AND 	GODLINESS. MAY HE GUIDE US ALL.  GANDHI  From 	a photostat : S.N. 10644       [KHULNA,  June 	17, 1925 ]  BASANTI 	DEVI 	DAS 	STEPASIDE 	DARJEELING  MY 	HEART WITH YOU. MAY GOD BLESS YOU. EXPECT YOU BE BRAVE. BABYlibtech_3_footnote 	MUST NOT OVERGRIEVE. REACHING CALCUTTA EVENING.   "
3,"June 	17, 1925",TELEGRAM TO SATCOURIPATI ROY,"
    From 	a photostat : S.N. 10644       GANDHI          [KHULNA, 
  June 	17, 1925 ]  UNTHINKABLE 	BUT GOD IS GREAT. MISSING FIRST TRAIN KEEP ESSENTIAL ENGAGEMENTS. 	LEAVING NOON. PRAY AWAIT ARRIVAL FINAL FUNERAL 	ARRANGEMENTS.  THINK  	BODY  SHOULD  BE  RECEIVED   RUSSA  ROAD UNLESS 	FRIENDS HAVE VALID 	REASONS CONTRARY. NATION’S WORK MUST 	 NOT  STOP 	 BUT  ADVANCE 	 DOUBLE  SPEED  HIS 	GREAT SPIRIT 	NOBLE   EXAMPLE    	GUIDING US.  HOPE  PARTY   STRIF    WILL    BE    HUSHE AND	ALL	WILL 	     HEARTILY 	       JOIN	DO	HONOUR      R. 	Das on June 16, at Darjeeling. Gandhiji received the news at Khulna 	on the following day.  
 MEMORY		THIS	IDOL		OF	BENGAL AND	ONE	OF GREATEST	OF	INDIA’S	SERVANTS.	CANCELLING ASSAM	TOUR.
 GANDHI
 From a photostat : S.N. 10644
 "
4,"June 	17, 1925",TELEGRAM TO URMILA DEVI,"
  
 [KHULNA,
      URMILA 	DEVI  June 	17, 1925 ] 
  NATURAL 	GRIEVE OVER DEATH LOVED ONES.  BRAVE  REMAIN UNPERTURBED. 	I WANT 	YOU BE 	BRAVE AND 	MAKE EVERY MAN 	YOUR BLOOD 	BROTHER. REACHING EVENING. "
5,"June 	17, 1925",TELEGRAM TO MONA DAS,"
    From 	a photostat : S.N. 10644         GANDHI          [KHULNA, 
      MONA  June 	17, 1925 ] 
  BE 	TRUE TO FATHER AND BE BRAVE FACE IRREPARABLE LOSS, MAY GOD COMFORT 	YOU. EXPECT YOU CONSOLE BHOMBLE AND SUJATA. REACHING EVENING. 
   From 	a photostat : S.N. 10644  GANDHI "
6,"June 	17, 1925",TELEGRAM TO VALLABHBHAI PATEL,"
       [KHULNA,  June 	17, 1925 ]  VALLABHBHAI 	PATEL  DESHBANDHU 	DIED HEART FAILURE 	DARJEELING. REMAINS 	REACHING CALCUTTA TOMORROW. AM PROCEEDING THERE TODAY.  OBSERVE 	MOURNING BEFITTING OCCASION INVITE ALL PARTIES. 
    From 	a photostat : S.N. 10644  GANDHI "
7,"June 17, 1925",TELEGRAM TO SAROJINI NAIDU,"
  
 [KHULNA,
 June 17, 1925 ]
 SAROJINI NAIDU HYDERABAD
 DESHBANDHU DIED YESTERDAY DARJEELING. WHO CAN KNOW OR FRUSTRATE GOD’S PURPOSE. YOU MUST NOT DISTURB REST IF YOU WILL CONTRIBUTE FULL SHARE MAKING UP LOSS ACCORDING OUR CAPACITY.
 GANDHI
 From a photostat : S.N. 10644
 "
8,,TELEGRAM TO SHAUKAT ALI libtech_4_footnote,"
  
 [KHULNA,
      SHAUKAT 	ALI  June, 	17, 1925 ] 
  DESHBANDHU 	GONE. GOD’S WILL BE DONE. HE ALONE IS GREAT.    From 	a photostat : S.N. 10644   GANDHI "
9,"June 	17, 1925","TELEGRAM  TO  SATYAGRAHA  ASHRAM,  VYKOMlibtech_5_footnote","
       June 	17, 1925  SATYAGRAHA 	ASHRAM VYKOM  I 	HEAR PROHIBITION ORDERS WITHDRAWN. MY  CONGRATULATIONS.  HOPE  NO    	 OFFENSIVE     DEMONSTRATION     AND          NO     ACT	CALCULATED 	UNNECESSARILY IRRITATE ORTHODOXY. 
   From 	a photostat : S.N. 10644  GANDHI 
           
  
 
 
 
 DEAR COUNTRYMEN,"
10,"June 17, 1925",AN APPEALlibtech_6_footnote,"
  
 
 June 17, 1925
  	The nation is in mourning for Deshbandhu  Chittaranjan Das. And yet 	why should we mourn? For though Deshbandhu is dead, he shall live in 	us. We must take up the work at the point he has left it. Our first 	lesson must commence with rendering the honours that are due to the 	dead. Let our affection be not blind but intelligent.  	When the remains reach the Sealdah station, there is likely to be a 	great rush of people. If we are to satisfy the desire  of  everyone 	to pay his or her respect to the remains, the following rules must 	be observed :  There 		must be 		no shouting.  There 		must be no rush 		towards the 		carriage. People 		should stand where they 		find themselves and 		must not push their 		way through 		the crowd. A clear way must be kept for the coffin-bearers to pass.  There 		should be no one 		in front 		save the authorized 		band of 		Kirtankars and 		others. Those who 		wish to take part in 		the procession will 		kindly take up the rear.  They 	must not break through the line.   At 		the burning 		ghat, there should be 		no rush made towards 		the funeral 		pyre. It will 		not be 		possible to 		expose the 		body to 		view as 		it is feared that, 		three days having already elapsed, it 		must be 		in a 		state of decomposition.  Please 		remember that 		respect for the 		memory of 		 the deceased 		patriot demands not 		any outward 		temporary show 		of affection, but an 		inward determination to 		deserve heritage the 		Deshbandhu has 		left us.  "
