chapter_no,date,title,content
1,,SUPERSTITIONS DIE HARD,"
      Mr. 	Henry Eaton writes from California:libtech_1_footnote  	This letter betrays two superstitions. One of them is that India is 	unfit to govern herself because she cannot defend herself and is 	torn with internal dissensions. The writer gratuitously assumes that 	if Britain withdraws Russia is ready to pounce upon India. This is 	an insult to Russia. Is Russia’s one business to rule over those 	peoples who are not ruled by Britain? And if Russia has such 	nefarious  designs upon India, does not the writer see that the same 	power that will oust the British from domination is bound to prevent 	any other domination? If the control is handed to India’s 	representatives by agreement, there must be some condition whereby 	Britain will guarantee protection from foreign aggression as a 	penance for her conscious or unconscious neglect during all these 	past years to fit India for defending herself.  	Personally, even under agreement, I should rely more upon the 	capacity of the nation to offer civil resistance to any aggressor as 	it did last year with partial success in the case of the British 	occupier. Complete success awaits complete assimilation of 	non-violence in thought, word and deed by the nation. An ocular 	demonstration of the success of nationwide satyagraha must be a 	prelude to its worldwide acceptance and hence as a natural corollary 	to the admission of the futility of armament. The only antidote to 	armament which is the visible symbol of violence is satyagraha the 	visible symbol of non-violence. But the writer is oppressed also by 	the fear of our dis- sensions. In the first place they are grossly 	exaggerated in transmis- sion to the West. In the second place, they 	are hardened  during  foreign control. Imperial rule means divide 	et impera. They must therefore melt with the 	withdrawal of the frigid foreign rule and the introduction of the 	warmth giving sunshine of real freedom.  	The second superstition is harder still. I mean that about the 	spinning wheel. This is shared by some even in India. The writer 	begs the question when he calls the method of machinery enlightened 	and that of the hand ignorant. It has still to be proved that 	displacement of the hand by the machine is a blessing in every case. 	Nor is it true that      
 that which is easy is better than that which is hard. It is still less proved that every change is a blessing or that everything old is fit only to be discarded.
 I hold that the machinery method is harmful when the same thing can be done easily by millions of hands not otherwise occupied. It is any day better and safer for the millions spread in the seven hundred thousand villages of India scattered over an area nineteen hundred miles long and fifteen hundred broad that they manufacture their clothing in their own villages even as they prepare their own food. These villages cannot retain the freedom they have enjoyed from time immemorial, if they do not control the production of prime necessaries of life. Western observers hastily argue from Western conditions that what may be true of them must be true of India where conditions are different in so many material respects. Applications of the laws of economics must vary with varying conditions.
 The machinery method is no doubt easy. But it  is  not necessarily a blessing on that account. The descent to a certain place is easy but dangerous. The method of the hand is a blessing, in the present case at any rate, because it is hard. If the craze for the machinery method continues, it is highly likely that a time will come when we shall be so incapacitated and weak that we shall begin to curse ourselves for having forgotten the use of the living machines given to us by God. Millions cannot keep themselves fit by games and athletics. And why should they exchange the useful, productive, hardy occupations for the useless, unproductive and expensive games and exercises? They are all right today for a change and recreation. They will jar upon us when they become a necessary occupation in order that we may have the appetite for eating the food in the production of which we had no hand or part.
 Lastly, I do not subscribe to the belief that everything old is bad. Truth is old and difficult. Untruth has many attractions. But I would gladly go back to the very old Golden Age of Truth. Good old brown bread is any day superior to the pasty white bread which has lost much of its nutritive value in going through the various processes of refinement. The list of old and yet good things can be endlessly multiplied. The spinning-wheel is one such thing, at any rate, for India.
 When India becomes self-supporting, self-reliant and proof against temptations and exploitation, she will cease to be the object of
 greedy attraction for any power in the West or the East and will then feel secure without having to carry the burden  of  expensive armament. Her internal economy will be India’s strongest bulwark against aggression.
 Young India, 2-7-1931
 "
2,,POWER NOT AN END,"
  
Sjt. Satyamurti writes:libtech_2_footnote
 I write to you about the article “Substance Not Shadow” by you, in the Young India, of the 18th June. The first sentence which causes me some doubt and anxiety is, “My proposition therefore before the Working Committee was that agreed settlement failing, the Congress should give up the hope of winning a swaraj constitution by the way of the present Round Table Conference and should wait till all the communities were satisfied to adopt a purely national solution.” Does this not mean a charter for extreme communalists to go on obstructing? . . .
 But the sentence which causes me grave anxiety is that which ends as follows: “We can gain our end without political power and by directly acting upon the powers that be.” I would add the following sentences also from your article in order to make my doubts clear to you. “One form of direct action is adult suffrage. The second and more potent form is satyagraha. It can easily be shown that whatever is needful and can be gained by political power can perhaps be more quickly and more certainly gained by satyagraha.” I venture to join issue with you. I was always and am today under the impression that what the Congress wants is political power more than anything else. And, concretely speaking, prohibition can be more easily brought about by State action than by peaceful picketing. Khaddar and swadeshi cloth can be spread better and more quickly by State action than by peaceful picketing, and the necessary reforms embodied in the Karachi resolution on Fundamental Rights can be enforced only by a swaraj Government.
 In any case, I do not see why the nation should not concentrate all its energies today, upon the gaining of political power.
 To me, politieal power is the substance, and all other reforms can and ought to wait. . . .
 I am thankful for this letter. It enables me more clearly than I have been able to explain my position.
 My implicit faith in non-violence does mean yielding to minorities when they are really weak. The best way to weaken
 
 communalists is to yield to them. Resistance will only rouse their suspicion and strengthen their opposition. A satyagrahi resists when there is threat of force behind obstruction. I know that I do not carry the Congressmen in general with me in this what to me appears as very sensible and practical point of view. But if we are to come to swaraj through non-violent means, I know that this point of view will be accepted.
 Now for Sjt. Satyamurti’s second difficulty. To me political power is not an end but one of the means of enabling people to better their condition in every department of life. Political power means capacity to regulate national life through national representatives. If national life becomes so perfect as to become self-regulated, no re- presentation is necessary. There is then a state of enlightened anarchy. In such a state everyone is his own ruler. He rules himself in such a manner that he is never a hindrance to his neighbour. In the ideal state therefore there is no political power because there is no State. But the ideal is never fully realized in life. Hence the classical statement of Thoreau that that Government is best which governs the least.
 If then I want political power, it is for the sake of the reforms for which the Congress stands. Therefore when the energy to be spent in gaining that power means so much loss of energy required for the reforms, as threatens to be the case if the country is to engage in a duel with the Mussalmans or Sikhs, I would most decidedly advise the country to let the Mussalmans and Sikhs take all the power and I would go on with developing the reforms.
 If we were to analyse the activities of the Congress during the past twelve years, we would discover that the capacity of the Congress to take political power has increased in exact proportion to its ability to achieve success in the constructive effort. That is to me  the substance of political power. Actual taking over of the Government machinery is but a shadow, an emblem. And it could easily be a burden if it came as a gift from without, the people having made no effort to deserve it.
 It is now perhaps easy to realize the truth of my statement that the needful can be ‘gained more quickly and more certainly by satyagraha than by political power.’ Legislation in advance of public opinion has often been demonstrated to be futile. Legal prohibition of theft in a country in which the vast majority are thieves would be futile. Picketing and the other popular activities are therefore the real
 thing. If political power was a thing apart from these reforms, we would have to suspend latter and concentrate on the former. But we have followed the contrary course. We have everywhere emphasized the necessity of carrying on the constructive activities as being the means of.attaining swaraj. I am convinced that whenever legal prohibition of drinks, drugs and foreign cloth comes, it will come because public opinion had demanded it. It may be said that public opinion demands it today but the foreign Government does not respond. This is only partly right. Public opinion in this country is only now becoming a vital force and developing the real sanction which is satyagraha.
 Young India, 2-7-1931
 "
3,"June 19, 1931",KISAN’S TROUBLES IN THE U.P.,"
  
 The reader will recall the allegations published last weeklibtech_3_footnoteagainst a zamindar of a village in Unao. This time I have more serious news involving Government officials in the instigation of zamindars and taluqdars. Here are copies of two authentic confidential circularslibtech_4_footnoteto zamindars signed by the Deputy Commissioner of Rae-Bareli.
 Confidential	DEPUTY COMMISSIONER’S OFFICE,
 D.O. 12/6	RAE BARELI,
 June 19, 1931
 MY DEAR . . .libtech_5_footnote
 It is proposed to prosecute certain agitators of the . . libtech_6_footnote. police circle. I shall be obliged if you will kindly give all possible help to . . .libtech_7_footnotepolice.
 Will you please issue instructions accordingly to your agents, i.e., managers, ziledars, etc. ?
 Any objectionable activities of the Congress or Kisan Sabha or Panchayats directed either against Landlords or Government, should  be  likewise  reported  at the . . libtech_8_footnotelibtech_9_footnotethana.
 
 
 You should direct your employees to act promptly and energetically and fearlessly in this matter.
 Yours sincerely,
 D.O. No.11	DEPUTY COMMISSIONER’S OFFICE, RAE BARELI, June 19, 1931
 MY DEAR	libtech_10_footnote
 I  find that the balance outstanding against you   on   account   of  kharif
 arrears and rabi demand excluding Remissions granted by Government is Rs. .
 .libtech_11_footnoteThis is a very large amount. In view of the special difficulties of the year, I have already allowed you sufficient time. I shall be grateful, if you will kindly pay up at least half of this balance by the end of this month—the rest thereafter as soon as possible. . . .
 These circulars clearly betray hostility towards the Congress and Kisan Sabhas and invite the taluqdars to strong action against the kisans, promising Government help to them in their measures. We all know what such circulars mean. They imply much more than the words mean. They imply freedom to the addressees to do as they choose.
 And why are these circulars confidential? Is there anything for the U.P. Government or the Deputy Commissioner to be ashamed of? Or are they confidential because the circulars are a veiled incitement  to violence? In my opinion the circulars constitute a clear breach of the Settlement. These circulars explain why the following extraordi- nary noticelibtech_12_footnotelibtech_13_footnotewas served on Congress workers in that district.
 At the time of writing I have information that this notice has been withdrawn. This notice would have meant complete stoppage of all Congress activities, as if the Government was at war with the Congress. It was a gross and glaring breach of the Settlement. For better or for worse there is at present peace between the Government and the Congress. And the Provincial Governments and district  officials are bound to respect it. If they do not like it, or if they think that the Congress is not playing the game, they should ask the Central Government to denounce the Settlement. I may inform the reader that even with reference to this order so manifestly contrary to the Settlement, I had advised that, till I had the opportunity  of  approaching the Central Government and the Working Committee had
 
 decided, no one should disobey the order. I am glad therefore that the
 U.P. Government have withdrawn the order. Pandit Jawaharlal Nehru had drawn in forcible terms the attention of the U.P. Government to the order.
 This withdrawal should be followed by the withdrawals of the confidential circulars and the policy they adumbrate. When I was in Nainital, I was reliably informed that the U.P. Government’s policy was not to take sides. They had instructed district officers to observe perfect neutrality between the zamindars and the kisans. But  this  policy has evidently been revised as will appear from the following condensed summarylibtech_14_footnotelibtech_15_footnoteof a report before me.
 I have omitted some painful details of this painful story of a broken pact.
 To complete the picture I may mention that I have seen copies of notices served perhaps by the thousand on kisans warning them that they will incur the liability to prosecution if they had dealings with particular Congressmen.
 And all this after the descent of the Deputy Commissioner from Nainital whereto he had been summoned to see H.E. the Governor! I hope that there is no connection between the studied terrorism which the foregoing narrative proves and the Nainital visit. Be that as it may, there should be no haste on the part of Congressmen, there should be no breaches of orders till the Working Committee has considered the situation. It meets on the 7th instant and will  consider  the extraordinary situation that is developing in several provinces.
 Young India, 2-7-1931"
4,,YOUNG EUROPEANS,"
  
 It was a matter of pleasure to me as I know it was to Sardar Vallabhbhai Patel to meet the young Europeans in Bombay the other day. Several young Europeans have formed themselves into a group for the purpose of studying the Indian situation and then forming their own conclusions and taking their due share in moulding public opinion. As behoves earnest students, these gentlemen have eschewed all publicity for their proceedings. They invite to their social dinner representatives of all parties and hear their views and ask questions where further elucidation is necessary. They pass no resolutions, have framed no policy. They approach questions with an  open  mind. These friends deserve congratulations and encouragement in their
 
 praiseworthy endeavour. I venture to suggest to them that if they will come to a decision early, if they intend to affect the present political situation, it is necessary for them to classify the subjects for study and appoint from among themselves certain members who would specially study those particular questions and in that connection interview those who represent different parties which bring their influence to bear on them. All this undoubtedly means strenuous work. But it is necessary if the studies are to bear fruit in the near future.
 Young India, 2-7-1931
 "
5,"July 	2, 1931",TELEGRAM TO ROHIT MEHTA,"
  
 
      ROHIT 	MEHTA 	VALLABHBHAI 	ROAD 	AHMEDABAD  BORSAD,  July 	2, 1931 "
6,"July 	2, 1931",LETTER TO K. B. BHADRAPUR,"
  YOUR	PRESENCE		HERE		NECESSARY	TOMORROW	FOR 	REPLYING		PRINCIPAL’S	LETTERlibtech_16_footnote	JUST RECEIVED.  GANDHI  A I.C.C. File No. 16-B, 1931. Courtesy: Nehru Memorial Museum and Library          
       DEAR 	MR. BHADRAPUR,  BORSAD,  July 	2, 1931 
  	Here is a statement about further destruction of property in Ras. In 	spite of repeated assurance from you no impression seems to have 	been produced upon the miscreants whoever they may be. If the  	police are doing their duty, I cannot see how the mischief-makers 	can     recently 	spread in the 	college under the 	signatures of 	two of 	them, and 	from the similar 	notices in the vernacular Press.	” 	 For Gandhiji’s 	reply to 	this letter, vide  	“Letter 	to G. Findlay Shirras”, 3-7-1931. 
 escape detection in a small place like Ras. The Patidars feel helpless because of the restraint put upon them by the Congress authorities. Left to themselves I have no doubt that they are capable of protecting themselves and their property but that means internecine quarrelling which I want to avoid if it is at all possible. I take your assurances at their face value and expect that there would be no further mischief. But repeated disappointments will shake all faith in those assurances.
 Yours sincerely,
 A.I.C.C. File No. 16-C, 1931. Courtesy: Nehru Memorial Museum and Library
 "
7,"July 	2, 1931",LETTER TO NARANDAS GANDHI,"
           CHI. 	NARANDAS,         BORSAD,  July 	2, 1931 
  	Your letter is such as would shock a man. But can anything disturb 	one whose skin has become thick? . . .libtech_17_footnoteshould take . . .libtech_18_footnoteaway. We cannot  look  after  her.  I  also  feel  	that  .  .  .libtech_19_footnoteshould 	 leave  the Ashram.  	If you think of any other course, let me know. The conduct of both 	has been intolerable.	libtech_20_footnoteis 	more to blame. Let the two marry, if  	they wish to. The marriage cannot, of course, take place in the 	Ashram.  Blessings 	from  BAPU  From 	a microfilm of the Gujarati: M.M.U./I                           
  "
8,"July 2, 1931","TELEGRAM TO CONGRESS OFFICE, VELLORE","
  
 [On or after July 2, 1931]libtech_21_footnote
 YOUR	WIRE.	SEE	RAJAGOPALAGHARI.
 
From a microfilm: S.N. 17335
 "
9,"July 2, 1931","TELEGRAM TO SWADESHI SABHA, AHMEDABAD","
  
 [On or after July 2, 1931]libtech_22_footnote
 NINTH	WILL	SUIT	BUT	HOUR	CAN	BE	FIXED	ONLY	ON REACHING	BOMBAY.
 From a microfilm: S.N. 17336
 "
10,"July 2, 1931",TELEGRAM TO RAMJASMAL JOHARMAL AND OTHERS,"
  
 
 [On or after July 2, 1931]libtech_23_footnote
 SENT	FULL	WIRElibtech_24_footnote YESTERDAY	PT.	NEKIRAM.
 From a microfilm: S.N. 17338
 
 
 
 
 
 
 
 
  "
