chapter_no,date,title,content
1,"September 	5, 1932",LETTER TO PADMAJA NAIDU,"
       September 	5, 1932  MY 	DEAR PADMAJA,  	Your basket of oranges again! Seeing that you will insist on sending 	them no matter what I say. let me tell you that they are really a 	good variety—very juicy.  	You have responded to the gentle driving by the poor little 	slave-driver. Even I could decipher your letter without difficulty. 	But I do not want you, please, to exert yourself when you are lying 	flat on your back. Any abomination will do. Even the abominations of 	loved ones are preferable to their silence. But when you are really 	ill, why not get some willing assistance? Anybody will gladly write 	to your dictation. Your mention of that magnificent story of the 	Buddha brings to mind many sacred things. Yes, I do dream many 	dreams. All may not be airy nothings or I would be crushed under the 	weight of the love I appropriate from people of all sorts and 	conditions—men, women, boys and girls.libtech_1_footnoteSardar and Mahadev have more books than they can cope 	with. The former is absorbed like a diligent student in his Sanskrit 	studies; the latter in his French and Urdu thanks all the same on 	their behalf for your offer. It is no use, I fear, your wanting to 	see them. I wish it was possible. Love 	from us all.  Yours,  SLAVE-DRIVER   SHRIMATI 	PADMAJA 	NAIDU  C/O 	SERVANTS 	OF INDIA 	SOCIETY 	POONA 	CITY  From 	the origin 	al: Padmaj 	a Naidu Papers . Courte 	sy: Nehru  Memori al Museum 	and Librar y              
 
 
 
 BHAI NANALAL,"
2,"September 5, 1932",LETTER TO NANALAL K. JASANI,"
  
 September 5, 1932"
3,"September 5, 1932",A LETTER,"
  	I had been awaiting your letter and was relieved when it came. I 	have already written to Mayashankarlibtech_2_footnote; I hope he got the letter. I have been  restraining  	Champa.  I  had  also  dissuaded  Manjulalibtech_3_footnote.   I   think Maganlal would welcome this. She seems to 	me a very wise girl.  	Do you find any difficulty in selling the emeralds? Or is it because 	of obstruction by somebody that you have not been able to sell them?  	It is certainly worthy of you not to wish to withdraw the money 	deposited in your name by the Doctor. The daughters, however,  	should get the money set apart for them, but at present I see no 	possibility of their being able to withdraw any part of it. Hence, 	the time has not yet come for thinking about your share. Everything 	can be settled if the train gets on the rails. We will see about it 	provided the family does not break up and the bitterness disappears. Please 	write to me regularly. If 	you act as Chhaganlal advises, everything will end well.  	I know that you will go on doing your duty irrespective of whether 	they love you or slight you and, therefore, I do not worry.  Blessings 	from  BAPU  From 	Gujarati: C.W. 9470a         September 5, 1932 You are either cunning or foolish. Do you really not know what ‘vikar’ 	 means?   The 	  vikar   resulting 	 from   eating 	  pulses   and that resulting 	from physical touch, are both signs of something wrong in  	us. Both disturb the equilibrium. The first kind of vikar results 	from swallowing some external substance; the second is a change of 	mental state resulting from the sight of some external object. A 	vikar that can shake one’s whole being may prove harmful. 	If a  woman feels  vikar     
 towards a man, society does not always hold her guilty; that is, when it springs from a desire to marry that person and such marriage is not forbidden, the matter is not kept secret from one’s people and one is free to marry. According to me, you are not yet fit to marry, for you are studying and are still a minor. Your having such relations with . . .
 is improper, as he was your teacher and was, moreover, like a brother to you. Call your feeling what you like, whether vikar or desire for marriage, you kept it secret and, therefore, it is blameworthy.
 You do not understand the meaning of  independence  also. When you show the letters to your elders of your own free will, you do not lose your independence but seek your safety. If somebody posts himself at our door-step, he is like a Government bailiff depriving us of our freedom; but if we station a watchman at the gate, we do not lose our freedom but protect it. In the same way, if you in your adolescent state regard your elders as guardians of your interests, open your heart to them and show your letters to them. You do not lose your independence but seek protection for it. I earnestly wish that you should become independent. It was for protecting your independence that I advised you to show your letters, etc., to your parents. If, however, you cannot reconcile yourself to this and feel it an irksome restraint, you may keep your letters private. I do not want to put pressure on you in any way, as that would crush your individuality. I only wish that you should become a brave girl and a spirited servant of the people. And I shall be extremely pained if you stop writing to me.
[From Gujarati]
 Mahadevbhaini Diary, Vol. II, pp. 6-7
 "
4,"September 6, 1932",LETTER TO BEGUM MOHAMMAD ALAM,"
  
 [Before September 6, 1932]libtech_4_footnote
 It is my conviction that your husbandlibtech_5_footnotelibtech_6_footnotewill come round. I have recieved the doctor’s letter which has kept me informed of his health. Your letter has given me further information  regarding  his  health.
 
       ailing.    
 Please keep unbroken correspondence with me and convey Sardar Patel’s, Mahadev Desai’s and my good wishes to the doctor. Through the grace of God we are all well here, and hope you will not find any difficulty in reading this letter which is written in broken Urdu.
 Advance, 7-9-1932.
 "
5,"September 	7, 1932",LETTER TO MOHAN N. PARIKH,"
          CHI. 	MOHAN,     September 	7, 1932 
  	May you live long. Be good and serve the country. Keep the vow which 	you have taken, namely, that during the year in which you are 	entering you will learn by heart four chapterslibtech_7_footnote. And also make an effort to understand their 	meaning. 
     From 	a photostat of the Gujarati: S.N. 9183  BAPU 
   "
6,"September 	7, 1932",LETTER TO RATILAL SHETH,"
          BHAISHRI 	RATILAL,     September 	7, 1932 
  	I have your letter. Chhaganlal and Lilavatilibtech_8_footnotewrite  to  me  and  I feel satisfied with their 	letters. I also receive complaints against both of them which I 	immediately pass on to them. Lilavati wrote about her health to me 	too. If Chhaganlal willingly permits her to go, I think it would be 	good to call her there for some time. Her health at any rate would 	improve. Manekbehnlibtech_9_footnoteseems 	to be very much displeased with her. Lilavati says that she has done 	nothing but I do not believe she is so completely innocent. For one 	thing, her tongue is very sharp. And, moreover, Manekbehn is a 	simple-minded woman and anybody can easily deceive her. I had 	observed in Rangoon and also when Lilavati was at Sabarmati, that 	she could not tolerate any criticism. But how can even you change 	her nature? You have been exercising upon her whatever good 	influence you can as her father.      
 Maganlal wrote to me a letter with which I was quite satisfied. Manjula seems to me to be a girl who has not yet  felt  the  evil  influence of the ways of the world. If necessary, I will request you to go to Rangoon. Let us hope that the two brothers will settle everything peacefully.
 Blessings from
 BAPU
 From a photostat of the Gujarati: G.N. 7168. Also C.W. 4662. Courtesy: Narandas Gandhi
 "
7,"September 	7, 1932",LETTER TO PRABHUDAS GANDHI,"
          CHI. 	PRABHUDAS,     September 	7, 1932 
  	I have your letter. What you want cannot be sent for Rentia 	Baras. How do you forget that we are prisoners? But  you  	may imagine that our yarn is there. Mahadev draws yarn of about 	hundred counts from Keshu’s slivers. If there is a proper spindle, 	it would not take much to draw a thinner yarn. I spin a yarn of 40 	counts on Magan spinning-wheel. It takes about three hours to spin 	250 rounds of yarn. It takes much of my time. But as long as my hand 	gives work,  I will stick to it. This time, I do not have with me 	the right mechanic. Otherwise, I would have got the alterations 	made. Whatever changes you make, do not sacrifice the simplicity of 	the spinning-wheel. In order to draw fine yarn, I feel the distance 	between the spindle and the tip should be reduced. There are more 	chances of fine yarn gettingsnapped if drawn long. The spindle 	should be shorter and thinner than it is. This is only my thinking.  	That you have set up a limit [of work] is more than enough. Do not 	be impatient. Do not build castles in the air. Keep writing to me 	regularly.  Blessings 	from  BAPU  From 	the Gujara ti origin al : S.N. 32940 "
8,"September 8, 1932",LETTER TO MATHURADAS TRIKUMJI,"
  
 September 8, 1932 For    exercise,    pranayama   done  slowly   and	standing	has wonderful effect. It should be done slowly and methodically. You
have to keep time in pranayama as you have to in music. The
 breathing must be rhythmic. Once you have learnt to do this by practice, your lungs will have to do much less work and at the same time they will be able to inhale more oxygen. As they inhale more oxygen, they exhale more carbon dioxide. You can gradually increase the time of this exercise. If it is done correctly, its beneficial effects will be felt immediately. You will feel less tired, your appetite will improve, the mind will remain calm and, if the body is cold, it will become warm.
 Yes, it is true that my reason does not accept the necessity of sex-pleasure, and my view is confirmed by experience. The dangerous thing about artificial means of birth-control is that their acceptance implies the acceptance of the necessity of sex-pleasure. If the princ- iple is universally adopted, that brahmacharya is desirable in all conditions, nobody would use artificial means of birth-control. As thefts will continue, though stealing is an anti-social activity, so also it is likely that artifical means of birth-control will continue to be used. But it is necessary to create a climate of opinion in which they are regarded as undesirable. Anybody who indulges in sex-pleasure must accept the responsibility of progeny. The hardships resulting from the birth of children must be borne. It is only thus that one can learn the lesson of complete self-control.
[From Gujarati]
 Mahadevbhaini Diary, Vol. II, p. 12
 "
9,"September 8, 1932",LETTER TO TARAMATI MATHURADAS TRIKUMJI,"
  
 YERAVDA MANDIR,
 September 8, 1932
 CHI. TARAMATI,
I have received a letter from Mathuradas today. He writes:
 I am maintaining fairly good health. I am in a cheerful mood. My time passes quite well. The doctor has given me a warm jacket from his own house for my use. Apart from the prescribed diet, I get one lb. of milk. I also get hot
 water for both. Hard days of monsoon are about to be over. Hence, the weather will be less oppressive. I have stopped taking rice and dal even after coming here. Milk, wheat and vegetables are my chief food. I sleep quite well. I do not even spin at present because the Yeravda chakra is in disrepair. By way of physical exercise I take rounds.
 With regard to reading, etc., he mentions some English titles. Mathuradas writes that he does not intend calling you right now. You will have received my letterlibtech_10_footnotewith which I had enclosed the letter for Dilip’s teacher.
 You must keep writing to me.
 Blessings from
 BAPU
 From the Gujara ti origin al Pyarel al Papers . Nehru Memori al Museum and Librar y. Courte sy: Beladevi Nayyar and Dr. Sushil a Nayyar
 "
10,"September 8, 1932",A LETTER,"
  
 September 8, 1932
 I find in your letter here and there traces of deceit. If my impression is wrong, please correct me. If, on the contrary, my suspicion is correct, you should overcome this defect in you. This will be your shraddha to Doctor. May God grant you wisdom. If I am doing you an injustice, please save me from that sin.
[From Gujarati]
 Mahadevbhaini Diary, Vol. II, p. 12
 "
11,"September 8, 1932",LETTER TO VIMAL KISHORE MEHROTRA,"
  
 September 8, 1932
 CHI. VIMAL,
 I have your letter. You must improve your hand. You must not run away from the prayer meeting, it is discourtesy to God.
 BAPU
 From Hindi: C.W. 4985. Courtesy: Parasram Mehrotra
 
 
 "
12,"September 9, 1932","LETTER TO M.
G. BHANDARIlibtech_11_footnote","
  
 September 9, 1932
  DEAR 	MAJOR BHANDARI, Will 	you please come?     From 	a photostat: G.N. 5122       Yours sincerely,  M. K. GANDHI 
   "
13,"September 	9, 1932",LETTER TO RAMSAY MACDONALD,"
          DEAR 	FRIEND,     September 	9, 1932 
  	I have to thank you for your frank and full letter telegraphed and 	received this day. I am sorry, however, that you put upon the 	contemplated steplibtech_12_footnotean 	interpretation that never crossed my mind.  I have claimed to speak 	on behalf of the very class to sacrifice whose interests you impute 	to me a desire to fast myself to death. I had hoped that extreme 	step itself would effectively prevent any such selfish 	interpretation. Without arguing I affirm that for me this matter is 	one of pure religion. The mere fact of “Depressed” classes 	having double votes does not protect them or Hindu society in 	general from being disrupted. In establishment of a separate 	electorate at all for “Depressed” classes I sense the injection 	of a poison that is calculated to destroy Hinduism and do no good 	whatsoever to “Depressed” classes. You will please permit me to 	say that no matter how sympathetic you may be you cannot come to a 	correct decision on a matter of such vital and religious importance 	to the parties concerned.  I should not be against even 	over-representation of “Depressed” Classes. What I am against is 	their statutory separation, even in a limited form, from Hindu fold, 	so long as they choose to belong to it. Do you not realize that if 	your decision stands and constitution comes into being, you arrest 	the marvellous growth of work of Hindu reformers who have dedicated 	themselves to the uplift of their suppressed brethren in every walk 	of life?     
 I have therefore been compelled reluctantly to adhere to the decision conveyed to you.
 As your letter may give rise to a misunderstanding, I wish to state that the fact of my having isolated for special treatment the “Depressed” Classes question from other parts of your decision does not in any way mean I approve of or am reconciled to other parts of decision. In my opinion many other parts are open to very grave objection. Only I do not consider them to be any warrant for calling from me such self-immolation as my conscience has prompted me to in the matter of “Deepressed” Classes.
 I remain, Your faithful friend,
 M. K. GANDHI
 Government of India, Home Department, Political, File No. 31/113/32 Pol.
 Courtesy: National Archives of India
 "
14,"September 9, 1932",LETTER TO NARANDAS GANDHI,"
  
 September 9, 1932
 CHI. NARANDAS,
Please let me have the following information as soon as possible:
  How 	much fuel is 	consumed in 	making rotlis 	and how much 	in making 	bread from the same 	quantity of flour? The 	method of 	making bread.  How 		is the leaven prepared?  In 		addition to 		leaven, do 		we mix salt, 		jaggery or sugar 		with the flour? The 		various steps of 		the process; How 		long is 		the dough left over? How 		long is 		the loaf kept in 		the oven?  
 In short, the description should be so written out that, after reading it, we can try the method here. I want this information so that  I may compare our method with the method followed here. How much quantity of flour do you use these days for making bread? What does the flour cost? How many persons would have to work for making rotlis and for making bread from the same quantity of flour?
 I hope the boy is in fine health and spirits and that Shankarbhai’s hand is now free from its prison.libtech_13_footnote
 BAPU
 From a microfilm of the Gujarati: M.M.U./I. Also C.W. 8249. Courtesy: Narandas Gandhi
 "
15,"September 	9, 1932",LETTER TO BHAU PANSE,"
         CHI. 	BHAU,     September 	9, 1932 "
