footnote_no,footnote
libtech_1_footnote,"1Held under the 	auspices of the “O” Ward Congress Committee at the Morarji 	Gokuldas Hall, at 9 p.m."
libtech_2_footnote,"1Held at Empire Theatre, under the auspices of the Parsi Rajkiya Sabha. Marmaduke Pickthall, Mahomed Ali and Sarojini Naidu were among those present. A number of ladies in the audience, including Perin Captain, grand-daughter of Dadabhai Naoroji, were dressed in khadi. Money raised on admission to the function was set aside as help for the best biography of Tilak."
libtech_3_footnote,"2M. R. Jayakar (1873-1959); Bombay lawyer and liberal leader, political negotiator and peace-maker"
libtech_4_footnote,"1This translation appeared under Gandhiji’s signature in Young India, 28-7-1921."
libtech_5_footnote,"1Held under the auspices of the Girgaum Congress Committee at the Marwari Vidyalaya Hall, Sarojini Naidu and Mahomed Ali also spoke."
libtech_6_footnote,1At a meeting held at Byculla under the auspices of the Byculla District Congress Committee
libtech_7_footnote,1The telegram was evidently sent before the meeting of the A.I.C.C. on 28-7-1921 at Bombay.
libtech_8_footnote,1The reference is to official excesses during the martial law regime in the Punjab in April 1919.
libtech_9_footnote,"2The incident referred to relates to the conduct of Sayajirao Gaekwar, ruler of Bardoa, during the King-Emperor’s Durbar at Delhi in 1911."
libtech_10_footnote,2Clerks
libtech_11_footnote,"11848-1909; member of the Indian Civil Service; author of The Economic History of India Since the Advent of the East India Company, presided over the Lucknow session of the Congress in 1899"
libtech_12_footnote,1The source has “humiliating”
libtech_13_footnote,1The A.I.C.C. met from July 28 to 30.
libtech_14_footnote,2This is not available.
libtech_15_footnote,"1Gandhiji spoke to a crowded meeting of Parsis, held under the auspices of the Parsi Rajkiya Sabha, at Excelsior Theatre."
libtech_16_footnote,1August 1. The boycott campaign was to be launched on that day.
libtech_17_footnote,"1The Congress 	Working Committee met at Manibhavan, Laburnum Road, at"
libtech_18_footnote,1The exhibition was organized by the Rashtriya Stree Sabha.
libtech_19_footnote,"1The historic meeting inaugurating the swadeshi campaign with a bonfire of foreign clothes was held near the Elphinstone Mills at Parel, a suburb of Central Bombay. Printed copies of Gandhiji’s speech were distributed in advance at the meeting. This translation was published in the newspapers."
libtech_20_footnote,1At a meeting held in the compound of Motisha’s temple in Parel
libtech_21_footnote,1The meeting was held at Chowpati. The text of this speech was printed and distributed to the audience.
libtech_22_footnote,"1Vide Appendix “Interview-cum-apology”, 4-8-1921."
libtech_23_footnote,"1Gandhiji was arrested near Palmford on November 6, 1913, while leading men, women and children into the Transvaal on their “Great March”."
libtech_24_footnote,"1Son of Chhaganlal 	Gandhi, Gandhiji’s nephew"
libtech_25_footnote,"1Gandhiji arrived in Lucknow from Aligarh on this date, which was a Sunday."
libtech_26_footnote,2Gandhiji arrived in 	Moradabad from Aligarh at 10 a.m. He addressed a women’s meeting 	in the Town Hall during the day and exhorted them to use swadeshi 	cloth and take to spinning. In the afternoon he spoke at the public 	meeting held in Maharaja Theatre.
libtech_27_footnote,2Allahabad
libtech_28_footnote,1A sweet prepared from milk
libtech_29_footnote,"1Held at Aminuddaula 	Park. According to the source, about a hundred thousand people 	attended. Mahomed Ali was present."
libtech_30_footnote,"1Of the Vikram era, corresponding to 1879-80"
libtech_31_footnote,2Fried cakes of flattened unleavened dough
libtech_32_footnote,2A community of weavers
