footnote_no,footnote
libtech_1_footnote,1Presumably 	Reconciliation
libtech_2_footnote,1A Congressman of 	Nellore who worked for the cause of untouchability; he fasted unto 	death for the formation of a separate Andhra State in 1953
libtech_3_footnote,"2Vide “Telegram 	to Rameshwari Nehru”, 29-5-1945; also “Letter to Amritlal"
libtech_4_footnote,3Camp fire
libtech_5_footnote,"3Ranchhoddas, 	addressee’s brothers"
libtech_6_footnote,"1Gandhiji’s niece, 	sister of Jaisukhlal A. Gandhi"
libtech_7_footnote,"2Chandrakala, 	addressee’s daughter"
libtech_8_footnote,1A Gujarati saying
libtech_9_footnote,"2Lakshmidas Gandhi, 	Gandhiji’s brother"
libtech_10_footnote,2Asking what 	language should be taught in Sind and how
libtech_11_footnote,3At the end there is 	the following instruction in Gujarati: “Give a reply on these 	lines and get my signature.”
libtech_12_footnote,"1Santtilal, 	addressee’s brother."
libtech_13_footnote,2Brooks reported 	that “later in the evening” he had attended the “prayers”.
libtech_14_footnote,"1According to 	the source, 	the interviewer, 	a Negro 	journalist, was Far 	Eastern correspondent 	of Chicago 	Defender, in 	which the 	interview appeared on 	June 10, 	1945. Brooks reported: “ . . . in the exclusive interview given to me last week . . . at"
libtech_15_footnote,3By Vinoba Bhave
libtech_16_footnote,"1Vide “Staement to the Press”,17-4-1945."
libtech_17_footnote,"2Between this and the next paragraph, in the source, appears the Foreword to"
libtech_18_footnote,"1Near Ahmedabad, in 	May 1915"
libtech_19_footnote,2The draft Foreword 	here adds: “I am convinced”
libtech_20_footnote,
libtech_21_footnote,1A hymn by A. M. 	Toplady (1740-78) included in the Ashram 	Bhajanavali
libtech_22_footnote,1Addressee’s 	daughter
libtech_23_footnote,"2Vide “Draft 	forwarded to Gita Ani 	Gitai”, 30-5-1945."
libtech_24_footnote,"1Vide also 	“Letter to Mirabehn”, 30-5-1945."
libtech_25_footnote,"1Vide “Letter 	to Valji G. Desai”, 30-5-1945."
libtech_26_footnote,"1Vide also 	“Letter to Rameshwari Nehru”, 30-5-1945."
