footnote_no,footnote
libtech_1_footnote,"1This paragraph has 	already been reproduced in “Letter to Padmaja Naidu”, 5-9-1932."
libtech_2_footnote,"1Mayashankar Vrajlal 	Desai, business partner of Dr. Pranjivan Mehta."
libtech_3_footnote,2Wife of Maganlal 	Mehta.
libtech_4_footnote,2The report in the 	source is dated September 6.
libtech_5_footnote,"3Dr. Mohammad Alam, 	who was a prisoner in Lahore Central Jail and had been"
libtech_6_footnote,1The name is omitted 	in the source.
libtech_7_footnote,1Of the Gita.
libtech_8_footnote,"2Addressee’s 	daughter, and chhaganlal’s wife."
libtech_9_footnote,3Dr. Pranjivan 	Mehta’s widow
libtech_10_footnote,"1Vide “Statement on Untouchability—I”, 4-11-1932."
libtech_11_footnote,1Superintendent of 	the Yeravda Central Prison.
libtech_12_footnote,2Gandhiji had 	announced his intention to begin an indefinite fast from September 	20 in protest against Government’s announcement providing for 	separate electorates for the Depressed Classes.
libtech_13_footnote,"1Shankarbhai Patel 	had his arm in plaster; Vide 	“Letter to Narandas 	Gandhi”, 11/15-8-1932."
libtech_14_footnote,1Wife of Pyare Ali.
libtech_15_footnote,"2Shamalbhai Behcharbhai Patel, a worker from Borsad taluka. He was Kaka- saheb’s fellow-prisoner during his first internment in Sabarmati Jail in 1930."
libtech_16_footnote,3Addressee’s grandson and Purushottamdas D. Saraiya’s younger brother.
libtech_17_footnote,"1American Methodist, 	author of That Strange 	Little Brown Man – Gandhi"
libtech_18_footnote,2Daughter of Narayan 	Moreshwar Khare.
libtech_19_footnote,1Addressee’s sister.
libtech_20_footnote,"1Bhagavad Gita, 	x, 10."
libtech_21_footnote,2The names have been 	omitte
libtech_22_footnote,1Daughters of Lakshmidas P. Asar
libtech_23_footnote,"1Motibehn, wife of 	Najuklal Choksi"
libtech_24_footnote,2ibid
libtech_25_footnote,"3Addressee’s friend, Kisan Ghumatkar"
libtech_26_footnote,"3Vide Action 	—Thoughtful and Thoughtless”, 28-8-1932."
libtech_27_footnote,1A Political 	prisoner connected with terrorist activities incarcerated then in 	the Multan Jail.
libtech_28_footnote,"1 Gandhiji began writing this letter on Wednesday, which fell on September 7."
libtech_29_footnote,"1Vide “Letter to Nrrayan M. Khare”, 3-9-1932."
libtech_30_footnote,"2This was presumably 	sent along with “Letter to Narandas Gandhi”, [7]/ 11-9-1932; 	vide the 	following item."
libtech_31_footnote,2Wife of Raojibhai N. patel.
libtech_32_footnote,"3The portion of the letter from here onwards is placed in Bapuna Patro—9: Shri Narandas Gandhine, Pt. I, under September 3. This evidently is an error; Vide 4th footnote “Letter to Narandas Gandhi”, 3/4/9-1932."
libtech_33_footnote,"2Vide “Letter to Narandas Gandhi”, 3/4/-9-1932."
libtech_34_footnote,1Addressee’s wife
libtech_35_footnote,2Addressee’s mother
libtech_36_footnote,2Addressee’s niece.
libtech_37_footnote,3Wife of Madhavlal Shah
libtech_38_footnote,"1In some previous letters, Gandhiji had addressed her as ‘Amtul’ to which she seems to have objected; Vide “Letter to Narandas Gandhi”, 7-11-1932 Her full name consisted of two words ‘Amtul’, meaning ‘servant’, and ‘salaam’ meaning ‘peace’."
libtech_39_footnote,2C.F. Andrews had cabled: “Please postpone fasting till I come. Starting imme diately.”
libtech_40_footnote,
libtech_41_footnote,1From Mahadevbhaini Diary.
libtech_42_footnote,2After this the source has introduced a letter to Devdas Gandhi (the following item) and it is not clear whether any portion between this  and  the  following paragraph has been omitted.
libtech_43_footnote,"3The message as reported, vide the preceding item, says “if you get permision” instead of “whenever you choose”."
libtech_44_footnote,4Vide “Letter to Amtusalaam”11-9-1932.
libtech_45_footnote,"5Vide “Letter to Brijkrishna Chandiwala”, 11-9-1932."
libtech_46_footnote,"6Vide “Letter to Narandas Gandhi”, 9-9-1932."
libtech_47_footnote,1Omission as in the source.
libtech_48_footnote,"2Vide “Telegram 	to G. D. Birla”, 18-9-1932; in the source, however, the date is 	September 16, 1932."
libtech_49_footnote,1According to the 	source this was in answer to one of the many letters that Gandhiji 	received following the publication on September 13 of Gandhiji’s 	correspondence with the Government.
libtech_50_footnote,"2Vide “Letter to M. G. Bhandari”, 17-9-1932."
libtech_51_footnote,"1The source does not mention the date. It would appear, however, that this was one of the messages sent to M. G. Bhandari for transmission. Vide the following item."
libtech_52_footnote,"2Kikibehn Lalwani, 	sister of J. B. Kripalani."
libtech_53_footnote,"1Frederic 	Standenath, addressee’s husband."
libtech_54_footnote,"2The reason stated was: “The fast will cease if during its progress, the British Government of its own motion or under pressure of public opinion revise their decision and withdraw their scheme of communal electorates for the ‘depressed’ classes, whose representatives should be elected by the general electorate under the common franchise no matter how wide it is.” Vide “Letter to Ramsay Macdonald”, 18-8-1932. For Gandhiji’s further views on the Communal Award and Untouchability, Vide Appendix “Discussion with Vallabhbhai Patel”, 6-9-1932."
libtech_55_footnote,"1Gandhiji had decided to undertake a fast in protest against Ramsay Mac- Donald’s Award providing for separate electorates for Harijans. For his statement on the contemplated fast, Vide “Statement to the Press”, 16-9-1932."
libtech_56_footnote,1Addressee’s 	youngest son.
libtech_57_footnote,2Vide the 	preceding item.
libtech_58_footnote,"3It read: “Earnestly 	appeal to you to refrain from fasting until you have once again 	tried to settle the ‘depressed’ classes question. If you fail, 	no one else can succeed in this matter. You must live to remove this 	blot from the Hindu society.”"
libtech_59_footnote,1Vide the preceding item.
libtech_60_footnote,"1According to a report in The Bombay Chronicle, 22-9-1932, and The Epic Fast, the statement was sent to the Government of Bombay on September 15 for being released to the Press. However, the statement signed by Gandhiji bears the date “16-9-32” in his own handwriting. Vide also the following item."
libtech_61_footnote,1Up to this 	the statement 	is in Mahadev 	Desai’s handwriting. What follows is 	in Gandhiji’s hand.
libtech_62_footnote,"1The letter was 	written on a Friday. The Friday before September 20, when the fast 	was to begin, fell on this date."
libtech_63_footnote,"2Vide “Letter 	to Ramsay Macdonald”, 9-9-1932. and “Letter to Ramsay 	Macdonald”, 18-8-1932."
libtech_64_footnote,"3Secretary, Bangalore Cantonment Congress Committee."
libtech_65_footnote,1Fast against separate electorates for Harijans; Vide “Statement to the Press”
libtech_66_footnote,1During Gandhiji's visit to England in 1931.
libtech_67_footnote,"2Vide also “Telegram to G.D. Birla”, 18-9-1932."
libtech_68_footnote,"1Vide “Letter to G.D. Birla”, 15-9-1932."
libtech_69_footnote,"2The English translation of the preface to Anasaktiyoga; Vide “Letter to Valji and Dudhibehn Desai”, 19-11-1932 to “Letter to V.S. Srinivasa Sastri”, 20-9-1932."
libtech_70_footnote,1Vide the preceding item.
libtech_71_footnote,2 From the placing of the item in the source.
libtech_72_footnote,1From the postmark.
libtech_73_footnote,"1Vide  “Telegram 	to G. D. Birla”, 15-9-1932."
libtech_74_footnote,1Addressees’ son.
libtech_75_footnote,"2Pragji Khandubhai Desai, Gandhiji’s co-worker in South  Africa.  He contributed regularly in the Gujarati Section of Indian Opinion."
libtech_76_footnote,"3An English version, published in India, of Gandhiji’s Gujarati articles on general knowledge about health which appeared in Indian Opinion."
libtech_77_footnote,1Wife of Mathuradas Trikumji.
libtech_78_footnote,"1Wife of Dr. Jivraj 	Mehta and a former Vice-Chancellor of M. S. University, Baroda."
libtech_79_footnote,"1Daughter-in-law of Raliatbehn, Gandhiji’s sister."
libtech_80_footnote,"1Vide “Telegram to Raja Mahendraranjan”, 19-9-1932."
libtech_81_footnote,2Raliatbehn.
libtech_82_footnote,3Dr. Pranjivan Mehta’s brother.
libtech_83_footnote,1Wife of Lakshmidas 	P. Asar.
libtech_84_footnote,"2This was published under the date-line “September 20”; Vide, however, “Diary, 1932”, entry under September 19."
libtech_85_footnote,1From Mahadevbhaini Diary
libtech_86_footnote,4Jaisukhlal Gandhi’s wife.
libtech_87_footnote,2The remaining portion of the microfilm is indecipherable. Hence what follows is from Mahadevbhaini Diary.
libtech_88_footnote,1 Vinoba Bhave in his letter had quoted the text saying that while  Kaliyuga
libtech_89_footnote,1Son of Mahadev Desai
libtech_90_footnote,1The proposed fast 	against separate electorate for the depressed classes
libtech_91_footnote,2Stepsister of Mahadev Desai
libtech_92_footnote,"3That is, after 	separation from her first husband. She married P. G. Deshpande."
libtech_93_footnote,4ibid
libtech_94_footnote,1Gandhiji’s cousin and father of Narandas Gandhi
libtech_95_footnote,"2Devkunvar, addressee’s wife"
libtech_96_footnote,"2Vide “Letter 	to Ramachandra N. Khare”, 19-9-1932."
libtech_97_footnote,1Nephew of Narayan 	M. Khare.
libtech_98_footnote,"1Vide “What 	Women Should Do in a Difficult Situation”, 4-9-1932."
libtech_99_footnote,2The names are omitted in the source.
libtech_100_footnote,1From Mahadevbhaini Diary
libtech_101_footnote,1The names are omitted in the source.
libtech_102_footnote,2ibid
libtech_103_footnote,1Addressee’s wife
libtech_104_footnote,1Daughter of C. 	Rajagopalachari
libtech_105_footnote,"2Vide “An Autobiography—Part IV, Chapter V”."
libtech_106_footnote,"1Vide “Telegram 	to Rabindranath Tagore”, 20-9-1932."
libtech_107_footnote,"2From “Diary, 	1932”. The addressee’s cable dated September 17 read: “Should 	value advice you care to give me at this moment.”"
libtech_108_footnote,1Vide the preceding item.
libtech_109_footnote,"1From “Diary, 	1932”"
libtech_110_footnote,1From the 	placing of 	the item in 	the  source
libtech_111_footnote,"2Vide  “Statement 	to the 	Press”, 16-9-1932."
libtech_112_footnote,3ibid
libtech_113_footnote,4ibid
libtech_114_footnote,"1From “Diary, 	1932”"
libtech_115_footnote,2From the placing of 	the item in the source
libtech_116_footnote,3ibid
libtech_117_footnote,5ibid
libtech_118_footnote,3From the placing of 	the item in the source
libtech_119_footnote,"1From “Diary, 	1932”"
libtech_120_footnote,1From the placing of 	the item in the source
libtech_121_footnote,1From the placing of 	the item in the source.
