footnote_no,footnote
libtech_1_footnote,1The reference is 	not clear.
libtech_2_footnote,2This and the 	telegrams that follow were sent on the passing away of C.
libtech_3_footnote,3Mona Das
libtech_4_footnote,1At the end of this 	telegram Gandhiji wrote : Repeat to Mahomed Ali and add “inform 	Maulana Abul Kalam”.
libtech_5_footnote,"2In March 1925, 	Gandhiji went on a tour of Kerala, and held discussion with local 	leaders like K. Kelappan Nair, and the Commissioner of Police, 	Trivandrum— W. H. Pitt, with whom he later maintained contact in 	regard to the problem; vide 	“Letter to W. H. 	Pitt”, 18-3-1925. Gandhiji released this correspondence to the 	Press on March 24, stating that the “agreement” embodied therein 	marked some progress in the movement for the reform."
libtech_6_footnote,1This was 	distributed in the form of leaflet.
libtech_7_footnote,"1Chitta Ranjan Das had passed away at Darjeeling on June 16, 1925."
libtech_8_footnote,"2Where Gandhiji had staved with C. R. Das from June 3 to June  6. 1925; vide “At Darjeeling”, 10-7-1925."
libtech_9_footnote,2The newspaper 	reports that Gandhiji broke down and was unable to proceed for a 	minute or two.
libtech_10_footnote,"3Vide “Telegram to Basanti Devi Das”, 17-6-1925, “Telegram Satcouripati Roy”, 17-6-1925, “Telegram to Urmila Devi”, 17-6-1925, “Telegram to Mona Das”, 17-6-1925, “Telegram to Vallabhbhai Patel”,"
libtech_11_footnote,"31880-1941; editor of The Leader, English daily from Allahabad"
libtech_12_footnote,"4Vide “Speech at Public Meeting, Khulna”, 17-6-1925."
libtech_13_footnote,"1Seven addresses 	were presented 	to Gandhiji 	on behalf 	of the 	local bodies, the Municipality, the District Board and the People’s Association.  Sir P."
libtech_14_footnote,"1Here Young India has the following note: Since the above was set in type, we have received the sad news of the passing away of the Deshbandhu on Tuesday, at 5.30 p. m. at Darjeeling, owing to heart-failure. Asstt. Editor, Y.I."
libtech_15_footnote,2B. F. Bharucha
libtech_16_footnote,"1Barrister-at-law, Tamil scholar; translated the Kural into English; wrote commentary on Kamba Ramayanam, etc."
libtech_17_footnote,1The body of C. R. 	Das reached Calcutta on this day.
libtech_18_footnote,"1This was in reply to the telegram from Kelappan concerning the Vykom Satyagraha received on June 18, 1925, which read : Government tacitly permitting use half roads. No proclamation. Closing remaining roads means perpetuating unapproachability.  Solution  unacceptable.  Abandoning satyagraha means acquiescing in unapproachability. Wire. Kelappan also wrote in detail on the same day; vide Appendix “Letter from K. Kelappan Nair”, 18-6-1925. Along with the  letter, he  forwarded to   Gandhiji a  sketch of the"
libtech_19_footnote,"2This was also published in Amrita Bazar Patrika, 20-6-1925."
libtech_20_footnote,"3Vide “The Acid Test”, 19-6-1924."
libtech_21_footnote,"4Sir Tej Bahadur Sapru (1875-1949); eminent lawyer, constitutionalist and politician; Law Member in Viceroy’s Council, 1920-22; President of the Liberal Federation in 1923 and 1927"
libtech_22_footnote,
libtech_23_footnote,"1The message, released to the Press from Calcutta, is in Gandhiji’s own handwriting."
libtech_24_footnote,"1Jairamdas Doulatram (b. 1892); Secretary, Sind Provincial Congress Committee; later became Minister for Food and Agriculture, Government of India; Governor of Bihar and Assam; member, Rajya Sabha, since 1959"
libtech_25_footnote,1A Gujarati poet
libtech_26_footnote,"2The reference is to the A.I.C.C. meeting which was held in Ahmedabad from June 27 to 30, 1924; vide “Defeated and Humbled”, 3-7-1924."
libtech_27_footnote,"1Vaishnava cult founded by Vallabhacharya, 15th-16th century"
libtech_28_footnote,11485-1533; a Hindu religious reformer who created a casteless society of
libtech_29_footnote,"1The postmark is 	“Calcutta June 23, ’25”. Ashad 	Sud 1 fell on June 	22."
libtech_30_footnote,"2The postmark is 	“June 23, ’25”. In the year 1925 Ashad 	Sud 1 fell on June"
libtech_31_footnote,
libtech_32_footnote,"1The postmark is 	“June 23, ’25”. In the year 1925 Ashad 	Sud 1 fell on June"
libtech_33_footnote,1Received for the 	All-Bengal Deshbandhu Memorial Fund
libtech_34_footnote,"1Principal, St. 	Stephen’s College, Delhi. He was seriously ill and passed away on 	June 30."
libtech_35_footnote,2Omission in the 	source
libtech_36_footnote,"1The reference presumably is to the article “Are We Ready?”, 18-6-1925."
libtech_37_footnote,2Devotional songs sung in chorus
libtech_38_footnote,1Not reproduced here
libtech_39_footnote,2Floral frame
