footnote_no,footnote
libtech_1_footnote,1An extract from 	John Bunyan’s allegorical work The Pilgrim’s Progress.
libtech_2_footnote,2Presumably 	Countless Tolstoy
libtech_3_footnote,"3In his letter to 	Harilal Gandhi of January 26, 1913 (p. 449), Gandhiji had discussed 	Harilal’s examination result and asked for the question-papers. 	Here he repeats the request and adds that the two letters are being 	posted together. This was, therefore, written shorlty after the 	letter of January 26."
libtech_4_footnote,3Dr. Pranjivan Mehta
libtech_5_footnote,"1Vide “Letter to Harilal Gandhi”, 26-1-1913."
libtech_6_footnote,"2Vide “Diary, 1912”, end of 1912."
libtech_7_footnote,
libtech_8_footnote,"1Jamnadas Gandhi 	left South Africa on December 14, 1912 and any letter from him could 	not have reached Gandhiji before January 15 of the following year at 	the earliest. In 1913, Phagan 	Sud 6 corresponds to 	March 14."
libtech_9_footnote,"1International Printing Press, Phoenix"
libtech_10_footnote,1Return to Nature
libtech_11_footnote,"1On February 11, 1913, Ampthill had asked in the House of Lords whether the Imperial Government had received official information in confirmation of Press reports that Gokhale’s visit to South Africa had been successful, and if there was hope of an early and satisfactory settlement of the British Indian question. He also moved for Papers. In the course of his speech, Ampthill said that it was an Imperial question “of the first magnitude” and had caused discontent in India which came to a climax at the Indian National Congress of 1911. The Imperial Government, he said, had approved of Gokhale’s visit. He further wanted to know what the Government had now done “to acknowledge and encourage and take advantage” of the resulting “spirit of reasonableness and conciliation and goodwill”. Lord Emmott, Under-Secretary of State for the Colonies, in the course of a “frigid and cautiously official” reply said that Gokhale’s visit was unofficial, that his representations to the South African Ministers were “informal” and that he had no Papers to lay before the House. Indian Opinion, 22-3-1913."
libtech_12_footnote,1Vide the following item
libtech_13_footnote,"1Vide also “Lord Ampthill’s Advocacy”, 22-3-1913."
libtech_14_footnote,"1The Vrededorp Municipality had sued for the ejectment of Ah Kai, a Chinese, from Stand 495 on the ground that he was an Asiatic and, at the time, not a bona-fide servant of a white. Judgment in this case, described by Indian Opinion, 22-3-1913, as “an important test case”, was given, with costs, in favour of Ah Kai."
libtech_15_footnote,1Unleavened bread
libtech_16_footnote,1Gujarati colloquial expression meaning “milksop”
libtech_17_footnote,"1For the reply to 	this, vide Appendix 	“Letter from secretary for interior to Gandhiji”, 4-4-1913."
libtech_18_footnote,"1Vide also “Hindus and Mahomedans Beware”, 22-3-1913 and “Attack on Indian Religions”, 22-3-1913."
libtech_19_footnote,2ibid
libtech_20_footnote,1Two Stands in Wolhuter Township
libtech_21_footnote,2Varieties of pulses
libtech_22_footnote,2This letter to the 	Registrar of Asiatics listing the entrants’ names is not 	available.
libtech_23_footnote,3ibid
libtech_24_footnote,1Kasturba Gandhi.
libtech_25_footnote,"2In Natal, a Mahomedan had left by his will his entire property to his surviving wife. For assessing the succession duty, the Master of the Provincial Division of the Supreme Court had called for proof apart from the husband’s statement and suggested that the parties concerned should get the Supreme Court’s ruling on the point. Indian Opinion, 29-1-1913."
libtech_26_footnote,"3Vide 1st footnote of “Lord Ampthill’s Advocacy”, 22-3-1913."
libtech_27_footnote,"1Judging from the contents this letter appears to have been written after Jamnadas Gandhi left South Africa for India on December 14, 1912."
libtech_28_footnote,2ibid
libtech_29_footnote,1Parents of the addressee
libtech_30_footnote,1Vaishnava temples
libtech_31_footnote,"2Vide Appendix 	“Text of Searle’s Judgement”, 21-6-1913."
libtech_32_footnote,3Mother tongue
libtech_33_footnote,
libtech_34_footnote,4A Muslim name for God
libtech_35_footnote,"1This was published 	in Indian Opinion, 	7-6-1913, under the heading “Correspondence with Mr. Fischer”."
libtech_36_footnote,"1For the terms of the settlement, vide “Letter to E. F. C. Lane”, 22-4-1911."
libtech_37_footnote,5A Hindu name for God
libtech_38_footnote,"1In the 	superscription Gandhiji 	had begun to 	write “Upper”, 	but scored 	out the 	letters “Upp” for “Lower”."
libtech_39_footnote,"1This was held on March 30, 1913; for the resolutions passed at the meeting,"
libtech_40_footnote,"2To this the following reply dated April 10 was received: “. . . I am directed  by the Minister of the Interior to state that it does not appear that any new principle has thereby been laid down, as from the earliest times, following the introduction of European civilization into South Africa, the law of the land has only recognized as a valid union the marriage, by a recognized Marriage Officer, of one man to one woman, to the exclusion, while it lasted, of any other. A very old established section of the Cape population, and a large one in point of numbers, viz., the Cape Malay community, has always followed the Mahomedan faith and conducted its marriages according to the tenets of that religion; but such unions, unless solemnized by a Marriage Officer, are not recognized under the Marriage Order-in-Council or officially recorded in any way."
libtech_41_footnote,3This is not reproduced here.
libtech_42_footnote,"4L. W. Ritch, barrister, an active associate of Gandhiji."
libtech_43_footnote,
libtech_44_footnote,"1Articles in this series were later published as a book which was translated into Hindi and other Indian languages. Based on the Hindi version was A Guide to Health, an English adaptation by A. Rama Iyer, published by S. Ganesan, Madras, in July 1921. The book was translated into several European languages."
libtech_45_footnote,"2Vide “Leter 	to Minister of Interior”, 1-4-1913."
libtech_46_footnote,"1Fasts observed by  Muslims from sunrise to  sunset, during the month of"
libtech_47_footnote,"2Ahmed Mahomed Cachalia, Chairman, British Indian Association"
libtech_48_footnote,"1Although the text of the note is placed in the source as post-script to the following item, dated April 9, it appears from the contents that it was written on this day, following the letter on pp. 118-9."
libtech_49_footnote,"2The four monsoon months, from about mid-July to mid-November, during which pious Hindus observe partial fasts"
libtech_50_footnote,2Vide the 	preceding item.
