chapter_no,date,title,content
1,,LETTER TO C. F. ANDREWS,"
         ALIGARH, 
   MY 	DEAREST CHARLIElibtech_1_footnote, November 23 [1920]libtech_2_footnote 
  	I have your letters and your wire. Have I done you an injustice? I 	simply wired saying I was trying to send you—I did not say you had 	accepted the post. And I said what I did on the strength of our 	conversation.libtech_3_footnoteIn 	  any   case   there   will  be   no   pressure   whatsoever brought 	to bear on you. You wills simply do what you can for the Muslim 	University.  	Yes I realize the necessity of putting the English connection on a 	pure basis. In its present condition it is hateful. But I am not as 	yet sure that it must be ended at any cost. It may be that the 	English temperament is not responsive to a status of perfect 	equality with the black and the brown races. Then the English must 	be made to retire from India. But I am not prepared to reject the 	possibility of an honourable equality. The connection must end on  	the  clearest possible proof that the English have hopelessly failed 	to realize the first principle of religion, namely, brotherhood of 	man.  	Baro Dada’slibtech_4_footnotelibtech_5_footnoteletter has not been received by me. It may be in the 	Ashram or it may be received by me tomorrow on reaching Delhi. I 	have duly telegraphed to you.  	I cannot wire any message to Dr. Dutta but if there is yet time I 	shall endeavour to write out something for him. I 	do hope you are keeping well.  	I do not wonder at the Gujarati children having been withdrawn.libtech_6_footnotelibtech_7_footnoteI 	 do  not   think   you   have   lost   anything.   You   cannot 	whittle down principles to keep a single boy. I have not told 	youwhat I        
 am  suffering  for  having  got  the  senate  [pass   the]   resolutionlibtech_8_footnote[as suggested] in your letter. They have threatened to boycott me completely. But my position is absolutely clear. I do not want swaraj at the cost of the depressed classes or any classes for that matter. It will not be swaraj at all in my sense of the term. My belief is that the instant India is purified India becomes free and not a moment earlier. Only I must fight the greatest devil of all—this Government—with all my might and in doing so I shall be automatically fighting the lesser ones. This threat of boycott is giving me the keenest pleasure for I feel that there I am on still purer ground. In fighting the Government, the motives of co-workers can be mixed. In fighting the devil of untouchability I have absolutely select company.
With love,
 Yours,
 MOHAN
 From a photostat: G.N. 956
 "
2,"November 23, 1920","SPEECH ON NON-CO-OPERATION,
AGRAlibtech_9_footnote","
  
 November 23, 1920
 Mr. Gandhi began by referring to the recent Hindu-Muslim disturbances at Agra and congratulated the people for settling the dispute without the intervention of the authorities. He said it grieved him to see a disorderly meeting as that would not enable them to attain swaraj. He said the processionlibtech_10_footnotewasted time and huge meetings did not serve the purposes for which they were held. They both wasted time and he would perhaps have to take a vow that he would not go out in a procession and would not address huge meetings. India was in mourning for the 1,500 killed at the Jallianwala Bagh and he could not tolerate the idea of music and procession while in mourning. He regretted that foreign articles were used in the decorations and buntings and foreign candles and lamps were used for the illumination. These methods would not help them to get the Khilafat wrongs righted and to attain swaraj.
 He said he had come to address the students only and would soon leave the meeting to address them at his residence, where only students could attend. He said he regarded the Government as Satanic and was confident that swaraj could be attained in one year if the people became truthful and behaved better. The Government called him
 
 insane,libtech_11_footnotebut he knew he was not insane. He would meet the deceitful Government with truth. He urged the lawyers to give up practice, the candidates to boycott the councils and the voters not to vote. He said the setting up of chamarlibtech_12_footnoteas a candidate was ridiculous. The bureaucracy would laugh at him and at the people for such actions and as swaraj would not be attained in this manner, they would ridicule both.libtech_13_footnote
 The Leader, 26-11-1920
 "
3,"November 23, 1920","SPEECH AT STUDENTS’
MEETING, AGRAlibtech_14_footnote","
  
 November 23, 1920
 At no other place have I been as unhappy as I felt after coming here. With all this confusion, you will not help me in my mission here. When there is so much disorder, how can I advise students to leave college?
 *	*	*
 We are dazzled by the shining lustre of our chains and look upon them as the symbols of our freedom. This state [of mind] bespeaks slavery of the worst kind.
*	*	*
 Speaking about the timidity induced by their education, Gandhiji said:
 We may feel in our heart any measure of devotion for Tilak Maharaj, but where is the student who will express it freely?
 *	*	*
 For us, fear has become synonymous with life. What is the use of that education which does not help us to overcome fear, but which, on the contrary, strengthens it? What kind of an education is it which does not teach us to follow truth and to cultivate devotion for the country?
 But my argument is not merely that we should give up this education because it is bad. My argument is that we ought not to receive it because it is provided by those who hold us in slavery. From his owner a slave will not learn the lesson of freedom. This Empire has
 
 
 become defiled; even if this Satanic Empire should propose to give me training for freedom, I may not receive it.
 No matter what the quality of this education, what is its source? Why are you taken in because they teach you big books? They do not give you real education in freedom, only deceive you into believing that they do. In point of fact, it is with money stolen from the country that they give you this education by which you are taken in, and that is like using money stolen from a man to teach him to drink.
 *	* *
 As a boy, I loved my parents as Shravanalibtech_15_footnotelibtech_16_footnoteloved his. I believe in God, too. Would I, then, ask anyone to do something in disregard of his parents’ wishes? However, one’s parents, too, were created by God and I have been arguing that, when parents’ wishes  conflict  with God’s command, one should obey the latter.
 Those of you who feel in the depth of their heart that they will not learn lessons of freedom in schools run by an Empire such as I have described, who hear a command from God that, in order to secure freedom, they need to shake off this slavery, should reason with their parents respectfully. If you feel that this is a house on fire, that you have no choice but to run out of it, only then should  you abandon it. I feel all the twenty-four hours that I cannot  live  a  moment longer under this Empire and, if you feel the same way, you would not want to ask if alternative schools had been provided for you. Leaving your school or college without making conditions is the first lesson in freedom. If, however, you do not have patience enough to occupy yourselves after leaving your school with collecting funds for a free school till one is set up, if you do not have patience to live by begging meanwhile, most certainly do not leave your school.
 You should get training for bodily labour. When an English boy comes out of school or college, he certainly has the strength for such labour. If, however, your only ambition, after completing your education, is to be lawyers or the Government’s hacks, the present schools and colleges are the only ones for you. If you understand the dignity of the ancient practice of  madhukarilibtech_17_footnotewhich is  followed  in Maharashtra even today, you should even live by begging and study. If you have not acquired the strength for this, I do not want to win the country’s freedom through you.
 
 This education is an education in atheism. One who, in spite of it, has faith in God, who has mastered the senses, has observed the vow of non-stealing and practised non-violence—such a one may claim to hear the voice of conscience. I, therefore, address myself only to those students who have been trained in self-control and I tell them that they may unhesitatingly leave college if they hear the command of God.
 I want only such students as have the strength, when the timecomes, to sacrifice themselves, to mount the gallows, to beg. You may leave college only if the cruel injustice done to the country and to the Muslims has kindled fire in your hearts.libtech_18_footnote
[From Gujarati]
 Navajivan, 8-12-1920
 "
4,"November 23, 1920","TELEGRAM TO JAIRAMDAS
DAULATRAMlibtech_19_footnote","
  
 [On or after November 23, 1920]
 WILL   CERTAINLY   DISSUADE   PEOPLE    AGAINST    SOCIAL    AS    DISTIN- GUISHED  FROM  POLITICAL  BOYCOTT.  HOLD   LATTER   ABSOLUTELY  NECESSARY.
 From a photostat: S.N. 7353
 
 
 When the lecture was over he invited the students to ask any questions they liked. One student asked whether any student could go to England or any other European country for technical or any education. Mr. Gandhi said he would not like it, but if the student wanted to go he could, as he regarded all European countries alike. The student again asked if he could go to Japan or the United States as they were independent countries. Mr. Gandhi said he regarded all of them alike. They were not India.”"
5,,MORE DIFFICULTIES,"
  
 The resolutionlibtech_20_footnoteof the senate of the Gujarat National University in regard to Mr. Andrews’ question about the admission of children of the ‘depressed’ classes to the schools affiliated to that University is reported to have raised a flutter in Ahmedabad. Not only has the flutter given satisfaction to a Times of India correspondent, but the occasion has led to the discovery by him of another defect in the constitution of the senate in that it does not contain a single Muslim member. The discovery, however, I may inform the reader, is no proof of the want of national character of the University. The Hindu-Muslim unity is no mere lip expression. It requires no artificial proofs. The simple reason why there is no Mussulman representative on the senate is that no higher educated Mussulman, able to give his time, has been found to take sufficient interest in the national education movement. I merely refer to this matter to show that we must reckon with attempts to discredit the movement even by misinterpretation of motives. That is a difficulty from without and easier to deal with.
 The ‘depressed’ classes difficulty is internal and therefore far more serious, because it may give rise to a split and weaken the cause—no cause can survive internal difficulties if  they are indefinitely multiplied. Yet there can be no surrender in the matter of principles for the avoidance of splits. You cannot promote a cause when you are undermining it by surrendering its vital parts. The ‘depressed’ classes problem is a vital part of the cause. Swaraj is as inconceivable without full reparation to the ‘depressed’ classes as it is impossible without real Hindu-Muslim unity. In my opinion we have become ‘pariahs of the Empire’ because we have created ‘pariahs’ in our midst. The slave-owner is always more hurt than the slaves. We shall be unfit to gain swaraj so long as we would keep in bondage a fifth of the population of Hindustan. Have we not made the ‘pariah’ crawl on his belly? Have we not segregated him? And if it is religion so to treat the ‘pariah’, it is the religion of the white race to segregate us. And if it is no argument for the white races to say that we are satisfied with the badge of our inferiority, it is less for us to say that the ‘pariah’ is satisfied with his. Our slavery is complete when we begin to hug it.
 The Gujarat senate therefore counted the cost when it refused to bend before the storm. This non-co-operation is a process of self-purification. We may not cling to putrid customs and claim the pure boon of swaraj. Untouchability, I hold, is a custom, not an
 
 integral part of Hinduism. The world has advanced in thought, though it is still barbarous in action. And no religion can stand that which is not based on fundamental truths. Any glorification of error will destroy a religion as surely as disregard of a disease is bound to destroy a body.
 This Government of ours is an unscrupulous corporation. It has ruled by dividing Mussulmans from Hindus. It is quite capable of taking advantage of the internal weaknesses of Hindusim. It will set the ‘depressed’ classes against the rest of the Hindus, non-Brahmins against Brahmins. The Gujarat senate resolution does not end the trouble. It merely points out the difficulty. The trouble will end only when the masses and classes of Hindus have rid themselves of the sin of untouchability. A Hindu lover of swaraj will as assiduously work for the amelioration of the lot of the ‘depressed’ classes as he works for Hindu-Muslim unity. We must treat them as our brothers and give them the same rights that we claim for ourselves.
 Young India, 24-11-1920
 "
6,,COUNCIL ELECTIONSlibtech_21_footnote,"
  
 The elections in the Bombay Presidency and elsewhere have demonstrated the success of non-co-operation about Councils, in so far as the voters are concerned. In some cases not a single voter seems to have registered his vote. What will the so-called representatives do? They know that the voters have refrained from going to the polls not out of laziness but out of deliberation. They know, too, that thousands of voters have declared in writing their intention not to be represented. The members had ample opportunity of acting on the electors and convincing them of the desirability of voting. They cannot complain [of] intimidation or even picketing. For the instructions were not to picket, and, as far as I am aware, the instructions were implicitly followed. In the face of these facts, is it not the clear duty of the members declared to have been elected not to have anything to do with the Council? The electors have shown in no uncertain terms that they do not want to have anything to do with the reformed Councils. The members will reduce representative institutions to an absurdity if they persist in going to the Council when they have the clearest  possible mandate to the contrary.
 If the so-called representatives do not obey the mandate of their electors, the course of the latter is quite clear. They must form voters’
 
 associations, and through these bodies pass votes of no-confidence; they must address their respective members notifying  their disapproval of their conduct in allowing themselves to be declared elected. It follows, too, that the electors must not on any account whatsoever take any work from these members. For them the Council does not exist. They must not seek any relief through it. The next trial of the voters will commence when the Council is opened, if at all, in the face of this verdict. The temptation to air grievances by having questions put in the Council will be very great. The electors will have to resist the temptation.
 But let us hope for the good name of our country that the members themselves will bow to the verdict so emphatically declared by the electors.
 Young India, 24-11-1920
 "
7,,STATE OF PRIMARY EDUCATION,"
  
 Pandit Gangaram Sharma’slibtech_22_footnotelibtech_23_footnoteletterlibtech_24_footnotereproduced  elsewhere  is  a seasonable contribution to the question of national education. He has even been making a useful experiment in primary education in the Punjab, and is able to throw a flood of light on this very important problem. His refusal to take Government grant and affiliate his school makes his scheme specially attractive. It has received the blessings of Pandit Madan Mohan Malaviyaji and Mr. Shastriar. The programme is ambitious and well thought out. The scheme is inexpensive. My fear is that it is overweighed with too many items. But one has hardly the right to criticize an experiment without careful study on the spot. I question the advisability of introducing a knowledge of English in any scheme of primary education. In my opinion millions of boys and girls of this country do not need to know English at all. They need ideas rather than languages. And I would give even little children ideas about swaraj and other essential matters without their having to wait for higher literary knowledge. The present system and method of education fill a boy with many useless facts and leave him without proper mental development till he begins to receive a high-school training. Thus we have come to think quite unwarrantably that we cannot imbibe true ideas of liberty, religion, etc., without a knowledge of English, and have therefore made of it a fetish.
 
 The more interesting part of Pandit Gangaram Sharma’s letter lies in the information he imparts about the difficulties placed in his way by the local officials and the startling figures he produces regarding the ‘progress’ of primary education in the Punjab. It would appear that in 1844, in a population of 127 lakhs, there were 30,000 indigenous schools, catering for 4 lakhs of children. In 1918-19, with a population of 190 lakhs, there were only 933 indigenous schools and 4,171 Government schools, catering in all for 239,332 children. If the figures are correct, the state of primary education in the Punjab is worse now than it was in 1849, i.e., before British occupation. Yet we are told that if we nationalize education, we cannot finance it!
 There are other equally damaging figures and facts Pandit Gangaram Sharma has shown me. I must deal with them later.
 Young India, 24-11-1920
 "
8,"November 24, 1920","TELEGRAM TO NARANDAS
GANDHIlibtech_25_footnote","
  
 [On or after November 24, 1920]libtech_26_footnote
 
 BOYS   SHOULD   REMAIN   FIRM    AVOID    ROWDYISM    SHOULD    UNDERGO DAILY    DRILL    STUDY    AT    HOME     TILL     NEW     HIGH     SCHOOL     OPENED OR       TILL        PRESENT     HIGH      SCHOOLlibtech_27_footnoteNATIONALIZED. THEY MUST CONFER      WITH      PARENTS      AND      GENTLY      BEAR      DOWN      OPPOSITION IF      ANY.      CONSULT      BANKERlibtech_28_footnote      THREE      SCHOOLMASTERS      HAVE OFFERED SERVICES.
 From a photostat: S.N. 7354
 
 
 
 
 
 
 
  "
9,"November 25, 1920","TELEGRAM TO C.
Y. CHINTAMANIlibtech_29_footnote","
  
 [On or after November 25, 1920]libtech_30_footnote
 AM    CERTAINLY    OPPOSED    ANY    CANVASSINGlibtech_31_footnote    BY     NON-CO-OPERATORS FOR    ANYBODY.    IT     WAS     BECAUSE     I     FOUND     INCLINATION     TAKE SIDES THAT I BEGAN WARNING NON-CO-OPERATORS AGAINST THAT TEMPTATION.       FURTHER       THAN       THIS       I       MAY       NOT       GO.       NO  ONE     HAS     AUTHORITY     IN     MY     NAME     PREFER    ANY    CANDIDATE JHANSI   ELSEWHERE   HOPE   IF   YOU   FIND   MAJORITY   VOTERS    JHANSI AGAINST     ANY      ELECTION      YOU      WILL      RESPECT     CONSTITUENCY’S WISH.
 From a photostat: S.N. 7355
 "
10,"November 26, 1920","SPEECH AT STUDENTS’
MEETING, BANARASlibtech_32_footnote","
  
 November 26, 1920
 I spoke to you a few months ago about   self-control.libtech_33_footnotelibtech_34_footnoteToday also, the purpose of my visit here is to speak, as I understand the matter, on the same subject. It is being said these days that I am putting wild ideas into students’ heads. With a full sense of responsibility, I declare that I am doing nothing of the kind. I can never think of putting such ideas into their heads. I was also a student once and I did everything in my student days with full respect for elders. I am, moreover, the father of four sons and I have had hundreds of boys who came to me and to whom I still claim to be a father. That being so it is impossible that I should utter any words intended to put wild ideas into people’s heads.
 
 But these are days when the elders feel that through my present activities I am doing them injustice, that I have also departed a little from truth, which I say I scrupulously follow, and that my language today lacks the moderation to which I lay claim. I have given thought to all this but my soul tells me that I am not immoderate in my language. All that I say I say with a calm mind and with the utmost deliberation. The fact is that the delusion under which I laboured in December last has vanished and so the language I speak today is different   from   what  I   spoke   then.libtech_35_footnoteHowever,  I   have   only   been describing things as they are. If I saw that a thing was unclean and I did not say that it was so, I would violate truth and be guilty of lack of consideration for others. In describing a thing as it is, there is no lack of consideration for others but only respect for truth. To be sure, perfect truth is in silence alone but, so long as it is necessary to  employ language, it can reflect the perfect truth only when I describe  a situation to you exactly as I see it.
 A report of a speech by Panditjilibtech_36_footnoteappeared in   The  Leader.  I observe that it was published with his consent. I wish to draw your attention to one sentence in it: “Give thought to everything and do as your conscience bids you.” I want to tell you the same thing. And if you have any doubt about what your conscience tells you, if you are not able to come to a decision in your mind, do not accept what I or anyone else may say but accept only what Panditji, whom you allrevere, says. I have come across no holier man than he; I see no living Indian who has served India more than he has done. What is our relation, Panditji’s and mine? I have revered him ever since I returned from South Africa. I have poured forth my troubles to him on innumerable occasions and received consolation from him every time. He is certainly as an elder brother to me.
 This being our relation, I can tell you nothing else than that you should act as I ask you to do only if you feel in your heart of hearts that what I tell you is the only truth. If, on the other hand, you argue that we are both your leaders and that you have to choose the advice of the one or the other, do only what Panditji asks you. If you have the slightest misgiving, do not follow me; in fact, it would be to your harm to do so. Panditji is the patriarch of this University; he is its founder, its soul, and it is our duty to respect him. If you have the slightest doubt about my being right in seeing the error which I do on
 
 Panditji’s part in this matter, do not accept my advice. A gentleman came and told me that, if I came to Banaras, in the present state of Panditji’s health, my visit would give him a painful shock and that we might even lose him. He hoped my visit would not kill Panditji. Who am I that I could kill Panditji? If by killing him we mean killing his soul, that is impossible. But this gentleman saw in my visit Panditji’s death. He told me that the students would accept my advice and leave the University, that in this Panditji would see his life’s work destroyed and it would kill him. I was a little amused by this. I felt that the gentleman did not know Panditji. Panditji is no coward to throw away his life over a matter like this.
 No doubt the University is Panditji’s very life, but it seems to me truer to say that India is his life. He is an optimist. Rightly does he believe that no one can harm India, that no one has the reins of the country in his hand, that they are in the hands of God and He will looks after its welfare. Even so, I sent him a telegramlibtech_37_footnotePanditji sent me a courteous reply welcoming me to Banaras.
 Panditji feels that some of you have been acting without taking due thought and that, if you act without thinking, you will have nowhere to stand on. If, however, you think that it is a sin to continue studies in this University, you should leave it immediately and you will have Panditji’s blessings in that. If your soul, however, is not on fire, listen to Panditji rather than to me.
 It is only when your action is pure, when your motive is pure and the result is pure, that the action can have been inspired by your conscience. There is, however, another restriction which the shastras lay down in this matter. He alone who practises non-violence,  is  truthful and keeps the vow of non-hoarding, can claim that he has had  a command from the conscience within. If you are not a brahmacharilibtech_38_footnotelibtech_39_footnote, if you have no compassion in your heart, no regard for modesty and truth, you cannot claim any action of yours to have been inspired by your conscience. If, on the other hand, you have a heart such as I have described, if you have given up Western ways, if you have God in the pure temple of your heart, you may respectfully disobey even your parents. If you are in such a state, you are free and can act on your own. I know that in the West there is a powerful trend towards licence. But I have no desire to see students in India take to
 
 such licence. If, in this hallowed Banaras, in this sacred place, I wished to turn you to ways of licence, I would be unworthy of my task.
 Why do I tell students that it is their duty to leave schools and colleges? Do I want to ruin your studies? No. I am given to a life of study, even today I am a student, but I want to tell you that the man who has not received education for freedom—and you may be sure this is not to be had by reading Mill on “Liberty”—cannot be taken to be a free man. The education you receive is base compared to even what an Arab boy gets. A friend from that side was here and he tells me that the education our boys get does not amount even to one-fourth of what the boys in his country get. You will not find a single student there who will acquiesce in the rule of this Empire. They were offered facilities of the post, the telegraph and trams, were tempted with the bait of aeroplanes, were promised that their sandy soil, which is generally so hot that one can cook khichdilibtech_40_footnotelibtech_41_footnoteon it in a few minutes, would be made cooler; promises were held out that big institutions would be opened for their education; but the boys there refused to have them. They receive very good education in their religion. That is what you need. In the circumstances in which you pursue your studies, you can only learn to fear man. I would say, on the other hand, that he alone is a real M.A. who has given up the fear of man and has learnt to fear God. Any education you receive will have justified itself only when you have become so strong that you will not beg of anyone for your living. It will have justified itself when the feeling has grown in you that, so long as you are strong of limb, you need not humble yourselves before anyone for a livelihood.
 British historians say that three crores in India do not get two square meals daily. In Bihar the majority of people subsist on a stuff called sattu which is useless as nourishment. When I saw people swallowing this sattu—maize flour—with water and chillies, my eyes used to blaze with fire. If you were to have such food to eat, how long would you survive? In that land of Ramachandra, in that holy land of King  Janakalibtech_42_footnote,  people  today  get  no  ghee,  not  even  milk.  In   such conditions, how can you rest in peace? If we do not get an education which makes a Mazzini out of every one of us, our education is of no value. If you cannot eat your food in freedom, you should have the strength to starve to death and remain free.
 
 I am told that in Arabia and Mesopotamia boys have education of this kind. They are ready to fight the British. They have arms with them. We lack them, but in her love of truth India has a great store of soul-force and this is why we are able to fight oppression. Tulsidaslibtech_43_footnotecounsels us to keep away from the wicked. This Empire, I say, is Satanic and it is our duty, therefore, to keep away from it. Keeping away from it can mean nothing less than  hijratlibtech_44_footnotebut I do not counsel that. Where should we go, keeping away in that manner? I see no place of shelter unless it be the Indian Ocean or the Bay of Bengal. But Tulsidas has said that, should it be impossible to keep away from the wicked altogether, we may remain at some distance. If you fail to acquire the strength for non-violent non-co-operation like Sita’s, who refused to look at Ravana’s delicacies and to accept the services of his maid-servants, living wholly on fruits growing in Ashokavatikalibtech_45_footnote, I have not the least doubt that India would be ruined, would for ever rot in slavery.
 I do not wish to go into why this Empire is Satanic. But an Empire which has been guilty of the atrocities in the Punjab,libtech_46_footnotelibtech_47_footnotewhich killed children six or seven years old by making them walk in the heat, which dishonoured women, which has said that the officials who did all this had committed no crimes but had saved its rule—to study in the schools of such an Empire is, to my mind, the greatest adharma of all. To Panditji, an elder brother to me, this seems to be dharma. My shastras do not teach me so. I cannot learn from Ravana the Gita the Koran or the Bible. I would learn the Gita from one who had studied it with reverence. How can I learn it from one who takes liquor? I can give you no idea of how much my soul is on fire. I served this Empire for 30 years. I do not mean, of course, that I did anything wrong in that. Only, I can serve it no longer, for I have been a witness to the Punjab atrocities. Not only this; I also see that for many years now this Empire has been bringing such ruination to the country that the Punjab atrocities are nothing in comparison. When I was your age, I read Dadabhai Naoroji’slibtech_48_footnotelibtech_49_footnotePoverty and Un-British Rule
 
 in India.  Has  the “progressive drain”libtech_50_footnotelibtech_51_footnoteof   India’s  wealth,  which  it described convincingly, diminished today? Is it not a fact that the expenditure on the army has been rising? Has not the expenditure on pensions increased? If the answers to these questions are in the affirmative, I would say: ‘Let Lord Sinhalibtech_52_footnotelibtech_53_footnoteor any other person like him be appointed Governor—let even a person like Panditji be appointed Viceroy— I would not go and salute such a person.’ The real position is that, under this rule, our slavery has been steadily increasing. When, moreover, the slave is dazzled by the lustre of his chain that binds him, his enslavement is complete. I assert that we are more enslaved today than we were 35 years ago. We are becoming ever more defeatist. We are growing more cowardly. Basically, therefore I would certainly say that our slavery has been increasing.
 I always remember one part of the learned speech of Babu Bhagwandaslibtech_54_footnote. He said that when our rulers rule as traders, nay, when they go further and trade in intoxicants like bhang and  ganjalibtech_55_footnote, they become rulers of the lowest order. We should keep away from them. This Empire has turned India into an unholy land. The Excise Department is continually expanding. Men like Gokhale had raised their voice for increasing the number of schools, but the position is that, whereas in 1857 there were 30,000 schools in the Punjab, there are 5,000 today. The Government did away with the rest. It has the power of organization. Do we have it? The Government, however, has kept us deluded. What lesson in swaraj can it teach us? What lesson in swaraj can we learn in the Councils? If you want to get the strength for swaraj, go to the Arabs, go to the Boers. I assert that we have such strength even today but, though lions, we imagine we are lambs. Can anyone intimidate a man who has a soul in him? When you have acquired this spirit, your education will have been to some purpose. Only after you have had such education can you get education for other, general purposes. At present you have been receiving education which will tighten the chains on you. Being enamoured of degrees, we have been demanding “charters” all the time. Why do we refuse to
 
 learn under these trees? Why should we want such palatial buildings? When large numbers in the country do not get enough to eat and women are unable to take a bath for days together for want of a garment to change into, do you demand big palaces in which you may study? If you do, better stop thinking about non-co-operation. If you feel for the country, if the fire which has been raging in me also rages in you, forget everything about buildings and take to non-co-operation as I have been advising. If you do so, I repeat here in this sacred place the pledge I gave elsewherelibtech_56_footnotelibtech_57_footnotethat we shall have swaraj within a year.
 But I tell you again and again that you will get it only if you know your dharma. You will not get it by shouting applause. Why do  I say these things? I don’t want any wealth or honours, nor India’s crown; I want India’s freedom. Everyone advises me to fall in with the others. But I cannot do so; I cannot give up my heart’s conviction, cannot be deaf to the voice of conscience and fall in with the others. I do not want to do so by compromising on a principle. This is that, if we want swaraj, every individual must learn to be free. If you feel in your mind, as clearly as you see the trees in front of you, that this Empire is Satanic, that it is a sin to study in this institution, that, though the Lieutenant-Governor may assert as much as he likes that the Government exercises no control [over the University],  it  can  make its influence felt indirectly, if you feel strongly that it  is disloyalty [to the country] to receive education from this Empire, do not remain in this University for a moment longer,  do  not  even breathe its air.
 I tell you, save yourselves from this raging fire, take every risk. Ask me no questions about other things. Do not ask me what students should do. Do not tell me that there are no other professors and no buildings, asking me where else you can carry on your studies. Your home is your university. If you become respectful and truthful, your home is your university. If, however, you compare the home with these templeslibtech_58_footnote, you will fall. If you have fallen in love with the latter, you are lost. Can our homes be compared with these temples? There is some little similarity [between homes and university buildings] in England, but in our country we do not have even that much. Here, the buildings have been set up wholly with plundered money. He who is not free cannot even pray to God in peace. You can regain your
 
   1920     
 physical, mental and spiritual freedom this very day. Anyone who acquires the confidence that, after leaving the University if he merely takes to repeating the magic name of Narayanalibtech_59_footnotelibtech_60_footnote, or Rama’s  name, even that would be valuable education; anyone who acquires this confidence will have secured all the three kinds of freedom. If I can breathe such a spirit into the students in the country, I can raise from among them an army for winning swaraj. I tell you, so long as the influence of this Empire reaches the University directly or indirectly, you have no choice but to leave it. If, however, you have  no  confidence in yourselves, remain where you are.
 I feel uneasy because 200 students here have taken a pledge to leave the University. I am not uneasy over the pledge; I am uneasy lest they lack confidence in themselves. If you believe that Gandhi is a magician, that when he is here, he will set up a college, you are mistaken. If this is how you feel, I would tell you that not to embark on a thing in the first instance is a sign of wisdom. If you leave the University without giving thought to this, I would be a sinner. What I am asking you to do is to leave the University and go to your homes. Save yourselves from this fire. If you have confidence in yourselves, you will be able to raise a university this very day. But, as Pandit Jawaharlal has advised, and as Mahomed Ali advised in Aligarh, leave without making conditions. Leave it, by all means, if you really wish to; otherwise, return to it. If, however, you are likely to think of returning after leaving it, you had better not leave. If we do not do our duty, our country will not remain our country. Remember what I have been telling you—what I have been saying to appeal to the ancient culture and holiness in you. I tell you once more that if you have the slightest hesitation, listen to Malaviyaji. He has worn out his life in setting up this University. Leave, however, if your conscience tells you, as clearly as you see the object before you, that it is a sin to remain here. “When the son has arrived at the age of 16, he should be treated as a friend”—that is what our shastras say and, since you are above 16, I have a right to tell you what I have told you. I have given this very counsel to my sons and I have done them no harm. I pray, in conclusion, may Kashivishvanathlibtech_61_footnotemake you pure, may He give you fortitude, give you strength for tapashcharya and whatever else you may need.
[From Gujarati]
 Navajivan, 5-12-1920
 
  "
