chapter_no,date,title,content
1,"February 	4, 1929",LETTER TO CHILDREN OF BAL MANDIR,"
         KARACHI, 
    CHILDREN 	OF BAL MANDIR,  February 	4, 1929 
  	The children of the Bal Mandirlibtech_1_footnoteare too mischievous. What kind of mischief was this 	that led to Hari breaking his arm? Shouldn’t there be some limit 	to playing pranks? Let each child give his or her reply.  	QUESTION TWO: 	Does any child still eat spices? Will those who eat them stop 	doing so? Those of you who have given up spices, do you feel tempted 	to eat them? If so, why do you feel that way?  	QUESTION THREE: 	Does any of you now make noise in the class or the kitchen? 	Remember that all of you have promised me that you will make no 	noise.  	In Karachi it is not so cold as they tried to frighten me by saying 	it would be. I am writing this letter at 4 o’clock. The post is 	cleared early. Reading by mistake four instead of three, I got up at 	three. I didn’t then feel inclined to sleep for one hour. As a 	result, I had one hour more for writing letters to the Udyoga 	Mandirlibtech_2_footnote. How 	nice !  Blessings 	from  BAPU  From 	a photostat 	of the  Gujarati: G.N. 9222                               
  "
2,"February 	4, 1929",LETTER TO ASHRAM WOMEN,"
  
 KARACHI,
     SISTERS,  February 	4, 1929 
  	I hope your classes are working regularly. I believe that no better 	arrangements could have been made than what has come about without 	any special planning. Take full advantage of these arran- gements.  	Rasik’s condition can be described as really very serious. I do 	not know whether he will be alive when this letter reaches you. But 	we try to learn every day that birth and death are two facets of the 	same thing. He who is born dies, and he who dies is born again. Some 	do escape this cycle, but neither they nor the others need rejoice 	at birth or grieve over death. I realize this and, therefore, remain 	unconcerned. Rasik has recently become a votary of the Ramayana, 	and we feel, therefore, that he enjoys complete peace inwardly.  	I should like you women to make the kitchen and the infant school a 	shining success. Do not tempt the children to eat spiced food. You 	will see in future that such restraint has benefited them. You must 	have discovered by now that abstaining from spices ordinarily does 	the body no harm. It is a different matter, of course, if some 	persons who have become addicted to spiced food cannot change their 	habit. Think over this matter. It is entirely in your hands to stop 	the children from making noise. You should try and lighten 	Gangabehn’s burden. You may get from her other services too. You 	should fix her hours of work and, during certain hours, should not 	permit her to enter the kitchen at all.  	You should give up the idea of getting ghee from anywhere except 	Chharodi. If you can get no ghee from there, you should learn to do 	without it. It has practically been proved now that linseed oil does 	no harm whatever. So long as we get milk and curds, it does not 	matter too much if we do not get ghee.  	Do set a limit to the quantity of vegetables cooked. Make it a rule 	that not more than ten tolas of cleaned vegetables are cooked 	for each person. 
 These changes require your mental co-operation. That is, you should accept them with your heart and mind.
 You have got to train yourselves for work in the Bal Mandir. Now that a teacher has been appointed specially for this—and he is an able person—you can get all the training you need.
 I shall reach there on the 16th evening instead of the 15th. Since I arrived here a day late, one day will be wasted.
 Blessings from
 BAPU
[From Gujarati]
 Bapuna Patro—1: Ashramni Behnone
 "
3,"February 4, 1929",LETTER TO PURUSHOTTAM GANDHI,"
  
 February 4, 1929
 
 CHI. PURUSHOTTAM,
 You ought to see to it that your physique improves. And it would be a great thing if you could do this while you live in the Ashram. However, I do not insist on that. If you are not confident that you can build your body in the Ashram you may go to Hajira. It is the best place we can think of. For my part, I am certain that you will do well to take water treated with the sun’s rays admitted through glass bottles of different colours. I have again gone through the chapter on the subject. Fill with water a bottle of orange yellow colour, keep it in sunlight and use the water for drinking. Note the effect. The gruel made from wheat bran taken in the morning is also likely to help. Consult Chhotelalji about how to prepare it. He himself will prepare the bran for your use. Personally I would like to keep you with me for some time during my tour and help you to make your body strong. Your idea about Wardha is of course right. Till I return, adopt the remedies which I have suggested and make up your mind about what you will do afterwards.
 Blessings from
 BAPU
 From the Gujarati: C.W. 895. Courtesy: Narandas Gandhi
  "
4,"February 4, 1929",LETTERS TO CHHAGANLAL JOSHI,"
  
 
Silence Day, February 4, 1929
 
 
CHI. CHHAGANLAL,
I hope you got the two letters I wrote to you during the journey.
A postcard, too, is a letter.
 The portions concerning women in the accompanying letters — to Kishorelal and to the [Ashram] women—are of general inte- rest; therefore show them to all. You should read all letters en- closed in an envelope addressed to you. When any such letter is not meant to be read by you, I shall write the word “personal”on it. You should spare sufficient time from your daily work for general supervision over everything. Think in advance of the time which each matter is likely to require, and try your best to finish it within that time. Keep a note of things to be attended to later and make it a habit to consult this note every day. Such a practice lightens the burden on  one’s  memory. No one can carry in his memory all matters to be attended to.
 I shall return there a day later. The programme here got upset and, owing to Monday being a silence day, alternative arrangements could not be made except by extending the programme by a day.
 Make your body strong as a rock; this is possible. You should take more milk and ghee. If oil agrees with you, I am not particular about ghee. If your stomach can digest almonds, I think you will need no ghee at all. But you may make that experiment after I return there.
 You yourself should take charge of Vimulibtech_3_footnoteand Dhirulibtech_4_footnote, or Ramalibtech_5_footnoteshould learn how to bring them up. They are fine children, and only require proper attention.
 I am writing all the letters for today in the early morning. The post is cleared early and, since I chanced to get up at three, I sat down
 
 
 to write letters. Compared to the temperature there, it is less cold here. People say that the weather has changed since yesterday.
 I experienced no difficulty in travelling third class. For half of the way there were very few passengers in the train. Everyone had enough space to sleep during the night. The only difficulty was about the lavatory. We, therefore, bought a second-class ticket for the professor from Abu to Hyderabad, and he and Subbiahlibtech_6_footnotelibtech_7_footnotewent and sat in that compartment by turns. This enabled the latter to do his typing work and the articles for Young India to be typed and dispatched. We saved nearly fifty rupees by travelling in this fashion, apart from the greater peace which I enjoyed. I could see that people  liked  my having resumed third class travelling.
 Blessings from
 BAPU
 From a phootstat of the Gujarati: G.N. 5383
 "
5,"February 4, 1929",LETTER TO GANGABEHN VAIDYA,"
  
 Silence Day, February 4, 1929
 
 CHI. GANGABEHN,
 Remember well the two things I mentioned to you in connection with Kaku’s clothes.
 Give up your desire to work as hard as you possibly can. You ought to spend at least four hours a day outside the kitchen. To guide the other women assisting you, maintain an inventory of all the things. If even after that something should get lost or spoilt you need not worry. Think what you would do if you were to fall ill for four hours every day. Our aim, after all, is to see that the organization runs.
 Running an organization means that the work is carried on not by one individual but by even new persons trained for the purpose. This should be so for all our departments without exception. No work should depend on any one person doing it. This means that we who are working at present must train others for our jobs.
 Don’t think that it is Kusum alone who should have fixed hours of work. Having fixed hours of work is part of running an
 
 organization. No organization can run without rules. An accident does not occur every day. What occurs everyday is not an accident. If bread gets spoiled everyday, we may do without it. We should think out beforehand what we should do when accidents like bread being spoiled occur. Even for that, you ought to enjoy some rest and peace.
 I see that this kitchen has become a hard school in which you learn something every day. You are being daily trained through new experience.
 Take care of your health. For the present, your food should be milk and fruit. Take in small quantities at a time as much milk as you need in the day. One is likely to feel tempted to eat fruit,  in unrestricted quantity. You should, therefore, find the right quantity for yourself. Avoid altogether coffee and sugar or sugar-candy.
 Blessings from
 BAPU
[From Gujarati]
 Bapuna Patro—6: G. S. Gangabehnne, p. 21
 "
6,"February 	4, 1929",A LETTER,"
  
 
       CHI.	libtech_8_footnote,  KARACHI,  February 	4, 1929 
  	I received your letter. You will have got more information about 	Rasik from Ramdas’s letter of yesterday. I am beginning to feel 	that he is as good as gone. I am carefully searching my heart. I 	travel, I eat, and all this only seems right. It seems a religious 	duty. What would I do by going to Delhi? Rasik is being looked 	after. Having learnt the Gita by heart, how can one rejoice 	over birth and grieve over death? Such illnesses are a test whether 	our study of the Gita is bearing fruit.  Young Indialibtech_9_footnotethis time is worth reading. I can always make it . . . 	While travelling I wrote everything in the third-class compartment. 	Giving up travelling second class and giving up milk seem to have 	benefited me at least for now and I therefore feel delighted like a     
 child. I like it. I now feel embarrassed and ashamed to travel second class. Praise be to mother almond. I may perhaps start saying the same about linseed oil also. Please do not make light of these experiments of mind. They are as dear to me as the struggle for swaraj. I find in them the same peace as I do in the latter. They do not involve any risk and may do some good.
 In the event of my going to Europe, Jamnalalji had persuaded Rajaji [to accompany me]. Both of them were of the opinion that I should go. I think my decision is correct. It would  have  been improper to have gone.
 From a copy of the Gujarati: Kusumbehn Desai’s Diary. S.N. 32577/47
 "
7,"February 	4, 1929",LETTER TO MIRABEHN,"
           CHI. 	MIRA,           February 	4, 1929 
  	I have been awake quite by accident since 3 a.m. It is now nearing 5 	a.m. and I have nearly finished the U.M.libtech_10_footnotepost.  	I travelled 3rd class again without any mishap and without any 	discomfort worth the name. And it added to my mental peace. I am 	never at peace with myself travelling 2nd class.  	There is no more news to give you about Rasiklibtech_11_footnote. There was no wire awaiting me at Karachi and today I 	shall get nothing before this is posted. The post closes at 9 a.m.  	Did I tell you that last week it was so cold at the U.M. that the 	water in the buckets and the little reservoir had frozen. The 	thermometer registered 28 degrees—an unheard of temperature for 	Sabaramati. We had a most magnificent crop of vegetables, cotton, 	etc. Poor Somabhai had given his whole soul to the thing. Well, 	practically all was destroyed by the terrible frost, even the 	beautiful papaiya orchard gone. The whole fields looked like 	weeping. It was an unbearable sight. And yet behind this tragedy 	Nature has a kindly purpose which we cannot perceive, but believe in 	full faith—yes, faith is evidence of things unseen and unseeable.     
 I hope you have now completely regained your normal health. You will—won’t you—recognize the limitations of your body and insist on having the things it may need for its upkeep even as a trustee would be bound to secure the well-being of his ward. Be sure that you do not pamper the body, that you are treating [it] as a trust from God to be used for your unfoldment and you will be justified, nay bound, to supply its primary wants.
 It is not enough merely to postdate the programme by two days. It has been rearranged but it would be wise to treat Hyderabad Sind as headquarters. I have not spent money on wiring as, whenever you post your letters, I am bound to get them.
Love.
 
BAPU
 
 
[PS.]
Of course you have read my articleslibtech_12_footnotelibtech_13_footnoteabout the European visit.
Do you not agree? You will write to Rolland.
 BAPU
 
 From the original: C.W. 5340. Courtesy: Mirabehn; also G.N. 9395
 
 "
8,,"SPEECH AT PUBLIC MEETING, KARACHI libtech_14_footnote","
  
 
 Februray 4, 1929
 Mahatmaji in accepting the purse thanked the citizens of Karachi for having contributed so liberally but he said that taking into consideration Lalaji’s services to the country and for that matter to the whole world the amount could not be very large. Lalaji’s services could not be adequately measured in terms of money. But money was needed to continue and expand the work started by him. Mahatmaji hoped Sind would give him a very big amount for this Fund.
 
 Lalaji’s work was not confined to any particular community or province. So was his Society’slibtech_15_footnotework. Members are from different provinces and its work is being carried on in different provinces. So it should not be thought that Sind could not profit by the Society’s work. Lalaji loved the whole world, but he had realized that one who did not serve his country could not serve the world. He was a true patriot. He lived for his country and died in its service. The money that they were offering to his memory would be spent in furthering the work that he had started.
 Coming to the second part of his speech Mahatmaji said Lalaji wanted the same thing as Lokamanya Tilak, Swami Shraddhanand, Hakim Ajmal Khan and Deshbandhu Das had wanted. It was freedom of India.
 If we could cultivate the same spirit of sacrifice and win swaraj that Lalaji had aspired to win in his lifetime, we would be building a true memorial to him.
 If good work was put in during the course of this year swaraj may come next year and if it did not, non-violent non-co-operation and non-payment of taxes will be launched upon. This could be done only if preparatory constructive work was done during this year.
 Speaking on important items in the constructive programme he spoke of khaddar as being the only effective way of boycotting foreign cloth. He also emphasized the importance of discarding liquor.
 Further, he said he would still repeat what he said in 1921 that swaraj could not be achieved until there was unity between all communities. A particular community could no doubt carry on the struggle of non-violent non-co-operation. He in his person was non-co-operating with the Government but that did not bring swaraj for the country. Next year some section of people or some province or some taluk might launch upon the campaign of non-violent non-co-operation but the Congress wanted the whole country to prepare for this struggle. Again Swami Shraddhanand and Lalaji had told us of our duty to the depressed classes. He (Mahatmaji) claimed to be a Sanatanist Hindu though he feared his claim was disputed. But even Pandit Madan Mohan Malaviya who was universally recognized as a true Sanatanist was taking untouchable brethren to the banks of the holy Ganges and giving them holy mantra and good advice and making them one with the Hindus.
 The Tribune 7-2-1929
 
 
 
 
 
 
  "
9,,TELEGRAM TO MOTILAL NEHRU,"
  
 
[February 4/5, 1929]libtech_16_footnote
 
 YOUR	WIRE.	SIND	TOUR	ENDS	FIFTEENTH.	CAN’T	DETAIN
 
      COMMITTEE 			SO LONG.   SUGGEST 			YOUR   SENDING	REPRESENTATIVE	OR     REPRESENTATIVES   SABARAMATI   AFTER	SIXTEENTH.     KARACHI	TILL   WEDNESDAY.libtech_17_footnote       
 
GANDHI
 
From a photostat: S. N. 15327
 
 "
10,"February 5, 1929","SPEECH AT BHARAT SARASVATI MANDIR, KARACHI libtech_18_footnote","
  
 
 February 5, 1929 Gandhiji made a brief but powerful speech in vindication of the existence of national educational institutions. The national institutions were a  most  important
 fruit of Non-co-operation. That their number had gone down was unfortunate; it betrayed the apathy of the parents. Those that had servived the depressing political atmosphere were like oases in a desert and Gandhiji was sure, would be found at the most critical moment to answer the national call when the balconies of palace-like schools and colleges would be used as soldiers’ barracks from which they would be shooting down innocent fighters for freedom. The Sardar of Bardoli was able to work wonders because of the volunteers that were supplied either directly by the national institutions of Gujarat or that were  otherwise  a  product  of  the  atmosphere of service that these national institutions spread  round  them  as  a  flower  garden spreads    its    fragrance    in    its    vicinity.    During    the    distress    that  overtook
 
 Gujarat after the Phenomenal floods of 1927, it was the same atmosphere created by the existence of national institutions that gave Vallabhbhai his army of staunch and hard-working volunteers through whom he was able to overtake distress when the Government machinery had become impotent to render aid to the people.
 Young India, 14-2-1929
 "
