footnote_no,footnote
libtech_1_footnote,"1This was given to 	R. G. Casey, the Governor or Bengal, vide 	”Letter to R. G. 	Casey”,6-12-1945"
libtech_2_footnote,1Vide the 	following item.
libtech_3_footnote,1A copy of the 	letter available in Pyarelal Papers bears the date December 8.
libtech_4_footnote,2Addressee’s 	daughter; vide the 	following item.
libtech_5_footnote,"2A telegram was 	however sent on December 9.Vide 	also “Letter to Sir 	Even M. Jenkins”, 25-11-1945"
libtech_6_footnote,"1Held at the 	residence of Abul Kalam Azad,  the  Congress 	 President. According 	to the 	source “Gandhiji 	spoke for 	over an 	hour and 	touched upon 	the political 	situation, the Indian 	National Army, changes 	in the 	Congress constitution, 	Congress prospects in 	the Central 	and Provincial 	elections and other 	matters. He 	also reported on 	his talks with R. 	G. Casey.”"
libtech_7_footnote,"1The addressee had 	written that the allegations of Sheel Bhadra Yajee about food and 	inhuman living conditions given to him in the jail were all 	exaggerated. Vide also 	“Letter to Sir Evan M. Jenkins”, 7-11-1945"
libtech_8_footnote,1The addressee had 	asked Gandhiji to send directly to the Home Member the details about 	Vidyarthi and Lohia.
libtech_9_footnote,"2Vide “Telegram 	to the Aga Khan”, 7-12-1945"
libtech_10_footnote,"1In Gandhi’s 	Emissary. Sudhir 	Ghosh writes that the Government, using emergency powers, seized 	whatever stocks there were with the profiteers and 250 mounds were 	distributed among the growers that same day."
libtech_11_footnote,"1Vide footnote 	on “Letter to R. G. Casey”, 8-12-1945"
libtech_12_footnote,"2Sushilabai 	Mukundrao Joshi, a teacher at the Mahila Ashram, Wardha"
libtech_13_footnote,1Omission as in the 	source
libtech_14_footnote,1Raihana Tyabji
libtech_15_footnote,2ibid
libtech_16_footnote,"1Kalinath Roy, 	editor  in  charge  of  	The  Tribune, 	 who  died  on  9th December, 1945"
libtech_17_footnote,1This is not 	traceable.
libtech_18_footnote,1Secretary of the 	Kasturba Memorial Trust
libtech_19_footnote,1A few words are 	indistinct here in the source.
libtech_20_footnote,1The reference is to 	the conduct of passengers who boarded engines and guards’ 	compartments on the previous day to travel to and from Sodepur.
libtech_21_footnote,3A few words are 	indistinct here in the source.
libtech_22_footnote,2ibid
libtech_23_footnote,"1At 8·40 p.m., after his talk with the Viceroy. For the Viceroy’s version of the talk vide “Lord Wavel’s Version of His Talk With Gandhiji”"
libtech_24_footnote,3Not translated 	here. She had declined to be the Agent of Kasturba Memorial Fund 	Committee for Maharashtra and suggested the addressee’s name 	instead.
libtech_25_footnote,"1The resolution, drafted by Gandhiji, was passed by the Congress Working Committee on December 11, the concluding day of its five-day session held in Calcutta."
libtech_26_footnote,"1Vide “Letter 	to R. G. Casey”, 8-12-1945"
libtech_27_footnote,"1The palace, which 	was on the outskirts of Midnapore, housed a British Military 	Hospital and the Health Department of the Bengal Government was 	anxious to acquire it permanently for a T. B. sanatorium. The 	addressee had suggested to Gandhiji to use his influence with the 	owner who was a Congressman."
libtech_28_footnote,2Sushila Pai
libtech_29_footnote,"1(1884-1967); 	Congress Premier of C. P., 1937-38, and member of Viceroy’s 	Executive Council, 1943-46"
libtech_30_footnote,"1Bhagavad Gita, II, 54 and 56"
libtech_31_footnote,2Some of Khare’s 	supporters wanted him to explore possibilities of rejoining the 	Congress and to see Gandhiji in this connection.
libtech_32_footnote,2According to the source a large number of women and over a hundred Harijan boys attended the meeting.
libtech_33_footnote,1Bishop of Calcutta 	and Metropolitan Bishop of India
libtech_34_footnote,"3The notification was to the effect that in certain specified areas no person should “manufacture gur, introduce or set up any kolhus for crushing cane” or “move sugar-cane……to any place outside such areas except to sugar-cane factories listed”."
libtech_35_footnote,1All-India Women’s 	Conference to be held in 1946 over which the addressee was to 	preside
libtech_36_footnote,1Jaggery
libtech_37_footnote,2The reference 	is to the demobilization 	of army 	personnel and labour 	engaged in war service.  The. A. 	I. C. C. which met at Bombay from September 21 to 24 passed 	  a resolution 	expressing its concern.
libtech_38_footnote,"1The addressee in 	his letter of January 4,1946, said that gur-making 	was not prohibited except in a small area of the United Provinces 	and that too in order to plan production and distribution of sugar 	and gur in 	the Province."
libtech_39_footnote,2Cane-crushers
libtech_40_footnote,"1According to The 	Hindu, 26-12-1945, 	the addressee who was chairman of the All-Parties Political 	Prisoners’ Release Campaign Committee had said in his letter that 	“43 pre-Reform political prisoners between themselves had 	undergone imprisonment for no less than 600 years……”"
libtech_41_footnote,"1It  was  Fazlul  	Haq,  ex-Premier  of  Bengal, 	 who  had  brought the   matter   to 	Gandhiji’s notice. The 	goondaism was 	resorted to 	by supporters of 	the Muslim 	League."
libtech_42_footnote,2The source has 	October but Gandhiji was then in Poona.
libtech_43_footnote,1Akbarbhai Chawda
libtech_44_footnote,"2Vide “Letter 	to R. G. Casey”, 16-12-1945"
libtech_45_footnote,"2Vide also 	“Letter to J. C. Gupta”, 15-12-1945"
libtech_46_footnote,"2Vide ""Letter 	to Munnalal G. Shah”, 15-12-1945"
