footnote_no,footnote
libtech_1_footnote,1Vide “Mysore Lawyers”
libtech_2_footnote,"1The Gujarati original of this was published in Harijanbandhu, 20-7-1940. This translation is reproduced from Harijan."
libtech_3_footnote,2This is not to be found in the Gujarati.
libtech_4_footnote,3The Gujarati here has: “This marked the limit of violence and showed its bankruptcy.”
libtech_5_footnote,"3American Y. M. C. A. official and writer, author of India Awakening, The New Era in Asia and other books."
libtech_6_footnote,"1The Gujarati original of this was published in Harijanbandhu, 20-7-1940. This abridged English version is reproduced from Harijan."
libtech_7_footnote,"2The Gujarati original of this appeared in Harijanbandhu, 20-7-1940. This English translation is reproduced from Harijan where it was published under the heading “Question Box”."
libtech_8_footnote,"1The Gujarati has “Bharat Savitri verse”. For the text of the verse, vide “ A Cry  in the Wilderness”?"
libtech_9_footnote,1The Gujarati here adds: “He should have such awareness that he could give account of every moment.”
libtech_10_footnote,1Householder's 	estate
libtech_11_footnote,2This appeared under “Notes”.
libtech_12_footnote,"3Bhagavad Gita, 	III. 35"
libtech_13_footnote,1Vide “To Every Briton”
libtech_14_footnote,2Addressee's Mother
libtech_15_footnote,
libtech_16_footnote,"1Amrit Kaur; Vide “Letter to Amrit Kaur”, 19-7-1940."
libtech_17_footnote,"1Vide “Letter to Adolf Hitler”, 23-7-1939"
libtech_18_footnote,1This is not traceable.
libtech_19_footnote,"1A rabid jackal had 	bitten five persons at the Ashram in their sleep — J. P. Bhansali, 	Munnalal Shah, Narayan Desai and two policemen."
libtech_20_footnote,2Daughter of V. A. 	Sundaram
libtech_21_footnote,1A line is illegible 	here.
libtech_22_footnote,"1Wife of Maganlal 	Mehta, Dr. Pranjivan Mehta's son"
libtech_23_footnote,2For the A. I. C. C. 	meeting to be held there on July 27 and 28
libtech_24_footnote,1A Hindi monthly
libtech_25_footnote,1J. C. Kumarappa
libtech_26_footnote,1Vide 	“Unrepentant”.
libtech_27_footnote,"3Uma Agarwal, 	Jamnalal Bajaj’s youngest daughter"
libtech_28_footnote,1Vide the preceding item.
libtech_29_footnote,1Margaret Jones
libtech_30_footnote,"2Of July 16. In this 	the addressee had criticized the Working committee’s resolution of 	July 7 and questioned the wisdom of Gandhiji commending it to the 	public: Vide Extracts 	from Srinivasa Sastri’s Letter”, 16-7-1940"
libtech_31_footnote,3C. Rajagopalachari
libtech_32_footnote,"4The source has 	January, obviously a slip."
libtech_33_footnote,
libtech_34_footnote,"1Vide “Letter 	to F. Mary Barr”, 20-7-1940."
libtech_35_footnote,1Extracted from 	Mahadev Desai's “A Hot Gospeller”
libtech_36_footnote,1Emily Kinnaird and Gandhiji. She was 86 and Gandhiji addressed her as mother.
libtech_37_footnote,"2Vide the 	following item where 	Gandhiji says, “Miss Kinnaired . 	. . was here 	for an hour yesterday”."
libtech_38_footnote,2Mahadev Desai says he is here quoting from memory.
libtech_39_footnote,3Non-conformist sect founded by J. N. Darby. They recognize no orders of ministers and receive into communion all who acknowledge Christ.
libtech_40_footnote,"1For a fuller account of this vide “An Autobiography”, sub-title “Christian Contacts” and “An Autobiography”, sub-title “ Religious Ferment”"
libtech_41_footnote,1Vide the preceding item.
libtech_42_footnote,"1To Atmakatha, 	Gujarati version in Devanagari script of An 	Autobiography"
libtech_43_footnote,"2Gandhiji in the end, did not go for the A. I. C. C. session."
libtech_44_footnote,1N. M. Joshi
libtech_45_footnote,2Vide the 	preceding item.
libtech_46_footnote,3Not Mirabehn
libtech_47_footnote,"1The Gujarati original of this appeared in Harijanbandu, 20-7-1940. This English translation is reproduced from Harijan."
libtech_48_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 27-7-1940. This English translation is reproduced from Harijan."
libtech_49_footnote,2The Gujarati adds: “So I hope the first complaint is satisfacrorily redressed. The grievance would have been just if I had not arranged for the simultaneous publication of translations.”
libtech_50_footnote,1Only extracts have been reproduced here.
libtech_51_footnote,"2Vide “Discussion with Emily Kinnaird”, 20-7-1940"
libtech_52_footnote,1Omission as in the source
libtech_53_footnote,"1Vide ""Letter 	to Amrit Kaur"", pp. 299-300."
libtech_54_footnote,"2Mehrtaj, daughter 	of Abdul Ghaffar Khan"
libtech_55_footnote,1Vide “To Every Briton”
libtech_56_footnote,1Indistinct in the 	source
libtech_57_footnote,"2Vide letter 	to the addressee, “Letter to Amrit Kaur”, 23-7-1940"
libtech_58_footnote,"1Vide “Not 	Quite So Bad”, 28-7-1940"
libtech_59_footnote,"2E. W. Briscoe, 	Lady Superintendent 	of the certified school 	of Hubli Settlement."
libtech_60_footnote,1Not reproduced 	here. The report spoke of the work done to teach carding  spining 	to the inmates 	of the Remand 	Home for boys 	at Hubli 	and mentioned 	the imp- 	rovement that had 	resulted in 	the conduct of 	the boys.
libtech_61_footnote,1The news item carrying the report is dated July 27.
libtech_62_footnote,"2H. S. Pamnani, a Congress M. L. A."
libtech_63_footnote,"3Vide also 	letter to the addresee, 11-8-1940."
libtech_64_footnote,
libtech_65_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 3-8-1940. The English translation has been reproduced from Harijan, where it was published under ""Notes""."
libtech_66_footnote,1A Hindi daily of 	Kanpur
libtech_67_footnote,"1The Gujrati original of this was published in Harijanbandhu, 3-8-1940. The English translation is reproduced from Harijan."
libtech_68_footnote,2J. C. Kumarappa.
libtech_69_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 3-7-1940. The English translation has been reproduced from Harijan, where it was published under ""Notes""."
libtech_70_footnote,"2The Gujarati has: ""If objectively your cause can be considered a just one."""
libtech_71_footnote,"1At the top of the 	sheet Gandhiji had written and then scratched out: ""Chi. Mira, 	on the whole I vote for Adampur."""
libtech_72_footnote,3The letter is not reproduced here. The correspondent had suggested certain organizational rules to be followed by satyagrahis and activities to be taken up by them in addition to spinning. He had also suggested disciplinary action against offenders.
libtech_73_footnote,"1The Gujrati original of this was published in Harijanbandhu, 3-8-1940. The English translation is reproduced from Harijan."
libtech_74_footnote,"2The Gujarati original of this was published in Harijanbandhu, 3-8-1940. This English adaptation is reproduced from Harijan."
libtech_75_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 3-7-1940. The English translation has been reproduced from Harijan, where it was published under ""Notes""."
libtech_76_footnote,1Only extracts are reproduced here.
libtech_77_footnote,"2The Gujarati here has: ""But each group will be independent of the others. In this way if one groupbreaks down it will not have an adverse effect on the rest. In ancient India villages were based on this system. There were as many separate administrations as there were villages. The villages used to elect the administrators; that was their Panchayat. The Panchayats framed and administered the laws. The people gladly obeyed them. That was a non-violent organization that lasted till the present day. The British government has shaken it though they have not destroyed it completely. Though I would not call it a perfectly non-violent organization, it never- theless had seeds of non-violence. Whether that was so or not I have described above my idea of satyagraha groups. Such groups in spite of being independent of each other should work together when time comes because the common bond between all of them will be ahimsa and nothing else. Just as we can build a most beautiful building by arranging similar bricks together we can also produce a mighty satya- grahi army from several similar satyagrahi group."""
libtech_78_footnote,"1The Gujarati here adds: ""There should be numerous groups of satyagrahis. I have already written on the subject. Accordingly the correspondent should organize all the satyagrahis of the area he can cover on foot. This group would be completely independent of the other groups."
libtech_79_footnote,"1, 2 	& 3 	Illegible in the 	source"
libtech_80_footnote,"1Of the addressee's father Naranbhai Patel; vide ""Letter to Vijayabehn M. Pancholi"", 9-7-1940"
libtech_81_footnote,"1Vide ""Letter 	to Amrit Kaur"",29-7-1940"
libtech_82_footnote,"1The letter has been 	written on the reverse of another dated August 3, 1940 from one 	Satyanarayan Saraf."
libtech_83_footnote,"2Satyanarayan Saraf 	had written to 	Gandhiji that 	the Chamars of 	the village 	Moth in 	Hissar had 	sunk a 	well for 	their use 	which they intended to 	make pucca, 	but that 	the caste 	men of 	the village 	had taken 	sway the bricks 	and the cement 	and filled 	up the well. He had sought Gandhiji’s help in the matter."
libtech_84_footnote,"1This appeared under ""Notes""."
libtech_85_footnote,2Only extracts are reproduced here.
libtech_86_footnote,"1This appeared under 	""Notes""."
libtech_87_footnote,
libtech_88_footnote,"2The letter is not reproduced here. The correspondent, while admitting the power of non-violence, had argued that it was not possible for common people to attain to it."
libtech_89_footnote,3Only extracts are reproduced here.
libtech_90_footnote,"1Viyogi Hari, editor 	of Harijan Sevak"
libtech_91_footnote,1Vide “To the Readers”
libtech_92_footnote,"2Vide ""The Delhi Resolution"""
libtech_93_footnote,"1The Gurajati original of this appeared in Harijanbandu, 10-8-1940. This English translation is reproduced from Harijan."
libtech_94_footnote,"1The Gujarati original of this was published in Harijanbandhu, 10-8-1940. This English translation is reproduced from Harijan."
libtech_95_footnote,"2The figures are not reproduced here. They showed the amounts collected in the years from 1935 to 1939 and their disbursement for Harijan work, khadi work, education and famine-relief."
libtech_96_footnote,"3This appeared under ""Notes""."
libtech_97_footnote,"1The Gujarati original of this was published in Harijanbandhu, 10-8-1940. This English translation is reproduced from Harijan."
libtech_98_footnote,1Ashadevi Aryanayakum
libtech_99_footnote,1Only extracts are 	reproduced here.
libtech_100_footnote,"2The Gujarati original of this appeared in Harijanbandhu, 10-8-1940. The English translation is reproduced from Harijan, where it appears under the heading ""Question Box""."
libtech_101_footnote,"1Not reproduced here. Shukla in his letter had described how he had visited the place accompanied by Hindu and Muslim M. L. A. s, taken tea at the Muslim High school at Khamgaon and when this was objected to by some, had appealed to both the communities for harmoney and goodwill and how Khan saheb Abdul Rahman was pleased by this."
libtech_102_footnote,"2Vide, ""The Jews"""
libtech_103_footnote,"3Vide ""To Every Briton"""
libtech_104_footnote,1Only extracts are reproduced here.
libtech_105_footnote,"1Gandhiji's grand-daughter, Harilal Gandhi's daughter"
libtech_106_footnote,1Questions were 	asked by Prabhu Dayal Vidyarthi
libtech_107_footnote,"2Extracted from 	Mahadev Desai's “The Live Issue”, 7-8-1940"
libtech_108_footnote,1Daughter of S. 	Srinivasa Iyengar
libtech_109_footnote,2Vide the 	preceding item.
libtech_110_footnote,1Vide “Spinning 	Anniversary”
libtech_111_footnote,2The Bhadra mosque 	famed for its grillwork windows
libtech_112_footnote,1Daughter of 	Maganlal Mehta
libtech_113_footnote,"2Nrisinhprasad 	Kalidas Bhatt, founder of Dakshinamurti, an educational institution 	in Bhavnagar"
libtech_114_footnote,3ibid
libtech_115_footnote,"1 For Jawaharlal Nehru's reply, vide “Letter  to Jawaharlal Nehru”, 10-8-1940"
libtech_116_footnote,1Shakaribehn C. Shah
libtech_117_footnote,"1Vide “Statement 	made by the Viceroy on August 8, 1940”"
libtech_118_footnote,"2Vide “Letter 	to Nrisinhprasad K. Bhatt”,9-8-1940"
libtech_119_footnote,"1Mirabehn's version 	of this episode is to be found in The 	Spirit's Pilgrimage,"
libtech_120_footnote,1A place near Amritsar from where Akail Sikhs launched satyagraha to take possession of the Gurudwara.
libtech_121_footnote,"1Wife of Gopalrao 	Kulkarni, a worker for Nayee Taleem"
libtech_122_footnote,
libtech_123_footnote,"3This was a 	translation of H. L. Sharma's letter of July 15, addressed to 	Gandhiji wherein he had described the high-handedness resorted to by 	officials in extorting contributions for the war fund."
libtech_124_footnote,"1The Gujarati 	original of this was published in Harijanbandhu, 	17-8-1940. This English translation is reproduced from Harijan."
libtech_125_footnote,"1The Gujarati original of this was published in Harijanbandhu, 17-8-1940. This English translation is reproduced from Harijan."
libtech_126_footnote,"2Vide “Statement made by the Viceroy on August 8, 1940”"
libtech_127_footnote,3President of the Bombay Legislative Council.
libtech_128_footnote,"1The Gujarati original of this was published in Harijanbandhu, 17-8-1940. This English translation is reproduced from Harijan."
libtech_129_footnote,"2On home medicine; 	vide “Letter 	to Satis Chandra Das Gupta”, 2-8-1940"
libtech_130_footnote,4This pertained to 	dedction of war fund contribution from the millhands' salary itself 	as the millowner was expected to pay a huge amount towards the war 	fund.
libtech_131_footnote,1The Gujarati has “to admit as many as are willing to join it”.
libtech_132_footnote,1The Gujarati here adds: “I did not intend to deal with all the questions that might come up.”
libtech_133_footnote,"2The Date is from Bapu Smaran, “What the “Masnavi” Says"
libtech_134_footnote,"1This was also reproduced in The Hindustan Times, 14-8-1940."
libtech_135_footnote,1This sentence is 	written at the top of the letter.
libtech_136_footnote,"1Extracted from Mahadev Desai's “An Interesting Discourse”. B. G. Kher, a former Prime Minister of Bombay had come with a party from Poona “for the sole purpose of clearing their doubts on ahimsa”."
libtech_137_footnote,5This was a copy of 	a Tehsildar's letter to an honorary Magistrate who had failed to 	attend a war fund meeting. The Tehsildar had threatened to bring his 	‘ indisciplinary attitude’ to the notice of the Government.
libtech_138_footnote,"2Bhagavad Gita, I. 46"
libtech_139_footnote,"1One who has transcended the three constituents of nature—Bhagavad Gita,"
libtech_140_footnote,1Mahadev Desai says: “Gandhiji only made a reference to these verses from Tulsidas's Ramayana. I translate them here fully for the benefit of the reader.”
libtech_141_footnote,1In his letter the 	addressee had argued that the Congress should not prevent 	recruitment to the army.
libtech_142_footnote,2Alleged harassment 	at the hands fo the police
libtech_143_footnote,"3The Gujarati 	original of this was published in Harijanbandhu, 	24-8-1940. This English translation is reproduced from Harijan."
libtech_144_footnote,4Vide 	“Implications of 	Constructive Programme”
libtech_145_footnote,5The Gujarati adds: 	“Let us consider it here.”
libtech_146_footnote,"1The addressee had 	complained of coercion being used by officials in col- lecting money 	for the war fund, furnishing instances.Vide 	“Letter to Lord 	Linlit- hgow”, 11-8-1940"
libtech_147_footnote,1Vide the 	preceding item.
libtech_148_footnote,"1The Gujarati version has: “Religion undergoes transformation. The apparent superstitions, evil customs and imperfections can be removed—in fact they are and will be removed.”"
libtech_149_footnote,1This portion is not 	to be found in the Gujarati.
libtech_150_footnote,1Omission as in the 	source.
libtech_151_footnote,"1The Gujarati original of this was published in Harijanbandhu, 31-8-1940. This translation is reproduced from Harijan."
libtech_152_footnote,2This was a 	postscript Gandhiji added to a letter Mahadev Desai wrote to the 	addresee.
libtech_153_footnote,"3The Delhi 	resolution of 	July; vide 	“Rajagopalachari’s 	Resolution For Working 	Committee Meeting, Delhi”, 3-7-1940 and 	“Resolution Passed at 	Congress Working 	Committee Meeting At 	Delhi”, 7-7-1940 Vide 	also ""The Delhi Resolution"""
libtech_154_footnote,1The Viceroy's 	note on this 	letter was: “P. S. 	V. Perhaps an 	acknowledgment  to 	an acknowledgment might 	be held 	to be superfluous! 	But we can afford 	to be mag- 	nanimous and 	to say 	that I received 	his letter 	and was greateful 	for it. This letter 	is clearly 	an invitation 	to expand 	and perhaps 	a sign 	of distress. 	But there 	is nothing 	doing.”
libtech_155_footnote,"2The letter, 	addressed to the Viceroy, is not traceable."
libtech_156_footnote,1This appeared under “Notes”.
libtech_157_footnote,2In the Mahabharata 	Dharma appearing as a 	dog is said to have accompanied Yudhishthira on his last journey.
libtech_158_footnote,1Promising co-operation in the war effort if Britain acknowledged the ind- ependence of India and formed a national government at the Center. The resolution was passed at the A. I. C. C. session held at aPoona on 27th and 28th July.
libtech_159_footnote,"1Viyogi Hari, editor of Harijan Sevak"
libtech_160_footnote,"1A Congress leader, Speaker fo the Bombay Legislative Assembly, later Speaker of the Lok Sabha"
libtech_161_footnote,"2Not reproduced here.  The  correspondent,  while  conceding  the  effectiveness of non-violence to meet external affression, had argued that so long as social injustice and poverty existed internal disturbances were bound to continue and hence also the need for a police force. he had asked Gandhiji whether he envisaged such a police force to be maintained for all time."
libtech_162_footnote,"1For the resolution passed by the A. I. C. C. at its sitting in Bombay on September 15/16, 1940; vide “All-India Congress Committee Resolution”"
libtech_163_footnote,3The Gujarati version has: “deserve consideration by all the responsible satya grahis.”
libtech_164_footnote,"1On August 13, he 	and Agatha Harrison had c abled to Gandhiji: “Realize difference 	between government proposals and Congress demand. But feel much 	depends on specific intrepretations face to face. We recal your 	words when Andrews died. Would venture to suggest to you and 	Congress that this is moment to implement Andrews's legacy.”"
libtech_165_footnote,2Not reproduced here. Kotak admitted in the notice that his action was hightly improper and wholly unauthorized.
libtech_166_footnote,"3The Congress Working Committee met at Wardha from 18th to 22nd August. The resolution was not accepted in too. For the resolution as passed, vide “Resolution Passed at Congress Working Committee Meeting at Wardha”, 21-8-1940"
libtech_167_footnote,1Chandrashankar 	Shukla
libtech_168_footnote,2In view of the different opinions prevailing among Mysore Congressment
libtech_169_footnote,"3At its meeting at Poona on July 27 and 28, the A. I. C. C. had endorsed the  Delhi resolution of the Working Committee offering co - operation in the war effort subject to the British Government making “an unequivocal declaration according complete independence to India” an unequivocal declaration according complete inde- pendence to India"" and constituting a “National Government” at the centre. In another resolution it had said that “while the Congress must continue to adhere strictly to the principle of non-violence in the struggle for independence it is unable, in the present circumstances, to declare that the principle should be extended to free India's national defence”."
libtech_170_footnote,"4Vide “Statement made by the viceroy on August 8, 1940”"
libtech_171_footnote,"2Prabhashankar D. Pattani, Dewan of Bhavnagar"
libtech_172_footnote,"1The Gujarati original of this was published in Harijanbandhu, 31-8-1940. This English translation is reproduced from Harijan."
libtech_173_footnote,
libtech_174_footnote,"1Gandhiji wrote this in Hindi except for the last question. The Hindi was published in Harijan Sevak. 31-8-1940 and the  Gujarati  in  Harijanbandhu, 31-8-1940. This English translation is reproduced from Harijan."
libtech_175_footnote,"1For the text of the appeal, vide “Deenabandhu Memorial”"
libtech_176_footnote,"1Vide “Letter 	From Jawaharlal Nehru”, 10-8-1940"
libtech_177_footnote,1Not traceable
libtech_178_footnote,2Sarojini Naidu
libtech_179_footnote,"3On September 13, 	the Congress 	Working Committee 	was  to  meet  at Bombay."
libtech_180_footnote,1Here the Viceroy has noted in the margin: “False associatin. This has no place in its context.”
libtech_181_footnote,2Viceroy's note in the margin: “there is the rub”
libtech_182_footnote,3Viceroy's note in the margin: “Am I to understand this to mean that he comes as the Congress leader?”.
libtech_183_footnote,1Viceroy's note in 	the margin: “I did not know that the company of the saints were 	accustomed to limit their liability! !”
libtech_184_footnote,"2Viceroy's note in 	the margin: “This is for Mr. G. to judge. I can only discuss 	matters within the four corners of the Statement. Upon that 	understanding I shall be flad to grant his request for an interview, 	and to do my best to help him.”"
libtech_185_footnote,3Viceroy's note: “P. 	S. V. He must 	of course 	come. My reply 	should contain an 	expression of 	regret that the 	Maulana declined my 	invitation and 	the publice must 	know that Mr. 	G. has 	asked for 	an invitation.”
libtech_186_footnote,4Eldest daughter fo 	the addressee
libtech_187_footnote,1From the post- mark
libtech_188_footnote,"1The addressee in his letter of August 28, had invited Gandhiji to deliver the convocation address at the Banaras Hindu University on Novermber 30 or any other day convenient to him."
libtech_189_footnote,"2& 3 	Extracted from 	Mahadev Desai's “Sevagram Notes”, 9-9-1940. The villagers had 	invited Gandhiji to go and see their cattle parade on the 1st 	September which day was observed as their day of annual rest when 	the bullocks were decorated adn garlanded."
libtech_190_footnote,
libtech_191_footnote,4The reference is to 	a letter from H. L. Sharma containing allegations of inti- midation 	of the people for exaction of war loans and contributions to the War 	Fund.
libtech_192_footnote,1The brand name has 	been omitted.
libtech_193_footnote,1Here Gandhiji showed them a goad.
libtech_194_footnote,"1Extracted from Mahadev Desai’s “Ahimsa in Daily Life”, 2-9-1940."
libtech_195_footnote,2ibid
libtech_196_footnote,2From the Hindi version
libtech_197_footnote,1Purification of mind.
libtech_198_footnote,2This was Sunderlal’s letter to Gandhiji which is not traceable.
libtech_199_footnote,"3The Gujarati original of this was published in Harijanbandhu, 7-9-1940. The English translation is reproduced from Harijan."
libtech_200_footnote,"1The Hindi original of this was published in Harijan sevak, 7-9-1940. This English translation is reproduced from Harijan."
libtech_201_footnote,1The Hindi version has: “The world does not act in that manner. We form a habit by constant practice and we act from that habit when the time comes. You have done the same.”
libtech_202_footnote,1The addressee was conducting classes in Bombay for spreading Literacy among women.
libtech_203_footnote,1Vide “Biswa 	Miscarriage Again”
libtech_204_footnote,1Vide “Question 	Box”
libtech_205_footnote,"1Son of Amrita Lal 	Chatterjee, an inmate of the Ashram"
