footnote_no,footnote
libtech_1_footnote,1Gandhiji’s 	birthday according to the Vikram Calendar
libtech_2_footnote,"2Vide “Letter 	to Narandas Gandhi”, 30-6-1942."
libtech_3_footnote,"3Not translated 	here. The report stated that the Chalala Khadi Karyalaya had become 	the headquarters for khadi production and sales centres in 	Kathiawar. There was no paid worker to carry On the routine office 	work, which was done by workers over and above their other 	activities."
libtech_4_footnote,1Vide the 	preceding item
libtech_5_footnote,1Pyarelal Papers has 	“9”.
libtech_6_footnote,"1Vide “Letter 	to Krishna Varma”, 22-5-1942."
libtech_7_footnote,1Not traceable
libtech_8_footnote,"1Vide “Dr. 	Tarachand and Hindustani”, 6-6-1942."
libtech_9_footnote,"2Fatehsinh, the 	durbar of 	Limdi; vide “Letter 	to Vallabhbhai Patel”, 3-6-1942."
libtech_10_footnote,2From Gandhi—1915-1948
libtech_11_footnote,1Extracted from Mahadev Desai’s “Throw Away the Carcass”. Preston Grover of the Associated Press of America had especially come over from New Delhi for the interview.
libtech_12_footnote,"1Vide “Question Box”, 12-6-1942."
libtech_13_footnote,2ibid
libtech_14_footnote,"1Extracted from Mahadev Desai’s “Only If They Withdraw”, 11-6-1942"
libtech_15_footnote,1This appeared under the heading “Notes”.
libtech_16_footnote,2The Hindi translation of this which appeared in Harijan  Sevak  is  dated June 11.
libtech_17_footnote,"1The source has the 	date 12-2-42, which is obviously an error, as the date of the 	postmark is June 12."
libtech_18_footnote,"2Vide “Letter 	to Ramanathan”, 18-6-1942."
libtech_19_footnote,1Lilavati Asar
libtech_20_footnote,"1He was not a “Dr.”; vide “Jodhpur”, 29-6-1942."
libtech_21_footnote,"1Vide “Discussion 	with Chiang Kai-Shek and Wife”, 18-2-1942."
libtech_22_footnote,"1It was 	not published. On 	July 8, 	H. Seymour reported to 	Eden that in 	answer  to 	this letter Chiang 	Kai-shek had sent 	to Gandhiji 	a message 	to the 	following effect: 	“Situation in 	Egypt appears to 	be at critical stage and 	Chiang Kai-shek’s 	fervent wish is that 	nothing should take 	place in India 	to harm 	prosecution of 	the war and which 	would also harm India in 	those countries 	sympathetic to her.” 	The Transfer 	of Power, 	Vol. II, pp. 351-2"
libtech_23_footnote,"1Vide “Jodhpur 	Tragedy”, 14-6-1942."
libtech_24_footnote,1Maulana Azad
libtech_25_footnote,2A worker in 	Gandhiji’s office
libtech_26_footnote,1From Bapuna 	Patro-10; Shri Prabhavatibehnne
libtech_27_footnote,"2This was 	Atulanand’s letter to Amrit Kaur, on which Gandhiji was writing 	the"
libtech_28_footnote,2Addressee’s 	brother-in-law
libtech_29_footnote,1A princely State in 	Orissa
libtech_30_footnote,"2Raliatbehn, 	Gandhiji’s sister"
libtech_31_footnote,"1Of A.I.V.I.A.; vide 	“Passing of the 	First Stage of the A.I.V.A.”, 9-2-1942."
libtech_32_footnote,2Horace Alexander arrived in Sevagram on June 23.
libtech_33_footnote,"1In an interview to 	the Press on June 17, Jawaharlal Nehru had reaffirmed his and 	Gandhiji’s opposition to Fascism and Nazism but said that the 	defence of India was primarily an Indian concern and free India 	would defend herself to the utmost."
libtech_34_footnote,"1On June 16, 1942, Sir Stafford Cripps referring to Gandhiji’s repeated demand for British withdrawal from India had observed: “We are not going to walk out of India right in the middle of the war though we have no wish to remain there for any imperialistic reasons.”"
libtech_35_footnote,"1This appeared under the heading “Notes”, dated Sevagram May 21, 1942. The source does not mention where and when Reuter interviewed Gandhiji, but May 21 could be a misprint for June 21 for it is unlikely that the item would have been kept for five weeks before it was published. Besides, Gandhiji first mentions a treaty with the United Nations in answer to a question on June 6; vide “Important Question”, 6-6-1942."
libtech_36_footnote,1This pararagph is 	in Gujarati. What follows is in English.
libtech_37_footnote,1J. P. Trivedi
libtech_38_footnote,"1Vide “Yarn 	Currency”, 5-6-1942."
libtech_39_footnote,"1Extracted from Mahadev Desai’s “Friends’ Ambulance Unit in Indian”. Some  of the members of the Unit felt that their experience in the bombed areas of Britain might prove of value in India and so a band of eight workers was sent to work in co-operation with the volunteer agencies in India. Horace Alexander, who arrived a little earlier with Richard Symonds, was the leader of the party."
libtech_40_footnote,"1Vide also “Guru Govind Singh”, 4-7-1942."
libtech_41_footnote,"2In December 1929. This assured the Sikhs, Muslims and other minorities that no solution of the communal question in any future constitution “would be acceptable to the Congress that did not give full satisfaction to the parties concerned”."
libtech_42_footnote,"3Addressee’s son, 	Kanu Gandhi"
libtech_43_footnote,1Omission as in the source
libtech_44_footnote,1The addressee was worried about the marriage of his daughter Jyotsna.
libtech_45_footnote,2ibid
libtech_46_footnote,1Extracted from Mahadev Desai’s “With Khadi Workers”. The khadi workers were those who had come to attend the annual meeting of the A. I. S. A.
libtech_47_footnote,2Omission as in the source
libtech_48_footnote,3Extracted from Mahadev Desai’s “With Khadi Workers”. The occasion was the distribution of certificates.
libtech_49_footnote,1This appeared under the heading “Notes”.
libtech_50_footnote,"1Vide “Jodhpur”, 29-6-1942."
libtech_51_footnote,"2Lady Anne Hope, eldest daughter of Lord Linlithgow"
libtech_52_footnote,1This appeared under the heading “Notes”.
libtech_53_footnote,"1Vide “Jodhpur Tragedy”, 14-6-1942."
libtech_54_footnote,1Marathi novelist 	and editor of Tarun 	Bharat of Nagpur
libtech_55_footnote,"2In the article “For 	the Sikh Friends”, 26-6-42, Gandhiji had said that he could  not 	find the 	writing in 	which he 	was alleged to 	have said that Guru 	Govind Singh was   a 	misguided patriot. For 	the text of 	the article, vide 	“My Friend, 	The Revolutionary”, 	9-4-1925."
libtech_56_footnote,"3Patrick H. J. Southby, R.N., Lady Anne Hope’s husband"
libtech_57_footnote,1 The reference is to the compromise over the struggle in the State of Limdi;
libtech_58_footnote,"1For further correspondence on the subject, vide “Letter to Lord Linlithgow”, 27-7-1942."
libtech_59_footnote,"1Vide “Speech at All-India Goseva Sangh Conference”, 1-2-1942."
libtech_60_footnote,1In the margin 	somebody has written “has come today”.
libtech_61_footnote,1Vide the 	preceding item where too Gandhiji speaks of fatigue.
libtech_62_footnote,"1Vide “Sikhism”, 1-10-1925."
libtech_63_footnote,"1Vide “Question 	Box”, 3-7-1942."
libtech_64_footnote,"1Vide “The 	Andhras”, 20-3-1942."
libtech_65_footnote,"1He resigned from 	the Congress and the Assembly on July 15. Vide 	also “Letter to C. 	Rajagopalachari”, 12-7-1942."
libtech_66_footnote,2This appeared under the heading “Notes”.
libtech_67_footnote,
libtech_68_footnote,"2The addressee was 	of the opinion that in order to hasten the formation of the National 	Government, the Congress should acknowledge the Muslim League’s 	claim for separation."
libtech_69_footnote,1This appeared under the heading “Notes”.
libtech_70_footnote,1This appeared under 	the heading “Notes”.
libtech_71_footnote,"1The addressee, 	after a visit to New Delhi, had written to say that he had sensed 	that his association with Gandhiji was not liked there."
libtech_72_footnote,2The source has 	“from upper poor people”.
libtech_73_footnote,"1This is 	the earliest 	available revised version of 	the resolution, 	finally passed by 	the Congress 	Working Committee on July 	14 (various 	other intermediate versions 	of the 	Resolution are 	to be found 	in the 	Selected Works of 	Jawaharlal Nehru). 	The original 	draft was by Gandhiji. 	To Nehru 	Gandhiji says: “I have 	read the resolution. 	I note 	that you have tried to 	include some 	of my points” 	(p. 293). 	In a 	Press interview 	he says: 	“ . . . the 	Working Committee 	has worked 	on my draft 	. . . the 	Working Committee 	tried to 	accommodate me 	as much as 	they could . 	. . (p. 294). To 	Amrit Kaur 	again, he writes: “The resolution is my draft. Changes have been 	made for J. L.’s satisfaction, 	and of course Maulana’s”, 	p. 306. For 	the text, vide 	Appendix “Resolutions 	Passed by Congress 	Working Committee”, 14-7-1942."
libtech_74_footnote,2This question and answer have been taken from The Hindu.
libtech_75_footnote,1This appeared under the heading “Notes”.
libtech_76_footnote,1Extracted from Mahadev Desai’s “Two Minutes’ Interview” dated 11-7-1942
libtech_77_footnote,2This paragraph has 	been taken from The 	Hindu.
libtech_78_footnote,"1Vide also 	“Letter to C. Rajagopalachari”, 5-7-1942."
libtech_79_footnote,1Mahadev Desai’s report of the interview published in Harijan under the heading “The Wardha Interview” has been collated with the report published in The Hindu.
libtech_80_footnote,1This sentence is from The Hindu.
libtech_81_footnote,1This sentence is 	from The Hindu.
libtech_82_footnote,"2According to Mahadev Desai this interview took place the day following the general Press interview, which was on the 14th; vide “Interview to the Press”, 14-7-1942."
libtech_83_footnote,"1Extracted from Mahadev Desai’s “With Three Press Correspondents”. The correspondents were Steele of the Chicago Daily News, Stuart Emeny of The News Chronicle and Richard Jen of the Central News Agency of China."
libtech_84_footnote,1This was from all 	the three correspondents.
libtech_85_footnote,1This is not 	traceable.
libtech_86_footnote,"1The source has 	1947, but from the reference to Abha’s stay in Rajkot, the correct 	year would appear to be 1942; vide 	“Letter to 	Prabhavati”, 1-6-1942 and “Letter to Amrit Lal Chatterjee”, 	3-8-1942."
libtech_87_footnote,"1This was published in three Japanese newspapers—Nichi  Nichi, Yomiuri  and"
libtech_88_footnote,"1Vide “To Muslim Correspondents”, 6-7-1942."
libtech_89_footnote,"2Vide also 	“Letter to Padampat Singhania”, 16-7-1942."
libtech_90_footnote,"1Vide “For 	Muslim Friends”, 20-7-1942."
libtech_91_footnote,"1The letter 	expressed misgivings 	of the addressee and 	others about 	 the Working 	Committee’s resolution of 	July 14. 	For the text, vide 	Appendix “Resolution 	Passed by 	Congress Working 	Committee”, 14-7-1942."
