footnote_no,footnote
libtech_1_footnote,1The letters are in 	the Devanagari script.S
libtech_2_footnote,1The letter are in 	the Devanagari seript
libtech_3_footnote,2Kasturba Gandhi 	National Memorial Committee
libtech_4_footnote,2Gopalkrishna
libtech_5_footnote,3Agent in Bihar for 	the Kasturba Gandhi National Memorial Trust
libtech_6_footnote,1Vide the 	following five letters.
libtech_7_footnote,2Son of Devdas 	Gandhi
libtech_8_footnote,3Daughter of Devdas 	Gandhi
libtech_9_footnote,1Son of Devdas 	Gandhi
libtech_10_footnote,2The address is in 	Hindi.
libtech_11_footnote,3Arun Y. Pandya; 	vide the 	following item.
libtech_12_footnote,1The word is 	illegible.
libtech_13_footnote,2This is in English.
libtech_14_footnote,"1The source has 	“1941”, but the letter is placed among those of the year 1945; 	besides, on August 31, 1941, Gandhiji was in Sevagram."
libtech_15_footnote,1This paragraph is 	in Hindi.
libtech_16_footnote,"1Vide “Discussion 	with B. S. Murthy”, 14-8-1945"
libtech_17_footnote,1Sir Alladi 	Krishnaswami Aiyar
libtech_18_footnote,1Shivaram Mahadev 	Paranjpe
libtech_19_footnote,2Parachure Shastri
libtech_20_footnote,1Son of A. T. 	Gidwani
libtech_21_footnote,1Khimjibhai Patel
libtech_22_footnote,1Vide the preceding item.
libtech_23_footnote,1V. K. Krishna Menon
libtech_24_footnote,2Vide “Marriage Rites”
libtech_25_footnote,"3Manahar Diwan; vide also “Letter to Manahar Diwan”, 7-9-1945"
libtech_26_footnote,3By this term Gandhiji means the spoken language.
libtech_27_footnote,"4Vide ”Letter to Parachure Shastri”, 29-8-1945"
libtech_28_footnote,
libtech_29_footnote,5Hiralal Sharma
libtech_30_footnote,
libtech_31_footnote,"1A thread tied on 	Shravana Shukla 15 	by a sister 	to the 	wrist of 	her brother, 	or  a 	person regarded as 	such, as 	a symbol 	of her 	good wishes 	and his 	promise of 	protection"
libtech_32_footnote,"1Brother of Mahendra 	Chowdhary; vide 	“Statement to the 	Press”, 11-8-1945"
libtech_33_footnote,2Widow of 	George Joseph who 	took a leading 	part in 	the Vykom 	Satyagraha in 1924
libtech_34_footnote,"3This report 	appeared under the date-line “Cawnpore, September 5” with an 	introductory note that “Acharya Narendra Dev and Suraj Prasad 	Awasthi, M.L.As., met Mahatma Gandhi at Poona last week”. The 	discussion, therefore, must have taken place before Sunday, 	September 2."
libtech_35_footnote,"1Vide “Letter 	to Amritlal Batra”, 2-9-1945"
libtech_36_footnote,1Which was to be 	held in Poona from September 12 to 18
libtech_37_footnote,"2(1889-1956); 	President, All-India Kisan Sabha, 1939 and 1942; member, All-India 	Congress Socialist Party and later Praja Socialist Party; Vice 	Chancellor, Lucknow University and later Banaras Hindu University"
libtech_38_footnote,"1Vide “Speech on New Congress Creed, Nagpur”, 28-12-1920"
libtech_39_footnote,"2Vide “Letter to Jatindas M. Amin”, 2-9-1945"
libtech_40_footnote,1From a hymn by A. 	M. Toplady
libtech_41_footnote,2Sister of Ambalal 	Sarabhai
libtech_42_footnote,3Lakshminarayan 	Gadodia
libtech_43_footnote,3Kunvarji Parekh
libtech_44_footnote,"1Vide ”Letter 	to Jatindas M. Amin”, 2-9-1945"
libtech_45_footnote,2Where the addressee 	was doing 	khadi work
libtech_46_footnote,"1Vide pp. 	134 and “Letter to Parasram Tahilramani”, 27-8-1945"
libtech_47_footnote,2Kalyanji Mehta
libtech_48_footnote,
libtech_49_footnote,"4Mridula Sarabhai 	had resigned from the post of Joint Secretary, Kasturba Gandhi 	National Memorial Trust, owing to differences with Amritlal V. 	Thakkar; vide “Letter 	to Mridula Sarabhai”, 15-10-1945."
libtech_50_footnote,1Grand-daughter of 	Swami Shraddhanand; member of National Executive of All-India 	Congress Socialist Party. She was interned during the Quit India 	movement but was released on grounds of health as she had developed 	tuberculosis.
libtech_51_footnote,1The address is from 	Pyarelal Papers.
libtech_52_footnote,"1Son of P. 	Subbaroyan; Minister for Steel and Mines, Government of"
libtech_53_footnote,"2Bhagavad Gita, 	III. 35"
libtech_54_footnote,"1C . Rajagopalachari 	had resigned from the Congress on July 15, 1942."
libtech_55_footnote,1Vide the 	preceding item.
libtech_56_footnote,1Of the Medical 	Board
libtech_57_footnote,2Widow of Mahadev 	Desai
libtech_58_footnote,3Brajkishore Prasad
libtech_59_footnote,1Darbarshri Amrabapa
libtech_60_footnote,"1Vide “Letter 	to V. L. Mehta”, 29-8-1945"
libtech_61_footnote,"2Vide “Letter 	to Munnalal G. Shah”, 3-9-1945"
libtech_62_footnote,1As manager of the 	Ashram
libtech_63_footnote,"1Vide “Letter 	to Jatindas M. Amin”, 2-9-1945"
libtech_64_footnote,"2Vide”Letter 	to Prabhavati”, 30-8-1945"
libtech_65_footnote,2Widow of C. R. Das
libtech_66_footnote,"4Amrit Kaur, 	however, reached Poona on September 1."
libtech_67_footnote,"1Barrister from 	Lahore; Minister, Local Self-Government in the Punjab"
libtech_68_footnote,"1Where, as in 	several other places, British administration had been put out of 	action during the Quit India movement and a parallel administration 	known as Patri Sarkar had been set up. According to Bombay Secret 	Abstracts, instances of gangster activity by underground agitators 	had been reported in a Government Press note and Gandhiji had 	discussions with Maharashtra Congress leaders on September I on the 	situation in Satara."
libtech_69_footnote,"1Vide “Letter 	to Amalprabha Das”, 10-9-1945"
libtech_70_footnote,2Vide the 	preceding item.
libtech_71_footnote,1The Khaksar leader 	popularly known as 	Allama Mashriqui. An Urdu translation of 	the letter was 	sent to 	the addressee.
libtech_72_footnote,"3Haridas Mitra, who 	was under a sentence of death; vide 	”Letter to Lord 	Wavell”, 14-9-1945"
libtech_73_footnote,"2The source has 	“will”, obviously a slip."
