chapter_no,date,title,content
1,,LETTER TO G.E. CHATFIELD,"
           ASHRAM,  September 	29 [1919]   DEAR 	MR. CHATFIELD,    	Anasuyabehn has just shown me the order regarding the levy to be 	made from the inhabitants of Ahmedabad including the millhands on 	account of the April disturbances. I observe that the levy from the 	mill-hands is to be collected today by the mill-owners paying to the 	Hazur Deputy Collector one week's wages out of the amount held by 	them as caution money on their account. I venture to think that this 	levy will come upon the mill-hands as a perfect surprise. Will it 	not be better to give them some time to realize the situation and to 	make individual or collective payments themselves. The proposed 	summary procedure may be suitable from the Government standpoint, 	nay, even be agreeable to the mill-owners. But the principle of 	leaving totally out of consideration the party that is to pay seems 	to me to be dange- rous and demoralizing. I should imagine that the 	Government are interested in the mill-hands realizing and 	recognizing their own dig- nity and becoming conscious of their own 	responsibility.  	Moreover, I do not know whether you are aware that the coming days 	are auspicious days for both Mohammedans and Hindus. The Moharram 	festival is always, all over India, a time of anxiety for the 	Government. I have no doubt that this matter has been overlooked by 	you as well as others who are responsible for fixing the time of 	levy. But you will agree with me that the mill-hands who are even 	ordinarily suspicious will jump to the conclusion that the time 	chosen for collecting the levy has been specially selected in order 	to wound their feelings and cause them embarrassment. I therefore 	venture to suggest that the collection from the mill-hands may be 	deferred till after the Diwali holidays. Meanwhile I need hardly 	assure you that you will depend upon those who are at all connected 	with the mill-hands doing their best to facilitate collection. I 	know that you will treat this matter   
 as very urgent and, if you at all agree with my argument, issue the necessary orders.libtech_1_footnote"
2,"September 	30, 1919",LETTER TO P.S. TO VICEROY,"
    From 	a photostat of the handwritten draft : S. N. 6904       Yours sincerely,          SABARMATI, 
   TO  THE 	HON'BLE 	MR. 	S.R. HIGNELL, 	C.I.E., I.C.S. PRIVATE 	SECRETARY 	TO  HIS 	EXCELLENCY 	THE VICEROY  DEAR 	MR. HIGNELL,  September 	30, 1919 
  	As His Excellency is aware, there are orders against me which, among 	others, prohibit me from entering the Punjab and from leaving the 	Bombay Presidency. Hitherto, I have not been keen about the orders 	being withdrawn, if only because, so long as the Government persists 	in retaining on the Statute Book the Rowlatt Act, so long must my 	civil resistance continue in esse or in posse. 	But the situation has altered somewhat now. In my humble opinion, it 	is necessary for me to be in the Punjab when and some time before 	the forthcoming Committees begin their sittings. I claim that my 	presence can only help to elucidate truth. There is an urgent demand 	from the Punjab that I should be in that province before and at the 	time of the inquiry.  I see that so many things are alleged to have 	happened in my name that I am naturally interested in the 	proceedings. I hope, therefore, that the orders against me, so far 	as the Punjab is concerned, will be removed.libtech_2_footnote  N.A.I. 	: Home Department : Political A : October 1919 : File Nos. 426-440; 	also from a photostat of the draft : S. N. 6911     
  "
3,"October 8, 1919",LETTER TO SHUAIB QURESHI,"
          DEAR 	FRIEND,     [September 1919]libtech_3_footnote 
  	You will not consider me discourteous for not having replied to the 	letter signed by you and other friends regarding the Ali Brothers 	and addressed to the Editor, Young India. The fact is I have 	been overwhelmed with the care of having to edit two important news- 	papers.libtech_4_footnoteI 	must confess that I do not like your letter at all. It   is  a 	lawyer's letter containing quibbles. But even that would not matter. 	Do you sincerely take up the position that a Mussulman may never 	kill a Mussulman no matter what crimes the latter may commit? I 	would not be surprised if you took up that attitude, for then the 	rule of the Brahmin law-givers will descend upon you. They have made 	the life of the Brahmin, as they think, absolutely sacred, and, as 	the others consider possible, by providing that no matter what his 	crime is, a Brahmin may not be killed. It is true that the rule has 	been observed more in the breach than in the performance. For, in 	war, we have not hesitated to kill Brahmins. My quarrel is, 	therefore, not with a mental attitude, but with your impressing a 	Koranic text into service for defending the position of our friends. 	I would like, then, to have a letter that would appeal to reason. 	Before your letter was received, I wrote to Bari Saheblibtech_5_footnotesaying that, in my opinion, no agitation for the 	release of the Brothers was likely to be successful before the 	Turkish Peace terms were declared. I do not know whether your 	letter, which I see is addressed to the Press in general, has been 	published elsewhere.  QURESHI, 	SHUAIB  C/O 	DR. 	[M.A.] ANSARI DELHI  From 	the original pencilled draft : S. N. 6864        journals 	appeared under his full-fledged editorship only on October 7 and 	October 8, 1919, respectively, Gandhiji did a considerable amount of 	editorial writing for them even before they passed under his full 	control.  
  "
4,,LETTER TO JETHALAL SAMPAT,"
         ASHRAM, 	SABHARMATI, 
    DEAR 	JETHALAL,  Wednesday, 	 [September, 1919]libtech_6_footnote "
5,,THE PUNJAB STUDENTS,"
  	The doubt you raise has been answered in my reply. So I do not 	reproduce it in Navajivan. We have got to stick to swadeshi 	in all things. So I cling to the trunk of the tree. I can have no 	interest in electricity, etc. Others can take that up. What I am 	doing harms no one. And the handloom and the spinning-wheel can 	never harm any- one. Even today handlooms are working side by side 	with the mills. I am developing them. We should create conditions 	where, 21 crores, sitting at home, can carry on their occupation. 	For further clarification of your doubt, you must regularly see the 	Navajivan. Everyone cer- tainly cannot do everything. 	Activities should be distributed.  MOHANDAS  From 	a copy of the Gujarati in Devanagari script: C. W. 9843. Courtesy: 	Narayan Jethalal Sampat       	The letter from ""One who feels"" published in the Leader 	of the 22nd instant is an important communication confirming the 	many letters I have received from the Punjab, some of which have 	already appeared in Young India. The action of the college 	authorities reflects but little credit on them. ""One who feels"" 	is, as the Leader tells the public, ""one of the most 	respected and foremost men in the educa- tional world in the 	Punjab"". At the worst the action of the students consisted in 	absenting themselves from their respective colleges. It amounts to 	nothing but a boyish method of demonstrating their opinion over the 	action of the Government and their affection for those whom they 	loved. In any place but India, such action would     also“Swadeshi 	V. Machinery”, 14-9-1919. 
 have passed unnoticed or college professors would have  made common cause with the students and warned the authorities of the unpopularity of their action. But the action of the authorities shows in  a forcible manner what part terrorism has played in the public life of the Punjab. The college authorities have given an object lesson to the students in unmanliness. They have not hesitated to obtain by threat of punishment the names of the ring-leaders in the strike. It is evident that the strike was popular and spontaneous and all were practically ring-leaders. The prudent course in such an event is not to tempt weak students to buy exemption from penalty by blaming their fellows, but to regulate and direct their enthusiasm in the right channel. The authorities could not have adopted a more effective course than they did if they intended to rouse the bad blood of the students and make them seek crooked ways.
 His Honour the Lieut.-Governor has now appointed a committee of inquiry which, according to the Leader's correspondent, is not quite satisfactory. The Lahore Medical College, however, will have nothing to do with the committee. The authorities will not have their action reviewed. This unrestrained lust for power and punishment is intole- rable. I hope that His Honour will intervene, that the whole of India will insist on an inquiry into these cases. But if the authorities prove unbending, it would, in my opinion, be necessary to find  out  a remedy. If education is to be bought at the price of manliness and self-respect, the price is too heavy. ""Man does not live by  bread alone."" Self-respect and character are above means of livelihood or a career. I am sorry that so many students have taken their expulsion so much to heart. The parents as well as students must revise their ideas about education. Education is treated merely as a means of earning a livelihood and acquiring a status in society. These are not unworthy ambitions. But they are not everything in life. There are many other honourable means of acquiring wealth and status. There are many independent activities in life which one many undertake  without having to contemplate loss of self-respect. And there is no better or cleaner passport to status in society than honesty and selfless service of fellow-beings. If, therefore, after due effort, the college  door remains banged in the students' faces, they should not lose heart but seek other means of livelihood. And if the other students will empty the recalcitrant colleges as a matter of respectful protest, they and India will not be losers, but both will be considerable gainers.
 Young India, 1-10-1919
  "
6,,NATIVE STATES' SUBJECTS,"
  
 Mr. M.T. Doshi has furnished me with detailed notes of an interview he had with the District Magistrate of Karachi on the 13th August last.
 Mr. Doshi is a native of Vankaner in Kathiawar. He is an accountant and commercial instructor and has been manager of a firm in Karachi. The interview took place in virtue of a memorandum issued by the District Magistrate requesting Mr. Doshi to call on him. I cannot help remarking that there is too much of this kind of gratuitous calling of people by means of Memoranda. It is demora- lizing alike for the officials and the public. It is an improper way of conducting public affairs. District Magistrates have no legal right to summon people in this manner. If Mr. Doshi had committed anything wrong, he should have been judicially dealt with. But to issue a non- judicial, political warning causes unnecessary fright and no man can regard himself safe under a system of what may be called political espionage.
 After a few preliminary questions, Mr. Doshi was asked whether he had taken the satyagraha vow and whether he had been writing letters to the newspapers. He was told that he wanted ""to stir up politi- cal agitation and satyagraha in spite of the troubles caused thereby in April last"". The following conversation, being interesting, I give verba- tim as supplied to me in Mr. Doshi's notes.
 DOSHI : I do want political and all other kinds of national activities to go on here as elsewhere. I have no intention to cause troubles nor do I advocate any measures that might bring about troubles. I have done nothing to endanger the position of anybody.
 D[ISTRICT] M[AGISTRATE] : Mr. Gandhi, when he started the satyagraha, never wanted to endanger anybody, but you know what happened in the Punjab and elsewhere; you want the same thing again here.
 D : Troubles in the Punjab were not, in my opinion, due to any acts of Mahatma Gandhi, but to the peculiar attitude of the officials there. However, I do nothing that might cause trouble. And you know there never was any trouble here though here also we had the Saytagraha Day.
 D. M. : You must be knowing that some time back I have called some of your Kathiawari people and warned them not to take any part in any movement against the Government or the laws of the place which afford them
 protection here, for if they did not obey the laws, they shall have to be expelled to their own States. And you are doing just the same thing. Your case is just analogous to those of the other Kathiawaris already deported. They were asked to leave the country not only because they agitated themselves but they also tried to make others agitate, as you do now. You have not yet given
 up the satyagraha vow. Have you?
 D : I have not as I cannot. . . .
 D.M. : Well, I tell you that I give you this warning personally. I am not moved by the authorities…the Commissioner. I just read your letters in the paper, two of which bear your signature and the third only initials and I thought it better to advise you as a good man.
 D : Oh, I thank you for that.
 D.M. : (while taking note on the paper) You say that ""you are not prepared to cease taking part in political activities"".
 D : I would rather word it differently. I would say, ""I am not prepared to cease taking part in any activities connected with the Indian national welfare.""
   State?  D.M. : Why do you work here and not within the bounds of your    D : My State is only a part of India and it is only a narrow field 
  whereas 	this is a vast one. If we make any progress here, sure enough that 	goes for progress in my own State which is well-up.  D.M. 	: Besides trying to stir up agitation, you try to help those that 	have been externed and want to take up their cause, but you must be 	careful, lest you meet with a similar fate.  D : 	I must try to help my friends as much as I can. I don't mind the  rest.  D.M. 	: When the whole city is quiet you try to stir up troubles. I will  make 	you responsible if anything occurs.  D : 	I am not attempting to stir up troubles. There have been never any 	troubles in Karachi and none likely to be. I don't understand why I 	shall be responsible.  D.M. 	: You are a subject of another State, and His Majesty's Government 	and its laws afford you protection here, so you must obey its laws, 	otherwise you must depart.  D : 	How do you call us subjects of another State and treat us as 	foreigners? Is not our State within India?  D.M. 	: I do not 	wish to argue 	with you on 	the matter; 	such is 	the law 	and law is law. 	I am not here 	to explain 	that, I only 	want you to stop 	partaking in such works. 
 D : May I know what works you mean? Do you include satyagraha and ordinary national political work in what you say?
 D.M. : You should not take part in the political movements, surely you should not partake in the satyagraha or the disobedience of the law and such other matters.
 D : I do not think satyagraha is criminal or illegal. It is not harmful.
 D.M. : I do not want to discuss and argue over the case. I only want to warn you to stop writing to the Press and such other works as trying to help the externees and so on. I warn you that, if you persist in attempting to stir up violent political agitation and movements for breaking the laws in British India where you enjoy the protection of its laws and Government, I shall have to recommend action against you.
 D : I have never tried to stir up nor will stir up violent political agitation, but I cannot in any case give up working for the activities connected with the Indian national welfare. For I consider that my own good and the good of my State lie in the good of my country-India.
The above extracts from Mr. Doshi's notes make painful reading
 and show the difficulty of carrying on political agitation. Any day the District Magistrate may prove as good as his word and expel Mr. Doshi from British India and thus ruin his career, as has been done in the case of Mr. Manilal Vyas and others.
 Apart from the general question of the propriety of such notices and conversations, the question of the status of the subjects of native States is of very great importance. A law that makes it possible to coop up people without any trial in small areas must surely be altered. It is obvious that imprisonment is better than internment without provision for maintenance. On the one hand, the Government appoint subjects of native States to high office and on the other subordinate officials are permitted to treat them as foreigners. Sir Prabhashanker Pattani can become an honoured colleague of Mr. Montagu. The Hon'ble Mr. Lallubhai Samaldas is a trusted councillor. The Government welcome the financial and other assistance of subjects of native States and shower titles on them. They are dubbed 'loyal'. What can be the meaning of the loyalty of foreigners? Can foreigners be or be expected to be 'loyal' to a State to which they do not belong? Must the suzerain power take everything from the people of the States in alliance and give nothing? It is a suicidal policy that has been laid down in Sindh. Let one hope that His Excellency's Government will nip the evil in the bud.
 Young India, 1-10-1919
  "
7,"October 1, 1919","TELEGRAM TO P.S. TO GOVERNOR, BOMBAY","
  
 LABURNUM ROAD,
 [BOMBAY,
 October 1, 1919]libtech_7_footnote
 PRIVATE SECRETARY HIS EXCELLENCY POONA
 EIGHT    LACS     RUPEES     ORDERED     TO     BE     COLLECTED     FROM AHMEDABAD      REGARDING      APRIL      DISTURBANCES      OF      WHICH      ONE LAC     SEVENTY-FIVE     THOUSAND     TO      BE      COLLECTED      FROM MILL-HANDS.  THIS  SUM  ORDERED   TO   BE   COLLECTED   THROUGH MILL-OWNERS     WHO     WERE     REQUIRED     TO      PAY      ON      29TH      ULTIMO TO    DISTRICT    MAGISTRATE    ENOUGH    TO    COVER     LEVY     OUT     OF CAUTION      MONEY.      MILL-OWNERS       IT       IS       UNDERSTOOD       WILL RECOUP      THEMSELVES      BY      DEDUCTING      FROM      WAGES      ON      PAY DAY.  THIS  MONTH   IS   AUSPICIOUS   BOTH   HINDUS   MOHAMMEDANS. ALTHOUGH    TIME    SELECTED    UNINTENTIONAL     LABOURERS     WILL CONSIDER  THAT   PRESENT   OCCASION   SELECTED   SPECIALLY   WOUND FEELINGS.   MOREOVER   THIS   SUDDEN   LEVY   WITHOUT  NOTICE  TO LABOURERS   IN   MY   HUMBLE   OPINION    DEMORALIZES.    DIRECT    COL- LECTION      SHOULD      BE      TRIED      BEFORE      RESORT      TO       FORCIBLE   LEVY.     SUGGESTED      THESE      CONSIDERATIONS      COLLECTOR      BUT      HE HAS    REFUSED     CONSIDER.     RESPECTFULLY     REQUEST     HIS     EXCELLENCY AT     LEAST      POSTPONE      COLLECTION      TILL      AFTER      HINDU      NEW YEAR'S     DAY.     I     PROPOSE     SUBMITTING     ARGUMENT     BY     LETTER AGAINST     COLLECTION      FROM      LABOURERS      ESPECIALLY      THE      SUM AND MANNER SUGGESTED.
   From 	a photostat of the draft in Gandhiji's hand: S. N. 6906  GANDHI 
              
  "
8,"October 1, 1919","SPEECH AT ANNIE
BESANT FELICITATION
MEETINGlibtech_8_footnote","
  
 BOMBAY,
 October 1, 1919 In opening the proceedings, Mr. Gandhi said that it gave him great pleasure to attending the meeting to celebrate the anniversary of the person who had devoted the
 greater part of her life for the public cause and they could feel justly proud in celebrating the event. He first knew her in England in 1889. He was introduced to her at the Blavatsky Lodge in England. He saw her answering the various queries and giving reasons for renouncing atheism and adopting Theosophy. After replying to all the allegations, she had then said that she would be satisfied if, after her death, it would be said that she lived for truth and died for the cause of truth. When he had been  to South Africa, he came in contact with many Theosophists there and from them he came to know the work of Mrs. Besant, and they furnished him with more particulars of the work of Mrs. Besant, which information was not contained in the books published by Mrs. Besant. From all this, he was convinced that  Mrs.  Besant continued to work according to her own convictions, little caring whether she was praised or abused.
 Coming to the satyagraha movement, Mr. Gandhi pointed out to the audience how Mrs. Besant stood by her own convictions, which made her believe that satyagraha had its shortcomings and the common people were not able to grasp the full significance of satyagraha. That furnished another instance that she cared for convictions of the inner soul more. She did not care whether these convictions were liked by the public or not.
 He then referred to Mrs. Besant's work and said that he never in his life found Mrs. Besant at leisure, but found her always toiling for the public cause even when she was travelling in trains. Though he found her in her 73rd year, he was glad to see her working with such zeal and earnestness as none of them could equal. In his opinion, the services that Mrs. Besant had rendered to India were immense and invaluable. She had dedicated her whole life and all her own for the good of India.
 Referring to the present political differences with Mrs. Besant, Mr. Gandhi was pleased to see that even those who differed from her were proud to testify to the great services that she was rendering in England for India. By espousing the cause of Indians, she had suffered much in body and mind. Her company was even shunned by
 
 Europeans. But the greatest services, to the speaker's mind, which she rendered and which will ever remain a monument to her memorable career in India, was the introduction of Home Rule propaganda. It was only by her initiation that the movement was set afoot and now it had spread to every nook and corner of India, so that in whatever village he went, he found the villagers there awakened to the necessity of winning Home Rule for India.
 Concluding, Mr. Gandhi said that Mrs. Besant had inculcated the Mantra of Home Rule into the minds of Indians and it was his fervent prayer to Almighty God that she might live long for India's sake and might be able to see India secure Home Rule in her lifetime, so that contentment might reign supreme everywhere in India and India would achieve her pristine glory once again.
 After two other speakers had paid tributes to the work of Mrs. Besant, Gandhiji asked the audience to give him permission to send a suitable message to Mrs. Besant, which was agreed to.
 The Bombay Chronicle, 2-10-1919
 "
9,"October 1, 1919","MESSAGE ON ANNIE BESANT'S
BIRTHDAYlibtech_9_footnote","
        BOMBAY, 
  October 1, 1919 I gladly 	respond to the request to add my humble quota to the  many 	appreciations that would be tendered to the Editor of New India on 	Mrs. Besant's birthday. It was in 1889 that I first paid my respects  	to Mrs. Besant when I was studying as a lad in London. I  was 	privileged to do so by the courtesy of two English friends who were 	at the time ardent Theosophical students. She had only just joined 	the Theosophical Society there. Not much impression was created on 	my mind then. I really went not to have impressions but out of mere 	curiosity to see what this lady who was once an atheist looked like. 	My friends had told me that she was the best among the living women 	orators in the world, and that Madame Blavatsky was in great joy 	over this big ""capture"". But when, immediately after, I 	went to Queen's Hall,   I went not to look at Mrs. Besant but to 	listen to her. And the words she uttered then as she rose to answer 	the charge of inconsistency have never faded from my memory. She 	said as she wound up her great speech which held her audience 	spell-bound that she would be quite satisfied to have the epitaph 	written on her tomb that she lived for    
 truth and she died for truth. I had from my childhood an instinctive fascination for truth. The utter sincerity with which, I felt, she spoke these words captivated me and ever since I have followed her career with unabated interest and always with admiration for her boundless energy, her great organizing ability and her devotion to the work she might have made her own for the moment. I have sharp differences of opinion with her as to methods of work. I have also been hurt to feel at times that she has lost her robust independence of 1888 and her uncompromising search after and adherence to truth at all cost. But in the midst of all my doubts I have never wavered in my belief in her great devotion to India. It is no small gain for India to have her many gifts dedicated to her cause with a single-mindedness few of her natural-born sons and daughters can claim. I have no doubt that she has popularized Home Rule in a manner no other person has. May she be spared for many a long year to serve the country she has made her own.
 From a photostat of the handwritten draft with corrections in Gandhiji's hand: S. N. 6903
 "
10,"October 2, 1919","SPEECH AT FELICITATION MEETING, BOMBAYlibtech_10_footnote","
  
 October 2, 1919
 In accepting it, Mr. Gandhi said that he was grateful to them for what they had done for him on his birthday, and we would utilize the sum for some object for the amelioration of the condition of Indian womanhood after careful consideration, and would ask for suggestions from them.
 The Indian Review, October 1919
 
 
 
 
 
 
 
 
 
 
  "
