footnote_no,footnote
libtech_1_footnote,1The letter is not 	reproduced here.
libtech_2_footnote,1Only extracts are reproduced here.
libtech_3_footnote,"1Vide “Serious Allegations”, 25-6-1931"
libtech_4_footnote,2Only excerpts are reproduced here.
libtech_5_footnote,3Blank as in the source
libtech_6_footnote,4ibid
libtech_7_footnote,5ibid
libtech_8_footnote,6ibid
libtech_9_footnote,1Blank as in the source
libtech_10_footnote,1Not reproduced here. It described how the Settlement was being violated and the villagers oppressed and terrorized in the Rae Bareli District.
libtech_11_footnote,2ibid
libtech_12_footnote,"3Not reproduced here. The District Magistrate, Rae Bareli, had ordered the Congress workers to abstain from speaking or writing anything on the agrarian or political situation of the district."
libtech_13_footnote,1Principal Shirras 	had said in 	it that the presence 	of the 	five students which 	had “in the past 	been disturbing to 	the work 	of the 	college would 	result in similar 	disturbance in the future.       I am confirmed in my impression from the notices
libtech_14_footnote,1The names have been 	omitted.
libtech_15_footnote,2ibid
libtech_16_footnote,"1The telegram was sent in reply to one from the Congress office, received on July 2, 1931, which read: “Picketing liquor shops. Government objecting more than five voluntccrs per shop though ten entrances. Pray order.”"
libtech_17_footnote,1Acting Governor of 	Bombay
libtech_18_footnote,"2The telegram was sent in reply to the Sabha’s of July 2, which read: “Regret compelled put off meeting tomorrow due to Kasturbhai’s unexpected absence from Ahmedabad. Kindly wire if Thursday 9th morning will suit you meeting in Bombay.”"
libtech_19_footnote,3ibid
libtech_20_footnote,4 ibid
libtech_21_footnote,"1Vide “An Autobiography” and “Interview to Associated Press”, 15-6-1931"
libtech_22_footnote,"2Vide “Letter 	from Sir Ernest Hotson”, 30-6-1931"
libtech_23_footnote,"3The telegram was in reply to the addressee’s received on July 2, 1931, which read: “In spite your clear telegram picketing not withdrawn by Pandit Nekiram. No sales allowed. Suffering heavily. All have signed pledge your instructions. Sealed stocks.”"
libtech_24_footnote,4Not available
libtech_25_footnote,"1Gandhiji was in 	Borsad between June 28 and July 5, 1931. Silence Day fell on"
libtech_26_footnote,2Lady Cecilia Roberts
libtech_27_footnote,"3Which commenced on 	January 3, 1929."
libtech_28_footnote,1Dr. Behramji 	Khambatta
libtech_29_footnote,"2Vide “Substance 	Not Shadow”, 18-6-1931"
libtech_30_footnote,"3For Gandhiji’s article entitled “Substance Not Shadow”, 18-6-1931"
libtech_31_footnote,1The letter was released by Reuter from London on July  5.
libtech_32_footnote,"1Vide “Limits ato Freedom”,31-5-1931"
libtech_33_footnote,"2Kingsley Hall, a welfare workers’ settlement in the East End, London"
libtech_34_footnote,"1By Paramesthidas; vide “Notes”, p. 24, sub-title, “Nudity and Society”."
libtech_35_footnote,2The letter is not reproduced here. It described the coercive measures adopted by the Government for the realization of rents and the suppression of Congress activities by officials.
libtech_36_footnote,"3It was at the fourth Conference at Porbandar on January 22, 1928 that Gandhiji moved from the chair a resolution adopting the restriction; vide “Speech at Kathiawar Political Conference, Porbandar”, 22-1-1928"
libtech_37_footnote,3The letter is not reproduced here. It narrated how a public meeting was force- fully dispersed and lathi-charged by the police.
libtech_38_footnote,"1Vide “Kisan’s Troubles in the U.P”., 19-6-1931"
libtech_39_footnote,1According to his 	original tour programme Gandhiji was to be in Bombay from July 7 to 	10. However he left Bombay for Simla on July 13.
libtech_40_footnote,1The name has been 	omitted.
libtech_41_footnote,1 don’t want to make any statement on this matter at this stage.1
libtech_42_footnote,1The Bombay Chronicle dated July 8 adds here: “The Working Committee is the competent party to deal with that.”
libtech_43_footnote,"1The report appeared under the date-line “London, July 8”."
libtech_44_footnote,1Not reproduced here. It described how the local authority lathi-charged processions and arrested Congress workers.
libtech_45_footnote,1Not reproduced here
libtech_46_footnote,"4Vide “Kisan’s Troubles in the U. P.”, 19-6-1931"
libtech_47_footnote,"1Vide “Kisan’s Troubles in the U. P. ”, 19-6-1931"
libtech_48_footnote,2Not reproduced here. The letter stated that political meetings were not allo- wed and the Congress movement was being crushed in the Punjab.
libtech_49_footnote,"3Vide “Letter to Dunichand”, 6-6-1931"
libtech_50_footnote,
libtech_51_footnote,2Not reproduced here. The letter described how liquor dealers were trying to out-manoeuvre the picketing by keeping odd hours and selling the liquor at places other than the shops.
libtech_52_footnote,1Vide also “Letter to H. W. Emerson”
libtech_53_footnote,"2Vide “Letter to J. J. Singh”,24-6-1931"
libtech_54_footnote,3Only extracts are reproduced here.
libtech_55_footnote,"2The letter is not reproduced here. The correspondent had written about Pandit Jagat Ram, a political prisoner of the Punjab whose life-sentence was being repea- tedly extended despite his exemplary conduct in jail and his failing health."
libtech_56_footnote,"1The letter is not reproduced here. It stated that an Indian visitor to China, claiming to be a representative of Gandhiji and the Congress, had been saying that India had changed her policy towards England and had adopted the use of force."
