footnote_no,footnote
libtech_1_footnote,"1The addressee, 	whose son had suffered injuries at the hands of Muslim rioters, had 	written that he could no longer have any faith in the doctrine of 	winning one’s enemy by love notwithstanding the sympathetic 	attitude of Muslim neighbours who prayed for his son’s recovery."
libtech_2_footnote,"1According to the 	source this was written two days after “Letter to Abdul Ghaffar 	Khan”, “Letter to Abdue Ghaffar Khan”, 5-7-1947"
libtech_3_footnote,"2The addressee’s 	reply dated July 12, inter 	alia read: “I and 	my workers have been going about from village to village asking the 	people to remain non-violent even under provocation on the part of 	the Muslim Leagues. . . . We have been working under very difficult 	and trying circumstances but have adhered to non- violence. How long 	a state of affairs like this can last, it is not easy for me to"
libtech_4_footnote,1Addressee’s son
libtech_5_footnote,"2Narahari Parikh, 	who along with Kishorelal Mashruwala was editing Harijan"
libtech_6_footnote,"1“Who is a 	Socialist?”, vide 	“Who is A 	Socialist”, 6-7-1947."
libtech_7_footnote,2Omission as in the 	source
libtech_8_footnote,"2Balwantrai Mehta, Chief Minister of Gujarat, 1964-65"
libtech_9_footnote,1This was addressed 	to a member of Bihar Harijan Uddharak Mandal who came to see Gandhiji.
libtech_10_footnote,"1A member of the deputation had asked Gandhiji if it was true, as the rumours suggested, that he was going away to Uttarkashi because of his differences with the leaders."
libtech_11_footnote,"1Secretary, India League, London, 1929-47; Special Representative of the Government of India in London, 1946–47, and Indian High Commissioner, 1947– 52; later served as Defence Minister, Government of India"
libtech_12_footnote,"2For the Viceroy’s 	note on the interview, vide 	Appendix “Lord 	Mountbatten’s Note on Interview with Gandhiji”, 9-7-1947."
libtech_13_footnote,3Who served as Dewan of Bhavnagar State
libtech_14_footnote,4In January 1888
libtech_15_footnote,
libtech_16_footnote,5Omissions as in the source
libtech_17_footnote,
libtech_18_footnote,"1Kishorelal G. 	Mashruwala; vide also “Letter to Balavantsinha”, 28-6-1947"
libtech_19_footnote,1Presumably Kasturba 	Gandhi National Memorial Trust
libtech_20_footnote,"1The Hindustan 	Times, 10-7-1945, 	reported that Gandhiji 	began by 	referring to 	the bhajan 	which described love 	as the 	highest thing in 	the world—the best 	unifying force. 	Yudhishthira performed the 	yajna because 	he wished 	to become 	the servant 	of his 	people through love—in 	other words ahimsa. 	He preferred 	service to kingship 	and thereby 	was a true king."
libtech_21_footnote,2ibid
