footnote_no,footnote
libtech_1_footnote,"1The Gujarati 	original appeared in Harijanbandhu, 	8-10-1933."
libtech_2_footnote,"1The original in 	Hindi, published with the text by the Calcutta Shuddha Khadi 	Bhandar, is not available."
libtech_3_footnote,"2In the following 	order : VI. 5, 6, 14, 29 to 32 and 47; VII. 7 and 10; VIII. 14;"
libtech_4_footnote,3Attitude of 	devotion
libtech_5_footnote,4Faith
libtech_6_footnote,"5Vide “Letter 	to Ramdas Gandhi”, 7-11-1932"
libtech_7_footnote,6A kisan 	leader of U.P.
libtech_8_footnote,7Vinoba Bhave’s 	younger brother
libtech_9_footnote,
libtech_10_footnote,"1Dated october 5, 	which, inter alia, 	read : 	So far we 	have no 	property. But 	by the 	acceptance of 	your offer we 	will shortly be 	in possession of 	a valuable peroperty. 	The question 	will thus immediately arise as 	to who will be 	the owner of 	this property. 	Will it be the 	Harijan Mandal ? 	If so, then 	the Harijan 	Mandal would for all 	practical purposes 	mean the persons 	by whose 	sufferance it exists 	and there 	is no such 	thing as sufferance 	in our socitey 	so far. 	Therefore, we have 	to decide 	what sort of constitution 	we are to have in future."
libtech_11_footnote,"1Owing to his weak 	state of health Gandhiji himself did not speak. The speech, which 	was in Hindi, was read out at the meeting. No Hindi report being 	available, this has been translated from Chandrashankar Shukla’s 	weekly letter."
libtech_12_footnote,"1The source has “24th”. The resolution drafted by Gandhiji and agreed upon by other leaders at Poona on Spetember 24, 1932, was formally adopted at Bombay the following day. Vide, “Resolution at the Hindu Leaders’ Conference, Bombay”,"
libtech_13_footnote,"1The date has been 	inferred from the reference to Krishna Nehru’s marriage and 	Jamnalal’s visit to Bombay; vide 	“Letter to 	Chhaganlal Joshi”,18-9-1932"
libtech_14_footnote,2Chhaganlal Gandhi’s 	son
libtech_15_footnote,1Saraladevi 	Chowdhrani
libtech_16_footnote,"2Indira Nehru, 	addressee’s daughter"
libtech_17_footnote,3Ommissions as in 	the source
libtech_18_footnote,4ibid
libtech_19_footnote,5Mridula Sarabhai
libtech_20_footnote,"1Vide “Letter to Mathuradas Trikumji”, 11-10-1933"
libtech_21_footnote,2These are not available.
libtech_22_footnote,3Son of saraladevi 	Chowdharani
libtech_23_footnote,"4N. S. Hardikar, 	founder and Secretary-General of the Hindustani Seva Dal"
