footnote_no,footnote
libtech_1_footnote,"1Vide “Letter 	to V. S. Srinivasa Sastri”, 1-6-1927"
libtech_2_footnote,"1In reply to a 	letter written on behalf of the workers of Karwar, seeking 	Gandhiji’s opinion on the question of “untouchables and temple 	entry”."
libtech_3_footnote,2To Vithoba
libtech_4_footnote,"3Published under the 	caption “On Behalf of Untouchables”, in Young 	India,"
libtech_5_footnote,
libtech_6_footnote,1A character in the Mahabharata who early in life took a vow of celibacy and observed it throughout his long life.
libtech_7_footnote,2Telegraphic address
libtech_8_footnote,"1In reply to a cable 	dated June 3, 1927, received on June 4 from A. I. Kajee; it read: 	“Transvaal Indians secession from Congress destroys solidarity our 	community. Mass meeting Johannesburg Sunday. Extremely necessary you 	cable immediately to association against such action.”"
libtech_9_footnote,"1Gandhiji descended from Nandi Hills to Bangalore on June 5, 1927."
libtech_10_footnote,2Not translated here
libtech_11_footnote,1En route to 	Bangalore
libtech_12_footnote,1Thread that a 	sister ties round the wrist of her brother on Coconut Day
libtech_13_footnote,"1From the contents of the letter. Gandhiji reached Bangalore on June 5, a Sunday."
libtech_14_footnote,1From Mahadev Desai’s “Weekly Letter”
libtech_15_footnote,1In reply to her 	telegram which read: “Wrote June 3 suggesting I leave owing 	unpleasant discoveries. Since then rapid developments. Exposures 	telegraphed Jamnalalji recommending come immediately investigate 	situation. Will await his coming. Afterwards advisable I leave 	immediately. Please telegraph advise where go. All well. Love.”
libtech_16_footnote,1Vide the 	preceding item.
libtech_17_footnote,"1The message was 	read out on this date at a public meeting in Sir Cowasji Jehangir 	Hall, Bombay; Sarojini Naidu presided."
libtech_18_footnote,2Vide the 	succeeding item.
libtech_19_footnote,1This sentence is in 	Hindi.
libtech_20_footnote,2As in the source
libtech_21_footnote,2From the succeeding item
libtech_22_footnote,"1The source contains this letter before the entries for June 8, 1927."
libtech_23_footnote,1The source is illegible here.
libtech_24_footnote,1Permanent address
libtech_25_footnote,1Permanent address
libtech_26_footnote,3Vide the preceding item.
libtech_27_footnote,"2Vide Appendix “Letter from Basil Mathews”, 5-1-1927."
libtech_28_footnote,3By Case
libtech_29_footnote,"4The reference to bhang water; vide “Letter to Mirabehn”, 23-5-1927 and 3-6-1927."
libtech_30_footnote,
libtech_31_footnote,2Permanent address
libtech_32_footnote,1As in the source
libtech_33_footnote,2Not reproduced here
libtech_34_footnote,"1A part of this letter is available in photostat S.N. 10604. It was presumably written on the same date as S.N. 10605 i.e., “Letter to Jamnalal Bajaj”, 8-6-1927."
libtech_35_footnote,1Not reproduced here
libtech_36_footnote,"2Vide “Telegram 	to Mirabehn”, 11-6-1927."
libtech_37_footnote,
libtech_38_footnote,"1As described in Farmers of Forty Centuries by F. H. King, quoted at length by Gregg"
libtech_39_footnote,"1The postmark bears 	the date “June 12, 1927”. Jeth 	Sud 11 corresponded 	to June 10 in 1927"
libtech_40_footnote,"1In the serial 	instalment of 	Autobiography published 	in Young 	 India, 9-6-1927."
libtech_41_footnote,"1On June 11, 1927, 	which read: “Myself Maganlalji went Rewari. No cause anxiety. 	Mirabehn Gangubehn Valunjkerji going Sabarmati. Myself going 	Udaipur. Think call Mirabehn Bangalore now. Wire decision here.”"
libtech_42_footnote,2Of the Hospital Day
libtech_43_footnote,1One’s own duty
libtech_44_footnote,"1Inferred from the contents; vide also “Letter to Rameshwardas Poddar”, before 5-6-1927."
libtech_45_footnote,1Year is determined 	from the reference to Nandi Hills. The source has Jeth 	Sud
libtech_46_footnote,1Dr. K. S. Roy
libtech_47_footnote,2Worship of the 	banyan tree by married women on the full moon day of
libtech_48_footnote,1This letter appears 	to have been written after Gangu left Rewari Ashram for Sabarmati 	along with Mirabehn in 1927. The Vatapooja 	fell on June 15.
