footnote_no,footnote
libtech_1_footnote,"1Although the 	s.s. Courland, 	in which 	Gandhiji travelled, had 	reached the 	Durban harbour on 	December 18, 1896, 	the ship 	was placed under  	extended quarantine, 	along with another 	passenger ship the 	Naderi, ostensibly 	on the 	ground that 	Bombay was 	infested with 	plague. The 	interview took 	place, Gandhiji says 	""on the 	day of the landing, as 	soon as 	the yellow flag 	was lowered"" (vide 	“An Autobiography- 	Part III, Chapter 	III”.) and according to 	The Natal Advertiser, 	14-1-1897, which said it took place ""yesterday morning"", it would be on 13-1-1897."
libtech_2_footnote,2Committee 	constituted by the Europeans to organize a demonstration at the 	harbour against the disembarkation of the Indian passengers
libtech_3_footnote,"2South African Indians had, in fact, petitioned both the Imperial and the Indian Governments to disallow further emigration if certain restrictions imposed on indentured labourers on the expiry of their indenture were not removed. Vide “Memorial to J. Chamberlain”, 11-8-1895 and “Memorial to Lord Elgin”, 11-8-1895."
libtech_4_footnote,1The reference is to free Indians—traders and artisans—as distinguished from indentured labourers whose immigration was permitted.
libtech_5_footnote,"2Vide “Open Letter”, Before 19-12-1894."
libtech_6_footnote,1The Green Pamphlet
libtech_7_footnote,"1The agitation against the legislation which sought to enforce the Indians to live and trade in specified locations; vide, “Petitition to Lord Ripon”, Before 5-5-1895 and “Petition to Lord Elgin”, Before 5-5-1895."
libtech_8_footnote,"1The Calcutta public meeting which Gandhiji was to have addressed (vide “Letter to F. S. Taleyarkhan”, November 5, 1896.) had to be cancelled as he had to leave urgently for South Africa (vide ”Letter to The Englishman”, 13-1-1896). Perhaps, Gandhiji was alluding to a meeting of the Committee of the British India Association in Calcutta which he addressed and which decided to submit to the Secretary of State for India a memorial in regard to the position of the South African Indians."
libtech_9_footnote,"2Vide ""Memorial to Secretary of State for the Colonies"", 15-3-1897."
libtech_10_footnote,"3Vide “London Diary”, 12-11-1888."
libtech_11_footnote,"4Vide ""Memorial to Secretary of State for the Colonies"", 15-3-1897."
libtech_12_footnote,5ibid
libtech_13_footnote,"1Vide ""Memorial to Secretary of State for the Colonies"", 15-3-1897."
libtech_14_footnote,"1Vide “Letter to F. S. Taleyarkhan”, 10-10-1896, “Letter to F. S. Taleyar- khan”, 18-10-1896, and “Letter to F. S. Taleyarkhan”, 5-11-1896."
libtech_15_footnote,"3An association formed by Durban Europeans in November 1896 to resist immigration of free Indians; vide ""Memorial to Secretary of State for the Colonies"", 15-3-1897."
libtech_16_footnote,2Chamberlain had 	cabled Natal  Government  	to  prosecute  Gandhiji’s 	assailants and 	Attorney-General Harry 	Escombe has sought 	Gandhiji’s assistance in 	indicting them.
libtech_17_footnote,1The reference is to the Natal Indian Congress
libtech_18_footnote,3A European advocate 	of Durban who was friendly with Gandhiji
libtech_19_footnote,"1Shortly after he 	disembarked from the 	ship on 	January 13 	Gandhiji had 	been besieged 	by demonstrators. 	He escaped 	being lynched 	by the 	intervention of 	Mrs. Alexander, 	the Police 	Superintendent’s wife, 	and by 	that officer’s 	resourcefulness when 	later the house 	where Gandhiji had 	taken shelter was 	also besieged. Vide 	“Satyagraha 	in South Africa” , 	Chapter VII and “An 	Autobiography- 	Part III, Chapter 	II & III”."
libtech_20_footnote,"1The source does not 	mention the addressee, but from Hunter’s acknowledg- ment in his 	letter of February 22, 1897 (S.N. 2074), it is clear that he had 	received it. Presumably similar letters were sent to the British 	Committee of the Indian National Congress and Sir Mancherji 	Bhownaggree."
libtech_21_footnote,1 The European Protection Association and the Colonial Patriotic Union; vide
libtech_22_footnote,2Vide the 	preceding item.
libtech_23_footnote,"3Cf. however 	""Memorial to Secretary of State for the Colonies"", 	15-3-1897, where the date given is April 7."
libtech_24_footnote,5Telegraphic address 	of the British Committee 	of the  Indian  National 	 Congress in London
libtech_25_footnote,4The cable is 	undated. Vide however 	the following item.
libtech_26_footnote,"6The Naderi 	had actually sailed 	on November 28; vide 	""Memorial to 	Secretary  of 	State for 	the Colonies"", 15-3-1897."
libtech_27_footnote,"1Vide also “Memorial to Secretary of State for the Colonies"", 15-3-1897."
libtech_28_footnote,"2The official residence of the Mayor of London. The fund in the end amounted  to £550,000. — Encyclopedia Britannica, 1965"
libtech_29_footnote,"3Vide ""Letter to Francis W. Maclean"", 7-5-1897."
libtech_30_footnote,"4Vide also 	""Memorial to Secretary of State for the Colonies"", 	15-3-1897."
libtech_31_footnote,
libtech_32_footnote,"5For an extract from 	this, vide “Memorial 	to Secretary of State for the Colonies"", 15-3-1897."
libtech_33_footnote,
libtech_34_footnote,"1This appeared under 	the title ""The Indian Famine"","
libtech_35_footnote,"1The appeal, which 	was published in the source under the title ""The Black Famine 	in India"", was issued by the Committee formed at a meeting of 	Indians on February 3, to make collections from various centres in 	Natal. It was translated into the several languages spoken by 	Indians in Natal as is shown by copies available at the Sabarmati 	Sangrahalaya."
libtech_36_footnote,1The signatories to this letter were the members of the Committee named in  the foregoing appeal.
libtech_37_footnote,"1Gandhiji is 	evidently referring to his letter of February 2 which appeared in 	that newspaper on February 4; vide “Letter to The 	Natal Mercury”, 	2-2-1897."
libtech_38_footnote,1February 7 was a 	Sunday.
libtech_39_footnote,"1This was printed and forwarded to the Natal Governor for transmission on April 6; vide ""Petition to the Natal Governor"", 6-4-1897."
libtech_40_footnote,"2The addressee was 	then the Natal correspondent of The 	Times of India (vide 	""Letter to F. S. Taleyarkhan"", 17-12-1897) and Gandhiji 	had invited him over for consultations about a journal to be started 	to further the cause of the South African Indians. It was, however, 	only in 1903 that Indian Opinion came out."
libtech_41_footnote,3A community village 	about 20 miles from Pietermaritzburg
libtech_42_footnote,"1Vide ""The Credentials"", p. 1."
libtech_43_footnote,"1This was on July 7, 1894; vide Letter to Dadabhai Naoroji”, 14-7-1894."
libtech_44_footnote,2The reference is to the attack on Gandhiji.
libtech_45_footnote,3For the various previous Memorials to the addressee.
libtech_46_footnote,"1Vide “Petition to Lord Rippon”, before 5-5-1895, Appendix A."
libtech_47_footnote,"2Vide “Memorial to Secretary of State for the Colonies”, 15-3-1897, of Asiatics, and to obey any orders which may be given by the leaders."
libtech_48_footnote,"3Vide “Memorial to Secretary of State for the Colonies”, 15-3-1897."
libtech_49_footnote,1These are marked Ha 	and Hb.
libtech_50_footnote,"1This is the bush-clad hill-point of Durban harbour, commanding a vantage view of the bay, where passengers could be lodged in quarantine quarters. Vide “Memorial to Secretary of State for the Colonies”, 15-3-1897, Appendix O."
