footnote_no,footnote
libtech_1_footnote,"2Charles Freer 	Andrews (1871-1940); English missionary, author, educa- tionist, and 	a close associate of Gandhiji"
libtech_2_footnote,1It was 	in the 	year 1920 that on 	November 23 	Gandhiji was 	in Aligarh 	where  he had gone to attend a meeting of the Khilafat Committee.
libtech_3_footnote,"3During Andrews’s 	visit to Gujarat in October 1920, when he was with Gandhiji for a 	few days"
libtech_4_footnote,4Dwijendranath 	Tagore; philosopher brother of Rabindranath Tagore; was an admirer 	of Gandhiji’s non-co-operation programme in principle
libtech_5_footnote,5Presumably because 	Brahmin and non-Brahmin children were asked to dine together at 	Santiniketan Ashram
libtech_6_footnote,
libtech_7_footnote,"1Vide footnote 1, “Conditions for Swaraj and practice of untouchability”, 21-11-1920."
libtech_8_footnote,"1Lord Chelmsford, the Viceroy, had described Gandhiji’s non-co-operation programme as “the most foolish of all foolish schemes”."
libtech_9_footnote,2Delivered at a large public meeting presided over by Abul Kalam Azad
libtech_10_footnote,3Gandhiji and others had been taken to the meeting-place in a procession which lasted two hours and was accompanied by a band; the route had been lavishly decorated.
libtech_11_footnote,"1A youth, in the Ramayana, who was devoted to his aged parents and carried them on his shoulders to various places of pilgrimage"
libtech_12_footnote,2A low-caste person considered untouchable by orthodox Hindus
libtech_13_footnote,"3After this speech Gandhiji and the students left the meeting as Gandhiji wished to address them separately. For a report of this speech, vide the following item."
libtech_14_footnote,4This and similar items which follow are extracted from Mahadev Desai’s account of the tour published in Navajivan.
libtech_15_footnote,"1The report of the speech in The Leader, 26-11-1920, ends thus : “His address was for students of over 16 years of age. Violence ought in no case to be used. Some of his Mohammedan friends told him that they tried non-co-operation but if this would fail they would use the sword. He was against the use of the sword. The students who left the institutions must, in case their guardians refused them pecuniary help, break stones or beg and continue their studies, thus supporting themselves and their guru. Only those who were prepared to suffer must leave schools and colleges unconditionally, but they should not go out simply on account of excitement."
libtech_16_footnote,"2Collecting alms from door to door; literally, the collection of honey by the bee moving from flower to flower. Here the reference is to the practice of students without means of support having their meals with different families by turns."
libtech_17_footnote,"2Jairamdas Daulatram; a Congress leader of Sind. This telegram was sent in reply to Jairamdas’s telegram of November 23, 1920, from Nowbad in Hyderabad, Sind, which read: “Several Hindu non-co-operators including Durgadas Govindnand Choitharam Ghanshyam Jairamdas and Editor Hindu and others met today. Discussed suggestions of social boycott opinion unanimous against social boycott being advised because inexpedient hindrance to our movement and giving innumerable opportunities for tyranny urge you kindly use your influence in this matter.”"
libtech_18_footnote,"1Vide footnote 1, “Conditions for Swaraj and practice of untouchability”, 21-11-1920."
libtech_19_footnote,2Not reproduced here
libtech_20_footnote,1Elections for the various Legislatures took place in November 1920; those for the Bombay Legislative Council were held on November 16.
libtech_21_footnote,1A Congress worker in the Punjab
libtech_22_footnote,"1This was sent in reply to Narandas Gandhi’s telegram of November 23, 1920, from Bombay, which read: “Three hundred students Gokuldas School left today addressed by Narandas and Vithaldas meeting again Thursday please advise.”"
libtech_23_footnote,2Narandas’s telegram was received by Gandhiji on November 24.
libtech_24_footnote,"2This telegram was sent in reply to Chintamani’s telegram of November 25, 1920, from Jhansi, which read: “Mr. Shaukatali refers at your meeting here followed by alleged private instruction interpreted as your desire that non-co-operators must oppose my candidature especially. Some of your followers since acting against me in your name inducing electors vote for one of my opponents. I feel sure this could never be your intention and request you wire friends accordingly. Kindly wire reply.”"
libtech_25_footnote,"1Sir C. Y. Chintamani (1880-1941); prominent journalist, author and politician; Law Member in Viceroy’s Council, 1920-22; president of the Liberal Federation in 1923 and 1927"
libtech_26_footnote,2Madan Mohan Malaviya
libtech_27_footnote,"3Gokuldas Tejpal High School, Bombay, which was abandoned  by  300 students because it received a Government grant"
libtech_28_footnote,"4Shankarlal Banker; a social worker and labour leader of Ahmedabad. He was also associated with The Bombay Chronicle and Satyagraha Sabha, Bombay."
libtech_29_footnote,1Gandhiji had faith in the bona fides of the British Government and had advocated the acceptance of the Montagu-Chelmsford Reforms at  the  Congress  Session held at Amritsar in December 1919.
libtech_30_footnote,2One who observes celibacy
libtech_31_footnote,"3In regard to Legislature elections under the Montagu-Chelmsford Reforms, held in November and December, 1920"
libtech_32_footnote,4Extracted from Mahadev Desai’s account of Gandhiji’s tour
libtech_33_footnote,"5Vide “Speech at meeting of students, Benaras”, 21-2-1920."
libtech_34_footnote,"1Vide “Telegram to Madan Mohan Malaviya”, about November 20, 1920."
libtech_35_footnote,1A preparation of rice and pulses cooked together
libtech_36_footnote,2A philosopher-king of ancient India; father of Sita in the Ramayana
libtech_37_footnote,1A sixteenth-century Hindi poet; author of Ramacharitamanasa
libtech_38_footnote,2Emigration enjoined on Muslims when faced with religious persecution
libtech_39_footnote,"3In the Ramayana, a garden in Lanka where Sita was kept after she was carried off by Ravana"
libtech_40_footnote,1Gandhiji uses the English expression
libtech_41_footnote,"4During the disorders in 1919; vide “Congress report  on  the  Punjab Disorders”, 25-3-1920."
libtech_42_footnote,"2Satyendra Prasanna Sinha (1864-1928); first Baron of Raipur; lawyer and statesman; Under-Secretary of State for India, 1919-20; Governor of Bihar and, Orissa, 1920-21; first Indian member of Viceroy’s Executive Council"
libtech_43_footnote,"1At the special 	session of the Congress held at Calcutta in September,"
libtech_44_footnote,2Gandhiji here 	pointed to the University buildings.
libtech_45_footnote,"3An eminent scholar and public worker of Uttar Pradesh who delivered the speech referred to as president of the U.P. Political Conference held at Moradabad on October 9, 10 and 11"
libtech_46_footnote,4Dried hemp flowers
libtech_47_footnote,"51825-1917; pioneer Indian statesman, affectionately called “the Grand Old Man of India”; president, Indian National Congress, 1886, 1893 and 1906; first enunciated swaraj as objective of the Congress; elected member of the British Parliament, 1893"
libtech_48_footnote,
libtech_49_footnote,1One of the names of Vishnu
libtech_50_footnote,"1The meeting was held on the Town Hall grounds under the presidentship of Bhagwandas. Among those present were Motilal Nehru, Jawaharlal Nehru, Abul Kalam Azad and C. R. Das."
libtech_51_footnote,2The deity in the famous Hindu temple at Banaras
libtech_52_footnote,"2Abul Kalam Azad (1889-1958); Congress leader and scholar of Koranic theology; twice president of the Congress; Education Minister, Government of India"
libtech_53_footnote,3Satanic
libtech_54_footnote,3At Aligarh
libtech_55_footnote,"41865-1927; eminent 	Muslim physician and politician who took a leading part in the 	Khilafat movement; president, Indian National Congress, 1921-2"
libtech_56_footnote,"1Rama’s rule, traditionally regarded as the ideal political order"
libtech_57_footnote,"1The addressee’s 	reply (S.N. 7330) dated November 29, 1920, says that Gandhiji’s 	letter was received two days earlier."
libtech_58_footnote,"21873-1938; renowned 	Muslim poet; took his 	Ph. D. from 	Cambridge and 	Munich Universities; 	nationalist leader 	during the twenties; one  of  the 	representatives at the Second and Third Round Table Conferences, 1931-32"
libtech_59_footnote,"1On the previous day, Gandhiji had addressed the students outside the  University Campus, but Malaviya insisted on his addressing them in the University Hall and he himself presided over this meeting."
libtech_60_footnote,"5Dr. Mukhtar Ahmed 	Ansari (1880-1936); a 	nationalist Muslim 	leader; president, Indian Muslim League, 1920; president, Indian National Congress, 1927-8"
libtech_61_footnote,"2Vide “Reply to a Critic, Aligarh”, 12-10-1920."
libtech_62_footnote,1Here some words are missing in the source.
libtech_63_footnote,"2Sarladevi’s son. He was studying in the Ashram School, Sabarmati."
libtech_64_footnote,"6 Gandhiji reached Allahabad on November 28, 1920, and stayed there for four"
libtech_65_footnote,3Sir Sayad Ahmed Khan
libtech_66_footnote,1 The meeting was held near Ramghat under the presidentship of Anandshankar
libtech_67_footnote,"1A centre of pilgrimage in Gujarat. The reference is to Gandhiji’s visit to it; vide “Speech at women’s meeting, Dakor”, 27-10-1920."
libtech_68_footnote,2Another name of Banaras
libtech_69_footnote,"3Gandhiji was in Banaras on November 25, 26 and 27."
libtech_70_footnote,"4Delivered at a public meeting held under the presidentship of Motilal Nehru. Among those present were Colonel Wedgwood, Abul Kalam Azad and Shaukat Ali."
libtech_71_footnote,"5In the Ramayana, the demon-king of Lanka"
libtech_72_footnote,
libtech_73_footnote,7The reference to 	the letter written to Dr. Iqbal suggests that this letter was
libtech_74_footnote,8Hindu temple of 	Siva
libtech_75_footnote,1Sacrifice
libtech_76_footnote,2Harkishen Lal had prophesied that Gandhiji’s non-co-operation programme would fail.
libtech_77_footnote,1November 26 and 27
libtech_78_footnote,3Madan Mohan Malaviya
libtech_79_footnote,1Business magnate and nationalist leader of the Punjab who opposed Gandhiji’s non-co-operation programme and later became a Minister in the Punjab Government under the Montagu-Chelmsford Reforms
libtech_80_footnote,"1Here The Leader, 1-12-1920, adds: “The Government would try to create disunion among them—the moderates were being duped—but they must remain true to their faith. They should boycott the Councils, the polling-booths, and schools and colleges. The 30th of November was come, but they should not use their franchise; at the same time they should not persecute those who thought otherwise and wished to vote. Those who sat in the Councils should be told that they did not represent the people. But the voters also who abstained from voting should not then expect the members of the Councils to do anything for them.”"
