footnote_no,footnote
libtech_1_footnote,"1Gandhiji was 	replying to an address of welcome presented by the students of 	sixteen depressed-class schools in Calcutta and Howrah. The meeting 	was held at Mirzapur Park, Calcutta."
libtech_2_footnote,2Extracted from 	Mahadev Desai’s “Weekly Letter”
libtech_3_footnote,3The date is taken 	from the Forward 	report.
libtech_4_footnote,4Two annexes for the 	Obstetric Ward and X-Ray Block of the Seva Sadan—the Deshbandhu 	Memorial Hospital
libtech_5_footnote,1God in the form of the destitute
libtech_6_footnote,2Madan Mohan Malaviya
libtech_7_footnote,3Gandhiji was laying the foundation for a memorial to Aswini Kumar Du tt .
libtech_8_footnote,"1Gandhiji was opening the Kalashala of Khadi Pratishthan, established by Satis Chandra Das Gupta, at Sodepur, near Calcutta. The report is extracted from Mahadev Desai’s “Weekly Letter”."
libtech_9_footnote,2The date is taken from the Hindu report.
libtech_10_footnote,3Satis Chandra Das Gupta
libtech_11_footnote,"1The letter was in 	reply to one from the addressee dated January 2, 1927."
libtech_12_footnote,2Gujarati expression 	for “What kind of a house”; the adjective is in the masculine 	gender and in the second expression in the neuter gender.
libtech_13_footnote,3Gujarati expression 	for “What 	kind of a house”; 	the adjective 	is in the neuter 	gender.
libtech_14_footnote,4Gujarati expression 	for “Your 	body”; the adjective 	is in the masculine 	gender.
libtech_15_footnote,5Gujarati expression 	“Your body”; the adjective is in the neuter gender.
libtech_16_footnote,6This part of the 	original is damaged.
libtech_17_footnote,"7Streedarpan was 	a Hindi 	magazine devoted to 	social topics, 	edited by Mehrotra before 	he joined the Ashram. He had sought leave of absence from Gandhiji  	for attending 	to its 	financial problems."
libtech_18_footnote,1As in the printed 	source
libtech_19_footnote,1The new moon day
libtech_20_footnote,1The Kathiawar 	Political Conference was to be held at Porbandar in March.
libtech_21_footnote,1Institution run by Dr. Suresh Chandra Bannerji. The Ashram conducted seven schools for untouchables and also ran a khadi store. Only the concluding remarks of a long talk at the prayer are available.
libtech_22_footnote,2Assassin of 	Shraddhanand
libtech_23_footnote,3From the postmark
libtech_24_footnote,3The reference is to the Khadi Pratishthan and the Abhoy Ashram.
libtech_25_footnote,4Some words are 	missing in the source.
libtech_26_footnote,5Manilal Gandhi who 	had come to India from South Africa
libtech_27_footnote,1The meeting was held at Mahesh Prangan.
libtech_28_footnote,"2The report is extracted from Mahadev Desai’s “Weekly Letter” where no date has been assigned to it, but it is placed before the report of the public meeting, which took place on January 5."
libtech_29_footnote,3Seven crore arms—a reference to the population of Bengal at the time
libtech_30_footnote,4Sound uttered by women of Bengal on auspicious occasions as a sign of welcome
libtech_31_footnote,5Devotional mass singing
libtech_32_footnote,"1This is not to be found in the Bhagavad Gita; cf., however, VI, 29 & 32,  with one of which, it is possible, Gandhiji confused it."
libtech_33_footnote,2Bankim Chandra Chatterji
libtech_34_footnote,3S. Srinivasa Iyengar
libtech_35_footnote,4Sixty crore arms—a reference to the population of India
libtech_36_footnote,"1The venue of the Congress session in 1924, over which Gandhiji presided"
libtech_37_footnote,"1Thomas Torquemada 	(1420-1498);  Inquisitor-General of 	Spain who 	is said 	 to have condemned more than 10,000 people to be burned at the stake"
libtech_38_footnote,2Phookan
libtech_39_footnote,2Member of the Legislative Assembly from Bengal
libtech_40_footnote,
libtech_41_footnote,1Not reproduced here
libtech_42_footnote,1As in the printed 	source
libtech_43_footnote,2Cotton thread moistened with gum
libtech_44_footnote,1Belt or cord passing round the wheel and the spindle
libtech_45_footnote,"1Vide “Antyaja Directory”, 12-12-1926."
libtech_46_footnote,2Madan Mohan Malaviya
libtech_47_footnote,"1The original Hindi report of the interview was published in Aaj, 19-2-1927."
libtech_48_footnote,"1The meeting was attended by about 2,000 students and was held under a shamiana specially erected for the Viceregal visit which preceded Gandhiji’s by just a week. The report is extracted from Mahadev Desai’s “Weekly Letter”."
libtech_49_footnote,1The meeting was held in the Kashi Naresh Hall of the Hindu School.
libtech_50_footnote,2Wife of Kishorelal 	Mashruwala
libtech_51_footnote,1Offering of water as part of obsequies
libtech_52_footnote,1Pausa Sud 6 	seems to be a slip for Pausa 	Sud 7 which was a 	Monday.
libtech_53_footnote,"1Gandhiji was in 	Banaras on Monday, January 10, 1927."
libtech_54_footnote,"1The postmark bears 	the date January 13, 1927. Monday fell on January 10."
libtech_55_footnote,"1From the contents. 	Gandhiji was in Kashi on January 9 and 10, 1927, and left for Bihar 	on the 10th."
libtech_56_footnote,"1The letter was in reply to the addressee’s dated January 10, 1927."
libtech_57_footnote,1The letter is incomplete.
