footnote_no,footnote
libtech_1_footnote,"1Confucius, when 	asked by a ruler 	what he ought 	to do, is said 	to have 	replied, “Be 	in advance of 	the people and 	work for 	them.” Asked for 	further advice, he 	is said to have 	said, “Do not get tired 	of doing this.”"
libtech_2_footnote,1The addressee had enclosed a resolution of the Young Men’s Buddhist Association which sought Gandhiji’s help in gaining control of Buddha Gaya Temple from a non-Buddhist mahant.
libtech_3_footnote,"2Vide “Belgaum Impressions[—II]”, 8-1-1925 and “Speech in Reply to Buddhists’ Address Colombo”, 15-11-1927."
libtech_4_footnote,3This paragraph is 	in Mahadev Desai’s hand.
libtech_5_footnote,1At a Union debate the University had decided that “on no account would the House ever again fight for King and Country” (S.N. 20238).
libtech_6_footnote,1A Harijan student. 	He had failed in the Intermediate examination and was unable to 	continue his studies owing to poverty. He had appealed to Gandhiji 	to “support” him or get him a “supporter” (S.N. 20343).
libtech_7_footnote,2A German follower 	of Gandhiji whom he later gave the Indian name Amala.
libtech_8_footnote,
libtech_9_footnote,1Perhaps Gandhiji 	meant Harijan Sevak as 	no answer is identified in Harijan.
libtech_10_footnote,"1Vide “Are Temples Necessary?”, 11-3-1933."
libtech_11_footnote,"1Presumably Boyd Tucker; vide “Letter to Boyd Tucker”, 23-3-1933."
libtech_12_footnote,2Only extracts from the letter are reproduced here.
libtech_13_footnote,2Vide the 	following item.
libtech_14_footnote,1Parsi fire-temple
libtech_15_footnote,"1Poonamchand Ranka 	had been fasting from March 4 for the removal of jail classification 	of political prisoners, for more facilities for them regarding food, 	clothes, books, etc., and for removal of intervening bars during the 	interviews."
libtech_16_footnote,"1Ishopanishad, 11"
libtech_17_footnote,"1Vide also 	“Letter to Deva Prasad Sarvadhikari”,9-3-1933"
libtech_18_footnote,2Vide the 	preceding item.
libtech_19_footnote,1“Not to marry 	each other but for each to be married to the service to which they 	have dedicated their lives”.
libtech_20_footnote,1A Malayalam daily
libtech_21_footnote,2Gandhiji says he wrote it on this date.
libtech_22_footnote,"1Bhagavad Gita, II. 50. The correspondent had asked: “Is a labourer only a person who does physical work? Can one who does mental and intellectual work not be called so?”"
libtech_23_footnote,2Bernarr Macfadden; 	American author and advocate of milk-diet
libtech_24_footnote,"1Vide “Letter to G. D. Birla”, 9-3-1933."
libtech_25_footnote,"1This is a translation of a Gujarati item which was published in Harijan- bandhu, 12-3-1933 ."
libtech_26_footnote,"1The article was first published in Harijan Sevak, 17-3-1933."
libtech_27_footnote,"1The  paragraph   that   follows   has   been   translated   from   Harijan Sevak,"
libtech_28_footnote,"1Narayan Desai, Mahadev Desai’s son"
libtech_29_footnote,"2Gold oxide used as medicine in Ayurveda, the Hindu system of medicine"
libtech_30_footnote,"3Vide “A True Servant”, 11-3-1933."
libtech_31_footnote,1Son of Narandas 	Gandhi
libtech_32_footnote,"1The addressee had inscribed on a gift parcel of slivers to Gandhiji: “To revered dear Mahatmaji”. Mahadev Desai, therefore, had felt that it would not be proper for him to spin them."
libtech_33_footnote,"1Daughter of Khadag 	Bahadur Giri, a Congress worker of Nepal"
libtech_34_footnote,2Addressee’s 	sister
libtech_35_footnote,3Addressee’s 	mother
libtech_36_footnote,4An Ashram inmate
libtech_37_footnote,
libtech_38_footnote,3Addressee’s 	brother
libtech_39_footnote,1Widow of Dr. 	Pranjivan Mehta
libtech_40_footnote,"2About the 	division of 	Dr. Pranjivan 	Mehta’s property. Vide 	“Letter to 	Nana- lal K. 	Jasani”, 27-3-1933."
libtech_41_footnote,"2Vide “Why Harijan”, 11-2-1933."
libtech_42_footnote,"1The report, published in the Times of India of March 2, had said that the Conference had been critical of Gandhiji. This, according to the addressee, was a misrepresentation of the proceedings of the Conference."
libtech_43_footnote,1The name has been 	omitted.
libtech_44_footnote,"2Chandralekha and 	Nayantara, Vijayalakshmi Pandit’s daughters"
libtech_45_footnote,3ibid
libtech_46_footnote,"1Vide “Disposal of Carcasses”, 12-3-1933"
libtech_47_footnote,"2The addressee, a naturopath, had decided to go to the Ashram for some time and had asked Gandhiji what his duties there would be."
libtech_48_footnote,1Indira Gandhi
libtech_49_footnote,"2R. V. Shastri, editor of Harijan"
libtech_50_footnote,1The meteorologists were finally given permission to visit the jail during day-time and they arrived on April 3.
libtech_51_footnote,"1Vide “Draft Constitution of the Harijan Sevak Sangh”, 9-3-1933."
libtech_52_footnote,"1Swatmadas; vide “Letter to Amritlal V. Thakkar”, 16-3-1933."
libtech_53_footnote,"2About Anandi Asar, who was operated upon on the previous day for appendicitis in the Sasoon Hospital, Poona"
libtech_54_footnote,3Hridaya Nath Kunzru
libtech_55_footnote,"1Lakshmidas Asar, Anandi’s father"
libtech_56_footnote,"2The reference 	is perhaps to 	the resolutions passed 	on March 5, 1933 	expressing dissatisfaction with the proposals for Indian Constitutional Reforms."
libtech_57_footnote,"1For Gandhiji’s 	articles on the subject, vide 	“Varnadharma”, 	19-3-1933, “Significance of the Varna System”, 9-4-1933 and 	“Five Questions on Varnadharma”, 21-4-1933."
libtech_58_footnote,1This was signed for 	Gandhiji by Mahadev Desai.
