chapter_no,date,title,content
1,"December 	28, 1940",LETTER TO ARTHUR MOORE,"
          DEAR 	MR. MOORElibtech_1_footnote,     December 	28, 1940 "
2,,LETTER TO K. SURYAPRAKASA RAO,
3,"December 	28, 1940",LETTER TO S. RADHAKRISHNAN,"
  	Many thanks for your reasoned letter. I see that we cannot agree as 	to facts and, where we agree, we view them from different angles of 	vision. Therefore we must for the time being agree to differ. ‘We 	shall know each other better when the mists have rolled away.’ I 	know that our friendship can easily bear the strain of our 	differences. With 	compliments of the season.  Yours sincerely,  M. K. GANDHI  From 	a copy: Pyarelal Papers. Courtesy: Pyarelal       SEVAGRAM,  December 	28, 1940  DEAR 	SHRI SURYAPRAKASA RAO,  	Your postcard dated 24th instant. You must spin, wear khadi, learn 	Hindi and do some constructive work while retaining your present 	job.  Yours sincerely,  M. K. GANDHI  From 	a copy: C.W. 10275. Courtesy: K. Suryaprakasa Rao       SEVAGRAM, WARDHA,  December 	28, 1940  DEAR 	SIR RADHAKRISHNAN,  	I have just finished your convocation address which you so kindly 	sent me. I liked it very much. Your language is all your own.    
 You will, however, let me say that I miss the strength which I would expect from your pen or speech. The message of non-violence demands the utmost strength without sting behind it.
 Yours sincerely,
 M. K. GANDHI
 From a facsimile: Mahatma, Life of Mohandas Karamchand Gandhi, Vol. 6, between pp. 8 and 9
 
 "
4,"December 28, 1940",LETTER TO J. B. KRIPALANI,"
  
 SEVAGRAM, WARDHA,
 December 28, 1940
 MY DEAR PROFESSOR,
 Why do you complain about my dealing directly with the Presidents and issuing Press notes? There is nothing irregular in this. And how cumbersome to do all these things through you? Mahadev might have sent you copies. But you will pity him if you saw him at work. And if and when he too goes!
 You are overdue. I sent you a wire in reply to your letter. No reply and no Kripalani!
 I hope you found Suchetalibtech_2_footnotein g[ood] he[alth]. Love.
     From 	the original: C.W. 10877. Courtesy: Girdhari Kripalani  BAPU "
5,"December 	28, 1940",LETTER TO PREMABEHN KANTAK,"
         SEVAGRAM, WARDHA,  December 	28, 1940  CHI. 	PREMA,  	I got your fine letter. I will forward it to Dhotrelibtech_3_footnoteand others and then to Narandas.     
 I have heard that Sushilalibtech_4_footnotelibtech_5_footnotevisited you. You must, therefore, have come to know everything. Bhagavatlibtech_6_footnotelibtech_7_footnotealso had written to me.
 Sarojinidevilibtech_8_footnotealso had told me that spinning, prayers and so on were going on regularly. I hope that all the women will come out [of jail] with good health after having acquired great skill in constructive work.
 Prabhavati is here. She travelled a lot with Jayaprakash. She has been here for three days. Jayaprakash will come either today or tomorrow and take her away. She has benefited by your teaching and your guidance. She will start her work from January 1. She had gone out taking one month’s leave.
 Don’t be guided by newspaper reports about my health. I am quite all right. I am taking care of my health. So long as God wishes to take work from me, He will keep me in health.
 Ba is with me. She is calm. Lilavati is restraining her desire to come here.
Mahadev and others are fine.
 Blessings from
 BAPU
 From a photostat of the Gujarati: G.N. 10416. Also C.W. 6855. Courtesy: Premabehn Kantak
 "
6,"December 29, 1940","LETTER TO SUBHAS
CHANDRA BOSElibtech_9_footnote","
  
 SEVAGRAM, WARDHA,
 December 29, 1940
 
MY DEAR SUBHAS,
 You are irrepressible whether ill or well. Do get well before going in for fireworks.
 I have not been in consultation with Maulana Saheb. But, when I read in the papers about the decision, I could not help approving of it.  I am surprised that you won’t distinguish between discipline and indiscipline.
 
 But I quite agree with you that either of you is more than a match for the Maulana Saheb as far as popularity is concerned. But a man has to put conscience before popularity. I know that in Bengal it is difficult to function effectively without you two. I know, too, that you can carry on even without the Congress. But the Congress has to manage somehow under the severe handicap.
 Sureshlibtech_10_footnotewrote to me that Sarat was coming. I have been waiting. He can come any time he chooses, and so can you too. You know, you will be well looked after here.
 As for your Bloclibtech_11_footnotejoining civil disobedience, I think, with the fundamental differences between you and me, it is not possible. Till one of us is converted to the other’s view, we must sail in different boats, though their destination may appear, only appear, to be the same.
 Meanwhile let us love one another, remaining members of the same family that we are.libtech_12_footnote"
7,"December 	29, 1940",LETTER TO DEVDAS GANDHI,"
     The 	Hindu, 24-2-1941       Yours,  BAPU        SEVAGRAM, 
     CHI. 	DEVDAS,  December 	29, 1940 
  	I got your letters. It is enough for me that you understand my love. 	If you are ignorant, you alone are not to blame. I am equally to 	blame, am I not? Has not the education of all you brothers remained 	incomplete? I do not regret that. I am aware of it. You too have 	been       ardent 	Gandhi ites while 	differing from 	them on several 	important questions. Why 	should not this happen again? I beg of you to reconsider your decision.	” 	Vide also  	“Letter 	to Mukundalal Sircar”, 16-2-1941. 
 the victims of my experiments. But is not that true of the whole of India? Critics say that I am destroying the country.
 Pyarelal’s statement contains pure truth. It was not drafted to prove anything.
 The letterlibtech_13_footnoteto Hitler also was prompted from within. There is no bitterness in it at all. But it certainly states what I believe to be truth. Your scepticism in this regard does not pain me. It is a virtue to see only the good in others. But if we see the bad and still cover it up, isn’t that a vice? Was it not I who used to sing ‘God Save the King’? After much experience, I have come to see the darker side.
 I have received the Government’s replylibtech_14_footnote.  I  am  sending  you  a copy of it. It is poisonous. I am in no hurry to see the letter to Hitler published. It is enough for me that you are ready. I will write to you when the time for you comes.
 What you have said in the letter to Mahadev about your policy is correct. There is no need for you to stand alone. It is better to take a stand which others can share. I cannot send Mahadev to take your place. My suggestion was quite different. But that also cannot be done now. You may play whatever part you can. This is but the beginning of the country’s fight. The worst is yet to come. Let us see how long God keeps me. God knows what work He wants from me. I merely dance to His tune.
 Blessings from
 BAPU
 From a photostat of the Gujarati: G.N. 2023
 
 "
8,"December 30, 1940",LETTER TO SIR J. G. LAITHWAITE,"
  
 SEVAGRAM, WARDHA,
 December 30, 1940
 
 DEAR MR. LAITHWAITE,
I thank you for your letterlibtech_15_footnotelibtech_16_footnoteof 27th instant, received yesterday.
 Your letter raises a fundamental question. I can fully appreciate the fact that His Excellency could only hold the view he does. The
 
 despair of Indian nationalists like me has been that British functionaries could not be persuaded to see the other side of the shield. And so the distance between them and nationalists is growing in spite of all efforts to the contrary. The present struggle is the latest attempt among many to induce the makers of the British Empire to see things through nationalist eyes. Such attempt must be continued till the truth is brought home to them. Why should they constitute themselves the judges of their work among and on us? The ordinary rule is that those should be the final judges who are the beneficiaries and not the self-styled benefactors.But I must not enter into the interminable discussion of a question on which the British rulers and we must for the present differ.
 But that difference can be no reason for gagging me. I sought for the assistance because all the means of communication are under the Government control. I was unprepared for the prohibition against the Indian Press. I was prepared for the gag outside. His Excellency must be the sole judge of the effect on the bona-fide war effort of my letter to Herr Hitler being published in the world in the manner I had intended. But I observe from your letter that the gag has been placed not for reasons of high policy but because, in His Excellency’s opinion, my characterization of British rule is not true to facts. This is a dangerous doctrine of which the logical result would be suppression of all honest opinion except at the will of the executive head of the State or his deputy or deputies. This has evidently no bearing on the war issue. I may draw His Excellency’s attention to the fact that the sentiments expressed by me in the open letter to Herr Hitler are those  I have expressed often enough in the columns of Harijan and elsewhere. My booklet  called  Hind  Swarajlibtech_17_footnotelibtech_18_footnoteor  Indian  Home  Rule contains similar sentiments.
 I should like to know, if I may, whether my interpretation of your letter is correct.
 I may mention that I had copies of the letter prepared for distribution to the Press. But owing to the Press Adviser’s note I refrained from distributing the copies. I have sent a copy only to my son forbidding its publication for the time being. I do not want surreptitious publication, nor do I want to resort to open defiance, so
 
 long as it is at all possible consistently with the interests of the national cause as I conceive it. I shall, therefore, anxiously await a line from you.libtech_19_footnote
          India  Yours sincerely,  M. K. GANDHI  From 	a  microfilm: 	Lord Linlithgow 	Papers. Courtesy: National Archives  of 
   "
9,"December 	30, 1940",LETTER TO GLADYS OWEN,"
            MY 	DEAR GLADYS,     SEVAGRAM, WARDHA,  December 	30, 1940 
  	Your letter. Though we are crowded, I shall squeeze you in. Do come 	on the 5th whenever you like. Love. 
    From 	a photostat: G. N. 6197  BAPU "
10,"December 	30, 1940",LETTER TO LAKSHMI SATYAMURTI,"
       SEVAGRAM, 	via WARDHA,  December 	30, 1940  MY 	DEAR LAXMI,  	I must forgive you for writing in English. But you must hurry up 	with your Hindi. Tell Fatherlibtech_20_footnote, it will be a shame if he does not fully recover 	during the rest he has imposed on himself. Love.  BAPU  KUMARI 	LAKSHMI  C/O 	SHRI 	S. SATYAMURTI 	TYAGARAYANAGAR 	MADRAS  From 	the original: S. Satyamurti Papers. Courtesy: Nehru Memorial Museum 	and Library. Also C.W. 10276. Courtesy: Government of Tamil Nadu   
     Madras   "
