footnote_no,footnote
libtech_1_footnote,"1The meeting took place in Gower Street Hostel, Bloomsbury. Sir Ewart Greaves of the Indian Y.M.C.A. was in the chair."
libtech_2_footnote,2What follows is extracted from Mahadev Desai’s “London Letter” in Young
libtech_3_footnote,1What follows is from The Hindu.
libtech_4_footnote,"1The source does not 	give the date. But Gandhiji makes a reference to the “handicap” 	of Dr. Ansari’s absence in his statement to the Press of October 	14, 1931; vide 	“Statement to the 	Press”, 11-10-1931"
libtech_5_footnote,"1Gandhiji made the 	statement in conversation with the Editor, Joseph Bard. The latter 	made a record of it and submitted the script for Gandhiji’s 	approval. Gandhiji approved it, except for the last paragraph which 	read: “Both the priestlike and the artistic human beings aspire to 	what is sacred and, when the vulgar mind pities them for the 	sacrifices they make, they forget that for both of them a sacrifice 	retains the joyous meaning of its origin—the road towards the 	sacred.”"
libtech_6_footnote,2The Island gave 	the date -line October 14.
libtech_7_footnote,1Khurshedbehn 	Naoroji had gone to North-West Frontier Province to teach spinning.
libtech_8_footnote,1The subject discussed was distribution of financial resources between the Federation and its units.
libtech_9_footnote,"1The meeting 	was held at the 	International Students' 	 Movement  House, 	 Russell Square. About 200 students hailing from all parts of the world were present."
libtech_10_footnote,2The date is 	according to Mahadev Desai's Diary.
libtech_11_footnote,"3The source has 	""hide-bound""."
libtech_12_footnote,"1Anasuyabehn Sarabhai; vide “Ahmedabad Mill-Hands Strike”, 26-2-1918"
libtech_13_footnote,"1Extracted from 	Mahadev Desai’s “London Letter”. Desai says it is “not one 	talk, but bits from various talks.”"
libtech_14_footnote,"2Elsewhere in 	""London Letter"", Mahadev Desai says: “As I am writing 	this, the time is drawing near for a conference with temperance 	workers. . . .” This conference took place on October 16."
libtech_15_footnote,1Sikh leader
libtech_16_footnote,"2The interviewer had 	earlier met Ford in America, who had put forward the view that 	demand for cheaper things would stimulate mass production."
libtech_17_footnote,"1An American Press 	correspondent. Pyarelal Nayar, from whose article ""Mass 	Production versus 	Production by the 	Masses"", this has been extracted does not mention the name. 	This and the date of the interview have been taken from the 	manuscript of Mahadev Desai's Diary, 1931."
