chapter_no,date,title,content
1,,ROYAL ASSENT,
2,,TYRANNY OF LAW,"
     	The long-deferred Royal assent to the Registration Act has now been 	gazetted. General Botha, although he has assured Lord Elgin that he 	will consult the feelings of British Indians, has refused to receive 	a deputation of British Indians, saying that no good purpose could 	be served by receiving it as the Act was to be gazetted last week; 	but we notice that, although the Act is gazetted, the date of its 	enforcement has been indefinitely postponed. It may be fixed now or 	never. The letterlibtech_1_footnotelibtech_2_footnoteof  Mr.  Essop  Mia,  Acting   Chairman   of   the   	British   Indian Association, published in The Star and taken over 	by us, is, therefore, most timely. Mr. Essop Mia, who is a merchant 	of long standing, with very large interests at stake, tells the 	public that he feels  the  degradation of the Act so keenly, that he 	is prepared to sacrifice all, if that is the price he has to pay for 	non-submission to the Act. He then makes the most reasonable 	proposals, that the day for enforcing the Act may not be fixed for 	the time being, and that British Indians: and other Asiatics, in 	order to prove their bona fides, should be allowedto 	be voluntarily re-registered. If the experiment prove a failure, the 	Act shall be applied to those who have not adopted voluntary 	re-registration. We hope that the Transvaal Government will accept 	such an eminently reasonable suggestion. General Botha, in the name 	of the people of the Transvaal, more than once expressed profound 	gratitude to the Imperial Government for the liberal constitution 	granted to the Transvaal, and his concern for the Empire as a whole. 	If he includes India as a part of the Empire, there is reason to 	hope that he will, even at the last moment, by accepting the Indian 	compromise, avoid an exacerbation of the feelings of the British 	Indians in the Transvaal.  Indian 	Opinion, 15-6-1907       	He who will ferry others across to the shore, Will also take his 	boat to the port.  	He who will let others go to the bottom, Shall himself flounder.  	No good to wield the sword or the axe, The gun, the knife or the 	arrow,      
 For you will but reap what you sow.
 So sings the poet. “Reap as you sow” is a proverb known throughout the world. The principle of this proverb will not change for the benefit of the Indian community. A creeper yielding bitter fruit will never bear jasmines and the palasha will not yield mangoes. Likewise, it will never be that the Transvaal Indian community sows one thing and reaps another. It is only when the community proves its manliness that we shall be able to live like men. The community will enjoy respect if it deserves it. It will add to its honour if it keeps its word and fulfils what it has undertaken. If, on the other hand, the community forsakes its oath out of selfishness or fear or any other reason, it is certain that the rights of Indians in the Transvaal will be lost and that other Indians also will be crushed along with those in the Transvaal. So great is the task the Indian community in the Transvaal has undertaken.
 The poet adds that it is also the law of the world, or nature, or God, that he who takes others safely across will himself reach the other shore. Likewise, if we serve others, our own needs will be provided for. As for looking after oneself, even birds and beasts do this. The chief difference between man and beast is that man is a benevolent creature. All live happily where one feels happy in the happiness of others. But where everyone looks after himself alone, all are lost. For, as the poet says, “He who will let others go to the bottom, shall  himself flounder.” This is an important idea and a little  reflection  will showthat it is true. A mother suffers discomfort to bring up her child. In the end such a mother finds herself happy. Where the members of a family share one another’s burdens and give up individual interests, the whole family is well sustained. Members of a community individually suffer to save the group as a whole and are themselves saved too. Similarly, where men undergo suffering or die for their country’s sake, they truly live and bring credit to the country. Is there any Indian who seeks happiness for himself by breaking this fundamental law? These examples clearly prove that the Transvaal Indians will be victorious if, for the sake of the Indian community and for the sake of their personal honour, they endure all sufferings and face all hardships to accomplish the task they have undertaken. They will then break their bonds and win immortal fame in history.
[From Gujarati]
 Indian Opinion, 15-6-1907"
3,,RHODESIA AND THE TRANSVAAL,"
  
 It has been argued in the Rhodesian Assembly that, since a law has been passed in the Transvaal for Asiatics, a similar law should be passed in Rhodesia too to prevent further Indian immigration and to provide for the registration of those already there. All members spoke on the subject in strong terms. A full account of it appears in our English section. It can be seen from this that, if the Transvaal law remains on the Statute-book and if the Indian community submits to it, its example will be followed everywhere else. There is but one way now to help the Indians in Rhodesia, and that is for the Transvaal Indians to show their mettle.
[From Gujarati]
 Indian Opinion, 15-6-1907
 "
4,,INDENTURED INDIAN LABOURERS,"
  
 At Thornville junction, a European cruelly beat up an Indian and the latter died. The European was prosecuted and fined £10. We publish this report in full elsewhere. This is a blood-curdling case. The Indian lost his life, but the European got off with a fine of £10. There is nothing in it to comfort us. But we are not to think of revenge. The European will have to answer to the Creator. Had he been punished with hard labour, that would not have restored life to the Indian and would not have saved other indentured labourers from getting similar treatment in future.
 If we are to cure a disease, its cause must first be ascertained. Accordingly, if we look for the cause of this state of affairs, we shall find that indentured labour itself is an evil thing. If the system of indentured labour is put an end to, the kind of oppression described above will also stop. For in ordinary service one is not bound, as the indentured labourer is: if the service does not suit him, he is free to give it up.
 Mr. Robinson has stated in his speech that the importation of Indians as indentured labourers must cease. We also hold the same view. It is necessary for the [Natal Indian] Congress to take steps towards that end. That Mr. Robinson’s reasons and ours for ending the system of indentured labour are not the same is of no account.
[From Gujarati]
 Indian Opinion, 15-6-1907
  "
5,,“THE WISDOM OF THE EAST”,"
  
 JALALUDDIN RUMIlibtech_3_footnote
 We have received for review two volumes of a series entitled The Wisdom of the East being published in Britain. The first is called The Way of the Buddha and the second, Persian Mystics, in which the author has assigned the first place to Jalaluddin Rumi. An informative account of Sufis is followed by a narrative of the life of Jalaluddin and translations of some of his poems. In the author’s view, a Sufi is a lover of God. Above everything else, the Sufis aspire after a pure heart and love of God. Jalaluddin was once observed dancing with joy at a funeral, and on being questioned what he meant thereby, the saint replied, “When the human spirit, after years of imprisonment in the cage and dungeon of the body, is at length set free and wings its flight to the source whence it came, is it not an occasion for rejoicing?” We can see that, in the olden days, even women freely participated in such [Sufi way of] life. Rabia Bibi was a Sufi herself. When asked if she hated the devil, she retorted that “her love of God left her no time to hate anyone”. According to the Sufi point of view, no religion based on morality can be considered to be false. In reply to a question Jalaluddin said, “The ways of God are as many as the number of souls of men.” Elsewhere he says, “God’s light is one but its rays are various in hue. We can worship God along any path, provided it
be with a true and sincere heart.”
 Referring to the nature of true knowledge, Jalaluddin says that “a blood-stain can be washed away with water, but the stain of ignorance can be washed clean only with the water of God’s grace”. And then again, “True knowledge is the knowledge of God.” Whenasked where one could find God, the poet replied, “I saw the Cross and also Christians, but I did not find God on the Cross. I went to find Him in the temple, but in vain. I saw Him neither in Herat nor in Kandahar. He could be found neither on the hill nor in the cave. At last, I looked into my heart and found Him there, only there and nowhere else.” This is an excellent book to read. We can endlessly go on quoting passages such as those above. We should like to recommend the book to everyone. It will be of profit to all, Hindus and Muslims alike. It costs two shillings in Britain. The same firm has also published Gulistan of Sheikh Saadilibtech_4_footnotelibtech_5_footnote, priced at 1s. Then there is a
 
 book entitled The Essence of the Koran, costing ls. The Way of the Buddha is priced at 2s and The Way of Zoroaster also at 2s. Other books are to follow. If any of our readers wants one or more of these books, he should send us the amount of the price quoted above, and an extra 6d for every book. We shall procure the book for him. The extra 6d is for postage.
[From Gujarati]
 Indian Opinion, 15-6-1907"
6,,JOHANNESBURG LETTER,"
  
 NEW LAW
 General Botha has, as the saying goes, dug up a mountain to kill a mouse. He has informed the Association that no good  purpose would be served by receiving deputation, since all preparations had been made to bring the law into effect. Everybody therefore got busy looking into the Gazette, watching for the date when the law would come into force and other particulars. But nothing of the kind was found in the Gazette. It only says that the law has received the assent of His Majesty. There is nothing new in this. Another piece of information the Gazette gives is that the date on which the Act will be brought into effect will be fixed later. What does this mean ? The only construction I can put upon it is that the Government has been set thinking as to what it should do to meet the gaol resolution of the Indian community and how to implement the provisions of the Act. This may or may not be the right meaning, but one thing is certain, namely, that the gaol resolution has posed a problem for the Government.
 SOME QUESTIONS
 Thus, things are still unsettled. The Indian community will do well to keep its weapons ready. Questions are still being asked, which is a good sign. One of them is:
 IF OUR WELL-WISHERS IN ENGLAND DISAPPROVE GAOL-GOING?
 This is a good question. The answer, too, is straight. The members’ of the Committee or other gentlemen in England should be regarded as our well-wishers as long as they help us in preserving our self-respect and our rights. We may respect their views. But when their views go against our rights, we are not bound by them. Suppose someone compels us to become Christians. We shall oppose him. If those whom we considered till now our well-wishers advise us to embrace Christianity, I am sure that every Hindu and every Muslim
 will agree with me that we should not accept the advice. This law too is much the same kind of thing. Clearly, it would make cowards of us. We can never follow the advice to be cowards. It is enough that we are in the right and God is on our side. In the end, truth alone will triumph.
 WHAT SHOULD THOSE DO WHO HAVE RECEIVED LETTERS OF NOTIFICATION ?
 A person from Natal writes that he has received an order allowing him to proceed to the Transvaal. Should he do so? Perhaps everyone knows that this order is not a permit. It is futile at present to enter the Transvaal on the basis of such an order. All contact with the Permit Office has been stopped by the  community’s  resolution. Hence the said order can be of no use. It is essential that those not holding old permits should keep away from the Transvaal.
 WHAT ABOUT LOST PERMITS ?
 Under the old law, no one who had lost his permit could get a duplicate. The new Act provides for the issue of a duplicate. However, that refers to a duplicate copy of the new permit. No action need be taken by one who has lost his permit. He should await events without any fear, like other permit-holders.
 CAN THOSE WITH LOST PERMITS ENTER ?
 A certain individual, having lost his permit, obtained a certificate to that effect from the Permit Office. Can he re-enter the Transvaal on return from India? The answer is that he can, just like any other permit-holder. But he should remember that, in the end, he has to go to gaol. Those who are afraid of imprisonment are not to enter the Transvaal at present, whether they hold permits or not.
 SHOULD MR. CHAMNEY’S SIGNATURE BE OBTAINED FOR A LICENCE?
 A man in Boksburg applied for a licence, but the Licensing Officer asked him to obtain Mr. Chamney’s signature. If the Officer said so, it was illegal. As long as the new law has not come into .force, no one is under obligation to show his permit, much less to obtain Mr. Chamney’s permission.
 While replying to questions about licences, I should also state that a correspondent of this journal writes that some persons are trading at present without a licence. The licence may be in the name of one person and trade is carried on by another person. The correspondent has given the names of such persons. I have not been able to verify the truth of his statement. But such men should beware. If the correspondent’s information is correct, I would advise such men to
 give up the evil practice, since the Indian community as a whole has to suffer for the wrongs of a few Indians and, sooner or later, the offending Indian will be punished.
 CHINESE UNITY
 I wrote earlier about the resolution passed by the Chinese not to submit to the new law. Not stopping there, they have signed a  document stating that the signatories would not take out the new permits, but go to gaol and would shun taking food or water with those who should take out permits. Nearly 900  Chinese  have appended their signatures to the document, and now only a hundred Chinese remain whose signatures are yet to be secured. The Chinese appear to be full of enthusiasm.libtech_6_footnote
 A SUGGESTION
 In connection with the proposal that, with a view to keeping the shop running, a permit may be taken out by one person in every shop on the last date fixed for the purpose, or after coming out of gaol, it is further suggested that those who so wish to continue business should contribute to the Law Fund the balance of their earnings after deducting all expenses. If the shopkeepers accept this suggestion, it will be regarded as a highly patriotic step.
 CRIMINAL PROCEEDINGS AGAINST WAITER
An Indian waiter is being tried at Pretoria for offering a bribe of
 £50 to the chief clerk of the Registrar. A critic asks if persons offering bribes to officers have cropped up only now. Did not people make such an attempt before now? If they did, why were no proceedings instituted against them before ?
 CAUTION TO JOHANNESBURG RESIDENTS
 The Police Commissioner has issued a notice to say that several cheats gain access to private houses by posing as Light Inspectors. No one should admit such men, unless they produce the pass issued by the Municipality.
 REGULATIONS FOR HAWKERS
 The dispute regarding regulations for hawkers still goes on. A contributor to The Star says that for a hawker to take out a licence for
 
 every municipal area and for the area outside will mean paying up to
 £80 a year for business within a few miles. Such extortion will ruin the hawkers, and will, for the sake of the shopkeepers, deprive the public of the facility afforded by hawkers. No one should take it that the contributor favours Indians. There are also hawkers other than Indian. The Regulations apply to all of them, and the defence of hawkers in general includes that of Indians also. The point is that we are to oppose only such regulations as are made specially against us.
 EDUCATION BILL
 When the Parliament meets again this month, the new Government is to bring before it a Bill regarding education. The Bill contains a provision preventing black boys from attending schools meant for the whites. It means that, if one wants to start a private school to educate the whites and the blacks together, one cannot do so. Special schools for the blacks will be started if the Government so desires. This again is a new curiosity! The Education Bill indicates what will be gained by Indians if they accept the new law.
 MALAY LOCATION
 A person writes in The Star about insanitary conditions in the Malay Location. He states that it is not the Indians but the Municipality that is at fault here. For the Municipality  does  not provide drainage and taps for drinking water. To this the Municipality replies that there is regular drainage of sewage, and that there are taps for drinking water at many places. If the people are prepared to pay, taps will be provided elsewhere also. The Municipal Officer adds that it could not be claimed that the residents of the Malay Location were not dirty in their habits. Some of them had been prosecuted for insanitation. I, too, have to admit that we cannot deny the charge of insanitation. Many houses are full of filth, the windows are soiled, the fences creak and the state of the latrines is horrible. . The kitchens are very bad. In my view all this is sinful, and we have paid for this heavily and shall have to pay still more heavily. It will be to our great advantage if people learn the value of tidiness, free air and light.
[From Gujarati]
 Indian Opinion, 15-6-1907"
7,"June 18, 1907",LETTER TO COLONIAL SECRETARY,"
  
 [JOHANNESBURG,]
 June 18, 1907
THE HON’BLE THE COLONIAL
 SECRETARY PRETORIA SIR,
The Acting Secretary to the Right Hon’ble the Prime Minister
 informs me that my letter of the 12th instant on the question of the Asiatic Registration Act has been transferred to your Department.
 My Association ventures to hope that the matter therein referred to will receive your favourable consideration.
 I have, etc.,
 ESSOP ISMAIL MIA ACTING CHAIRMAN,
 BRITISH INDIAN ASSOCIATION
 Indian Opinion, 22-6-1907
 "
8,,PRIZE POEM ON NEW LAW,"
  
 WINNER AMBARAM MANGALJI THAKAR
 The response to our announcementlibtech_7_footnoteof   a  prize  [for  the  best poem] on the subject of the new law may, on the whole, be considered satisfactory. There were 20 competitors. All of them state that they entered the competition, not with an eye on the prize money, but to express their enthusiasm and to serve the cause of patriotism. This spirit and enthusiasm deserve praise. Even so, we should point out that patriotism is implicit in writing for the prize. There is no need for anyone to be ashamed of accepting the prize; one should rather feel proud.
 The poems of three competitors, out of the total of 20, seemed to have nearly equal merit, and it was somewhat of a problem to decide which poem should be placed first. Considering the terms of the competition, the poem of Mr. Ambaram Mangalji Thakar, the President of the Natal Sanatan Dharma Sabha, was ultimately found to be worthy of the first place and we have sent to him the sum of £1. We congratulate Mr. Ambaram Thakar and hope that he will set an example to others by acting up to the high ideal expressed in his
 
 poem and thereby serve the cause of the country. When devotionmerges into courage and courage into devotion, both are at their best. If we go on doing our duty, armed with both these weapons, we shall surmount every difficulty and come out victorious in the end.
 Of the 20 competitors, some have not communicated even their names to us. Some of them sent in more than one entry. Those of the poems which in our opinion are noteworthy will be published one by one every week, with the author’s name where it has been supplied. If the reader wishes to know the poems which we consider fit for publication and who their authors are, we counsel him patience.
 Having said this, we should like to add that the poems could have been still better if their writers had taken more pains  in composing them. None of the poems reveals any special poetic power or art. If the writers had searched more carefully, they could have found better words and illustrations. We appeal to our readers to work harder and reach a higher level of skill.libtech_8_footnote
 [From Gujarati]
 Indian Opinion, 22-6-1907
 "
9,,NATAL INDIAN CONGRESS,"
  
 The Natal Indian Congress started raising contributions, but we find that the work has slackened down. The notice issued by the Secretaries shows that the Congress is still in debt. We believe that the delay in raising funds is harmful. This is not the time when we can afford procrastination. The Congress has still to put up a big fight against the licensing laws, to oppose the Indentured Labour Act, and, when the time comes, to help the Transvaal Indians. All the three causes are important In the absence of trading licences, merchants will be put to trouble; hence, even from the point of view of self-interest, it is necessary that the Congress should have its coffers well filled. One of the main aims of the Congress, as laid down in 1894,libtech_9_footnotelibtech_10_footnoteis to associate itself with the indentured labourers in their hardships. The Congress cannot therefore merely sit still after what has happened at Thornville.libtech_11_footnotelibtech_12_footnoteIn this land it costs money even to open one’s mouth. The Congress has bound itself to help the Transvaal Indians, since it has advised them to keep up the struggle. Moreover, the Transvaal struggle involves the self-interest of every Indian. We therefore hope that the Congress leaders will bear in mind all these three aims and,
 
 girding up their loins, will soon get ready the weapons of fightin the form of money. This is a task not to be neglected by postponing it from day to day.
[From Gujarati]
 Indian Opinion, 22-6-1907
 "
10,,GAOL REGULATIONS OF NATAL,"
  
 Our Natal legislators have passed a law which gives sweets to one and cactus to the other. From the Natal Government Gezette we gather that there are four classes of prisoners in Natal:  white,  Coloured, Indian and Kaffir. If any work is taken from the  white  or  the Coloured prisoners, the Government will give them some reward. But the Indian or the Kaffir prisoners who do any work will get nothing. Moreover, the white and the Coloured prisoners are given a towel each, while the Indian and the Kaffir are not given even this as if they do not need it at all. The Government have, in this manner, created classes even among prisoners. The Coloured prisoners include the Cape Boy, the American Negro, the Hottentot and the like.
[From Gujarati]
 Indian Opinion, 22-6-1907"
