footnote_no,footnote
libtech_1_footnote,"1Editor, The 	Statesman"
libtech_2_footnote,1Addressee’s wife
libtech_3_footnote,"2Raghunath Shridhar 	Dhotre, Secretary, Gandhi Seva Sangh"
libtech_4_footnote,1Sushila Pai
libtech_5_footnote,"2Manager, Saswad Ashram"
libtech_6_footnote,2All-India Forward 	Bloc
libtech_7_footnote,3Sarojini Naidu
libtech_8_footnote,"3In his reply 	dated January 10, 1941, 	Subhas Chandra Bose said: “I 	am glad to 	receive your 	letter . 	. . not so 	much for the contents, 	as for 	the clarification of 	your views. 	. . . It is not 	merely my personal 	desire to offer hearty 	and  sincere 	 co-operation, but 	it is the 	desire of 	many who 	stand with me. 	For doing this, it 	is neither 	necessary nor desirable 	to surrender 	or abandon 	our political 	principles and 	connections.       In the previous struggle, many worked shoulder to shoulder with"
libtech_9_footnote,"4This was in reply to the addressee’s letter dated December 23; vide “Letter From Subhas Chandra Bose”, 23-12-1940 Mukundlal Sircar, with Gandhiji’s approval, released the correspondence to the Press."
libtech_10_footnote,1Suresh Chandra 	Banerjee
libtech_11_footnote,"2Vide footnote 2, “Telegram to Sir J. G. Laithwaite; also the following item."
libtech_12_footnote,"3Vide footnote 2, “Telegram to Sir J. G. Laithwaite”, 24-10-1940"
libtech_13_footnote,"1Vide “Letter to Adolf Hitler”, 24-10-1940"
libtech_14_footnote,"2S. Satyamurti, a 	political prisoner, undergoing treatment in General Hospital,"
libtech_15_footnote,"3In this, dated 	December 24, the addressee had complained about the unhelpful 	attitude of the local Congress Committee members in restoring law 	and order in the area."
libtech_16_footnote,"1Vide “Hind Swaraj”, 22-11-1909"
libtech_17_footnote,"1For the addressee’s 	reply; vide “Letter 	From Sir J. G. Laithwaite”, 4-1-1941"
libtech_18_footnote,"1Deputy Commissioner 	of Bannu, North-West Frontier Province"
libtech_19_footnote,"1From the contents; 	vide letters 	to the addressee in “Letter to Krishnachandra”, 1-6-1940 and 	“Letter to Krishnachandra”, 1-6-1940"
libtech_20_footnote,"2Khurshed Naoroji, 	grand-daughter of Dadabhai Naoroji"
libtech_21_footnote,"1The letter was in reply to the one from the addressee, Secretary, Bengal Provincial Congress Committee, in connection with the preparation of a list of satyagrahis in the province. The letter was reported under the date-line “Calcutta, January 2”."
libtech_22_footnote,"2Maurice Frydman, a 	Polish engineer who became a follower of Gandhiji"
libtech_23_footnote,4As in the source
libtech_24_footnote,"3From the reference 	to the Ajmer struggle; vide 	“Danger Signal”, 	“Letter to Haribhau Upadhyaya”, 21-4-1940, “The Ajmer Trouble” 	and “Ajmer”"
libtech_25_footnote,"5In the G. N. 	series, the letter has been placed last among those of 1940."
libtech_26_footnote,4The addressee had contracted tuberculosis and was sent to Mysore Sanatorium for treatment.
libtech_27_footnote,
libtech_28_footnote,6Mathuradas 	Purushottam
libtech_29_footnote,1Urmila Mashruwala
libtech_30_footnote,2ibid
libtech_31_footnote,"3Vide also letter to the addressee, “Letter to Margarete Spiegel”, 9-7-1940"
libtech_32_footnote,1Daughter of S. 	Srinivasa Iyengar. The source has this in Devanagari.
libtech_33_footnote,"2Sonja Schlesin, who 	was Gandhiji’s secretary; vide 	“Satyagraha in 	South Africa”, 22-11-1925"
libtech_34_footnote,"3Hermann Kallenbach, 	German architect, who was an associate of Gandhiji in South Africa"
libtech_35_footnote,4Perinbehn Captain
