footnote_no,footnote
libtech_1_footnote,"1Lord Ampthill had 	asked for copies of his letters to Gandhiji, as he had not retained 	any with him."
libtech_2_footnote,"2Vide “Letter 	to Lord Ampthill”, 4-8-1909."
libtech_3_footnote,3Vide enclosure 	1.
libtech_4_footnote,"4The original 	enclosure is not available. But the text of the amendment prepared 	by Gandhiji, which was forwarded by Lord Ampthill to General Smuts 	on August 10, is given here as enclosure 2. For the proviso later on 	added to it by Gandhiji, vide 	“Letter to Lord 	Ampthill”,9-8-1909."
libtech_5_footnote,"4Lord Ampthill, acknowledging this letter on August 7, wrote that this memorandum seemed to be quite convincing and would be of immediate use to him."
libtech_6_footnote,5Some words are 	missing here.
libtech_7_footnote,"1Vide “Statement of Transvaal Indian Case”, 16-7-1909."
libtech_8_footnote,"1Vide “Letter to General Smuts”, 22-2-1908."
libtech_9_footnote,"2Gandhiji was sentenced to two months’ imprisonment on January 10, 1908, but was released on January 30 following the settlement; vide  “Trial  at  Johannesburg”, 10-1-1908 and “Interview to “the Transvaal Leader”, 30-1-1908."
libtech_10_footnote,"1Vide “ 	Statement of Transvaal Indian Case”, 16-7-1909"
libtech_11_footnote,2Some words are missing here.
libtech_12_footnote,"2Vide “Petition 	to Secretary of State for Colonies”, 9-9-1908. This, however, was 	not included in the statement."
libtech_13_footnote,"3Vide “Letter to E.F.c.Lane”, 20-8-1908."
libtech_14_footnote,4ibid
libtech_15_footnote,1The office copy is 	damaged and some words are missing here.
libtech_16_footnote,2ibid
libtech_17_footnote,"1Polak wrote in his letter of August 21: “The S[outh] A[frica] grievances pam-phlet is already in MS. I wrote it in anticipation on board. Until a settlement, I am absolutely barring out anything but the Transvaal trouble.” The pamphlet was published in October 1909 by G. A. Natesan, Madras, under the title : The Indians of South Africa: Helots within the Empire and how they are treated. Polak wrote another on the Transvaal problem entitled: The Tragedy of Empire: The Treatment of British Indians in the Transvaal."
libtech_18_footnote,3These are not 	available.
libtech_19_footnote,"2The Grievances of the British Indians in South Africa: An Appeal to the Indian Public, Vide 14-8-1896"
libtech_20_footnote,"3Commenting upon the Indian struggle in the Transvaal and adverting to Gandhiji, the journal had written that “if he gets in the hands of ‘irresponsible degenerates’, he had better have remained in South Africa… we trust he may be better advised than to throw in his lot with the class of agitator who now roams through Great Britain and advocates he knows not what”. The article was reproduced in Indian Opinion, 11-9-1909."
libtech_21_footnote,"3Polak in his letter 	of August 21, ascribed this to his visit there."
libtech_22_footnote,
libtech_23_footnote,"1Professor of 	English at Wilson College, Bombay, and later, at the Nizam’s 	College, Hyderabad. He was a friend of Gokhale."
libtech_24_footnote,"2This draft is 	not available. However, 	for the revised text 	bearing  the signatures 	of the deputationists, 	vide “Statement 	of Natal Indian 	Grievances”, 10-8-1909."
libtech_25_footnote,"2For Lord Ampthill’s 	introduction to the book, vide 	Appendix XVIII."
libtech_26_footnote,1This was evidently 	drafted by Gandhiji himself; vide 	the preceding item.
libtech_27_footnote,
libtech_28_footnote,"1Tuesday, however, 	was the 10th, the date on which the interview took place."
libtech_29_footnote,"2Dated July 10, 1909, this petition was made on behalf of the Natal Indian Congress and other Natal Indian organizations, and covered grievances in respect of indenture, franchise, trade and other matters; vide “London”, After 12-8-1909."
libtech_30_footnote,1The Natal Indian 	Congress and the Transvaal British Indian Association
libtech_31_footnote,3This cable appears 	to have been sent on the same day as the preceding one.
libtech_32_footnote,"1Vide enclosure 	2 to “Letter to Lord Ampthill”,5-8-1909 The proviso was inserted 	by Lord Ampthill in the draft of the amendment which he sent to 	General Smuts."
libtech_33_footnote,1M. K. Gandhi: An 	Indian Patriot in South Africa
libtech_34_footnote,"1The draft of this statement, evidently drawn up by Gandhiji, was ready on August 6; vide “Letter to H. S. L. Polak”, 6-8-1909. The statement was sent to the Colonial Office on August 11 by M. C. Anglia, who made a further statement at the interview with Lord Crewe on August 12; vide Appendix XIX. On the following day, the delegation issued the former representation to “responsible politicians … in the hope that they will render to the suffering British  Indians  in  Natal  whatever assistance they can to obtain redress and justice.”"
libtech_35_footnote,"1Discussions and correspondence on this subject among Lord Ampthill, General Smuts and Lord Crewe indicated a “divergence in principle” between Gandhiji and Smuts. Vide Appendix “Letters from Ampthill, Crewe and Smuts”."
libtech_36_footnote,"1This referred 	to the 	meeting called by 	the Sheriff 	of Bombay; 	the date announced was 	August 31. Vide 	“Letter to Private 	Secretary to Lord Crewe”, 	24-8-1909."
libtech_37_footnote,"2In his letter of 	August 14, Polak acknowledged receipt of this cable and stated that 	he had “dealt with it in the Press”. The following extended 	version of the cable was published in The 	Times of India, 12-8-1909 	and The Hindu, 	19-8-1909 : “The 	Transvaal Government agree to repeal the Asiatic Act of 1907, but 	they desire to insert a clause in the Immigration Law limiting the 	annual number of Asiatic immigrants. The Indian deputation have 	declined to agree to legal differentiation upon racial lines, and 	have proposed that a clause may be inserted in the Immigration Law 	empowering the Government of the Transvaal to frame regulations 	fixing the number of immigrants of any nationality, thereby 	maintaining the principle of legal equality without interfering with 	existing powers of administrative differentiaton.”"
libtech_38_footnote,"1L. W. Ritch wrote on the same day to the Foreign Office, quoting the cable which read: “Probably hundred deportees any day here. No reply intervention. Consul referred Imperial July sixteenth.” The matter had been referred to the British Consul at Lorenco Marques, but no reply was forthcoming."
libtech_39_footnote,"2This assertion has 	reference to 	Lord Ampthill’s remark: 	“I am more 	glad than  I 	can say to 	know that you are thus 	far prepared to 	make a 	sacrifice as, 	after our 	talk yesterday, I 	despaired of a settlement.”"
libtech_40_footnote,"1Vide “Letter 	to Lord Ampthill”,9-8-1909 Commenting on this Lord Ampthill had 	observed: “So far as I can judge, you would actually be securing a 	recognition of right, though of course a very limited one, if the 	law itself were to declare that six Indians per annum may be 	admitted annually as permanent residents. It would be the gain of a 	practical and positive, though limited, right as against the 	theoretical and unavailable right which you are contending. The 	‘proviso’ which you suggest seems to me to be a clever solution 	of the difficulty and I shall at once try what can be done with it, 	but without letting it be known that it comes from you.”"
libtech_41_footnote,"1Vide the 	preceding item. Lord Ampthill, commenting on the subject in his 	reply of August 12, observed that Gandhiji’s communication was 	discreet and temperate, that the incident of deportation should 	favour their cause and that he regarded it as a powerful lever in 	the negotiations."
libtech_42_footnote,3Lord Ampthill had 	suggested that it 	might be 	helpful to 	give the 	“Statement”  to 	newspaper editors only 	for their 	information and 	to sympathisers for 	their confidential use.
libtech_43_footnote,4Harilal Gandhi and 	Parsee Rustomjee were released on August 9 and 10 respectively. 	Rustomjee was re-arrested the same day and sentenced on August 11.
libtech_44_footnote,"5Vide “Letter 	to H. S. L. Polak”,13-8-1909."
libtech_45_footnote,1Vide “Cable to H. S. L. Polak10-8-1909.
libtech_46_footnote,"1It appears that the cable was actually sent on August 16; vide “Cable to  H.  S. L. Polak”,16-8-1909."
libtech_47_footnote,"2Lord Ampthill 	informed Gandhiji that, as soon as he had received his letter 	suggesting the “proviso”, he had written to both General Smuts 	and Lord Crewe, putting forward the suggestions as his own and 	urging its acceptance from a point of view which was also his own. 	Vide Appendix 	Letters from Ampthill, crewe and smuts”"
libtech_48_footnote,"3This was on August 	12, 1909. For M. C. Anglia’s statement, vide 	Appendix “Statement 	made on Behalf of of Natal Delegates”."
libtech_49_footnote,"1Vide “Letter to Private Secretary to Lord Crewe”, 11-8-1909."
libtech_50_footnote,2This is not available.
libtech_51_footnote,"2This was dated August 12. It reached London on August 13, the day this article was written."
libtech_52_footnote,3It requested for an inquiry into the allegation regarding food supply to prisoners and invited special attention to circumstances leading to Nagappen’s death.
libtech_53_footnote,"1The cable 	received from 	the Transvaal 	British Indian 	Association read: 	“Prisoners suffering 	severely, insufficient 	unsubstantial food. 	Ex-prisoners Johannesburg 	except Rustomjee, 	who straightway 	deported returned, six 	months’ rigorous. 	Good mass meeting 	yesterday; resolutions, congratulation ex-prisoners; 	dissatisfaction Nagappen 	finding which 	arousing public 	indignation; published 	evidence completely 	substantiating Indian 	allegations; support 	deputations, respectful urgent appeal 	Imperial Government 	intervene this 	juncture. Arrests, 	deportation continuing.”"
libtech_54_footnote,"2Lord Ampthill’s 	reaction, indicated in 	his letter of 	August 16, 	was: “Painful 	and vexatious though it 	is that the persecution 	should continue and be 	augmented at 	the present 	moment, I cannot 	help thinking that 	the circumstances 	will further 	our cause.”"
libtech_55_footnote,"1Acknowledging this letter on September 3, the Colonial Office informed Gandhiji that a copy of these papers had been sent to the Governor of the Transvaal for a report."
libtech_56_footnote,"3Though the draft 	does not bear Polak’s name, it is clear from the contents that 	this cable was sent to him; vide 	“Deputation 	Notes[—VII]”, 13-8-1909 and letters to H. S. L. Polak, 	20-8-1909."
libtech_57_footnote,"1In their reply of September 30, the Transvaal Ministers pointed out to the Governor that “the allegation that the water supply in the Pretoria Prisoners Reserve Camp is not sufficient is absolutely untrue”, that prisoners had ample bathing facilities, that the other allegations made in Khan’s statement were without basis, that the Indian prisoners were invariably housed in cells by themselves and were treated humanely and that there was no desire on the part of the prison officers to treat them harshly because they were passive resisters."
