chapter_no,date,title,content
1,"October 13, 1931",INTERVIEW TO THE PRESS,"
       LONDON,   
  October 13, 1931 I do not 	want to be aggressive. I maintain that the failure to discover  a 	solution for the communal question is largely due to want of 	 knowledge   about   the   new  constitution   and also   tot   he   	unre-  	presentative character of delegates. The Government know only too 	well that the Congress is the only body which can deliver the goods. 	What then is the use of their pretending that the Congress is one 	among different groups, namely, Hindus, Depressed, Classes, 	Christians, landlords, zamindars? When the struggle was in progress 	the Hindu Sabha was not different from the the Congress. I  am 	certain that a referendum is held today, the Hindus and Depressed 	Classes will by overwhelming majority be found to be in sympathy 	with the Congress. I am certian that the Nationalist  Muslims  will  	render a good account of themselves. If I had my own way, I 	certainly would surrender to the Muslims, but it will be of no use 	for the Government to exaggerate the differences which are largely 	due to the composition of the delegation which is their own action. 	If the Government is genuinely not in favour of framing a 	constitution prior to a communal settlement, I invite them to put 	their hand to the plough. I am prepared to co-operate with the 	Government on the minimum terms which the Congress is prepared to 	accept. The Congress insists on the fullest control of the army, 	foreign policy and finance. The Government have the choice to accept 	or reject the Congress demands.  	I do not expect the the Government to solve the  Indian question at 	this Conference, but an participating in it in the fulfilment of the 	promise that I gave Lord Irwin to discuss every issue and I value 	the contacts outside the Conference more.  Amrita 	Bazar Patrika, 15-10-1931 "
2,"October  13, 1931",SPEECH AT INDIAN  STUDENTS’  MEETINGlibtech_1_footnote,"
  
 LONDON,
 October  13, 1931
 Gandhiji, after reiterating India’s fundamental claims, said he knew before starting that these were not likely to be granted because no nation ever yet obtained its lost freedom by mere appeal to reason. Something much more serious had always been required. He did not suppose India would be an exception. It was now plainer than ever that only through suffering would victory be won, but his hope was that the suffering already endured might have created a sufficient impression on the British mind favourable to reason and negotiation.
 I must confess that, as I go on, I feel the task Herculean. Probably nothing would come out of it, but being an optimist, I would not give up hope in its entirely until I find nothing more can be done. Still I pray the seed being sown now will bear fruit in the conscience  of this country and the Ministers will feel compelled to come to terms with the nation of sufferers.libtech_2_footnote
 It may be that the seed which is being sown now may result in softening the British spirit and that it may result in the preventing of the brutalization human beings. I have known the English nature in its hideous form in the Punjab. I have known it elsewhere also, during these fifteen years of experience and through history, I have known the same thing happening. It is my purpose by every means at my command to prevent such a catastrophe occurring again. I am more concerned in preventing the brutalization of human nature than in preventing the sufferings of my own people.
 I have often gloated over the sufferings of my own people. I know that people, who voluntarily undergo a course of suffering raise themselves and the whole of humanity, but I also know that people who become brutalized in their desperate efforts to get victory over their opponents or to exploit weaker nations or weaker men, not only drag down themselves but mankind also. And it cannot be a matter of pleasure to me or anyone else to see human nature dragged in the mire. If we are all sons of the same God and partake of the same
 
 India.
 divine essence, we must partake of the sin of every person whether he belongs to us or to another race. You can understand how repugnant it must be to invoke the beast in any human being, how much more  so in Englishmen, amongst whom I count numerous friends! I invite you to give all the help you can in the endeavour that I am making.
 To the Indian students my appeal is to study this question in all thoroughness and, if you really believe in the power of non- violence and truth, then, for God’s sake express these two things in your daily life—not merely in the political field—and you will find that whatever you do in this direction will help me in the struggle. It is possible that Englishmen and Englishwomen who come into close touch with you will assure the world that they have never seen students so good, so truthful, as Indian students. Don’t you think that that would go a long way towards vindicating our nation? The words “self-purification” occurred in a Congress Resolution in 1920. From that moment the Congress realized that we were to purify ourselves. We were by self-sacrifice to purify ourselves so that we would deserve liberty and so that God would also be with us. If that is the case, every Indian whose life bears testimony to the spirit of self- sacrifice helps his country, without having to do anything more. Such, in my opinion, is the strength of the means which the Congress adopted. Therefore, in the battle for freedom, every student here need do nothing more than that he should purify himself and present a character above reproach and above suspicion.
 Q. Lord Irwin is reported to have said in a speech at the Central Hall that he knew you would not insist on Complete Independence. Is this true?
A. Well : In the first instance, I do not know that Lord Irwin
 made the speech which is imputed to him. Secondly, I must not speak for Lord Irwin. That would be a question well addressed to him. But I never told Lord Irwin that I would not press for Complete Independence. On the contrary, so far as my memory serves me right, I told him that I would press for Complete Independence, and, for me that does not mean ruling India through deputies, i.e., Indian agents rather than English agents. Complete independence to me means National Government.
 Q. How do you reconcile Complete Independence with the retention of British troops.
 A. British troops may remain in India and that would depend upon the arrangement that the partners came to. This, for a limit ed period, would be to the interests of India because India has become emasculated and it is necessary to retain some portion  of British troops or some portion of British officers under the National Government and in the employ of the National Government. I shall defend the partnership and yet defend the retention of those troops.
 Q. Do you envisage a Viceroy when you speak of an Independent India ?
 A. Whether the Viceroy remains is a question to be decided by both the parties. Speaking for myself, I cannot conceive a Viceroy remaning. But I can conceive a British Agent remaining there because there would be so many interests which the British have brought into being there which I personally do not seek to destroy and, in order to represent those interests and if there is also an army consisting of British troops and officers, I could not possibly say, ‘No, there will not be a British Agent.’ And since there are also the Princes concerned I cannot vouchsafe for what the Princes will do and, therefore, I do not expect that under the scheme I have in mind there will be no British Agent there—whether he is called a Viceroy or a Governor-General. But I would  defend it as a partnership having the condition that it is  to be terminated at the will of either on terms of absolute equality. I am writing on a slate from which I have to rub out many things.
 Q. What are the common objects that such a partnership would advance ?
 A. The common object that the partnership is going to advance is to cease the exploitation of the races of the earth. If India becomes free from this curse of exploitation, under which she has groaned for so many years, it would be up to India to see that there  is no further exploitation. Real partnership would be of  mutual benefit. It would be a partnership between two races the one having been known for its manliness, bravery, courage and its unrivalled powers of organization, and the other an ancient race possessing a culture perhaps second to none, a continent in itself. A partnership between these two peoples cannot but result in mutual good and be to the benefit of mankind.libtech_3_footnote
 
 Dealing lengthily with the communal problem, he said he was incapable of bargaining away the rights of minorities and insisted again that the Congress was predominantly representative of the dumb millions.
The golden rule is : Believe just the contrary of what the
 newspapers say on such matters. What I have been trying to do    is  to persuade Hindus and Sikhs to give Muslims what they want and persuade Muslims to so frame their demands as to make them acceptable to other communities.
 Regarding smaller minorities, he pointed out the part played  by the Parsis  in Bombay as an example of what numerically insignificant communities could do without special advantages and what great opportunities adult suffrage would provide all alike.
 The most determined opposition to the claims of untouchables and other minorities except Muslims and Sikhs was expressed by Mr. Gandhi. He said:
I shall resist those claims at the cost of my life and I appeal to
you to join me in shaming the delegates into withdrawing them.
 He denied that he had offered to accept the demands of Mussalmans if they would join him in resisting the demands of untouchables. He said he was forced to agree to Muslim and Sikh demands for historical reasons, but he would not agree to the grant of special representation to any other community in any circumstances.
 The manifestations of goodwill by people in England had convinced him that the English people would never again tolerate repression in India. If it became necessary for Indians to resume passive resistance and non-co-operation, he appealed to the students to behave themselves and win the respect of the English people.
 The Hindu, 14-10-1931, and Young India, 29-10-1931
 "
3,"October  14, 1931",CABLE TO DR. M. A. ANSARI,"
          DR. 	ANSARI DARYAGANJ 	DELHI     88 	KNIGHTSBRIDGE, 	[Before October  14, 1931 ]libtech_4_footnote 
  HAVE 	HAD THREE 	PAINFUL  CONVERSATIONS  	OVER  YOU 	 WITH  NO 	 FRUITFUL	RESULT.	TOLD	THEM	COULD	NOT	ENDORSE	THEIR    
 DEMAND  WITHOUT  YOUR  CONSENT   AND   THAT   YOUR   HELP NECESSARY  MOMENT   TO   MOMENT.   HAVE   AGREED   HOWEVER   ASSIST   EVERY   EFFORT   FOR   SETTLEMENT    EVEN    WITHOUT    YOU    THOUGH WITH LITTLE PROSPECT OF SUCCESS."
4,"October 14, 1931","STATEMENT  TO  “THE
ISLAND”libtech_5_footnote","
    From 	a photostat: S.N. 18217       GANDHI        LONDON, 
  [On or before October 14, 1931]libtech_6_footnote  	The movement of artists and poets who are endeavouring to free 	themselves from the shackles of commercial and industrial influences 	of this age is a most laudable venture if only they have strength 	enough to do it. Religion is the proper and eternal ally of art. 	What religion teaches people the artist brings near to them in form 	on the plastic plane. I hate “art for art’s sake”, which I 	think is a lamentable aberration of the human mind. Art has a 	profound similarity with religion inasmuch as the fundamental 	experience in both of them belongs to the domain of man’s 	relationship with God. Indian art symbolizes this relationship and 	at the same time expresses the ritual of religious worship. If an 	artist who thinks  he  is surrounded by people without any religious 	sentiment chooses to become a scoffer, he will inevitably frustrate 	his own vocation. On the other hand if he feels that his is a 	mission, then a poet or artist has a right to oppose the prevalent 	creed or lack of creed and he will be justified by the greater value 	of his own revelation. I do not pretend to know anything about art, 	but I believe firmly that both religion and art have to serve the 	identical aims of moral and spiritual elevation. The central 	experience of life will for ever remain the relationship which man 	has to God and it will never be superseded or replaced by anything 	else, just as human bodies will never free themselves from the law 	of gravitation. In this relationship  of man to God it is the     
 mysterious forces which matter, not the meagre texts expressed in words. There may be changes in this relationship of man to God as represented by the various and successive religious of mankind; but to quote Cardinal Newman: “One Step enough for me.”
 From a photostat: G.N. 1055-a
 "
5,"October 	14, 1931",STATEMENT TO THE PRESS,"
       LONDON, 
  October 	14, 1931  	Though it is a matter for deep sorrow that the negotiations for a 	communal settlement failed, I have not given up hope of success.  	In spite of the Premier’s energetic disclaimer, I still hold that 	the causes of the failure were inherent in the composition of the 	Conference. I am more than ever convinced that the framing of a 	constitution should not depend on the previous settlement of the 	communal question. It was, therefore, wrong for the Premier  to  	suggest that further progress in  constitution-making  largely  	depended on the communal settlement. In judging events here the 	Indian public will do well to bear in mind these two defects in 	Government procedure; they will then not become nervours each time 	there is failure.  	I have had several protracted conversations with the Muslim 	Delegation, but we could not come to a final conclusion. I have felt 	the absence of Dr. Ansari a severe handicap, but he will be of no 	real use unless the Muslim Delegation desires or approves of his 	selection as a delegate.  	The position I have taken up is of a double character. In an 	individual capacity I have retained my original position, namely, to 	concede all to all parties, but, as a Congress delegate,I have 	endeavoured to act as an intermediary, up to now without success. I 	have made it clear I should have to receive the sanction  of  the 	Working Committee before I accept any scheme. I have made no 	reference to the Working Committee, as I have nothing definite 	before me.  	At the same time I am keeping myself in touch with  all parties. The 	moment I have anything on which I have to take action, I shall ask 	for instructions. Meanwhile, I would warm the public against being 	affected or agitated by newspaper reports.  The 	Hindu , 15-10-1931 "
6,"October 	14, 1931",SPEECH AT FEDERAL STRUCTURE COMMITTEE MEETING,"
  
 
 
 
LONDON,
 
     MY 	LORD CHANCELLOR AND FRIENDS,  October 	14, 1931 
  	I have to tender my apology for intervening in the debate. It was my 	intention to request you to give me a few minutes at the end of this 	discussion for making a few brief remarks, but, as I listened to the 	discussion yesterday, I thought I might be able to make a suggestion 	which might remove the difficulty with which this Committee had to 	contend. I became more convinced than ever of this when Mr. Jinnah 	presented his difficulty, and therefore, it was that I requested 	you, Lord Chancellor, with apologies to Dr. Shafa’at Ahmad, to let 	me intervene and make a few remarks. I want to do so with a view to 	saving time if possible.  	Before I proceed with my suggestion, I should like to tender my 	congratulations to Lord Peel’s Subcommittee upon their labours and 	upon the exhaustive reprot they have given to us. I feel, however, 	that the Sub-committee aimed too hight, and hence, quite 	unconsciously, threw an apple of discord in our midst. The reference 	is clearly to examine and report upon the general principles upon 	which the finan cial resources and obligations of India should be 	apportioned between the federation, etc. Well, in my humble opinion, 	if the Sub-committee had not aimed too high, it could have presented 	us with a definite scheme. I sympathize with Mr. Jinnah's objection; 	but at the root of his objection is, I believe, a misunderstanding 	of Sir Tej Bahadur Sapru's presentation of his case—this is to 	say, if I have understood him correctly. Mr. Jinnah's objection is 	that, unless there was some sort of a scheme, there could be no 	Federation whatsoever. I think that that would be a fatal objection 	if it was true. If I have understood Sir Tej Bahadur Sapru's  	contention correctly, it is that there should be  a scheme, but that 	there might be, or should be, an Expert Committee to be brought into 	being by the Federal Government, if it ever comes into being, which 	could examine the whole question de novo, and present 	that Government with an exhaustive report. Naturally, that report 	could be shelved, could be torn to pieces, examined by all the 	parties and, if it commended itself to them, it could be then 	adopted by the Federal Government. There was no question of 	embodying 
 that report in any constitution. The constiution would have  been framed before the Federal Government came into being. I personally confess that I do not envisage a constitution, to be framed by the greatest Parliament of the world, that would make us riskproof and difficulties-proof. I believe that this Federal Government, if it comes into being would be faced even in the very beginning with many difficulties with which it would have manfully to struggle; but I feel that it is not beyond the power of this Sub-committee to give us an elementary scheme about which all parties are agreed. I do not mind how humble that scheme is, but it should be a scheme which would commend itself to the States. Let the States themselves decide, in consultation with the other members of this Conference, as to how far they are willing to go.
 Let me illustrate what I am saying.Here, as they have started with  a mention of the natural difficulties that they have to contend against, the whole of this Report is a tentative Report and for its finality it depneds upon  these two Expert Committees which have been suggested by the Sub-committee. What I feel is that, just as they have said in paragraph 10 that so many heads are marked ""Federal"", if they could sit again, and if this Report was referred back to them, they would then come, not with a tentative suggestion, but with an agreed suggestion that so many items of revenue would be federal. Even if there was an Expert Committee appointed, we would certainly not get absolutely accurate figures. Absolutely accurate figures can only be had after the event has happened—after the revenues have been collected—but we should have something to go by. I venture to suggest that such a thing is not necessary for our purose before we can come to an agreement as to what items shall be or shall not be considered to be Federal; and so I simply take up these items and I say, let them concentrate upon these items to the exclusion of everything else and say definitely,‘Yes, External Customs, including Export duties, shall be Federal’ or ‘shall not be Federal’. Then they would know immediately what are the sources of revenue. Similarly, let them sit together and say‘These will be the obligations that shall be Federal’, and let the States decide for themselves. After all, it is they  who are invited to come, or who  have  volunteered to come. I welcome  gratefully the assurance given by His Highness of Bhopal, as also by His Highness of Bikaner. My sympathies are entirely with Sir Akbar Hydari when he says that he cannot possibly, either on behalf of Hyderabad or on behalf of the States' Delegation, take a leap
 in the dark. Let there, therefore, be no leap in the dark; and, in order to avoid such a catastrophe, let there be just now a very humble  scheme of participation, and let us launch that humble scheme. Then it would be open to the Federal Government—and there should be sufficient elasticity, for which His Higheness of Bhopal pleaded, in the consti tution itself to eanable the Federal Government and the Federal Parliament—to take on what burdens they chose to take on. We do not want a castiron constitution, out of which we can never get, or to which we may never make any addition or amendment. If we have an elastic constitution, then it will be open to the Federal Government, as it gains experience, to appoint, not one Expert Committee, but ten Expert Committees to examine many things; and then the Federal Government, as it begins its march, will shoulder further responsibi lities, and as it proceeds to shoulder resonsibilites, it will also have further avenues of revenue to be derived from various sources. If one the thing is launched, I anticipate no difficulty and no trouble of any kind whatsoever.
 Therefore my concrete suggestion, if it commends itself to you, is that we refer this Report back to the Sub-committee with thanks, and ask the Sub-committee, with the material at its disposal, to give us a minimum scheme to which the States agree; and that we accept that scheme as a scheme to start with, without any encum- brance in the shape of Expert Committees. I we do that, we meet entirely Mr. Jinnah's objection, I think. We meet also the legitimate fears of Sir Akbar Hydari; and, what is more to the point for a man like me, we waste no more time even on a matter which is of importance. I must confess to you that I dread a committee which might report in twelve months' time or even in three months' time or even in one month's time or three weeks' time. I think that this Conference has been called upon to shoulder a particular burden. It should manfully shoulder that burden and not throw responsibilities upon any further committees. Whatever we can hammer into shape we should present to His Majesty's Government, to the Partliament, and to the people of India also; but I think that, unless we approach the task in this manner, so far as I can see, we shall certainly never see light out of what appears to me to be impenetrable darkness at the present moment.
That really is the reason why I have intervened. I think that I
 have sufficiently explained the suggestion that I have ventured  to place beore this Committee.
 Indian Round Table Conference (Second Session) : Proceedings of Federal Structure Committee and Minorities Committee, Vol. I, pp. 192-3
 "
7,"October 15, 1931",LETTER TO ARCHBISHOP OF CANTERBURY,"
  
 88 KNIGHTSBRIDGE,
 LONDON, W.,
 October 15, 1931
 DEAR ARCHBISHOP,
 It was a pleasure to receive your letter for which Mr. Andrews had prepared me this morning. I shall present myself at the Palace at
 5.30 p.m. on Tuesday, the 20th. I was most anxious to make your acquaintance and discuss with you the mission that has brought me here.
 I quite agree with you that our conversation should be confined to us two only.
I remain,
 Yours sincerely,
 From a photostat: S.N. 18108
 "
8,"October 	15, 1931",LETTER TO PANNALAL JHAVERI,"
         CHI. 	PANNALAL,     October 	15, 1931 
  	I am happy that you have gone to Khurshedbehn.libtech_7_footnoteYou must regain your health. I hope Nanibehn will also 	join you.  Blessings 	from  BAPU  	[From Gujarati]  Manavtana 	Prahari—Pannalal Jhaveri, 	p. 30        "
9,"October 15, 1931","EXTRACTS FROM PROCEEDINGS OF THE FEDERAL STRUCTURE 
	COMMITTEE MEETINGlibtech_8_footnote","
  
 LONDON,
 October 15, 1931
 SIR  MANECKJEE  DADABHOY:  My  Lord,  the  Mahatma  goes further   and says that his concrete suggestion  is,  if  it  commends  itself  to  the  meeting,  to refer this Report back to the Sub-committee with thanks, and ask the Sub-committee, with the material at its disposal, to give the Conference a minimum scheme to whcih  the   States  agree,  and  that   we  should   accept   that  scheme   as   a   scheme to start with,  without  any  encumbrance  in  the  shape  of  an  Expert   Committee. The Mahatma, however,  did  not  make  clear  what  he  meant  by  a  minimum scheme. I am still at a loss to understand what is meant by a minimum scheme. I have
 however, a graver constitutional objection. If you are going to put the Federation into operation, you cannot do it by a patch-work system and you cannot work on a piecemeal basis. If the Federation is to come into operation, it should be a full, complete, all-absorbing Federation, which will leave no room for doubt or difficulty. You cannot make arrangements for a sort of partial Federation. If the Federation is to be brought about, moreover, it must be conformity with the general principles which underlie all such federations. Moreover, does Mahatma Gandhi feel certain that, even if we have a minimum scheme, the Indian States are going to agree to that?
 MR. GANDHI: That is the crux of my scheme.
 Indian Round Table Conference (Second Session) : Proceedings of Federal Structure Committeee and Minorities Committee, Vol. I, p. 205
 
 
 
 
 
 
 
 
 
 
 "
10,"October 15, 1931",SPEECH AT STUDENTS’MEETINGlibtech_9_footnote,"
  
 
 
 LONDON,
     FELLOW 	STUDENTS,  [October 15, 1931]libtech_10_footnote 
  	I have been speaking to people on all sorts of things, but 	principally on the mission that has brought me here and by this time 	you know by heart what I have to say in connection with my mission.  	I had not intended to speak to you on any special subject. So I said 	to myself: Perhaps I shall best utilize our time in answering 	questions instead of wasting it by a set address.  	You may put me any question you like. If I do not know the subject 	on which you ask me, I shall frankly confess my ignorance. Barring 	that, you will not embarrass. It will be an act of courtesy on your 	part if you are frank towards me. I have addressed you as  ""Fellow 	Students"". It is not a formula. I regard mysel essentially as a 	student and if you are wise, as I am (Laughter), in after life you 	will regard yourselves as students.  	Throughout my  varied  experiences  of  life,  I  have  come to the  	conclusion that  our  student  life  commences  after  we  leave   	our Colleges and Universities and Law Chambers where we are supposed 	 to  be  studying  tied  down  to  our  studies  with  the   key  to 	our knowledge and,  when  we  leave  these  premises,  we  practi 	cally forget all that we have learnt. It is really in after life 	that we have to unlearn many things. The so-called student's life is 	merely a preparation or real life of a student. When you are in 	college or anywhere else, you have got set subjects. Even in 	optional subjects you have to learn them in a particular fashion 	because you are definitely bound down.libtech_11_footnotelibtech_12_footnoteBut 	after that stage is over, you are free like a bird with wings to 	soar high and, the higher you soar, the stronger you become. So I am 	still a student who has not graduated in the world.  	When you are buffetted about and thrown on your resources, it 	becomes a tough job. If you give yourselves to study, if you 	dedicate      
 yourselves to study, to eternal research, there is no limit to joy, there is no limit to pleasure that you derive from that study. My study consistently has been the search after Truth. During the early days of my study and search I could not consistently find Truth unless I invited injury against myself and not against others. I could find  Truth only when I eschewed all feeling of causing injury to others, but, when necessary, inflicting it on myself. Becuase, as you must be knowing, Truth and violence are opposed to each other: Violence hides Truth and, if you try to find Truth by violence, you will betray horrible ignorance in the search of Truth and, thereore, non-violence without any exception whatsover. I have come to realize the essence of life, that is ahimsa.
 With this brief introduction I leave myself at your disposal. You are at liberty to put me all kinds of questions.
 A NEGRO STUDENT FROM GOLD COAST : On your way to Dandi, you advised the police and headmen to resign—policemen bound by allegiance to Government. You also asked Gurkhas to disobey orders. It is not contrary to non-violance?
GANDHIJI: Interesting question, but shows superficial know
 ledge. But that cannot be helped because this philosophy could not be studied from books. No contradiction.  In  the  first  instance,  I asked  the  village  headman  to  resign  if  it  is  assumed   that   he knew that he was serving a Government which was doing wrong. And there cannot be a vow or promise or determination to do wrong. It is like the vow or determination of a man or woman to smoke 50 cigars a day or drink 2 bottles of whisky  per day or before taking  his meal to take one hu man life—it cannot be a vow. If a policeman enlists himself in service of a Government which does wrong, it is  his    bounden    duty    to    leave    the    service;   so   I    undertook to preach to the people that they were doing violence to themselves and to their country and doing disservice to the Government themselves. The consequence was imprisonment which they should put up with-without murmur. There was in this no breach of truth or non-violence. It was a good thing on their part and on my part.
 I now leave the village headmen and Dandi policemen and go to the Punjab. The Garhwali soldiers received orders from their superiors. I have never condemned that as an act of violence. That too was a patriotic act. They got imprisonment which was worse. It was breach of discipline and sme of them were sentenced under Martial Law. While I admire them for having refused to shoot their
 countrymen and  still suffering, I shall have to ask for mercy which, as a Civil Resister, I cannot do.
 If the reins of Government were given in charge of the Congress, the Congress would discharge them tomorrow. As there is no law in the reason, there is not contradiction. He who knows the whole histroy can fling in my face the whole settlement. They did so. Some countrymen thoughtlessly asked me to get these men discharged. But I said ‘No’. It was no part of the Congress campaign that such soldiers should commit breach of discipline. The Congress had issued no such instructions. They were not civil resisters and remember every patriotic man is not a civil resister necessarily, nor every resister is a patriotic man.
 A RUSSIAN STUDENT: If you were less religious, would you not have come to an agreement quicker?
G. Oh, I understand your question. You want to suggest that I
 should make a promise and break it (Laughter). It is a very good definition of politicians (Laughter). I can now tell you why I entered politics. I entered politics to free politics from the reproach. As a rule the politician is free from any law suit. But I thought that would not do. Politics like a snake’s coil surrounds, crushes you and seeing that I am in the midst of it, I realize my helpless plight, and I endea vour to control politics. I am supposed to be managing somehow or other the largest organization of the world—the Indian National Congress. It represents today millions of human beings who respond to its call. If the Congress really and truly carries out the political work on [the lines of] non-violence and truth, politicians will come to the conclusion that  it  is  not  necessary  to  make  false  promises and that politics becomes corrupted when you resort to any such means. Because some religious men are bad, it is a wrong deduction to say that religion is bad. That is a hopelessly false position to take and, because politicians resort to ways that are crooked, it is wrong to say that politics cannot be improved.
 Mr. Keir Hardie felt out of fatigue that the House of Commons was not a good place or a true Christian because the majority of the House were bad: but that is wrong. We must stand up for forlorn causes and we will be wholly justified in being in the House of Commons for fighting for them. It is not given to human beings to command success, but it is given to every one of us to command effort. At the same time do not forget it is arrogance to pretend to do
 everything by your own effort alone, because you cannot bend even  a blade of grass. Before you do that, your hand may  become paralysed as life is so uncertain. We are at the mercy of God. We should give up all ambition. Be truthful at any cost and make efforts, and leave the results to God.
 A KOREAN STUDENT: Why are you [not] opposed to police, or State or army on ground of non-violence?
G. I admit the inconsistency. If I said that army was essential for
 a State, it would be inconsistent. Whilst I can invite all States to do without police or army, I have not yet been able to bring myself to believe that you can preserve a society without police. If we would suffer thieves or robbers to go about in society, I can conceive a society without police. Tolstoy has conceived of Dukhobors. There are people all over the world not needing police protection. But they should admit that they would not even lead that life unless they were in ordered surroundings. This is not out of my scheme, but I am at present hooked on to my limited work. You can thus say that my toleration of police is a limitation of non-violence. Army is opposed to non-violence. In one case it is my want of courage, in the other it is my inability to convince my people to do without an army. I have not mustered sufficient strength to pit non-violence against thieves and scoundrels and cutthroats but I can ask people to pit non-violence against hordes of the army. If perchance India wins her deliverance through non-violence, we may perhaps show to the world that it is not necessary to have an army State—I do not regard it Utopian to think of a State without an army, but it requires a higher degree of courage and purity.
 AN ENGLISH STUDENT: Your people live on land, Our people live on work. They cannot carry on strikes indefinitely. What is your remedy?
G. This is truly an embarrassing question. It is presump
 tuous for me to present a remedy. I am a perfect stranger in this country, not knowing her circumstances. But as we are fellow-students, we can have exchange of views. I shall place my own views. I assure you, your distress distresses me too. If God gave me courage to put an end to it, I would willingly do it. Well, I have conducted strikes. I claim for myself that I am an expert in conducting strikes fairly successfully.
 But one indispensable condition was that strikes must not live on charity, but they should live on their labour. Among those who
 advised them to strike and led them into it was a mill-owner’s daughterlibtech_13_footnotelibtech_14_footnotewho worked  with  them  in  carrying  sand  for  a  building which the strikers built for a Municipality. On another occasion I was in jail, but my people gave the strikers enough work in hand-spinning and weaving and paid them wages for the work more than what they got in the market. They worked for eight hours worthy of getting enough to live. But in the situation in London, where there is a well- organized society, it is difficult. But we are bound to surmount the difficulty because when there is a will, there is a way. Be ready and prepare not to live on charity. Find out ways and means.
 To Englishmen who are conferring with me on this issue, I say: break up the highly organized industrialization. Go back to  the villages. You have to revolutionize your conception of life. Your standard of life is artificial, incapable of sustaining for long. The modern civilization is a toy. You are increasing your standard of life. The more a man wants the more he becomes debased and breaks under. Well, an Englishman in Lancashire said, “I do not mind starvation but I have lost in my own estimation.” I know of a man who was noble and patriotic, but because of his greed when he earned  a million rupees, I did not congratulate him, but I sent him condolences. But later in life, he lost all, could not see anyone and ultimately drank a bowl of poison. Alas! such a noble good friend is lost today due to the ever-increasing wants. In order to adopt my method, you have to revise your mode of life, particularly you of the English race.
You are a race of exploiters. (Laughter)
 Your King is the King of England and the Dominions; but he is the Emperor of India. That shows the pride lying behind it. You are  therefore  having  false  liberty.  You  have   committed  a   series of crimes in order to bend Indians to your will compelling them to take your commodities. No wonder you are one of the richest countries. But where did you  get  your  money  from?  Not  in  this soil . It came from all parts of the Empire. Your people say they take interest in India. Why? Because so many people get  employment there. What revolution I would like to suggest if you follow my plan is: revise your mode of life. Don’t wait till you are compelled to do so. I have given you what is agitating my mind. Though I wanted to
 
 go my way, you yours, you have challenged me as fellow-students. So I have opened my heart
 The Bombay Chronicle, 17-10-1931. Also manuscript of Mahadev Desai's Diary, 1931. Courtesy: Narayan Desai.
 "
