footnote_no,footnote
libtech_1_footnote,1The Africa Enquiry 	Commission appointed by the Union Government of South Africa which 	sat from March to July 1920. It was assisted by Sir Benjamin 	Robertson on behalf of the Government of India.
libtech_2_footnote,"2John Morley, 	Viscount Morley of Blackburn (1838-1923); Secretary of State for 	India, 1905-10"
libtech_3_footnote,3Sir Pherozeshah 	Mehta
libtech_4_footnote,"4In South Africa in 	1913; vide “Letter 	to Clement Doke”, 24-9-1913."
libtech_5_footnote,"1The King of Afghanistan. The negotiations ultimately led to the signing of the Anglo-Afghan Treaty on November 22, 1921."
libtech_6_footnote,"1Grand Old Man, i.e. 	Dadabhai Naoroji"
libtech_7_footnote,"2On the coast of 	Orissa, which Gandhiji visited on March 28, 1921"
libtech_8_footnote,2Exodus from one’s own land
libtech_9_footnote,3Montagu-Chelmsford 	Reforms embodied in the Government of India Act of
libtech_10_footnote,3The founder of the Ramanagar Ashram
libtech_11_footnote,1This lady and eleven other patriots of Chirala were sent to jail for refusing to recognize the municipality imposed on the people by the Government
libtech_12_footnote,"1Delivered at the opening of the Tilak Jateeya Vidyalaya, a national school founded by V. V. S. Garu who had suspended his legal practice in obedience to the Congress mandate. On this occasion, two pieces of hand-spun cloth, prepared during the previous night by the pupils of the Vidyalaya, were presented to Gandhiji."
libtech_13_footnote,2Delivered in reply to an address presented by the Nellore Municipality
libtech_14_footnote,3Gandhiji had earlier attended a women’s meeting held in the Town
libtech_15_footnote,1The Compassionate One
libtech_16_footnote,"2Pitcher filled with consecrated water, offered to welcome a guest"
libtech_17_footnote,
libtech_18_footnote,"1The National Week, from April 6 to April 13"
libtech_19_footnote,"1Vide footnote to “Speech at Tilak Vidyalaya, Nellore”, 7-4-1921."
libtech_20_footnote,"1S. Kasturiranga Aiyangar, who presided over the meeting"
libtech_21_footnote,"1Vide “Resolutions at A.I.C.C. Meeting, Bezwada, March 31, 1921."
libtech_22_footnote,1Different names for so-called untouchables
libtech_23_footnote,2South India
libtech_24_footnote,"1Bhagavad Gita, V, 18"
libtech_25_footnote,2Ibid
libtech_26_footnote,"1Governor of Madras, 1820-27"
libtech_27_footnote,2District in Bihar
libtech_28_footnote,1A voluntary body for social service
libtech_29_footnote,2Sea-coast towns in Gujarat
libtech_30_footnote,2Lord Vishnu’s ultimate weapon
libtech_31_footnote,"1Literally, Lord of the Universe, the name of the deity in the temple"
libtech_32_footnote,1Delivered at a public meeting held under the auspices of the Swarajya Sabha and the Central Khilafat Committee
libtech_33_footnote,"2Who arrived in India on April 1, 1921, as the Viceroy and Governor General of India"
libtech_34_footnote,"3In fact, the images are those of Shri Krishna, his brother and sister."
libtech_35_footnote,1A Hindu mercantile community from Marwar in Rajasthan
libtech_36_footnote,1The message was intended for publication in the Press on April 13.
libtech_37_footnote,2Brahmin priests at place of pilgrimage who play host to pilgrims
libtech_38_footnote,1 Here Gandhiji refers to the fact that in Puri is located the temple of Jagannath
libtech_39_footnote,1One who observes purdah
libtech_40_footnote,"21880-1959; physician and public worker; President of the Congress, 1948; author of History of the Indian National Congress"
libtech_41_footnote,3Village in Orissa which Gandhiji visited in the last week of March 1921
libtech_42_footnote,1The source has “they” here.
libtech_43_footnote,"1Presumably the Ashram at Pallipad, five miles from Nellore, which Gandhiji declared open on April 7"
libtech_44_footnote,1This fourth conference of the so-called untouchables was held on April 13 and 14.
libtech_45_footnote,"2The report of the speech says: “There was a large attendance of ladies and gentlemen from the town, though the number of the untouchables was much less than expected, a rumour having spread in the town that Government would arrest those of them who attended.”"
libtech_46_footnote,1Hymns to Rama beseeching protection
libtech_47_footnote,2Hymns to Vishnu
libtech_48_footnote,"3At Jallianwala Bagh on April 13, 1919"
libtech_49_footnote,4Handfuls of corn or similar useful things
libtech_50_footnote,1A purana describing the avatars of Vishnu
libtech_51_footnote,"1Gandhiji was at Nellore on April 7, 1921."
libtech_52_footnote,2Shudra of Shudras
