chapter_no,date,title,content
1,"December 	7, 1945",TELEGRAM TO THE AGA KHAN,"
           SODEPUR, 
    H. H. AGAKHAN 	BOMBAY  December 	7, 1945 
  MANY			THANKS	YOUR		WIRE.		WOULD		LOVE		TO 	MEET		YOU			AND		LEARN			FROM			YOU			WAY		TO 	SOLUTION		COMMUNAL		PROBLEM.	MAULANA	IS			ILL	BUT 	AT	WORK.		EXPECTING		TO		REACH		WARDHA			FEBRUARY. 	WRITING. "
2,"December 	7, 1945",LETTER TO JIVANJI D. DESAI,"
   From 	a copy: 	Pyarelal Papers.  Courtesy: Pyarelal       GANDHI         SODEPUR, 
      CHI. 	JIVANJI,  December 	7, 1945 
  	I got your proof-copy of the pamphlet on constructive work 	yesterday. I wanted to use that copy here and did so. But I had 	already gone through the proof earlier. As there is no letter accom- 	panying it, I don’t quite understand why you have sent it. You 	have given a heading to my preface but there is no heading on the 	page on which the pamphlet itself begins. I infer from this that 	final touches still remain to be given to the printing. I have of 	course asked Pyare- lalji to write to you about this, but I think it 	is better to dictate this just now in the morning.  	I have the impression that I have already written to you about the 	cover. My suggestion is that the eighteen headings which you have 	given in the pamphlet should be reproduced on the cover in their 	proper order, with the page number given against each. This will 	help the reader and we shall be able to show what topics have been 	covered. The topics can also be shown on the cover in the form of a 	circle. We can have a drawing of the spinning-wheel in the centre 	and the head- ings can be printed round it like the planets round 	the sun. There is one difficulty in this, of course. How can 	communal unity be repre- 
 sented as a planet? If it is so represented, my original conception would be vitiated, for the basic conception is that khadi is the chief handicraft and that the other industries take their place and revolve round khadi like planets round the sun. If now we can find a place in this scheme for Adivasis, kisans, students and communal unity, then the conception will have been worked out. It might be better, there- fore, to give up the idea of the circle, or to form the circle only with khadi and cottage industries. But we need not waste any time over this, for it is essential that the pamphlet should be published as soon as possible. It is also necessary that the translations should be published simultaneously. It would, also, be good if at the end a supplementary list of other books to be read with the pamphlet are given.  For example, Rajendra Babu’s book, Gulzarilal’s essay, etc. You may drop this also, if you cannot recollect the names of the books imme- diately. Pyarelal will most probably send you a wire today saying, “Send another copy proof.” The idea behind this is that if I have to correct the proof, the time which would be taken by an ordinary letter may be saved, for the copy which I have passed on is not likely to come back to me now.libtech_1_footnote
 Blessings from
 BAPU
 From a photostat of the Gujarati: G.N. 9960. Also C.W. 6934. Courtesy: Jivanji D. Desai
 "
3,"December 	7, 1945",LETTER TO JATINDAS AMIN,"
  
 SODEPUR,
     CHI. 	AMIN,  December 	7, 1945 
  	I got your letter sent with Sushila. She arrived the day before 	yesterday. You do not seem to have calmed down yet. You can render 	great service if you calm down. Take up only a little work there. If 	you bring credit to it, it will be greatly appreciated.  	What you write is absolutely correct. Greatness lies in becoming 	small and smallness in assuming greatness. We should therfore only 	serve by becoming as small as dust particles.    
 Your camera is to be sent only with somebody going there, is that not so? I am sure you are not in a hurry.
 Blessings from
 BAPU
 From a copy of the Gujarati: Pyarelal Papers. Courtesy: Pyarelal
 "
4,"December 7, 1945",LETTER TO MANORANJAN CHATTERJEE,"
  
 SODEPUR,
 December 7, 1945
 BHAI MANORANJANBABU,
 I have your wire.   I am writing to Dr. Shyamaprasadjilibtech_2_footnoteand  I shall send either Dr. Sushila Nayyar or Pyarelalji there.
      SHRI 	MANORANJAN 	CHATTERJEE  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal  Yours,  M. K. GANDHI "
5,"December 	7, 1945",LETTER TO SHYAMAPRASAD MOOKHERJEE,"
       SODEPUR,  December 	7, 1945  BHAI 	SHYAMAPRASADJI,  	Why did you fall ill? Dr. Bidhan tells me that you do not take care 	of your health and that once you take up some work you never let go. 	This is a virtue as well as a vice.  It is good when you persevere  	in it within a certain limit. It is bad when you go beyond the 	limit. I hope that, as reported in the newspapers, you will resume 	work after taking complete rest. 
      SHYAMAPRASAD 	MOOKERJEE 	CALCUTTA  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal             Yours,  M. K. GANDHI "
6,"December 7, 1945",LETTER TO SURENDRANATH VISHWAS,"
  
 SODEPUR,
 December 7, 1945
  BHAI 	SUREN BABU, I 	have your informative letter. It will be useful to me.       Yours, 
   SHRI 	SURENDRANATH 	VISHWAS  1/23 PRINCE 	GULAM 	MOHAMMED ROAD 	KALIGHAT  CALCUTTA  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal  M. K. GANDHI "
7,,LETTER TO CHARUPRABHA SENGUPTA,
8,"December 	7, 1945",LETTER TO ARUNA SENGUPTA,"
       SODEPUR,  December 7,libtech_3_footnotelibtech_4_footnote1945  CHI. 	CHARUPRABHA, These 	days I try to write to all Indians in the national language. How 	long shall we go on writing to each other in English ?  	I am occupied with many things up to the 10th. I don’ know how 	long I shall be here after that.  Even then I am writing to Aruna.libtech_5_footnote  From 	a photostat of the Hindi: G.N. 8710. Also C.W. 1496. Courtesy: A. K.  Sen       SODEPUR, 
     CHI. 	ARUNA,  December 	7, 1945 
  	Mother writes to me that I should write to you to come here. I am 	busy till the 10th. I don’t know where I shall be after that. Look 	up the newspapers and if I am in Sodepur come any day at 5 o’clock       
 for the prayer. I shall have a talk with you for two minutes after the prayer.
      SHRIMATI 	ARUNA 	SENGUPTA 	93/3/2 HARI 	GHOSH 	STREET 	CALCUTTA  Blessings 	from  BAPU "
9,"December 	7, 1945",INTERVIEW TO THE PRESS,"
  From 	a photostat of the Hindi: G.N. 8711. Also C.W. 1497. Courtesy: A. K.  Sen       December 	7, 1945  Asked 	whether he would like to say anything about the Congress Working 	Committee meetinglibtech_6_footnote, 	Gandhiji replied. No, 	I am tired.  In 	reply to another query Gandhiji remarked :  	What can I give you? The Maulana is here. You can take what- ever 	you like from him. They have called me here, but they have not given 	me any food to eat, or water to drink. And after my work has been 	finished they are sending me back to my place.Your food is being 	cooked at Maulana’s hands and he will give it to you when it is 	ready.  While 	waiting for the car Gandhiji turned to Maulana Azad and remarked :  	Maulana Saheb, these press reporters and photographers are having a 	good time and detaining our car.  A 	hearty laughter followed. 	A Press 	correspondent drew Gandhiji’s attention 	to the 	announcement from 	New Delhi that the Viceroy 	had agreed 	to see 	Mahatma Gandhi. 	The correspondent inquired whether it suggested that Gandhiji had 	sought the interview.  Gandhiji 	replied the news had appeared in the newspapers and he declined to 	make any further comment.  Amrita 	Bazar Patrika, 	8-12-1945      "
10,"December 7, 1945",SPEECH AT PRAYER MEETING,"
  
 SODEPUR,
 December 7, 1945
 Gandhiji said that he noticed that the people became quiet only after he arrived at the place. That was not ideal. The place where a prayer was conducted, he said, should be considered as a temple and only in prayerful mind should they present themselves there. They should come silently and maintain calm and should leave the place in the same mood.
 If, however, those who joined in the prayer would remain quiet and peaceful he would be only too glad to see the whole of Calcutta assembled there.
 Proceeding, Gandhiji said that there were incorporated in the service Bengali songs as the majority of those present were Bengalees; but for the benefit of others he wished to get a booklet including all songs and other prayers printed in both Devanagari and Urdu scripts. This proposed booklet which might be priced two pice would be of permanent benefit to the readers who could then be acquainted with the texts whenever they so wished.
 Amrita Bazar Patrika, 9-12-1945
 "
